GENE,p300H3K27ac_34_DMSO_compare,IRF4H3K27ac_32_DMSO_compare,tot_rank,LOG2_FOLD_CHANGE,percentage,p_value_adj,H3K27ac_1Hr,H3k27ac_12_DMSO_compare,label
GALK1,8357.654700000001,11854.2418,3122,-0.134395375061903,0,1,-1.548272070739654,21470.937936679875,NA
PRELID1,7756.13815,12745.117600000001,3132,-0.30065484549686,100,1,-1.2699275561334542,16505.08688462867,NA
ICAM1,9128.742,10944.130000000001,3139,-0.547766267140517,0,1,-1.4890678976875267,14632.244777368935,NA
SKIL,9461.335350000001,10628.49165,3139,0.994766523163416,5,1,-0.8458747575032156,14012.955161193306,NA
LY86,9308.75795,10724.64485,3141,-0.385305285502626,0,1,-1.6228622867686835,14493.444423597068,NA
CARD8,7262.826099999999,13822.49015,3147,0.260031117058275,0,1,-1.3746163086076582,21376.140491654907,NA
ZNF821,8482.72555,11569.39185,3150,-1.16650229166234,0,1,-1.5669344725368852,16939.903335858413,NA
HOXB4,9595.09575,10462.2684,3160,0.134036342919689,0,1,-1.541562584524571,11844.983166064043,NA
SCO2,8164.09565,11920.85815,3168,-0.451959665721325,10,1,-1.2554002608125945,17427.385053787402,NA
FARSA,7359.7778,13464.8731,3169,-0.074115988085325,100,1,-1.400301698335712,12337.57477667715,NA
GLRX5,9294.309950000003,10657.13105,3169,0.0151338468574166,55.00000000000001,1,-1.5689373190522624,25191.853035789834,NA
FEZF1,9418.55495,10559.803900000003,3175,0.222745337024824,0,1,-1.199704566163362,17043.52828291835,NA
CDC42EP3,8718.846599999999,11162.578849999998,3189,-0.427685027449119,0,1,-1.6665113601440968,16510.732706232982,NA
EYA3,8409.098399999999,11525.44975,3189,0.0577045785755245,0,1,-1.5021606825185154,11422.806415220119,NA
HSPBP1,8242.0842,11746.1014,3191,0.00919772944101168,0,1,-1.6610500680330875,22873.573918673304,NA
TGFB1,8659.221000000001,11214.588349999998,3198,0.450853716694979,0,1,-1.3851085973225652,20866.206829040846,NA
ARF1,7624.83705,12736.473150000002,3199,0.350739819415035,35,1,-1.4250607106984046,16765.51835049434,NA
CHST14,9896.6521,10155.47625,3200,0.30764894208275,0,1,-1.0152124514211505,17421.682684844403,NA
THEM4,8736.794100000001,11060.520349999999,3205,-0.058071993610707,0,1,-1.41277528572444,11208.31919726611,NA
VPS45,8830.46935,10965.15565,3206,0.227684498560741,40,1,-1.4958650931719548,14243.895157669871,NA
B4GALT5,9467.17525,10443.978650000001,3208,-0.207170439925111,0,1,-1.3894209597693026,15779.420003509498,NA
IRS1,9762.118599999998,10214.08055,3208,-1.80780005182624,40,0.01087692532911042,-1.6754559130321178,13689.44648271323,NA
FANCF,10107.76605,10010.52535,3210,-0.398055006519133,0,1,-1.5196420808544377,29382.99022652101,NA
TXK,10975.809549999998,9512.9398,3210,0.210936907785591,0,1,-1.7115165284083955,20953.108666609325,NA
C16orf54,7680.671550000001,12549.972099999999,3218,-0.761798021647014,0,1,-1.3203879070290072,14704.479605031174,NA
TRIM47,7637.676050000001,12616.3819,3222,-0.193931263843287,0,1,-1.440705032362856,28899.89802991591,NA
ADA,8391.3782,11395.55905,3225,-0.761154473145838,0,1,-1.5675076171019091,24282.855043620046,NA
ZNF395,8160.4958,11695.23365,3228,0.173773388293381,0,1,-1.5708180533946328,17821.907826274142,NA
CX3CR1,9489.3035,10362.508150000001,3229,-1.65803029407841,0,1,-1.6826403957921172,18561.368642823414,NA
ZBP1,8721.81155,10988.7939,3232,-1.66705032647425,0,1,-1.3583492606663308,27615.112459268985,NA
SPATA24,7776.34105,12153.02225,3256,-0.533050939291464,0,1,-1.6026663069512463,26624.70063787284,NA
RHBDF2,7595.253849999999,12539.45975,3257,-1.14905777554161,0,1,-1.4087827178299401,20667.62205030578,NA
FIBP,6891.22205,14041.343300000002,3270,-0.0430725818291359,0,1,-1.3889990913835328,11707.66836173751,NA
PVRIG,8665.3535,10937.011299999998,3271,-0.731364163529358,0,1,-1.5966534456524957,13431.041391063778,NA
C1orf35,7529.75905,12557.882150000001,3275,-0.108514455244947,0,1,-1.5842937942339175,12376.412112169523,NA
MGAT5,11010.91155,9299.26525,3277,-0.0629102017969759,0,1,-1.7472511571988136,14360.673411052729,NA
CD86,9159.1913,10485.6724,3278,-1.33289655669234,5,1,-1.762616840181198,13759.2420982679,NA
WBP2,7727.96835,12157.3587,3281,-0.00294587731620558,0,1,-1.5418066142888802,28193.588164141176,NA
TRAPPC6A,7005.608,13711.8613,3284,-0.202058440096496,0,1,-1.37769195684244,21663.48751822801,NA
CYB5D1,6846.09665,14057.466250000001,3287,0.484189660935891,0,1,-1.4694789047976438,15192.432275391164,NA
FTL,8375.6241000000009,11204.46705,3289,0.0680101945797986,0,1,-1.4385317875604018,15449.763510433453,NA
ERAL1,7188.499949999999,13199.7265,3296,0.358845253668972,15,1,-1.2141545634349864,17932.55391168528,NA
ARHGAP18,11845.3068,8864.83355,3298,-0.811077661749405,0,1,-1.5543244616618423,21858.66333852871,NA
ABL2,7539.1513,12398.31695,3304,0.13464077337274,0,1,-1.390581168953942,8657.661096089258,NA
ABT1,8466.3252,11038.91275,3305,0.337853346911174,95,1,-1.4799623877243655,13959.465039063594,NA
PPP6R1,7842.284199999999,11840.001400000001,3308,-0.32146855969655,0,1,-1.5837629500866657,22162.280866626377,NA
HSD17B6,8708.9911,10722.379200000001,3320,0.516958736071606,0,1,-1.6869473988584776,19726.966855301536,NA
PPP1R15A,8446.6607,11018.106200000002,3321,0.603992946618294,0,1,-1.4019507289667819,16361.716543702634,NA
XCR1,10551.538550000001,9451.410049999999,3334,-0.569493310468567,0,1,-1.73048985399287,19036.83027550322,NA
ARHGEF1,7928.14215,11503.00665,3350,-0.0646457002452516,0,1,-1.2372440867456307,10655.555046254722,NA
CLEC2D,12868.95565,8483.5697,3351,-1.54536612210057,0,1,-1.713924190761935,11743.037588621786,NA
ABR,7647.20085,12001.98195,3357,-0.460679591302691,0,1,-1.3334053200517653,20740.31368238625,NA
BLOC1S3,6926.374900000001,13531.1132,3358,0.2483363595481,0,1,-1.3778599079218041,21546.63968543036,NA
POLI,10156.549199999998,9587.164550000001,3363,-0.324166106372997,0,1,-1.2592846773701596,13320.285973690152,NA
TRIT1,7946.25825,11424.538700000001,3366,0.128417906009625,5,1,-1.373102405268792,14784.30271201523,NA
TRAK1,9511.3953,9949.2021,3367,-0.00936445879959529,0,1,-1.5981511528908112,14714.001973859118,NA
C9orf78,8722.740099999999,10557.36,3370,0.355691244173148,50,1,-1.1882974549910443,21421.93942181129,NA
PSAP,8417.982899999999,10871.232499999998,3373,-0.0428436837195511,0,1,-1.3554880958188957,11666.149355360998,NA
RPS14,7367.77285,12372.62415,3376,-0.189545964164228,100,1,-1.556933323119551,13106.172286094676,NA
NDUFS8,7486.951050000001,12167.695150000001,3378,-0.0908806940396284,40,1,-1.2746797924561162,13532.911123096652,NA
USP20,8718.6237,10554.0431,3379,0.734792500198343,0,1,-1.1884741492928859,21420.274110162336,NA
RPUSD2,9537.23045,9879.323499999999,3386,-0.427235291543023,0,1,-0.9632481847997161,16968.042775004666,NA
FGD2,9390.112099999998,9998.5116,3387,-0.824269006979748,0,1,-1.5460931615839202,15561.34983925413,NA
CYP26A1,9579.14215,9836.20275,3390,-1.96275107495365,0,1,-1.3019502954556674,12922.272161311423,NA
KHSRP,7287.19925,12446.8474,3395,0.446065310046227,15,1,-1.3816998519517922,7149.143733158454,NA
F11R,7696.6726499999995,11739.990849999998,3409,0.278629487212052,0,1,-1.6139400205551608,16048.59979968672,NA
MAMDC4,7834.20375,11449.6724,3409,-0.491359691581863,0,1,-1.2976587149256098,21604.300245055503,NA
VAC14,8924.359250000001,10288.7167,3411,0.253687827554661,0,1,-1.599347938269602,18015.353822470435,NA
DNAJC8,8011.2739,11192.0458,3419,0.03344407938721,100,1,-1.6659994045711568,15498.932719213262,NA
ZNF564,8216.4055,10932.88845,3422,0.767296464832195,0,1,-1.6127436406724664,21123.824400870366,NA
GINS1,8027.120349999999,11143.19295,3426,-0.00474095726537009,100,1,-1.1001127298783377,26156.23477030052,NA
YIPF2,7191.5584,12496.00995,3427,0.193639607095876,0,1,-1.6285429309529447,18091.227227573472,NA
KIF22,7076.97155,12703.772099999998,3428,0.00945580791161689,10,1,-1.2893163940617498,14761.821261811212,NA
HS1BP3,7798.3004,11405.63655,3434,-0.0947739820900084,0,1,-1.3552005504457287,16229.444482029303,NA
PCDH1,9441.927049999998,9812.65585,3441,-0.254360287923629,0,1,-1.3271481413346138,11483.430239860649,NA
CCDC102A,8007.7804,11123.47245,3442,-1.62769236792384,0,1,-1.7289135550332555,11409.544486604422,NA
PLCL2,9821.952199999998,9557.2922,3444,-1.22675806294772,0,1,-1.6544246991127485,14952.359931748468,NA
HIVEP2,10264.90175,9288.626400000001,3449,-0.690634730493326,0,1,-1.486704966641163,21085.555608363895,NA
GALM,9163.845099999999,9997.053949999998,3457,-0.950897191987831,0,1,-1.484798638946352,14260.993588303354,NA
USP48,9072.5657,10060.181349999999,3461,-0.0648340723240127,0,1,-1.476843726206306,20602.379997917982,NA
C3orf52,9774.3769,9564.6027,3463,-1.44194654534388,0,1,-1.7947599061882573,12281.73574197731,NA
SMARCE1,7917.197099999999,11127.056199999999,3469,0.345228745541916,100,1,-1.3484435421058545,15374.597003657042,NA
TRAF3IP3,8319.4769,10624.6555,3479,-1.52475003869869,0,1,-1.4544309780528366,13182.305498571332,NA
BUB1,10196.822750000001,9246.51185,3490,-0.49790097423324,60,1,-1.4801217341382533,24062.725166719116,NA
IL22RA1,8315.194650000001,10588.44625,3492,-0.374350350828641,0,1,-1.1301196971028276,21380.36188657498,NA
ITPRIPL1,8273.586350000001,10638.820650000001,3492,-0.546970249542764,0,1,-1.7323395635030916,19481.6224339102,NA
MRPL55,7320.35905,11980.382150000001,3492,-0.00954515854002409,70,1,-1.661715588311685,12348.089313419103,NA
TOR1A,8421.99315,10505.718350000001,3493,0.48785223983757797,0,1,-1.1901751056637573,20893.562296163196,NA
TAF12,8557.01885,10400.39375,3498,0.585505765938346,95,0.8985838487874156,-1.404322877372982,15925.007396042853,NA
GRWD1,7721.599399999999,11353.458749999998,3501,0.184676003219013,80,1,-1.0958283442941492,16007.426989441006,NA
PELI1,10108.589,9263.5132,3503,0.0178613379368734,0,1,-1.4661840436379805,17901.053130482927,NA
SNRPD2,7368.0193500000005,11846.6821,3507,-0.138210414354323,100,1,-1.4429265391274722,15195.089431599814,NA
SUPV3L1,9782.13985,9425.03955,3514,0.257196344111759,85,1,-1.5172975718177437,19167.984334055804,NA
MRPL51,7517.60325,11536.77125,3528,-0.0958277362012585,25,1,-1.6401337854760873,22120.740829693103,NA
ITCH,9474.1802,9558.5242,3535,0.264723181557598,0,1,-1.4910179174192433,17538.79384294281,NA
BCOR,6856.24585,12703.93695,3539,-0.263043274033226,5,1,-1.1148433569053806,24955.47759575386,NA
MMP11,8618.023700000002,10181.025749999999,3540,-0.675083737161617,0,1,-0.8082881014188656,33949.160687938114,NA
SNX19,9148.9347,9772.3793,3542,0.434165544078227,0,1,-1.351946677476739,21560.83059017527,NA
BET1L,8234.18095,10530.84805,3546,0.594879152881629,0,1,-1.5630260210000098,27834.699705477702,NA
CAV2,7967.16945,10783.2548,3549,-1.3325871800749,5,1,-1.6272897647389795,15878.936239581126,NA
SLC38A1,8970.3902,9857.23965,3552,0.323982511628945,5,0.06486973850422613,-1.7174844836349856,16597.993801823402,NA
CDC37,7131.70365,12030.461,3557,0.209012803091753,100,1,-1.7915997632383476,13383.21640495395,NA
PTPRE,8187.549849999999,10536.231899999999,3557,-0.207710186558121,0,1,-1.5385046925279768,11599.127948428903,NA
SESN2,7824.915350000001,10934.2258,3562,1.32279494922099,5,1,-1.69647640030924,14600.687990706196,NA
NOM1,9130.68825,9741.298149999999,3565,0.425940592115395,70,1,-1.2055527134907587,6045.952437124926,NA
PFKL,7530.98445,11378.28205,3572,-0.0113730778238234,0,1,-1.3828415420186224,19706.34753162615,NA
NFX1,8496.402750000001,10179.467,3574,0.367138600716574,0,1,-1.2003886124351892,19309.510321622925,NA
CLCF1,6683.327200000001,12914.960600000002,3575,-0.0883148748885587,5,1,-1.312678862543889,14964.107082326522,NA
TMEM19,9031.2238,9761.3059,3577,-0.577745218257977,0,1,-1.6684753642168995,21914.87406335901,NA
ADRB2,8582.2713,10142.5185,3582,-1.15939808911882,0,1,-1.611819033243205,20570.833112497006,NA
EIF1,7290.494650000001,11665.4518,3586,0.410026947299705,100,1,-1.6582964169394236,19051.607993745507,NA
SEC11A,7541.8735,11319.1587,3586,-0.122853399913936,0,1,-1.5835507185086308,13674.227879869286,NA
KCNAB3,6458.6618,13613.46735,3587,0.448973821326975,0,1,-1.5350455764679292,11650.932012969453,NA
GSDMB,10309.092750000002,8901.9275,3592,-0.867129614960039,0,1,-1.4329921629208002,17877.855386081486,NA
AAMP,7385.6339499999995,11455.674700000001,3593,0.237833348441097,90,1,-1.2869758145074837,12855.668605884175,NA
TOP1,8457.1381,10172.015449999999,3593,-0.0477287882868382,95,1,-1.5166194888986935,15745.401130101436,NA
BAX,7997.8192500000005,10599.2103,3595,-0.123202361393207,0,1,-1.3195707811839141,13815.757068334427,NA
QPCTL,7313.66835,11562.3937,3599,0.143078898449365,0,1,-1.4423964323557428,15149.226452160845,NA
HPS4,9141.896249999998,9647.2361,3601,0.220944627981947,0,1,-1.5527451862579955,15358.895807276407,NA
SRRD,9141.896249999998,9647.2361,3601,-0.233425466545872,5,1,-1.5527451862579955,15358.895807276407,NA
DENND4B,7049.221949999999,11992.76195,3607,0.0751739029565988,0,1,-1.1409745826017883,9984.297572196258,NA
INTS3,7042.204600000001,11997.14475,3611,0.13457650386908,100,1,-1.3343797341722055,11319.343086833374,NA
CDK14,9661.29955,9230.92555,3613,0.138002991516648,0,1,-1.9582079593841866,20640.31675779977,NA
HIVEP1,10250.9283,8899.468400000002,3615,-0.148491222104399,0,1,-1.5937607358480808,22900.68652561504,NA
SETD4,7013.29355,12007.06195,3620,0.648426468410277,0,1,-1.0691324369561355,7873.363394298676,NA
ADAR,7610.09265,11084.8599,3621,0.231837296353999,35,1,-1.3202796417229383,13189.133210366203,NA
CCDC50,8626.397,9996.895249999998,3624,0.0647358546195063,0,1,-1.5735640157140411,7823.378827722967,NA
DNAJC18,7290.5710500000005,11465.862249999998,3626,0.123001802502936,0,1,-1.572205820315238,24532.336528363758,NA
SGK1,10187.24425,8899.251549999999,3628,-0.744651165051379,0,1,-1.5129534010418948,11612.967455472433,NA
PDK1,9438.97605,9340.368849999999,3632,-0.855367873373701,0,1,-1.4156676426945947,16685.45141135418,NA
CLEC7A,10412.7841,8762.55685,3638,-1.72414128075281,0,1,-1.6872740670087873,13155.086674321003,NA
RAB1A,8534.072400000001,10014.941449999998,3639,0.599045203235035,15,1,-1.0961905339052609,16730.96770367198,NA
TRAF2,7512.489449999999,11142.3082,3646,-0.892909278956694,30,1,-1.255012261886151,22719.67414969627,NA
ZNRF2,8575.91115,9949.8955,3651,-0.446453709643907,0,1,-1.685998979518446,14212.454489215945,NA
EIF2AK3,8658.454099999999,9844.5547,3660,0.185768433076321,5,1,-1.6060173845767889,17802.703386479403,NA
MAML1,6819.7029,12169.851,3664,0.692772534111124,0,1,-0.9426207723664783,9410.878361684598,NA
METTL9,6731.5792,12411.67155,3665,0.118173154959626,0,1,-1.1952059494491087,9769.98119259941,NA
RABAC1,7519.77395,11003.427950000001,3678,-0.132218779455015,0,1,-1.322996805650102,11199.015147530652,NA
IL12A,7636.82085,10848.4008,3679,-0.591839756257543,0,1,-1.510867243954815,7523.818799145638,NA
SLCO4A1,8284.612799999999,10097.624650000002,3691,-0.778544074554045,0,1,-1.2172326316927302,22512.333915180596,NA
CYTH2,7427.46695,11088.41275,3692,0.35106075341687,0,1,-1.0580571467327065,14281.023833199051,NA
RABGAP1L,8312.46485,10055.315349999999,3693,0.159396084220969,5,1,-1.399894796444302,9218.630643635555,NA
DNMT3B,8138.839199999999,10179.9933,3695,-0.505402798918728,0,1,-1.6091363668121657,18471.19830904477,NA
COBLL1,8897.1038,9542.76525,3703,0.378376054292671,0,1,-1.6436025895618889,12427.046025885888,NA
SREBF2,7463.75035,10970.3983,3710,-0.20919673983327,20,1,-1.2558419415105229,17045.663653538133,NA
PDLIM1,7885.884249999999,10403.301,3716,-0.396453073085347,0,1,-1.484334409798753,14421.081829531919,NA
MALT1,9841.880500000001,8852.7714,3717,-0.310078368490555,0,1,-1.7763508475541516,16889.65979019834,NA
PDE4A,7220.6776,11294.12665,3717,-1.44119590793365,0,1,-1.8181730104434193,13016.616264381015,NA
NCAPD2,7268.694950000001,11224.655499999999,3721,-0.152620648119885,100,1,-1.6596191292261484,21706.879455381706,NA
B4GALT1,8280.1146,10009.694599999999,3722,-0.174727958476563,0,1,-1.4736064165964269,13827.182051957927,NA
SPG21,7169.773300000001,11361.976999999999,3723,-0.0295826571575604,0,1,-1.2462876142395385,25783.581591167065,NA
CHD9,6957.097750000001,11710.897749999998,3726,0.513502488391546,0,1,-0.8976287649299065,12437.037681006545,NA
TMSB10,7406.0108,10980.34225,3726,-0.142924083252252,0,1,-1.1915890807437977,12761.87260405052,NA
HOXB3,9087.2373,9361.7712,3728,0.0119528539959039,0,1,-1.6046498884559908,10734.323518364654,NA
SP3,7794.1733,10478.780299999999,3729,0.304284583502707,0,1,-1.2749725742434799,19386.80633697722,NA
KANK1,8142.9014499999985,10107.52125,3732,-0.120525492189385,0,1,-1.2238585081731166,17282.325926833066,NA
WDR73,7564.58735,10767.77915,3734,0.515855040181179,35,1,-1.610826176363926,13071.278976552872,NA
VAMP1,7141.822450000001,11345.0521,3741,0.911199689430377,0,1,-1.7102719323136726,20232.68379653895,NA
FAM20B,6270.4034,13330.362000000001,3747,0.39786333568633,0,1,-1.3332312647710225,9266.32392651452,NA
CSRNP1,8291.10285,9920.62125,3748,0.105265673098813,0,1,-1.609546685927055,18012.493904650044,NA
PHKG2,6434.70295,12766.220949999999,3748,0.465459122544962,0,1,-1.312573380591788,17008.109440995675,NA
DEDD2,6125.616800000001,13786.559000000001,3749,0.575877192363436,0,1,-1.3841791599172504,17560.90060141422,NA
LPXN,9815.19325,8779.42995,3759,-0.0505914814291103,0,1,-1.1560587665935798,26065.700802887375,NA
NEK6,6794.3884,11883.84605,3760,-0.877431003235332,0,1,-1.1476088333123293,15179.550971120487,NA
FOS,9246.9055,9151.737350000001,3761,-0.434071273444141,0,1,-1.4309326667322744,10444.525534467826,NA
ARL6IP5,8674.6186,9549.8734,3772,-0.676546398947655,0,1,-1.3692224523541083,16442.1423504146,NA
DOK3,6989.9822,11437.576099999998,3772,-0.594385000281066,0,1,-1.3821414229484705,11897.12285312597,NA
DDX17,8777.581849999999,9427.4964,3773,-0.0117246289535636,0,1,-1.273621235529369,31271.17951364846,NA
SREBF1,6526.42905,12395.230749999999,3775,-0.599798457702287,10,1,-1.0070695582624096,7881.587541585542,NA
RASSF4,8273.4404,9847.8048,3779,-0.871581507608078,0,1,-1.49969585829676,19403.29481752352,NA
EML2,6937.56005,11524.128850000001,3780,-0.106273739031795,0,1,-1.4979843558858483,11494.74928465428,NA
HAX1,7501.36685,10676.3899,3782,0.190891763990008,30,1,-1.3174531319626326,9343.029619465131,NA
ARID5B,9240.57405,9102.357199999999,3784,-1.51423352040821,0,1,-1.743167293867288,21565.244964454043,NA
NEU1,6651.429999999999,12029.1215,3785,0.679923793345984,0,1,-1.3296221362183749,12958.95010067592,NA
PLEC,6573.91375,12209.8801,3790,-0.295691517320974,5,1,-1.260116056571235,15788.408795195803,NA
MBTPS1,9268.078800000001,9053.7615,3797,-0.0362536462090983,60,1,-1.2542281446734704,19248.45397219787,NA
BAG1,7838.88665,10190.5228,3799,0.098057782235896,0,1,-1.40752471755645,13154.087980576296,NA
VPS26A,9157.42945,9121.216400000001,3801,0.349661856483312,5,1,-1.710055869940807,17364.581352899113,NA
AKAP8,6367.257999999999,12713.03225,3803,0.193002748304559,0,1,-1.4086457055917663,15412.844870422548,NA
PLEK,9817.04045,8677.398799999999,3804,-1.3817651691918,0,1,-1.947971584991088,13565.98660691666,NA
HMGN4,7876.75035,10125.6689,3818,-0.213983744277589,0,1,-1.5608918494977855,16534.880669075254,NA
ST6GALNAC6,7167.7104500000005,11028.566649999999,3818,-0.0226623190341426,0,1,-1.3611423987087192,19080.982692582933,NA
SLC37A1,9731.058400000002,8705.1613,3819,-0.517874778234473,0,1,-1.9096516157113357,8487.505554654406,NA
DTL,7879.9996,10117.521349999999,3820,0.825248025134078,100,1,-1.1187839881620705,9057.170870461363,NA
INTS7,7879.9996,10117.521349999999,3820,0.51393212310885406,100,1,-1.1187839881620705,9057.170870461363,NA
ILDR1,8331.3011,9681.70415,3822,-1.61315980622853,5,1,-1.6822201971208335,10291.465460311458,NA
REEP5,8798.14715,9283.62555,3825,-0.0813033371164447,0,1,-1.561852168528,19355.710611520375,NA
SYPL1,8629.903549999999,9454.2196,3826,0.272858458509501,0,1,-1.1444942395733335,6002.3472201086615,NA
SMG5,7288.9248,10813.8446,3827,0.044804010944434,100,1,-1.1907368885621277,11452.237188362109,NA
CHMP5,7800.03095,10165.426300000001,3830,0.379887728802695,80,1,-1.410987369421511,13122.014222673599,NA
FAM111A,8818.43085,9265.9296,3833,0.242466935910172,0,1,-1.42140866505283,13127.384062182326,NA
RCOR3,7742.216049999999,10245.8335,3833,0.106077733448952,0,1,-1.4358219853538579,18865.751071587994,NA
TMEM79,7282.12845,10804.7359,3835,0.20335604217559,0,1,-1.1899224400264037,11388.286389871952,NA
ZNF398,5981.11875,13907.119450000002,3835,0.514840952196637,0,1,-1.0555480166122064,13655.797932758505,NA
HEBP1,7700.941650000001,10289.26735,3841,-0.168863520305445,0,1,-1.5110005607666162,16700.776536779078,NA
CDS2,7439.8922,10568.125049999999,3845,0.075048718863474,25,1,-1.6650348396805599,13595.729699988104,NA
PIP5K1B,10679.403450000002,8284.439499999999,3847,-0.397379849178918,0,1,-1.7607801564122685,10229.743045640196,NA
RNF14,7651.0439,10352.98095,3847,0.0754650143493299,5,1,-1.5742117518439147,18074.858170504172,NA
ATP6V1F,7122.343649999999,10986.757300000001,3850,0.0960968893288968,100,1,-1.224400629273068,10559.320964250335,NA
S100A11,7097.86765,10997.054,3852,-0.397183527647342,20,1,-1.2460580925230347,16756.209995365545,NA
COMMD7,8099.294449999999,9819.417,3854,-0.0609743555118708,5,1,-1.6067823413744853,18693.354199979156,NA
RPS8,7071.8199,11025.2963,3854,-0.111365242019468,100,1,-0.8941687604252685,14982.41331360104,NA
PPIE,6980.5802,11153.22825,3861,-0.00657357691972623,65,1,-1.2471675008961338,15013.868084869751,NA
PLEKHO1,8181.7927,9707.59505,3862,-1.32040892244572,0,1,-1.5044581829341654,11328.736062064308,NA
TNK2,6413.06615,12315.743699999999,3862,-0.653543029403971,0,1,-1.1398382036451638,21677.788251112594,NA
CUL1,8135.45065,9765.3526,3863,-0.172708116542598,85,1,-1.3557234640733067,17769.18412883357,NA
GLCCI1,8231.1682,9676.150549999998,3863,-1.70785270069118,0,1,-1.6979433618756286,14362.267782778257,NA
CARM1,7210.83705,10719.63635,3882,-0.0837167814178009,85,1.1018154374612604e-5,-1.6285154569042117,18026.32144772885,NA
HEYL,7918.95995,9880.142650000002,3884,0.817588068172023,0,1,-1.586703671839758,18040.217976033047,NA
RFX1,6741.3861,11504.1917,3885,0.59671351782487,0,1,-1.382875023963348,13253.089447944585,NA
MAP3K8,9476.60355,8691.08815,3887,0.539353804691244,0,1,-1.2629503033218006,11051.277052950589,NA
BRD2,6667.7698,11602.4945,3889,1.48599918770106,40,1,-1.2016676074308317,28310.956524700283,NA
KCNQ1,6481.02425,12016.0911,3889,-0.0906451066925053,0,1,-1.0924625523048206,14490.978482006773,NA
ARPC2,7127.5557499999995,10847.62205,3891,-0.262885915176048,10,1,-1.3098396634192,14175.678567245144,NA
TSTD1,7062.0993,10917.47535,3892,-0.218530682494135,5,1,-1.6112281662134906,13806.864731209971,NA
ANKRD33B,7746.807650000001,10082.5172,3898,0.115665344994373,0,1,-1.1140617022096728,9955.441239949661,NA
TYMP,7548.00865,10323.05655,3899,-0.369888415240985,0,1,-1.3381971860489634,13251.925404720227,NA
ZNF526,6029.5571,13313.2651,3905,0.383617093571212,0,1,-1.3979157798214445,16666.885993686752,NA
RCAN1,7802.91495,9962.00705,3910,0.383117252395977,0,1,-1.6836087342245438,11882.477489941388,NA
SRSF7,7959.5416000000005,9771.97555,3914,0.548207163968784,100,1,-1.462121988705936,14051.849354471922,NA
ZBTB5,8273.9768,9519.43195,3915,0.379975810662285,5,1,-1.150026644103915,17591.468942923446,NA
KIF2C,7021.440199999999,10861.388599999998,3927,0.670137029856064,5,1,-0.9574286556410523,14213.727440876122,NA
GNPTAB,10730.0982,8129.13925,3933,0.0448076977683196,0,1,-1.6894190414437744,21185.141391095593,NA
MAZ,6628.4874500000005,11526.223300000001,3934,-0.183064763609031,0,1,-1.2741736261666559,17807.976679388063,NA
RAP2B,7386.57775,10390.105599999999,3935,-0.0608441304520098,0,1,-1.1447931983002253,13764.383392658488,NA
MSH2,8115.9166,9617.9671,3936,0.381785631967028,0,1,-1.2029888548149408,24997.8666113125,NA
ARRDC3,10840.3547,8085.078900000001,3937,1.31715799552795,0,5.089575762151457e-4,-1.6577347094757027,18883.47344937088,NA
TMBIM1,7087.18605,10697.15685,3940,-0.488240168386021,0,1,-1.3095123217695328,13383.556707465003,NA
SNX5,7125.91265,10661.124899999999,3944,0.264465138502882,0,1,-1.0081291357558786,14613.778259596887,NA
BANF1,6768.817050000001,11231.531500000001,3948,-0.232772354164357,100,1,-1.3531781164543855,13635.671152085712,NA
EIF1AD,6768.817050000001,11231.531500000001,3948,0.121353905284829,100,1,-1.3531781164543855,13635.671152085712,NA
ZBTB7A,6529.868549999999,11707.3535,3948,-0.171094845386752,0,1,-1.554436083769454,13325.852277454334,NA
EEF2,6515.9446499999995,11681.5765,3957,0.158132876125287,100,1,-1.4252432830033952,13160.890927564007,NA
RPL24,7928.764300000001,9654.347,3973,-0.177059207418514,100,1,-1.2462703727042284,10891.477108450703,NA
ARHGDIB,8853.150849999998,8869.32515,3978,-0.256014940763188,0,1,-1.8097074317274544,18846.28193714383,NA
FBXW2,7924.920250000001,9651.85615,3978,0.580124538854669,0,1,-1.6871361783302814,18004.545349721026,NA
DUSP6,7488.012750000001,10155.634549999999,3979,-1.83114975063249,0,1,-1.7977606686130059,22301.42866040441,NA
NMB,7343.025449999999,10296.5678,3980,-0.190426758047736,0,1,-1.6776875292202702,12063.91060752865,NA
VEGFA,7169.328950000001,10504.9418,3983,-0.447266445354482,0,1,-1.615755714092178,15139.563834495963,NA
JAKMIP1,7874.3336500000005,9673.600250000001,3988,-1.54443657318188,0,1,-1.4993104399455106,15427.378103606965,NA
MUS81,6090.250899999999,12585.485950000002,3995,-0.0997971138206843,5,1,-1.4379653273998976,12899.034257767002,NA
WNT5B,7153.16495,10487.7261,3998,-2.11612333763353,0,1,-1.444417663074157,15205.375984291713,NA
SEC11C,8251.39895,9298.8357,4005,-0.0185735169367824,0,1,-1.3660525820098506,25528.237007618314,NA
FAM53B,7487.69895,10084.644299999998,4009,-0.374052424025647,0,1,-1.5409809831974979,17451.454047768362,NA
HERPUD2,9175.1837,8609.8792,4011,0.424116237758054,0,1,-1.4646173834718275,12803.656481489586,NA
PIF1,6774.523450000001,10974.5932,4016,-0.414516601397817,5,1,-1.2108516634661437,25098.62017989828,NA
ADRM1,8299.7523,9232.7659,4017,0.164001577485657,30,1,-0.9627971415305641,21103.608103635153,NA
