Protein_Acc,Label,log2FC,SE,DF,pvalue,adj.pvalue,issue,Gene,logpval,logadjpval,TF_1639
P05412,KB450_24h-24h,-0.177963818728606,0.12651403102330222,12,0.1848910939252868,0.5227163732844389,NA,JUN,0.7330840079985225,0.28173389608416366,bZIP
P05423,KB450_24h-24h,-0.025286637854864985,0.04455770760151772,12,0.5808345773308108,0.8104169925476954,NA,POLR3D,0.2359475378021352,0.09129146141341173,NA
P05452,KB450_24h-24h,0.12897772275897515,0.2186912121614461,12,0.5662836879716069,0.8007920294773065,NA,CLEC3B,0.2469659482197551,0.09648025817015952,NA
P05455,KB450_24h-24h,0.004618272290146909,0.08427987645770318,12,0.9572020560630434,0.9886730615160512,NA,SSB,0.018996377196214973,0.004947298952297368,NA
P05543,KB450_24h-24h,-0.040255203839186036,0.225131785284091,12,0.8610723892269931,0.9508493712278393,NA,SERPINA7,0.0649603364437791,0.021888276359985644,NA
P05546,KB450_24h-24h,-0.011335949687675576,0.21922846356495934,12,0.9596118454404577,0.9893563888126563,NA,SERPIND1,0.017904399743728545,0.004647237407707474,NA
P05556,KB450_24h-24h,0.2940397770955511,0.07726531907352649,12,0.0025042438508841476,0.06119762020896457,NA,ITGB1,2.6013233839531953,1.2132654659297648,NA
P05771,KB450_24h-24h,-0.03889365183987148,0.08930669019988455,12,0.670925264472656,0.860058499264651,NA,PRKCB,0.17332585395141611,0.06547200800784261,NA
P05976,KB450_24h-24h,0.33310244091137403,0.360660491034189,12,0.3738983390228876,0.6827866103980095,NA,MYL1,0.42724646411776945,0.16571500408817105,NA
P06132,KB450_24h-24h,-0.08427914548070581,0.0980371283147143,12,0.4068199281741356,0.706348399692968,NA,UROD,0.390597781206319,0.15098103444057928,NA
P06213,KB450_24h-24h,0.041886607757195826,0.04766757467278796,12,0.3968057117254542,0.6981810350607681,NA,INSR,0.40142208512422534,0.1560319522567594,NA
P06241,KB450_24h-24h,-0.11438264187839305,0.066930613028274355,12,0.1131665648220859,0.42599463737176896,NA,FYN,0.9462818669475545,0.37059586797359145,NA
P06280,KB450_24h-24h,-0.056634860108078215,0.06520814304085687,12,0.4021439007442843,0.7017594074663351,NA,GLA,0.39561851379020574,0.15381175670088626,NA
P06396,KB450_24h-24h,-0.06194446098457477,0.15199581134553639,12,0.6907875536060941,0.8704273520080913,NA,GSN,0.16065549601611478,0.06026747031186153,NA
P06400,KB450_24h-24h,-0.02103191123690264,0.05609593315218259,12,0.714256708609297,0.883279288509207,NA,RB1,0.14614567184362132,0.053901952956754644,NA
P06454,KB450_24h-24h,-0.06930044634202015,0.09274769869429957,12,0.46933544641658875,0.7396820186141639,NA,PTMA,0.328516644590419,0.1309549387018562,NA
P06493,KB450_24h-24h,0.010451549724331544,0.0772570844318327,12,0.8946310919024287,0.9639899140295657,NA,CDK1,0.04835601248237321,0.015927509981213873,NA
P06576,KB450_24h-24h,0.06442457587441669,0.07517817390805732,12,0.40825611697236563,0.7064909673495829,NA,ATP5F1B,0.38906729943283164,0.15089338633532368,NA
P06702,KB450_24h-24h,-1.3652114427255513,1.1051764459695632,11,0.2424566322348163,0.5833171140992383,NA,S100A9,0.6153659315584047,0.2340952814993041,NA
P06703,KB450_24h-24h,0.28078535180318165,0.12236355487061133,12,0.04058637102768374,0.25694316675725537,NA,S100A6,1.3916197787667164,0.5901629276152294,NA
P06727,KB450_24h-24h,-0.40478403364912313,0.4547810293019024,12,0.3909270379527424,0.6944689590791387,NA,APOA4,0.40790429112417737,0.15834716130421875,NA
P06730,KB450_24h-24h,-0.015406149105198635,0.07526481722566748,12,0.8412431103370297,0.9439203673005983,NA,EIF4E,0.07507847956423748,0.025064642884885094,NA
P06733,KB450_24h-24h,-0.034880035071359124,0.029867985058569052,12,0.26556436729922095,0.6021298611083501,NA,ENO1,0.5758301978412171,0.22030983452179356,NA
P06737,KB450_24h-24h,0.25916003217515277,0.11360191471784141,12,0.04158047700799214,0.26068976324568394,NA,PYGL,1.3811105327835171,0.5838760223537233,NA
P06744,KB450_24h-24h,0.012407455473658397,0.02482089966778215,12,0.6261999273521754,0.8354809667762467,NA,GPI,0.20328698710324786,0.07806343938902548,NA
P06746,KB450_24h-24h,0.18390055309135914,0.07292703721702544,12,0.02682501613569352,0.21069830855672,NA,POLB,1.5714600081265762,0.6763389508059079,NA
P06748,KB450_24h-24h,-0.007324334819043298,0.06562181849815468,12,0.9129744273263087,0.9714407699629689,NA,NPM1,0.03954138700744507,0.012583673769727084,NA
P06753,KB450_24h-24h,0.0399190242883091,0.10260428804129314,12,0.7040487825448449,0.8780767879085555,NA,TPM3,0.15239724816463673,0.056467503334498514,NA
P06756,KB450_24h-24h,0.21071035904012592,0.06020946331860091,12,0.004384921997945439,0.08357145454907777,NA,ITGAV,2.3580381277627467,1.0779420389344085,NA
P06858,KB450_24h-24h,0.26194806834951945,0.13091787700403526,12,0.06855175349358061,0.3357243636206964,NA,LPL,1.1639814318613926,0.47401714072373125,NA
P06865,KB450_24h-24h,0.14288197247464066,0.08005121706980764,12,0.09956032463482674,0.4026800111846403,NA,HEXA,1.0019136959637656,0.3950399279979019,NA
P07093,KB450_24h-24h,0.029606145116531465,0.06261335023473692,12,0.6448110339853526,0.8455652800783289,NA,SERPINE2,0.19056753950639083,0.07285285798535551,NA
P07099,KB450_24h-24h,0.03939247402512022,0.04100229742311763,12,0.3556432235238125,0.6709149394596494,NA,EPHX1,0.44898546199566197,0.17333253745390959,NA
P07108,KB450_24h-24h,0.07117174526515856,0.21593067659641316,12,0.7473809090232141,0.8994294698191062,NA,DBI,0.1264579998925422,0.04603288687020565,NA
P07148,KB450_24h-24h,-0.039353875759210934,0.28524187864485817,12,0.8925547983388004,0.9628284520766621,NA,FABP1,0.049365110918193476,0.01645108458176084,NA
P07195,KB450_24h-24h,-0.03268014059696257,0.050514486602049304,12,0.529847793839709,0.7784141087690251,NA,LDHB,0.2758488696237764,0.10878930107346037,NA
P07199,KB450_24h-24h,0.15888784781722678,0.09391102561416988,12,0.11644656293239797,0.4308332866732114,NA,CENPB,0.9338733256911101,0.3656907499886562,CENPB
P07205,KB450_24h-24h,-0.18010244192280878,0.19246798189930248,12,0.3678504627375888,0.6773167034616208,NA,PGK2,0.4343286933002779,0.16920821402635566,NA
P07225,KB450_24h-24h,-0.00395460879197725,0.24504384804728122,12,0.9873892200445135,0.9971582251340468,NA,PROS1,0.005511618559407746,0.0012359240850236843,NA
P07237,KB450_24h-24h,0.04934344325248955,0.08171601545108059,12,0.5571926484958942,0.7937895268773166,NA,P4HB,0.25399462221707775,0.10029463539785903,NA
P07311,KB450_24h-24h,0.030919302288888607,0.05474782028861415,12,0.5826415903220479,0.8116898813577423,NA,ACYP1,0.23459851764401796,0.09060986797633144,NA
P07339,KB450_24h-24h,0.1152562451431788,0.054940181677586235,12,0.05776505160226554,0.3059220946501769,NA,CTSD,1.238334834360553,0.5143891557772321,NA
P07355,KB450_24h-24h,-0.008798265424371352,0.08262371372345668,12,0.9169562765143906,0.972029369074381,NA,ANXA2,0.037651372422943294,0.012320613022025856,NA
P07384,KB450_24h-24h,0.10479398461474047,0.05770924276500333,12,0.0944374891662216,0.3928183868482175,NA,CAPN1,1.024855568138744,0.40580819216861286,NA
P07437,KB450_24h-24h,0.012570856868279322,0.03753503301054163,12,0.7434745982629889,0.8977507727195309,NA,TUBB,0.1287338651012344,0.04684421239216065,NA
P07477,KB450_24h-24h,0.41653245388709026,0.5261822388698906,12,0.44395314932435226,0.7258069010215045,NA,PRSS1,0.3526628588571939,0.1391789068142848,NA
P07550,KB450_24h-24h,-0.27505641649343276,0.17864370867175539,12,0.14957916402776444,0.4799628457395822,NA,ADRB2,0.8251288983030058,0.31879238036359575,NA
P07602,KB450_24h-24h,-0.009164151884451285,0.15186895787999236,12,0.9528761798786869,0.9862796371306018,NA,PSAP,0.020963529465662774,0.0059999332893509475,NA
P07686,KB450_24h-24h,0.07177856464506623,0.04139471438760298,12,0.10850710676800035,0.4183495421161492,NA,HEXB,0.9645418163864168,0.3784607020136067,NA
P07737,KB450_24h-24h,0.028567902688437508,0.08392066696532986,12,0.7394287211039701,0.8957267135605844,NA,PFN1,0.13110368444357579,0.04782447348124627,NA
P07738,KB450_24h-24h,0.15296086273840806,0.061189560123636286,12,0.027926313317243615,0.2130761265046544,NA,BPGM,1.553986393753263,0.6714652068231232,NA
P07741,KB450_24h-24h,-0.02512600249481702,0.08455529323083993,12,0.7714295040314375,0.910555877927967,NA,APRT,0.11270375516013349,0.04069339777553895,NA
P07814,KB450_24h-24h,0.010880464118161598,0.04503203274351124,12,0.8131570706043196,0.9304945691879903,NA,EPRS1,0.08982555734805167,0.03128615727643924,NA
P07858,KB450_24h-24h,0.020056028731259744,0.05031194487598258,12,0.697165327620148,0.875025436105421,NA,CTSB,0.15666421995229265,0.057979322292355515,NA
P07900,KB450_24h-24h,0.020898715143164992,0.03881417738147525,12,0.6001256100888331,0.82178709958126706,NA,HSP90AA1,0.22175783951795963,0.08524068057797374,NA
P07902,KB450_24h-24h,0.04372048445669299,0.08699244739228354,12,0.6243568367988197,0.8345245227345274,NA,GALT,0.20456712833229748,0.07856089693343792,NA
P07910,KB450_24h-24h,-0.08101530587011574,0.0439388632706997,12,0.0900303013824336,0.3834437079558456,NA,HNRNPC,1.0456112960233315,0.4162983843058139,NA
P07919,KB450_24h-24h,0.06652085990589045,0.09072717340726541,12,0.47751802140662014,0.7458992255935154,NA,UQCRH,0.321010233609528,0.12731984374046557,NA
P07942,KB450_24h-24h,0.06762373822132654,0.33476775540626597,12,0.8432992156385197,0.9449190468375781,NA,LAMB1,0.07401830361457967,0.02460539680047006,NA
P07947,KB450_24h-24h,-0.10605867796206953,0.1369609711495341,12,0.45369866454185503,0.7308157465773631,NA,YES1,0.343232499074201,0.1361921036594254,NA
P07948,KB450_24h-24h,-0.10495701749086513,0.053070245898391204,12,0.07139019737063242,0.34276925082986337,NA,LYN,1.1463614173570233,0.4649981447240002,NA
P07954,KB450_24h-24h,0.0059081561632847585,0.04856360142679143,12,0.905183306125475,0.9676906614624452,NA,FH,0.043263464134500905,0.01426345001626659,NA
P07992,KB450_24h-24h,0.07225671899345677,0.06872915969208342,12,0.3138202742487478,0.6380496476881756,NA,ERCC1,0.5033190024000446,0.1951455267990322,NA
P07996,KB450_24h-24h,-0.0353655741098917,0.11612262560694506,12,0.7659231814502806,0.9086511183623571,NA,THBS1,0.11581478590945311,0.04160283454955174,NA
P08047,KB450_24h-24h,-0.10279801162062589,0.11436335779894048,12,0.3864022950689493,0.6912722581079684,NA,SP1,0.4129603027202602,0.16035087171930204,C2H2 ZF
P08069,KB450_24h-24h,0.10658424860490351,0.13236482764217822,12,0.4363514212998114,0.7225004734498794,NA,IGF1R,0.36016360509508255,0.14116186398096092,NA
P08123,KB450_24h-24h,-0.01679972469985695,0.21220953995141936,12,0.9382056501174585,0.9806724375112161,NA,COL1A2,0.027701955947115015,0.008476030680391471,NA
P08133,KB450_24h-24h,-0.03677846292701583,0.07543143302280582,12,0.6346371301375224,0.8406231631782164,NA,ANXA6,0.19747452261992482,0.0753986472809911,NA
P08134,KB450_24h-24h,-0.3963314413234638,0.1752690236219961,12,0.04311162059103904,0.2641450277660015,NA,RHOC,1.3654056514556194,0.5781575600068068,NA
P08174,KB450_24h-24h,-0.1018232295490291,0.1044871967798636,12,0.34904191440962795,0.6649534329114122,NA,CD55,0.45712241801557085,0.17720876753560055,NA
P08195,KB450_24h-24h,-0.08594179320196815,0.05761873392527973,12,0.16162839790108072,0.4960395215692166,NA,SLC3A2,0.7914823318768851,0.30448372005084184,NA
P08235,KB450_24h-24h,-0.25437159920483937,0.2319328062105821,12,0.29427358863582753,0.624748110204678,NA,NR3C2,0.5312487145379712,0.20429504889326358,Nuclear receptor
P08236,KB450_24h-24h,0.014507295927994157,0.03736441383671985,12,0.7046200820368491,0.8786685064245079,NA,GUSB,0.1520449833609871,0.056174939470100646,NA
P08237,KB450_24h-24h,-0.004804391296911362,0.043882955338631034,12,0.9146297904738332,0.9716514249838346,NA,PFKM,0.03875465728761646,0.012489508074714231,NA
P08238,KB450_24h-24h,0.02122757725039824,0.042330480778488076,12,0.6251114296834368,0.8347430732691782,NA,HSP90AB1,0.20404256028282122,0.07844717605131522,NA
P08240,KB450_24h-24h,0.010952547120864067,0.0397190503735309,12,0.7874308618765941,0.9163125678481865,NA,SRPRA,0.10378756785408616,0.03795635675083859,NA
P08243,KB450_24h-24h,0.03882886574991317,0.021788292320475928,12,0.10003224260165905,0.40368883669139277,NA,ASNS,0.9998599947296308,0.3939532600778229,NA
P08397,KB450_24h-24h,-0.04546498966679468,0.034052313280286906,12,0.206602908324978,0.5461972546726417,NA,HMBS,0.6848635692607378,0.26265048706614835,NA
P08473,KB450_24h-24h,0.2944861425614284,0.13128326230161774,12,0.04454479895954248,0.26734980449361057,NA,MME,1.3512029967905907,0.5729201291524835,NA
P08514,KB450_24h-24h,0.2021795507793517,0.1441501420474674,12,0.1860853100949524,0.5234728120598864,NA,ITGA2B,0.7302879094942164,0.28110586962790685,NA
P08559,KB450_24h-24h,0.0807708070665575,0.10260354025867101,12,0.4464272884832047,0.7258069010215045,NA,PDHA1,0.3502492664104053,0.1391789068142848,NA
P08567,KB450_24h-24h,-0.05135477506632453,0.04450188296619499,12,0.27096962837087163,0.6069719675507526,NA,PLEK,0.5670793842920988,0.2168313659579359,NA
P08574,KB450_24h-24h,0.10063680230925344,0.05193111872719897,12,0.07652445800150723,0.3549232530622053,NA,CYC1,1.116199737689964,0.4498655465927151,NA
P08579,KB450_24h-24h,-0.019328795670794815,0.06060343472955859,12,0.7552560765137012,0.9027250495562974,NA,SNRPB2,0.1219057718663292,0.04444450621297819,NA
P08581,KB450_24h-24h,-0.07580530427748433,0.09491932356359536,12,0.4400260784097614,0.7247488350278423,NA,MET,0.35652158402781925,0.13981247406387395,NA
P08582,KB450_24h-24h,0.08775988437407427,0.044135186339529175,12,0.07006133844340648,0.33901986361361075,NA,MELTF,1.1545215702293827,0.46977485517434164,NA
P08603,KB450_24h-24h,0.006816039684841346,0.22042675839017825,12,0.9758400810956405,0.9951547710610177,NA,CFH,0.01062134789501935,0.0021093705200040313,NA
P08621,KB450_24h-24h,0.051041423916049766,0.06264664045374167,12,0.43108780767084964,0.7203139040580544,NA,SNRNP70,0.36543425999498724,0.1424782020532294,NA
P08670,KB450_24h-24h,-0.06234120303973909,0.05234402053619719,12,0.25668302007327,0.5952630990568739,NA,VIM,0.5906028595419814,0.22529103895453978,NA
P08697,KB450_24h-24h,-0.11094565149734666,0.24262492486103518,12,0.65564334958867,0.8525149014574193,NA,SERPINF2,0.18333233962753454,0.06929802105784694,NA
P08708,KB450_24h-24h,-0.0556343471623242,0.04507338991665124,12,0.24071499538124647,0.5814529722572014,NA,RPS17,0.6184968544342376,0.23548540512316918,NA
P08754,KB450_24h-24h,-0.03790792919394576,0.05979358705345757,12,0.5379915901559473,0.7822823699142097,NA,GNAI3,0.26922451313920975,0.10663645722074161,NA
P08758,KB450_24h-24h,0.12349821814918487,0.07768358681085488,12,0.13787417407492417,0.4639445501512285,NA,ANXA5,0.8605170761530386,0.33353392246748953,NA
P08779,KB450_24h-24h,0.6544098260995729,1.2699800200790325,12,0.615709494685782,0.8313315278745965,NA,KRT16,0.21062414922182224,0.08022574876272581,NA
P08842,KB450_24h-24h,0.1200652308291273,0.09860906321613828,12,0.24678198218457295,0.5867687157010212,NA,STS,0.6076865517841207,0.23153304915834494,NA
P08865,KB450_24h-24h,0.04692350129613417,0.11058143583974905,12,0.6788300885198388,0.8628760772105897,NA,RPSA,0.16823891622393633,0.0640515714320336,NA
P08887,KB450_24h-24h,0.07525480860234496,0.09573498764501032,12,0.447068889209454,0.7258069010215045,NA,IL6R,0.3496255509209719,0.1391789068142848,NA
P08910,KB450_24h-24h,-0.0643685020155065,0.08895795444010547,12,0.483188800126776,0.7484187800495324,NA,ABHD2,0.31588314081803137,0.12585532329716007,NA
P08962,KB450_24h-24h,0.2637256611590478,0.13726107710286292,12,0.07875673575246529,0.3580678081434603,NA,CD63,1.1037122924586298,0.44603472219977974,NA
P09001,KB450_24h-24h,0.09280114929695904,0.10207292296719109,12,0.38116064886129164,0.6873375130374247,NA,MRPL3,0.4188919424108222,0.16282995281643672,NA
P09012,KB450_24h-24h,-0.15138462633601787,0.053891432085335235,12,0.015776701055502468,0.15762466165823616,NA,SNRPA,1.8019838036090305,0.802375832632145,NA
P09038,KB450_24h-24h,-0.6473736499085688,0.5210270323172342,12,0.2377864953893804,0.5789724815316821,NA,FGF2,0.623812813907462,0.23734207772844249,NA
P09086,KB450_24h-24h,-0.3498973897470581,0.09808300150366721,12,0.003871124164468431,0.07839026433048574,NA,POU2F2,2.4121628986684676,1.1057378711177803,Homeodomain; POU
P09104,KB450_24h-24h,0.03703802160868216,0.03399329994852533,12,0.2973002601213741,0.6259210996814295,NA,ENO2,0.5268047108111135,0.20348040821541521,NA
P09110,KB450_24h-24h,0.015419834743388169,0.055725988960256115,12,0.7867127005226525,0.9160888951006921,NA,ACAA1,0.1041838386164514,0.03806238137746716,NA
P09131,KB450_24h-24h,0.2427492157874017,0.1285800115922145,12,0.08344836069336822,0.368391011294519,NA,SLC10A3,1.078582190426522,0.4336909750897787,NA
P09132,KB450_24h-24h,-0.2694300438144301,0.2021860174767445,12,0.20741937157697107,0.5468433189712896,NA,SRP19,0.6831506858634935,0.26213708948640935,NA
P09211,KB450_24h-24h,-0.02364123470807952,0.03670069191458644,12,0.531589605936287,0.7789663875067026,NA,GSTP1,0.27442351931818126,0.10848128178225487,NA
P09234,KB450_24h-24h,-0.013529960702904015,0.07029417301931158,12,0.8505880749213824,0.9461175840714544,NA,SNRPC,0.07028071030309585,0.024054885860366842,NA
P09326,KB450_24h-24h,-0.13024723386536033,0.04367201027468033,12,0.011434723209978402,0.13454709333453185,NA,CD48,1.9417743435044477,0.8711256800065732,NA
P09382,KB450_24h-24h,-0.012718495141333145,0.04433835860009712,12,0.7791192793825555,0.9135157009511327,NA,LGALS1,0.10839604885875782,0.039283983858418546,NA
P09417,KB450_24h-24h,-0.14256681058539686,0.040427971542897116,12,0.004173666845234682,0.08172295115799974,NA,QDPR,2.3794822205917754,1.0876559586268082,NA
P09429,KB450_24h-24h,-0.018754105090681136,0.05934200718772965,12,0.7574058594141395,0.9038038892889382,NA,HMGB1,0.12067133942989441,0.04392579412554057,NA
P09467,KB450_24h-24h,0.18379669992026995,0.04818711577872956,12,0.0024652007854174206,0.06060786321221366,NA,FBP1,2.608147702574334,1.2174710271845632,NA
P09486,KB450_24h-24h,-0.0759886097318846,0.13576831053582308,12,0.5859844080502717,0.8137182249209413,NA,SPARC,0.23211393959251814,0.089525956962527,NA
P09488,KB450_24h-24h,0.6021721985911371,0.2106980305210319,12,0.014407579427436213,0.15131563428997075,NA,GSTM1,1.8414089775212255,0.8201161973232962,NA
P09493,KB450_24h-24h,-0.103656862543818,0.12219142672554206,12,0.41286436913049696,0.7092417263305943,NA,TPM1,0.3841925958313275,0.1492057217709909,NA
P09496,KB450_24h-24h,0.01248084573101498,0.08768584823666503,12,0.8891765560510025,0.9618105473809582,NA,CLTA,0.05101199639129455,0.016910464687630168,NA
P09497,KB450_24h-24h,0.04804306544252381,0.07348589299319719,12,0.5255885989390756,0.7754333663319717,NA,CLTB,0.2793540640562474,0.11045551555206438,NA
P09525,KB450_24h-24h,0.16299243509497605,0.07992280433920554,12,0.06406156238624715,0.32260770895109214,NA,ANXA4,1.1934024736108275,0.4913252590334822,NA
P09543,KB450_24h-24h,0.043165784660980734,0.06801405837526368,12,0.53756280171423,0.7821574623228026,NA,CNP,0.2695707912361893,0.10670580687125984,NA
P09601,KB450_24h-24h,-0.57294210049708,0.05378327146897929,12,1.8009794169418238e-7,1.9157248830213187e-4,NA,HMOX1,6.744491250622814,3.71766685974844,NA
P09622,KB450_24h-24h,-0.051685744126630496,0.03734253563626851,12,0.19152938727564603,0.530065467164326,NA,DLD,0.7177645806902541,0.275670488375903,NA
P09651,KB450_24h-24h,-0.13798157815841894,0.16249686843218195,12,0.4124265272362524,0.7091589708890588,NA,HNRNPA1,0.3846534087090506,0.14925639889166292,NA
P09661,KB450_24h-24h,0.025951602082898522,0.06628631639729811,12,0.7022851973267996,0.8770830548112234,NA,SNRPA1,0.15348648548808416,0.05695927945228144,NA
P09668,KB450_24h-24h,-0.009606642067251592,0.1631405544174824,12,0.9540124248664423,0.9867518775952988,NA,CTSH,0.020445969094861283,0.005792038554436703,NA
P09669,KB450_24h-24h,0.03086524519749198,0.08529071877722627,12,0.7237318783462328,0.8883365715541907,NA,COX6C,0.14042229750666851,0.051422458236373876,NA
P09874,KB450_24h-24h,0.11361360214879597,0.07112661059179849,12,0.13617237977056762,0.4612099069629902,NA,PARP1,0.8659109726704497,0.33610137246764943,NA
P09884,KB450_24h-24h,-0.051976925240383685,0.053326547546385106,12,0.3489528526449873,0.6649534329114122,NA,POLA1,0.45723324702165385,0.17720876753560055,NA
P09917,KB450_24h-24h,0.15204732992038505,0.09716728364403132,12,0.1436063631690182,0.47174948448268883,NA,ALOX5,0.8428263161663766,0.32628856575009174,NA
P09936,KB450_24h-24h,-0.051490155359102396,0.06684301987671654,12,0.4560115265286304,0.731741407961771,NA,UCHL1,0.34102417960637116,0.13564236830885903,NA
P09958,KB450_24h-24h,0.2268607786562811,0.04504816380010929,12,2.91261835548503e-4,0.0167535362827953,NA,FURIN,3.535716417866462,1.775893509462454,NA
P09960,KB450_24h-24h,0.008774274289278796,0.04832188208613774,12,0.8589435784001302,0.9503145592037234,NA,LTA4H,0.06603536282097199,0.022132617117074403,NA
P09972,KB450_24h-24h,-0.024489476348748884,0.04589083223824497,12,0.6033308192341262,0.8236821814999409,NA,ALDOC,0.2194444895659821,0.08424032889303443,NA
P0C091,KB450_24h-24h,0.7465209261878242,0.42263069108154266,12,0.10273648032471008,0.4073061869895144,NA,FREM3,0.9882753169622767,0.39007899292161835,NA
P0C0L4,KB450_24h-24h,-0.27393837392008913,0.2193859255707351,12,0.23560093183417785,0.5777932469860475,NA,C4A,0.6278229961869682,0.2382275383205418,NA
P0C1Z6,KB450_24h-24h,0.24638891723446546,0.10890447858382367,12,0.04302174564350731,0.26388997733461683,NA,TFPT,1.3663119717272256,0.5785771041752868,NA
P0C2W1,KB450_24h-24h,-0.04752568702925095,0.059760591172027276,12,0.4419043210578246,0.7250327964368197,NA,FBXO45,0.354671751770148,0.13964234792640204,NA
P0C7P0,KB450_24h-24h,-0.07174712992611955,0.08283219435142551,12,0.40338072225530863,0.7028468597531495,NA,CISD3,0.3942848607543784,0.15313929120948455,NA
P0C7T5,KB450_24h-24h,-0.07513110940705099,0.047457450157089784,12,0.13937794334796502,0.46675404283969685,NA,ATXN1L,0.8558059481904924,0.33091191167482925,NA
P0C870,KB450_24h-24h,0.17925104992907903,0.07887264175999915,12,0.04223428858604926,0.2622000443872963,NA,JMJD7,1.3743348168774603,0.5813672391251251,NA
P0CAP2,KB450_24h-24h,0.13049093728924177,0.07552410112086726,12,0.10964468401852352,0.4210366719791756,NA,POLR2M,0.9600124196853862,0.37568007579239376,NA
P0CG08,KB450_24h-24h,0.14887408939964958,0.0643330414181061,12,0.03918292416144953,0.25322063500128744,NA,GPR89B,1.4069031564016847,0.5965009064665339,NA
P0CG12,KB450_24h-24h,0.31030512459981413,0.21449452696924087,12,0.17359834796078868,0.5103897238223534,NA,DERPC,0.7604544120796147,0.2920980782762643,NA
P0CG13,KB450_24h-24h,0.03829764154093888,0.08450610591020288,12,0.6584948114390117,0.8537838105153672,NA,CHTF8,0.18144764267984936,0.06865208456428279,NA
P0CG30,KB450_24h-24h,0.11960612710357217,0.06545674938640426,12,0.09262172592409605,0.3886513864863087,NA,GSTT2B,1.0332871305724498,0.41043977864090986,NA
P0CG39,KB450_24h-24h,-0.276582886300087,0.20963030184312442,12,0.2116609527627624,0.5529797796156203,NA,POTEJ,0.674359253287988,0.2572907489157559,NA
P0CJ78,KB450_24h-24h,0.22999321094043249,0.16047965660845825,12,0.1773477582175244,0.5133691329130126,NA,ZNF865,0.7511742969011569,0.2895702474848969,C2H2 ZF
P0CK96,KB450_24h-24h,-0.0020412430907275994,0.05611578259851394,12,0.9715810121073085,0.9942676753341797,NA,SLC35E2B,0.012520981328412463,0.0024966797165176993,NA
P0DI81,KB450_24h-24h,0.4805135984657136,0.1255704288325247,12,0.0024102049552393134,0.05957869033768679,NA,TRAPPC2,2.6179460249999127,1.2249090477031706,NA
P0DJ07,KB450_24h-24h,0.19800990764150436,0.18620190897783698,12,0.30852554394779763,0.6335753751236052,NA,PET100,0.5107088733282359,0.19820171061010516,NA
P0DMN0,KB450_24h-24h,-0.2205700448976362,0.04972725263908991,12,8.130882576946251e-4,0.031123783433779063,NA,SULT1A4,3.0898623108027263,1.506907615263999,NA
P0DMP2,KB450_24h-24h,-0.6216199629935821,0.4763574745959155,12,0.21638135054317803,0.5597708044628072,NA,SRGAP2B,0.6647801728871482,0.25198975644390026,NA
P0DMQ5,KB450_24h-24h,-0.07470010013620544,0.08192867233990356,12,0.37984208319693324,0.6873375130374247,NA,INAFM2,0.4203969208845911,0.16282995281643672,NA
P0DMV9,KB450_24h-24h,-0.03760966146306902,0.08315757861243835,12,0.6591415895360289,0.8540151019488182,NA,HSPA1B,0.18102128502776488,0.06853444941047131,NA
P0DP23,KB450_24h-24h,-0.004118972012483597,0.0571498387012996,12,0.9437309792386945,0.9823898386291952,NA,CALM1,0.025151788416977034,0.0077161383141577024,NA
P0DP91,KB450_24h-24h,0.29260127878648273,0.2388123458623131,12,0.24399197194450659,0.5848071781982995,NA,ERCC6,0.61262446299553,0.2329873052827902,NA
P0DPB5,KB450_24h-24h,0.14698476814752579,0.11822583475693298,12,0.23751656205282587,0.5786380811979874,NA,POLR1D,0.6243061015870396,0.23759298805767678,NA
P0DPB6,KB450_24h-24h,-0.13049271412923746,0.10227526421266596,12,0.2261356402826532,0.5695453994015075,NA,POLR1D,0.645630984942191,0.24447165187687409,NA
P0DPD7,KB450_24h-24h,-0.007401700273100303,0.06889887548200206,12,0.9162243025375743,0.9717109156815592,NA,EEF1AKMT4,0.0379981928939378,0.01246291861045036,NA
P0DPK4,KB450_24h-24h,0.003170373010357904,0.19523475547405586,12,0.9873107720699887,0.9971582251340468,NA,NOTCH2NLC,0.005546124583215458,0.0012359240850236843,NA
P0DTL6,KB450_24h-24h,0.1889178951976328,0.08468452938436372,12,0.04554163231270178,0.27000649419925893,NA,ZFTRAF1,1.341591407368337,0.5686257900595898,NA
P10071,KB450_24h-24h,0.05709194102894993,0.06391101122725681,12,0.3892584332344856,0.694055130955828,NA,GLI3,0.4097619697231625,0.15860603081468863,C2H2 ZF
P10074,KB450_24h-24h,0.048342309431931206,0.061753354497355424,12,0.44890118686060787,0.7270900851989707,NA,ZBTB48,0.3478492463552387,0.13841177747514805,C2H2 ZF
P10114,KB450_24h-24h,0.009964938303470552,0.03271223474409484,12,0.7658707723562018,0.9086511183623571,NA,RAP2A,0.11584450397997073,0.04160283454955174,NA
P10124,KB450_24h-24h,-0.4460721273776109,0.15858223979590372,12,0.015665623213674464,0.15691515687896868,NA,SRGN,1.8050523232287428,0.804335104654139,NA
P10155,KB450_24h-24h,0.03798484354566274,0.04967044460675268,12,0.45920334771652027,0.7332886714439345,NA,RO60,0.3379949544743859,0.1347250243558021,NA
P10176,KB450_24h-24h,0.1320901668773208,0.22529558506616018,12,0.568540571837256,0.8025206266854811,NA,COX8A,0.2452385380187656,0.09554379638033424,NA
P10242,KB450_24h-24h,-0.7402445524592709,0.07172523787721245,12,2.544061264208297e-7,1.9835240209123157e-4,NA,MYB,6.5944724345380745,3.702562535756253,Myb/SANT
