siIRF4 KMS12BM	CTRL MM1R	LOG2_FOLD_CHANGE	P_VALUE
DTNBP1	16.53272592	33.71694278	1.02814911240369	0.00447252381032609
DTWD1	26.7647603766667	14.8658903366667	-0.848328865712517	1.83678270576917e-05
DTWD2	1.927222097	3.31341555566667	0.78179631162645	0.0176915055756181
DTX2	11.8659094333333	6.55025732766667	-0.857199187240366	0.023341202845708
DTX2P1-UPK3BP1-PMS2P11	1.61805242666667	3.63616182633333	1.16815805426655	0.00122135804491155
DTX3	50.81553633	13.3040496733333	-1.93340419334068	6.2124923803912e-05
DTX4	3.53475723666667	0.690678237	-2.35552546496572	0.0109151247171288
DTYMK	198.218873733333	109.125759166667	-0.861102647187655	0.000272580458838922
DUOX1	0.454760092666667	1.67970113833333	1.88502700196548	0.012974367141023
DUS1L	131.799622366667	352.933232866667	1.42104904670131	0.00152518609309237
DUS2	14.6677469533333	18.2389293566667	0.314373762220941	0.0147016830729242
DUS3L	68.4273224233333	71.75161262	0.0684387612830498	0.138861854100336
DUS4L	25.3272537166667	10.3918693233333	-1.28523545703079	0.000962273447808684
DUSP1	6.20049623466667	8.36662841666667	0.432262681652022	0.0630305494228802
DUSP10	0.395391597333333	2.60181279066667	2.71816304188118	0.000755023010798415
DUSP11	48.9731063066667	35.16795309	-0.477728340390484	0.000301843898820849
DUSP12	64.4845934966667	85.84704014	0.412813876922254	0.000798592904723513
DUSP14	80.3222313466667	26.79310849	-1.58393737795702	9.82095975036565e-06
DUSP16	22.2705315333333	10.3202463733333	-1.1096585791406	0.00775404073785326
DUSP18	3.53215177566667	2.08885316933333	-0.757836251199812	0.0170294971602991
DUSP2	36.2378340866667	23.60620248	-0.618330754475046	0.0160284284755778
DUSP22	150.6689609	119.637214033333	-0.332716019751085	0.0652896640037483
DUSP28	9.26165576133333	8.94744487333333	-0.049794385734007	0.724374642402233
DUSP3	8.417818438	2.039115073	-2.04550319986369	0.00214936600471219
DUSP4	0.742423471666667	146.6782659	7.62619707781002	7.30900124074385e-05
DUSP5	21.12860498	292.425193166667	3.79079818712835	0.000833999665168884
DUSP6	0.132162057	33.63885131	7.99167658499079	0.000819193482709041
DUSP7	39.9384179933333	29.7762073933333	-0.423617178089059	0.0190748997977531
DUT	376.812275266667	215.239640233333	-0.807902163345011	0.000143329949667974
DUXAP10	6.85470726433333	9.21992687133333	0.427660251943201	0.00723134300087527
DVL1	108.906868766667	39.2745940433333	-1.47142667935708	0.000668207554841587
DVL2	64.4729441066667	41.18855276	-0.646450429336602	4.9184161131574e-05
DVL3	51.28357927	69.0946976433333	0.43007804535206	0.000296176145411927
DXO	9.145474982	5.57863140966667	-0.713146867094333	0.00191318228560283
DYM	43.7429967733333	35.11435613	-0.316991079234323	0.034077677543198
DYNC1H1	90.5566742866667	36.71478557	-1.30245980181382	0.000220421411899962
DYNC1I1	8.513339064	4.64899592333333	-0.872805929572605	0.00777974892802222
DYNC1I2	15.4497411333333	30.1877940533333	0.966382671631252	0.000183458703897606
DYNC1LI1	41.74425968	55.5928342033333	0.413321110727048	0.00167375482355765
DYNC1LI2	28.8420190833333	50.67560793	0.813119327219362	0.000216683151990977
DYNC2H1	0.180577239	0.533458026666667	1.56275870330689	0.00555411480673831
DYNC2LI1	4.069148625	7.696495266	0.919474663291818	4.86434205879559e-05
DYNLL1	463.153138933333	256.268994466667	-0.853830351157798	0.000152397105974559
DYNLL1-AS1	7.56934067633333	4.83529949733333	-0.646562387780354	0.00343909880707747
DYNLL2	59.2473442766667	137.341788866667	1.21294826713201	8.51915149191637e-05
DYNLRB1	203.553551	153.2519073	-0.409503360450477	0.00161796322866332
DYNLT1	108.611155666667	22.6810259333333	-2.25961448836288	0.000988526811706948
DYNLT3	15.6957696033333	23.2015198266667	0.563843543231938	0.0123464295655606
DYRK1A	27.9921485466667	28.54153234	0.0280405667179089	0.787975889825708
DYRK1B	6.81661415166667	2.897757032	-1.23411868846362	0.038807458449748
DYRK2	31.6984478266667	13.2808088766667	-1.25506918017363	0.00391777310749932
DYRK3	4.45657764566667	2.852181839	-0.643870278974056	0.105679300883398
DYRK4	10.35016562	14.2406172866667	0.460357830574423	0.0257422601633477
DZANK1	1.88441641433333	1.780704818	-0.0816694187558083	0.573894935602502
DZIP3	10.25577553	8.502903059	-0.270409195847794	0.00795018490926437
E2F1	82.2447055833333	122.4806278	0.574558867834138	0.00375079637560401
E2F2	71.49846446	110.3563098	0.626184957160427	0.000741527487284985
E2F3	31.7445473066667	34.4355777533333	0.117391077977433	0.0599863721739948
E2F4	71.6246402066667	120.034017033333	0.744915424371361	6.79913455500249e-05
E2F5	50.7461652033333	7.37953278266667	-2.78169742101073	0.00133146765130408
E2F6	22.40405904	12.0228589066667	-0.897980141023203	0.000135333096633192
E2F7	13.44624439	44.6194269833333	1.73046870977265	0.00177726552670904
E2F8	27.1740666066667	36.99883755	0.445249462628098	0.00462754266266076
E4F1	67.7127066	43.8289282166667	-0.627543187612637	0.000841208744079264
EAF1	27.11786585	23.4746149	-0.208142153501457	0.0276209176221947
EAF2	9.12194741866667	62.8399175833333	2.78426752923626	0.00332153568257623
EAPP	55.9190294	24.9580245133333	-1.16383557373222	0.000983536124946305
EARS2	28.57846017	41.5180957833333	0.538812091400419	0.00108814471887635
EBAG9	44.4934376566667	12.11104572	-1.8772691295443	9.90936040661136e-07
EBF4	15.0208169233333	1.120552252	-3.74468144827795	0.00631363061814041
EBLN2	2.62552174433333	5.40086756333333	1.04058702788081	0.00501600243588732
EBNA1BP2	84.33074292	196.5641457	1.22086962158991	0.00030568984993904
EBP	256.9144638	346.807847133333	0.432848428888137	6.81764548515025e-05
EBPL	66.7799274133333	47.37579253	-0.495264447526592	0.171271137936278
ECD	26.29002109	26.46609019	0.00962978333185541	0.888129065985738
ECE1	33.2805989733333	37.0673355133333	0.155467015728377	0.125792460346449
ECE2	20.1127569933333	13.7708683833333	-0.546491317395824	0.00115194721791533
ECH1	287.9112166	74.2610849033333	-1.95494569804469	0.000164797935197023
ECHDC1	90.6135308533333	80.6248473466667	-0.168501972742602	0.0179256041253647
ECHDC2	5.55452345166667	7.34138041466667	0.402388220029988	0.00907558113566645
ECHS1	191.6239802	80.2660939333333	-1.25541551689388	0.00222106201014935
ECI1	208.336938333333	244.106380466667	0.228591351625608	0.104255582783812
ECI2	74.7067703166667	65.1294060066667	-0.197929924414575	0.056517360085631
ECM1	0.969557834	1.26521147966667	0.383979688473938	0.327606520853147
ECSIT	69.49444539	48.9732535166667	-0.504903625467418	0.010901948965171
ECT2	39.1622150766667	51.9578643266667	0.407879763186188	0.00852870755676161
EDC3	41.16296906	29.42050708	-0.484524934186355	0.00107069862337007
EDC4	32.1858002233333	70.18397672	1.12471735665527	0.00124812099794961
EDEM1	90.99399902	237.823608433333	1.38604862761027	0.000631132970046638
EDEM2	31.9792110766667	26.6420280166667	-0.263430442225996	0.00463276468737916
EDEM3	29.7039299466667	114.1085428	1.94168108085241	0.000398671272660509
EDF1	420.567953	381.6842397	-0.139959305052531	0.0706073480924776
EDRF1	23.60865289	33.45822139	0.50304503127908	0.00447117420198052
EEA1	14.60876129	12.9426624533333	-0.174699427253053	0.10872583487793
EED	69.7192402533333	40.0700176466667	-0.799033703042466	0.000290108380253251
EEF1A1	5449.03778933333	4474.59482166667	-0.284244445068089	0.00334519874771438
EEF1B2	890.515445966667	944.6558084	0.0851481345298133	0.162180562281982
EEF1D	405.2392398	267.0736001	-0.60153650441469	0.00031683171223113
EEF1E1	31.4780187933333	37.3590285133333	0.247112198211326	0.0953610531122517
EEF1G	4379.108775	1838.783494	-1.25188566525321	2.61945910434889e-07
EEF2	2223.486482	2485.38802733333	0.160647474239433	0.0422626093174325
EEF2K	18.16730979	23.83450571	0.391706904979672	0.0207515345319743
EEFSEC	58.06247004	49.8613982533333	-0.219682606462176	0.0121365201436173
EEPD1	3.14949932166667	1.603851326	-0.973582087622963	0.00649581842295889
EFCAB10	3.76338661066667	1.90474545533333	-0.982433291285951	0.0562292151394264
EFCAB11	7.33563005	3.05972559333333	-1.26151860997965	5.66004345377259e-05
EFCAB13	5.795508594	0.843633450666667	-2.78024706750334	0.0038430401188883
EFCAB14	18.3826884166667	49.4384773333333	1.42728653787724	0.000641342832257451
EFCAB2	1.42871434566667	6.02721241833333	2.07677341523762	0.00224428272092601
EFCAB4A	89.4226687833333	25.18846376	-1.82787746813525	0.00314033540446524
EFCAB4B	17.3029350066667	14.24425961	-0.280636140440583	0.00668743546802544
EFCAB7	6.933963903	14.3796649266667	1.05227782739588	0.00211859998927704
EFCC1	3.14789918066667	0.554987858333333	-2.50386122110505	2.17034399427357e-05
EFEMP2	6.06466214833333	2.23705228533333	-1.43882830150933	0.000323354774503388
EFHC1	4.783365298	2.162460152	-1.14535242363571	0.0178204845692235
EFHD2	160.015646866667	110.0325308	-0.540282868134181	0.00209095475503386
EFNA1	11.4553103966667	0.17118591	-6.06430877963376	0.00608432108279145
EFNA3	17.7930759766667	5.769708667	-1.62474555891531	0.000294469222602273
EFNA4	18.6863933266667	10.9457794136667	-0.771613452573046	0.00156942566664911
EFNA5	1.894006523	0.269680378	-2.81211883977253	0.000736646504951988
EFNB1	0.048890571	4.090470107	6.38656659274007	0.00119938459831585
EFNB2	0.172359502666667	0.887031167	2.36356395563954	0.00966504882449048
EFR3A	42.7438145766667	20.90164163	-1.03209940678878	0.00336827785996604
EFTUD1	16.6514589466667	19.62591785	0.237111539365589	0.0405544151123141
EFTUD1P1	0.249949528666667	1.71884363633333	2.78172959680397	0.00295787927572704
EFTUD2	119.264105566667	101.348247283333	-0.234838767243244	0.00116385731640213
EGFEM1P	0.511741309666667	3.89403350466667	2.92777869432431	5.86075285051384e-06
EGLN1	23.7982300466667	18.76516687	-0.342797160000366	0.00682132375583131
EGR1	0.529134296333333	0.169027533	-1.64637566325959	0.000504530494432114
EHBP1	13.30695014	11.3596091933333	-0.228266751111507	0.0326743683901158
EHBP1L1	109.554389166667	78.2556055033333	-0.485381283245421	0.0105042820805235
EHD1	140.906397366667	28.5096493133333	-2.30521491526445	3.46046597164449e-05
EHD3	0.572874252333333	6.24595595833333	3.44663199379024	0.00218153551560764
EHD4	48.41451593	35.5686885533333	-0.444831887789579	0.00182809990434907
EHF	0.101689814333333	0.0900922193333333	-0.174700759669153	0.861201349188453
EHHADH	0.311761281333333	4.57317516133333	3.87468250698015	5.55744894996964e-05
EHMT1	52.6558633433333	33.36050085	-0.658453238876922	0.000681062420103642
EHMT2	14.2758693233333	6.235627366	-1.19497197868934	0.000157768301948075
EI24	194.612958266667	154.723912433333	-0.330911593727924	0.000636255149850309
EID1	201.745811866667	192.257380766667	-0.0694997398929589	0.177543583869139
EID2	35.0019313933333	24.3382060666667	-0.524211698577366	0.0016754946075466
EID2B	4.529079155	5.20484986733333	0.200638796246784	0.285839788098751
EID3	0.684330543333333	0.736980661333333	0.106933423133434	0.722696897196648
EIF1	687.426636266667	593.3635808	-0.212289373590107	0.00807112002747879
EIF1AD	46.67751237	37.69278961	-0.308439104609339	0.0084197176114032
EIF1AX	91.57149872	79.754695	-0.199329184894096	0.0147564306807373
EIF1AX-AS1	0.912856059	1.62029919066667	0.827800937335863	0.323911071592026
EIF1B	121.766661533333	46.05876394	-1.40257159240616	0.00147015123287967
EIF2A	84.2438345233333	70.9215313366667	-0.248347417729001	0.00414527227876977
EIF2AK1	65.1711596533333	124.171368866667	0.930026987216779	3.70970061347465e-05
EIF2AK2	5.403162252	29.9345401033333	2.46993519515743	4.53269809682542e-07
EIF2AK3	10.1798604533333	52.21032268	2.35861729020305	0.000358225345075801
EIF2AK4	58.62200403	27.4117963966667	-1.09664541188829	0.00074988619673539
EIF2B1	143.186839	77.59875552	-0.883793472890215	0.000990789193044974
EIF2B2	61.2268473933333	40.4241228066667	-0.598947931863556	0.000813979599444523
EIF2B3	23.81901612	49.9073282766667	1.06713785135909	0.000806444914837329
EIF2B4	64.07846724	59.8213941233333	-0.0991781063118486	0.111210479764224
EIF2B5	97.44628407	102.110099233333	0.0674464863114583	0.0280828674358094
EIF2D	77.09575504	100.461497393333	0.381919352480097	0.00770383710118439
EIF2S1	131.652824066667	59.3282630233333	-1.14994701858513	0.00155181655826762
EIF2S2	198.902678233333	186.2197509	-0.0950566056506055	0.16241085628629
EIF2S3	212.8711437	260.020296866667	0.288643847885123	0.00691728768836596
EIF3A	224.059770733333	275.981210966667	0.300686409964954	0.0288280282581463
EIF3B	267.885828633333	466.498470066667	0.80025408608678	6.77555172165626e-07
EIF3D	276.076872166667	291.2680031	0.0772771907766647	0.0556463803616568
EIF3E	889.2559705	192.7111653	-2.20615859470739	0.000122052901560648
EIF3F	383.2495815	270.566786233333	-0.502299466157521	0.00023082995331732
EIF3G	450.348322566667	342.6141276	-0.394456645992823	0.001973752511511
EIF3H	658.746907266667	272.884625766667	-1.27143316757492	0.000115912667873185
EIF3I	195.0228565	346.8628272	0.83072202089554	0.000142513045468612
EIF3J	161.751313466667	162.374515466667	0.00554779324908424	0.869297371355655
EIF3J-AS1	21.12440812	8.68209519133333	-1.28279577377753	0.0141259703378445
EIF3K	393.4319683	451.807772866667	0.199594902449222	0.0111806816223001
EIF3L	298.349216	244.6540358	-0.286258904205643	0.00510206580511187
EIF3M	307.0512971	254.711143966667	-0.269617616674327	0.00527354381362934
EIF4A2	450.491089866667	662.885144733333	0.55726035073539	0.013318841848846
EIF4A3	109.919753533333	160.506759333333	0.546183379652626	0.00467628614987256
EIF4B	560.4264177	350.658953266667	-0.676456399585271	0.000960855198663868
EIF4E	36.0350279566667	29.81239245	-0.273487808098544	0.006994271984986
EIF4E2	40.5156407433333	33.7569310466667	-0.263295206691897	0.0234771924051732
EIF4E3	0.250167789666667	22.16102569	6.46898479831506	0.00011347127022918
EIF4EBP1	170.853612766667	161.631584266667	-0.080051613205635	0.527658518451754
EIF4EBP2	78.3591062166667	51.6322303733333	-0.601829021976436	0.00218888207485976
EIF4EBP3	0.506564774	0.967759167666667	0.933901312367501	0.248863479751849
EIF4ENIF1	18.6116167233333	24.47204026	0.394931002947775	0.000168761196703747
EIF4G1	335.944998933333	404.902057133333	0.269347919091698	0.031850948329193
EIF4G2	391.1674473	616.7498935	0.656899246257126	0.000472278786299734
EIF4G3	34.2393206166667	19.1865876366667	-0.835555926909412	2.82445470411917e-05
EIF4H	373.989653866667	303.342260166667	-0.302051858414848	0.0048131389467478
EIF5	137.029731833333	55.7694623933333	-1.29694168501603	0.000251057006581104
EIF5A	1039.05213233333	1577.27936733333	0.602170172195686	0.00319382771119216
EIF5AL1	0.880234632	1.19586901733333	0.442099341411883	0.163419532833915
EIF5B	100.95947159	119.1757295	0.23931419192126	0.0139861083851326
EIF6	157.572348733333	176.326030933333	0.16223108623897	0.0302118825047378
ELAC1	16.45240819	8.907593484	-0.885191146721593	0.00357795960795355
ELAC2	55.5007528633333	125.683588433333	1.17921703043931	0.00021829219921495
ELAVL1	51.9044683266667	68.6509950266667	0.403421888968284	0.00234835593896008
ELF1	80.5296978466667	47.6819582766667	-0.756077432451316	0.000160499593148449
ELF2	20.7425045466667	18.4316470333333	-0.170405107893069	0.0591834718326901
ELF3	7.498625068	0.405059463666667	-4.21042047072441	0.00208938753273777
ELF4	12.6072175033333	9.57572029233333	-0.396796981662634	0.0608998901920776
ELFN1-AS1	38.9802277766667	3.91854923866667	-3.31435099037116	0.00141813446950366
ELK1	68.6741345266667	42.9886955633333	-0.675809489432548	0.00157404168093102
ELK2AP	0.181006585333333	0.518865878666667	1.51931947937757	0.0270987133713199
ELK3	31.4860647033333	52.06253279	0.725532046112927	0.00537672671497714
ELK4	8.93711421633333	26.16359778	1.54967997359373	0.00115949233042587
ELL	16.8163903566667	59.4595501566667	1.82204048463396	0.00185325806290676
ELL2	8.89442137866667	23.42241755	1.39691733162837	0.000576892861246479
ELL3	3.578840519	0.867714204333333	-2.04420040438389	0.00120772964640684
ELMO1	40.5085424633333	43.0770934233333	0.0886947326091672	0.18152142038165
ELMO2	21.17981687	20.3088834366667	-0.0605791914128331	0.359615867090339
ELMO3	2.17058074633333	8.779358347	2.01603440968299	0.000193009981697771
ELMOD1	0.423116742666667	1.45475287833333	1.78164642140319	0.0549402954739721
ELMOD2	6.375300135	23.79954308	1.90036870837943	0.00132171536653406
ELMOD3	7.08177535233333	10.2599708513333	0.534843647762612	0.00131626818527827
ELMSAN1	22.8841700333333	8.06431763266667	-1.50472559989219	8.63614163044407e-06
ELOF1	131.036330233333	115.065856866667	-0.187507048381369	0.00537510455790012
ELOVL1	46.6678267033333	136.243775133333	1.5456901274251	4.05030231991801e-07
ELOVL4	0.217737342666667	27.3659600433333	6.97364980368071	0.000412835298915539
ELOVL5	126.6833684	98.2141035866667	-0.367225016843563	0.0064072917457331
ELOVL6	11.0951921666667	12.1467742666667	0.130638583366805	0.0533847840196052
ELOVL7	3.96246697333333	13.6699940633333	1.78654180067195	1.61077977551006e-05
ELP2	48.9525525566667	50.3643672833333	0.041019301046627	0.243887066404939
ELP3	53.8734957033333	42.6424350866667	-0.337285855512061	0.00277123609799013
ELP4	21.9877757333333	13.7118002833333	-0.681283668230367	0.00875942916032992
ELP5	41.6968780233333	37.6393022366667	-0.147699485183514	0.0938492101087031
ELP6	100.916605556667	63.95611153	-0.658009453447567	0.00432623763893857
EMB	8.489872594	107.965153533333	3.66867903426031	0.000296758392262291
EMBP1	1.56290805833333	0.903053955333333	-0.791348817971789	0.0196210542150552
EMC1	32.8176105266667	41.33089856	0.332750530126726	0.0336979805684674
EMC10	77.5332063166667	140.439609866667	0.857063660975237	0.000129819339733434
EMC2	122.158558166667	36.82252275	-1.73009456351669	3.07936520521929e-06
EMC3	97.43086141	134.3078083	0.463092455471503	0.000380598427074968
EMC3-AS1	6.540051544	5.432070166	-0.267799891075238	0.00836679522909747
EMC4	236.6957062	187.9271762	-0.332859824603116	0.00107679176636891
EMC6	6.37139064066667	16.1166310733333	1.33887000348878	0.046616720946421
EMC7	120.200083166667	229.400518533333	0.932430758149769	0.000101128203782272
EMC8	25.2529334966667	23.7102530466667	-0.0909399276736496	0.208147363915862
EMC9	45.1948887766667	53.4991928433333	0.243357502124563	0.0287546237614708
EMD	127.634706033333	121.1708391	-0.0749781331316362	0.180059113819714
EME1	54.9285795966667	24.63103413	-1.15707978512396	3.98683250153173e-06
EME2	25.9776492033333	32.6122217133333	0.328141845467052	0.0928536974666719
EMG1	151.445249433333	139.729335033333	-0.116161389486083	0.0895000530086645
EMILIN1	1.28030560633333	128.172821566667	6.64545834789116	0.00132003278422743
EML1	0.135470273333333	3.17006774	4.54846545278276	0.00111905884590747
EML2	53.55506322	18.7808517633333	-1.51176048249431	0.00261848411053969
EML3	112.210185433333	61.36589808	-0.870694579972398	0.00113625576276451
EML4	45.9642499166667	87.13738571	0.922779632578017	0.000407389554922408
EML5	4.79957135033333	2.91471971366667	-0.719548407375767	0.000854806428417915
EML6	11.1076661166667	3.66919243733333	-1.59802124081635	0.00600140166578116
EMP2	0.257560860333333	15.3163947933333	5.8940195681215	9.01397979345446e-06
EMP3	294.9507592	144.0824099	-1.0335799058007	0.00135147136579616
EMR1	0.361202548666667	3.743334351	3.37344393640797	0.000798715070727445
ENAH	3.44173306066667	2.234025992	-0.623489235811988	0.0153982865609749
ENAM	0.104241321333333	5.12333952133333	5.61908532025248	0.00226509374565323
ENDOD1	12.4165591	9.68242125466667	-0.358825658363277	0.119701068020917
ENDOG	61.1666784333333	29.7353535866667	-1.04056670369034	0.0080052388480576
ENDOU	0.397585792	0.398853151333333	0.00459147454760172	0.976947762849328
ENDOV	2.83276958733333	1.655956913	-0.774548124853115	0.00610373584006908
ENG	1.402803674	1.209049505	-0.21443979668209	0.409595896768551
ENGASE	30.6602142966667	8.97944305533333	-1.77166991006859	0.000524201398341748
ENHO	1.18135564033333	0.414027257666667	-1.51264568875507	0.126791577193181
ENKD1	20.2493971733333	31.10068154	0.619067236451211	0.000517289979791672
ENO1	1565.256662	1113.365156	-0.491472403310643	0.00242702423629832
ENO1-AS1	1.582966123	1.02302503166667	-0.629788934955143	0.402618250479071
ENO2	60.4446454733333	365.0403855	2.59436963424529	9.15543537789888e-06
ENO3	38.80951071	11.54037298	-1.74972039246026	0.00287475782455499
ENOPH1	53.9274491133333	79.6036206433333	0.561814258115582	0.000119436377398996
ENOSF1	12.1897029966667	17.1887473333333	0.495801434187782	0.0262633952671714
ENOX2	6.174461206	12.5803629466667	1.0267883896598	0.000359093368691569
ENPP2	3.108577638	0.574157144333333	-2.43673705575736	0.0127717660458717
ENPP4	3.697366962	5.61438319666667	0.602629297543364	0.0195263856566341
ENSA	165.906372833333	225.7595459	0.444417686679358	0.000431952170177505
ENTHD2	20.2273685133333	32.1451162266667	0.668290922896422	0.0116833065467003
ENTPD1	7.88080514533333	7.73507449466667	-0.026927844681945	0.633611915434468
ENTPD3-AS1	3.45564249266667	1.53334629733333	-1.17227041153338	0.0326771302939602
ENTPD4	18.5532187966667	30.37557053	0.711242004807976	0.00286353274162313
ENTPD5	16.1113353233333	3.33277184633333	-2.27328160852937	8.10965900626596e-06
ENTPD6	100.351141843333	210.851914233333	1.07117308681203	1.62800370538913e-05
ENTPD7	4.21034791366667	6.003592418	0.511886583738328	0.0115551535806991
ENY2	116.178562933333	34.38937853	-1.75630894026463	0.000623693115762521
EOGT	12.28166863	7.52584060966667	-0.70658194366786	0.000101607590881349
EP300	47.33607976	46.4398931633333	-0.0275755778695279	0.721543460849988
EP300-AS1	1.49214730966667	2.10237255566667	0.494628377779928	0.187672507860474
EP400	21.6856380333333	10.6781960206667	-1.02207195264944	0.000122601391170521
EP400NL	12.4629193933333	3.33454145866667	-1.90208176251876	0.00488822595067235
EPB41	101.094580543333	58.9289781833333	-0.778656504150168	0.000248518586820969
EPB41L1	3.50280589233333	10.2961148066667	1.55551709685484	0.00196902836533872
EPB41L2	58.0568532133333	28.1239890466667	-1.04566513968403	1.64191355470386e-05
EPB41L4A	2.89582327333333	5.571811673	0.944172935598242	0.0121261537730187
EPB41L4A-AS1	31.3849826033333	28.5526457633333	-0.13644997353345	0.170276110678628
EPB41L4B	5.10114029633333	1.277380033	-1.99763197490331	0.000196263425566119
EPB41L5	5.41385112833333	2.70088674733333	-1.0032220699306	0.00134180215461381
EPC1	25.9400853133333	19.4539640566667	-0.415119067039959	0.00231124361994899
EPC2	21.0173594533333	24.1295414233333	0.19921907212427	0.0414500311643552
EPCAM	151.9501094	3.18246735733333	-5.57730818690239	0.000200971607417117
EPDR1	0.236846533	50.53624575	7.73722212906963	6.17055838564571e-05
EPG5	8.953226556	11.0828490766667	0.307849205426675	0.0220447951898497
EPHA2	0.393774422	0.058702706	-2.74587048918939	0.073951431367162
EPHB4	3.22382864033333	0.130308189333333	-4.62877540145393	0.0034757773274076
EPHX1	16.6543743066667	73.0028015933333	2.13205067669263	1.61307496326115e-05
EPM2A	10.190775292	3.88786234466667	-1.39021476850021	0.0037975229605563
EPM2AIP1	22.6903892266667	5.50261165766667	-2.04389293659594	0.000401524290638327
EPN1	121.5274254	105.404020833333	-0.205352024871864	0.00382863166021721
EPN2	5.89318182133333	10.0527799333333	0.770475827290941	0.00541844458947594
EPOR	24.88206214	5.22661401166667	-2.25115753152366	0.000814449989083408
EPRS	165.2368297	236.529097266667	0.517482386067362	0.00458974790017796
EPS15	26.52680713	37.61980531	0.504041345033181	0.00148939123033922
EPS15L1	16.5273802233333	26.2544264666667	0.667702620767236	0.00342004303358387
EPS8	0.871196243	3.95698512733333	2.18333200521376	0.000124232362113212
EPS8L1	1.52320746733333	0.217028956666667	-2.81115300700093	0.0386054539779603
EPS8L2	40.73408894	9.05452830366667	-2.16952525024674	0.000149097841423777
EPT1	28.1482967266667	37.6511643466667	0.419646853883945	0.000862973837485092
ERAL1	124.919421166667	76.09118764	-0.715196504076285	0.00123820984302625
ERAP1	20.16230763	45.7358345566667	1.18166420804383	0.00224916862010795
ERAP2	48.74629627	58.3229421766667	0.258770892668832	0.0305110829795925
ERBB2	3.832672742	3.20416113166667	-0.258404116725043	0.0911122840674243
ERBB2IP	48.4633685466667	36.20159564	-0.420841398104516	0.0199347951536275
ERBB3	2.566975619	0.0927500513333333	-4.79057770290524	0.00806155233046566
ERC1	20.2469220566667	19.2404449	-0.0735604465506609	0.393782854047172
ERCC1	21.8268212066667	17.0025622066667	-0.360349865665248	0.00632789540911111
ERCC2	35.09125666	11.42358836	-1.61909571426749	3.2924945249599e-05
ERCC3	65.4408098033333	59.80039698	-0.130035539485764	0.00405552923294386
ERCC4	25.4388760833333	10.7032707443333	-1.24898320423626	0.000390729991388518
ERCC5	6.744629019	2.926172028	-1.20472450428489	3.09963819970788e-05
ERCC6	2.27639678466667	3.556582038	0.643739395064026	0.0342291076726688
ERCC6L	37.8103108333333	15.0930784333333	-1.3248926169231	0.00121363343104582
ERCC6L2	3.498556266	3.19225823	-0.132182334572764	0.191157940163379
ERCC8	6.47589388833333	8.68365920233333	0.423223760905169	0.0311746233943549
ERF	41.1513033333333	25.2244769833333	-0.706113767935304	0.013981129303741
ERGIC1	68.8087905166667	471.081164033333	2.77531085748601	4.88064717157509e-05
ERGIC2	71.9368879166667	123.096425766667	0.774985219200615	0.00723924043658249
ERGIC3	405.237608133333	280.393326866667	-0.531316055081389	0.000367177649928809
ERH	1176.670712	370.211310266667	-1.66828976615471	0.000634967065296214
ERI1	8.340540476	27.8422155333333	1.73906123764087	0.00355245460666859
ERI2	0.113868698	8.31598474966667	6.1904439963095	0.000362752070719255
ERI3	51.95488741	76.3663233133333	0.555677096053746	0.000205705623661368
ERI3-IT1	0.89142856	3.681766908	2.04620720428186	0.00434960241593641
ERICH1	35.15896126	53.39700687	0.602866426989483	0.000114495864520387
ERICH6	2.03664846433333	0.590334361666667	-1.78659276096949	0.0541224261389974
ERLEC1	40.05427506	90.7289676	1.17960701037711	0.000719316953140033
ERLIN1	23.4550264333333	25.4458182033333	0.117531454803381	0.129399192772085
ERLIN2	10.9002006533333	14.0145675766667	0.362572537605395	0.0503200730453084
ERMAP	2.17423227766667	4.827067754	1.15064100232295	0.000765397105832974
ERMARD	22.4890915933333	10.2554658926667	-1.1328323541121	0.000116259595777114
ERMN	1.69166993766667	2.51068479	0.569632802173562	0.131145279254429
ERMP1	33.17226351	20.1236627666667	-0.721084539622912	0.000544703786583452
ERN1	6.59240852766667	81.5828241166667	3.6293878957688	0.000125586303279485
ERO1L	85.0722028633333	41.33958402	-1.04116394008843	0.0016883211726186
ERO1LB	3.67756014566667	3.47312733266667	-0.0825136324874515	0.615716017711535
ERP27	0.681505084	3.889884002	2.51293080944233	0.00461144546928066
ERP29	311.600481966667	187.7932372	-0.73055235521287	0.000593887644675498
ERP44	28.2216253133333	46.4930846766667	0.720215070854223	0.000185347774805391
ERV3-1	8.30100691833333	11.9574488133333	0.526551363370781	0.0164679471795163
ERVK13-1	15.6949462633333	11.0967912666667	-0.500157520293205	0.00212248248643754
ESAM	28.9159636866667	71.16348377	1.29927095485514	0.0002825967559166
ESCO1	34.24277256	18.1946683033333	-0.912283767764052	0.000497092184967557
ESCO2	35.33855555	32.0865904933333	-0.139272573846187	0.0503254325944373
ESD	91.26301149	22.54346067	-2.01732125839057	0.000220555794590858
ESF1	58.6551839333333	37.3397550933333	-0.651546153842146	0.011914623403093
ESPL1	33.8089161666667	60.5083895933333	0.839731420824119	0.00206584366982549
ESPNL	0.437771031333333	0.234297683	-0.901833802798479	0.0131631172712661
ESR1	0.0730073603333333	1.031034132	3.81990636462357	0.00907998548462109
ESR2	1.717495549	0.489540687333333	-1.81080568316639	0.00831420263873207
ESRP1	0.240106731	8.77662581233333	5.19191864711498	0.000502689229579765
ESRRA	72.03151104	61.82609795	-0.220412213516793	0.0107810828072952
