siIRF4 MM1R	CTRL MM1S	LOG2_FOLD_CHANGE	P_VALUE
ETV4	0.394673956	0.54280209	0.459764954827182	0.282898195864416
ETV5	6.351301352	2.443005698	-1.37839499514045	0.00804322020462879
ETV6	8.43773894166667	9.410767083	0.157455871392352	0.0682519771585944
EVA1B	9.83026873833333	4.930197511	-0.995585413017193	0.0113006249742104
EVC	20.41775048	30.92007799	0.598720031745591	0.000207632077029582
EVC2	9.866665564	12.4095006233333	0.330810546551117	0.00147971668448425
EVI2A	106.104720366667	122.446927133333	0.206667729181436	0.083874461751117
EVI2B	153.6052862	147.268281733333	-0.0607811262260098	0.21182796167823
EVI5	2.685926435	1.921213018	-0.483402301927595	0.00311258440090557
EVI5L	14.4359254133333	10.7533047746667	-0.424883488074872	0.026421080244896
EVL	21.81736416	21.2510029166667	-0.0379458854394718	0.707424493530895
EWSR1	364.9366502	310.1876579	-0.234504762606614	0.0152033528205764
EXD2	12.2759642766667	10.48811477	-0.22708097467554	0.0221277823111537
EXD3	2.28233124133333	1.60033187066667	-0.512137072639888	0.103176345504529
EXO1	38.05533454	78.2149389066667	1.03934548315617	0.000109950685429062
EXO5	4.060952242	5.163996588	0.34666998657418	0.0192157502764063
EXOC1	27.2899394966667	26.2901926666667	-0.0538444813495479	0.494710406667477
EXOC2	30.50424256	33.15332666	0.120143731951067	0.00383423625263675
EXOC3	61.4943823633333	48.4213142166667	-0.344812386885701	0.000194206879143884
EXOC4	78.6460372233333	73.5371725633333	-0.0969003663759231	0.01872007609328
EXOC5	15.4084924666667	21.1163984933333	0.454638078253429	0.00701740117124725
EXOC6	13.6968255433333	17.6884658366667	0.368967360573264	0.00414998699542478
EXOC6B	5.59812095266667	5.97142454433333	0.0931324841604124	0.684959214484131
EXOC7	36.9480690733333	29.4752501066667	-0.325994915321975	0.000432426068930094
EXOC8	32.2573218466667	37.7018681866667	0.225009348872444	0.000672868235895893
EXOG	16.63438235	18.16135225	0.126703327568474	0.156015631194137
EXOSC1	78.0571397033333	97.17442105	0.31604600907138	0.00209302071955238
EXOSC10	85.09074466	108.743428766667	0.353854100002338	0.000898710360906957
EXOSC2	57.0342905433333	73.3011070933333	0.362005421036428	0.000430870558296148
EXOSC3	48.30620581	68.6990589433333	0.508081795422763	0.000252043401331826
EXOSC4	99.76539256	83.1331754966667	-0.263115128185215	0.00371309413494036
EXOSC5	114.788437866667	102.416158666667	-0.164533979116087	0.000652312208999433
EXOSC6	41.42239057	36.7825605366667	-0.171388903539256	0.137303437766611
EXOSC7	57.6912757033333	59.4413479566667	0.0431136668987839	0.501128811607657
EXOSC8	38.62130683	49.2979982166667	0.352132084426958	0.00224950924598163
EXOSC9	69.0470215933333	99.56960772	0.528126262431119	0.00145775328013416
EXPH5	2.347409471	3.30368221966667	0.49300540026193	0.0811774188901793
EXT1	7.903284911	4.14529072533333	-0.930979130746224	0.00983482726778395
EXT2	49.3568008533333	46.52295755	-0.085306072231633	0.138807489640685
EXTL2	5.067506232	3.64451281166667	-0.475549985932288	0.016368856078996
EXTL3	14.6813250466667	15.2042917233333	0.050496428539781	0.12835337160039
EYA1	22.19184862	22.1096426366667	-0.00535414484903525	0.898765355041692
EYA3	19.49954649	23.1141337366667	0.245334723835141	0.0241569653163262
EZH1	55.0788252633333	31.1655111666667	-0.821547414033867	0.00159633143894971
EZH2	97.57738082	141.763946933333	0.538872012526399	0.00244079288915268
EZR	133.523520666667	132.866393	-0.007117662495809	0.845612550795233
F11R	82.7264345566667	120.587604133333	0.543661302659071	0.00716596018691402
F12	2.90221032733333	1.552133941	-0.9028990174712	0.0370429871777848
F2R	1.440923388	5.090875869	1.82092025739287	0.0221904983127129
F2RL3	36.78359148	9.800847777	-1.90808389523137	5.99936877313441e-06
F8A1	2.30063694433333	2.096771089	-0.133863968200355	0.555116797134789
FAAH	103.7701375	70.4503804033333	-0.558711929546685	0.000485739046691535
FAAH2	21.7544452833333	20.52080838	-0.0842226656452201	0.280891347599424
FABP3	2.264771878	3.586557351	0.663233960117902	0.0373909201065786
FABP5	405.924985133333	537.541886166667	0.405164034053591	0.00376200058840096
FADD	45.2918662466667	49.3576693066667	0.124022284616056	0.0313631326634214
FADS1	22.8775364233333	26.31274459	0.201830035519058	0.0561946103516296
FADS2	2.96005844333333	2.79127290233333	-0.0847024772991121	0.815637484591911
FADS3	1.31992621933333	2.786329839	1.07790876211239	0.0152555636164719
FAF1	1.095501185	1.30950718733333	0.257432933168174	0.417242696727982
FAF2	48.26313246	46.96888583	-0.0392161837763644	0.419417414124934
FAH	67.9285984566667	71.7025709566667	0.0780057609630133	0.328930721587218
FAHD1	19.4551324866667	24.5481968966667	0.335466255340705	0.000435365515857513
FAHD2A	39.6837187033333	36.6583039566667	-0.114407185615209	0.0646686216949829
FAHD2B	10.5194743876667	16.1521346566667	0.618662222010672	0.00918092016985091
FAHD2CP	4.674871812	4.13187274833333	-0.178130982537799	0.497658834618733
FAIM	14.2218184766667	16.75911205	0.236839765237861	0.0170420776549325
FAIM3	375.889016533333	174.383294766667	-1.1080449182605	0.00416986960352322
FAM101B	0.169427999	0.761516485666667	2.16820296075089	0.0211480240543053
FAM102A	50.5224896866667	42.3934223966667	-0.253085296091767	0.0457032969238582
FAM102B	3.60292845766667	4.09708757966667	0.185428727449664	0.180206202816157
FAM103A1	15.6004746	11.71212596	-0.413586945121109	0.0127486304711162
FAM104A	29.2210887166667	35.1421800166667	0.266193759596934	0.0101189607819776
FAM104B	15.5893928233333	14.39435011	-0.115062084766641	0.396074586057214
FAM107B	63.2356376566667	97.23395868	0.620722412862694	0.000151646366479436
FAM109A	2.25172308233333	2.33043825666667	0.0495718749834214	0.629932546261608
FAM109B	0.258339958333333	0.368438344666667	0.512152408221453	0.443529613160913
FAM110A	12.6529642033333	11.3876764496667	-0.152001995472006	0.281001529659206
FAM111A	74.21788915	82.47960355	0.152270428643174	0.0225019923547686
FAM111B	150.569688933333	244.678756633333	0.700457478540833	0.00131863810632134
FAM114A1	1.21690242733333	1.68155722133333	0.466584377140412	0.105431235184251
FAM114A2	29.17503983	21.4155709933333	-0.446074481869346	0.0173168426823939
FAM115A	11.5528590833333	10.6422082643333	-0.118452389767316	0.148515348028353
FAM115C	8.11662786133333	5.70137488566667	-0.509570602094847	0.00291326535235613
FAM117A	80.98765788	60.4490275166667	-0.421982935057438	0.0012156648251522
FAM117B	5.19260080966667	4.240397066	-0.292257956515557	0.0448056144059605
FAM118A	33.54802728	19.90589325	-0.753032322455133	0.00037474758513808
FAM118B	25.4696733766667	31.02107179	0.284468074309625	0.00304817274664689
FAM120A	90.37454764	114.239864933333	0.338077752830418	0.00347783086418205
FAM120AOS	34.30204618	49.96002289	0.542479499568733	0.000462218795284667
FAM120B	8.72913896833333	6.82138537466667	-0.355774585116919	0.0480928504573724
FAM120C	2.08171523666667	1.28680282866667	-0.693981719605841	0.061729576427644
FAM122A	21.0373211133333	21.5598549366667	0.035396467155724	0.444082191881541
FAM122B	31.3934030733333	48.56495704	0.629454258586442	0.000191531703004429
FAM122C	2.46580147966667	2.44212325066667	-0.0139206407889977	0.876011810746757
FAM126A	27.6529070833333	35.5649543833333	0.363025157620827	0.00540947729200649
FAM126B	17.0894662433333	19.39128413	0.182301006879594	0.068700218925111
FAM127A	27.3491312	18.1466348066667	-0.591792970457519	0.0156841170447606
FAM129A	4.421624004	8.070779919	0.868131745176663	0.00568532269324711
FAM129B	3.85211745233333	6.798542937	0.819573889143757	0.00989267771459395
FAM131A	3.54589963333333	6.24002532666667	0.815400183289033	0.0077629026934306
FAM132B	0.456444504	3.51535451333333	2.94515881980343	0.00979880268752217
FAM133B	1.49157743133333	1.403780596	-0.0875214062237263	0.460315681877645
FAM134A	50.3222782833333	55.34348541	0.137216264487584	0.029626129086448
FAM134B	3.56968308733333	2.425467334	-0.557533249446467	0.00159856667499474
FAM134C	68.40982762	57.1343557933333	-0.259845072801245	0.050431297100295
FAM135A	8.091483574	11.32602084	0.485164939271849	0.00252665450075775
FAM136A	116.695386033333	147.627409733333	0.339213088935442	0.00142791448621375
FAM13A	0.735360669	0.740205819333333	0.00947446222976938	0.965957020638836
FAM13A-AS1	1.49101664833333	0.821752038666667	-0.859521330923926	0.0563094251893642
FAM13B	20.2852481133333	22.76067754	0.166112555866661	0.0709040176913026
FAM149A	9.28800921166667	7.54837084066667	-0.299204100816985	0.121789392567268
FAM149B1	15.30638267	14.79608605	-0.0489177776647308	0.501254177821131
FAM156A	1.07128926266667	0.425680313333333	-1.33150580428511	0.000372433361773843
FAM159A	1.56573677966667	0.723008939666667	-1.11475630691913	0.105077898495802
FAM160A2	19.8441485266667	12.69973015	-0.643915818220642	5.53304271463339e-05
FAM160B1	18.62805333	20.8978145	0.165875155146033	0.0672798549048936
FAM160B2	16.8089677166667	10.9366873833333	-0.620055301619283	0.0261184308304854
FAM161A	10.637354306	15.3056658433333	0.524926435637323	0.00348385930524623
FAM161B	0.610757703	0.613341094666667	0.00608946252815664	0.988825382373655
FAM162A	73.29320101	83.4158825533333	0.186642727868592	0.106648654953603
FAM167A	3.12774346566667	3.19623501933333	0.031251304490554	0.842046862777152
FAM168A	13.0047734433333	11.59480781	-0.165562359495395	0.00836908505961004
FAM168B	103.128263733333	104.3055862	0.016376647526103	0.434737068590955
FAM169A	8.23318909	5.83850347233333	-0.495852736265433	0.00681835394804726
FAM171A1	31.7361247033333	36.8238182466667	0.214513255397396	0.0124483256462836
FAM171A2	1.87276325566667	1.54997864866667	-0.272920191449351	0.680901469445196
FAM171B	10.4001226033333	6.15269462233333	-0.75731024196648	0.0137853558079665
FAM172A	13.4694505066667	8.74894821733333	-0.622509502191961	0.00351415163269198
FAM172BP	3.70219587266667	5.79463232466667	0.646335897539419	0.00160570943953777
FAM173A	113.81359239	108.794642866667	-0.0650653454414116	0.674138978378139
FAM173B	12.2379624533333	12.6420226633333	0.0468639282751367	0.682410919944682
FAM174A	25.8213655566667	29.57204392	0.195668661882189	0.0124311929788496
FAM174B	56.26297213	55.7606911233333	-0.012937323283535	0.880293616875585
FAM175A	8.27938183066667	7.76078499633333	-0.0933204677044747	0.339039112588147
FAM175B	22.7588312066667	30.8418237833333	0.438461610221573	0.00884850502956635
FAM177A1	5.477229796	5.79204421666667	0.0806262064503298	0.188537003630934
FAM178A	11.71760318	19.65782459	0.746426177761214	8.73030703824247e-05
FAM179B	3.08616632633333	3.246775961	0.073192020171722	0.216111801843696
FAM184A	1.40946561166667	2.95311094333333	1.06708727780985	0.0121660071235515
FAM184B	2.38680467933333	1.389051944	-0.780979960086296	0.000821433350696116
FAM185A	7.075378083	6.342837972	-0.157678753537744	0.207938677911208
FAM186B	1.57878732066667	0.826070516666667	-0.934479991817859	0.0604839226608505
FAM188A	16.1559029066667	14.4874779	-0.157254920441197	0.197864480267305
FAM189B	21.3818076266667	21.56416363	0.0122519377318957	0.870076069497871
FAM192A	84.32301479	85.8204482766667	0.025394988526047	0.134389007649853
FAM193A	16.5165792466667	18.80449716	0.187162807911499	0.0666062012114307
FAM193B	29.12321708	19.5547146533333	-0.574653246742501	0.00867027359374429
FAM195A	122.252726866667	183.792752133333	0.588213229993282	0.0109323056738843
FAM195B	47.1088978033333	33.5935655466667	-0.487814649821207	0.00279050667051666
FAM199X	21.3874585233333	18.9013731933333	-0.178274006198264	0.0162567898354587
FAM19A5	105.015934566667	81.4146051966667	-0.367248719501953	0.00637889309247504
FAM200A	4.362756017	8.590016632	0.977421130098236	0.00701570135132656
FAM200B	3.58736766966667	4.12710265433333	0.202203708432413	0.332303759143456
FAM203A	2.58616625266667	2.16463991533333	-0.256687967608344	0.0892799992210755
FAM204A	30.8582146266667	37.1763204066667	0.268729390114008	0.0252466601443586
FAM206A	31.9271298166667	33.6127327033333	0.0742249745937416	0.371332333084058
FAM207A	109.703397366667	113.3099748	0.046666664000358	0.493145897285625
FAM208A	19.57521114	24.50717235	0.324176166280498	0.00740747872757324
FAM208B	23.5948039466667	25.65017157	0.120499291906562	0.122354696649775
FAM20B	35.5733287633333	52.2229198166667	0.553887141440622	0.000270705793526278
FAM210A	15.73582666	25.39709178	0.69061033287604	0.00293827348379989
FAM210B	9.344707176	11.99301244	0.359972722869771	0.0629549686511923
FAM212A	0.725220839333333	1.12470405266667	0.633053143102397	0.249425161941477
FAM212B	4.17956117666667	3.162250114	-0.402399997567467	0.00540099370088458
FAM213B	6.063059362	4.76600369966667	-0.347265876160903	0.022860971851075
FAM214A	86.97805882	57.3046538833333	-0.601999201687759	0.00128717359233643
FAM214B	7.023405778	5.08079124433333	-0.467117600432823	0.0135355896681768
FAM216A	14.35507862	16.62690179	0.211958134012605	0.101260818062467
FAM217B	21.3045146033333	24.2971544966667	0.189628184040934	0.0110054742853846
FAM218A	1.83589144466667	1.573929003	-0.222110290412753	0.232569128198322
FAM219A	26.71218268	28.3147013833333	0.0840534498537653	0.132687935143339
FAM219B	31.5516342533333	22.9481019866667	-0.459339898412063	0.00143524891938595
FAM21A	22.5347832333333	20.1582876833333	-0.160780476149419	0.0173126048805407
FAM21C	21.1314059033333	18.96611853	-0.155964297755058	0.070082073492639
FAM21EP	0.577682284666667	0.399110185666667	-0.533489155098602	0.114628596400492
FAM220A	25.9913132133333	28.98020319	0.157038182210351	0.106829984768647
FAM222A	2.881270899	3.516479408	0.28742645909597	0.169559001400381
FAM222A-AS1	7.31735853266667	7.56063825933333	0.047185080927869	0.831348157900461
FAM222B	9.95721145366667	7.55992968666667	-0.397368951569037	0.00930084018202774
FAM227A	0.263993491333333	0.123182669	-1.09970306837802	0.0298610980485452
FAM227B	4.74524512333333	2.32515562	-1.0291553365464	0.00749219594867734
FAM228B	2.800532305	1.04959553966667	-1.41586757606839	0.0200993231775189
FAM229A	14.6047496033333	6.56617629666667	-1.15331223277689	0.0597971026679726
FAM229B	5.23486670966667	2.88442464166667	-0.859869231566152	0.00410739274382477
FAM230B	0.923184508333333	0.689272863333333	-0.421543797235479	0.187913277105318
FAM24B	8.53036882566667	8.12246855	-0.0706898678923172	0.73284537913589
FAM27A	0.222048783333333	0.361750991333333	0.704120303885945	0.245147200894054
FAM27E3	0.344238119333333	0.412012794	0.259282273712103	0.765937240049217
FAM32A	104.536593433333	114.989905633333	0.137499168400596	0.0127611595511976
FAM35A	53.96094397	75.31271046	0.480977781415019	0.000567909881662079
FAM3A	45.08460213	36.56710707	-0.302088294538035	0.00574751236701528
FAM3C	211.8079899	202.0520286	-0.0680301760018041	0.243418656066942
FAM43A	3.86890083733333	2.91211193033333	-0.409857943733377	0.104828783803363
FAM46C	282.386677133333	325.4407494	0.204722881878011	0.0934177000062685
FAM49B	128.3023571	116.1599058	-0.143435486575378	0.00226872460049009
FAM50A	126.743827766667	123.0711017	-0.0424234492025955	0.462564712690055
FAM53A	1.55328188766667	0.135783752	-3.51593691108884	0.0199793053689977
FAM53B	21.9627912266667	22.9804310433333	0.0653444423299533	0.0995048255458074
FAM53C	44.5046965733333	46.0918270666667	0.0505533653372795	0.0788990586640599
FAM57A	5.372864942	9.12827542366667	0.7646507487255	0.0236939231964608
FAM58A	27.7645394	32.1715522633333	0.212542084545323	0.119619920068248
FAM60A	59.9904888266667	58.3005371633333	-0.0412246111779701	0.473935496163025
FAM63A	35.1476159	11.58444798	-1.60123753428453	0.00295860676872222
FAM63B	18.6107861233333	15.3213459866667	-0.280595952217267	0.0265438190695993
FAM65A	33.71084762	18.12905235	-0.894909388817419	9.43467954892979e-05
FAM66C	0.537642900333333	0.131418069666667	-2.03248460381695	0.0704748076104766
FAM69A	35.16564124	41.8816199766667	0.252150721775382	0.0382264675918997
FAM69B	2.42144793833333	2.48210966433333	0.035696872881359	0.748537270974651
FAM71E1	0.639435060333333	0.350376665666667	-0.867891151754629	0.161049657469251
FAM72B	3.503604763	4.61569556333333	0.397708035917155	0.0966762829433659
FAM73A	6.082740993	5.6090129	-0.116974673606221	0.25878795343461
FAM73B	30.01334364	25.4868159	-0.235852904586604	0.0318971760674996
FAM76A	8.36581323866667	6.609794267	-0.339900423253684	0.0160998520239908
FAM76B	22.6567769433333	21.3496365033333	-0.0857311372171803	0.347253202569014
FAM78A	24.0653996233333	34.7202782633333	0.528818129716711	0.00365420099128472
FAM83D	24.7816359966667	41.5631466333333	0.746033448625851	0.000201720003444088
FAM83G	26.36905668	18.5575553166667	-0.506839292258743	0.000942101724833023
FAM83H	3.98925022933333	1.49861658933333	-1.41248629364843	0.0134439437134577
FAM83H-AS1	0.144844060333333	0.125453015333333	-0.207353377619367	0.748776244742046
FAM86A	75.0596907366667	49.97449042	-0.586846489830223	0.000702056773865678
FAM86B3P	11.9144163133333	5.286787433	-1.17224504945294	0.00290548239295451
FAM86C1	21.16566004	15.7542945433333	-0.42598032523727	0.000309215738241275
FAM86C2P	19.2150035166667	11.7294398333333	-0.712099124681954	0.00209275412055872
FAM86DP	16.81112788	15.7805221866667	-0.0912715743104958	0.195868507996266
FAM86EP	12.0383844233333	8.90260281833333	-0.435342694525958	0.00196597155106084
FAM86FP	29.60958645	26.1610571233333	-0.178643502040495	0.0102060471751212
FAM86HP	4.28821123533333	2.46182211366667	-0.800649454711567	0.0117525020039135
FAM86JP	12.9864770566667	7.92177510266667	-0.713114463515897	2.88847369910626e-06
FAM87B	1.16074679266667	0.406096911666667	-1.51515733366714	0.0422214482152702
FAM89A	13.58335463	18.06770023	0.411573062077507	0.0952916002530371
FAM89B	82.0757878133333	91.9380037066667	0.163704647846202	0.405372387587493
FAM8A1	29.6676994333333	20.97719244	-0.50007145568417	0.0161565411824686
FAM90A1	0.698127120666667	0.408767575666667	-0.77220899490195	0.152072454563094
FAM91A1	53.38484042	37.00339424	-0.528772508960649	0.00393462824688939
FAM92A1	5.722576557	10.75812552	0.910689963234626	0.000323817314357959
FAM96A	61.2890880966667	83.51140339	0.446342969961235	3.89521464702527e-05
FAM96B	146.093631066667	168.222829633333	0.203480222588942	0.0121130187332654
FAM98A	91.7404467066667	83.86030136	-0.12956991761589	0.0282582397285464
FAM98B	37.61103313	46.46465475	0.304977752093133	0.0438012455036412
FAM98C	25.25914455	19.8075530566667	-0.350755113637024	0.0609469025338739
FAN1	16.61706871	16.54097679	-0.00662147763446931	0.891318089572173
FANCA	23.49256409	19.51064424	-0.267942768116492	0.00869850919262684
FANCB	4.66473103166667	8.68320967533333	0.896434523630864	0.00527840747835031
FANCC	6.07508253066667	9.292489779	0.613161188215151	0.000995472170925585
FANCD2	22.7768668166667	28.53246441	0.325035057237812	0.0383075319445593
FANCE	12.43099971	16.4515007966667	0.404276876929038	0.00279347317572186
FANCF	23.0348058466667	28.6167406133333	0.313043923527804	0.00583066288050663
FANCG	49.3920743966667	80.4294817	0.703444861999491	0.00516870475250918
FANCI	87.3067229133333	152.988000033333	0.809253840593718	0.000624421858497701
FANCL	28.87046876	35.4312070333333	0.295426082206692	0.0263991950969399
FANCM	3.313194756	4.97668137333333	0.586961012656819	0.0034165614388036
FAR1	58.5556157233333	84.4543968966667	0.528364997391485	0.00230975300002971
FAR2	9.50159909666667	17.3579258966667	0.869352328899244	0.00147336358045417
FARP1	9.611214494	11.22132143	0.223451928924304	0.0993845666053402
FARP2	9.62525360333333	15.03140089	0.643083013178405	1.68340529801395e-05
FARS2	15.23253716	15.22493118	-0.000720552984424855	0.991109342566075
FARSA	210.658647266667	169.118679133333	-0.316871123888212	0.0108346074133972
FARSB	162.084807133333	210.2551942	0.375392574108387	0.00222745924871937
FAS	18.48252317	18.2696027133333	-0.0167164601401521	0.70951393112657
FASN	135.9756211	86.1328940333333	-0.658711804448287	0.00220987788536126
FASTK	183.524646466667	141.334213066667	-0.376863078865103	0.0128038700675541
FASTKD1	45.1064794333333	76.1921036966667	0.756306801302069	0.000312783984552328
FASTKD2	23.18551679	29.7638082733333	0.360335246999643	0.000445230105669487
FASTKD3	18.15421971	17.95848738	-0.0156390838461156	0.830413166848334
FASTKD5	24.6556263	23.9867017466667	-0.0396821047359442	0.473524561794442
FAT1	15.44934917	24.0688187466667	0.639619275294336	0.00217679010349499
FAU	1585.466358	1739.90120066667	0.134098120524821	0.000794955249641527
FAXDC2	1.41469177466667	0.587306177333333	-1.26830304335213	0.00214719238168521
FBF1	7.89619997033333	5.61010557566667	-0.493130605405327	0.0164261734575812
FBL	653.3443297	611.7672844	-0.0948605728817689	0.141302656098574
FBN1	0.882848925333333	1.540751013	0.803395252053179	0.0439918661636036
FBP1	11.8848776653333	3.648705575	-1.7036704079168	0.0137184721447648
FBRS	109.114661766667	73.24501598	-0.575042471445793	0.000346570753576253
FBRSL1	7.26354814466667	14.33447615	0.980742820136847	0.00413227905878324
FBXL12	41.4546876433333	45.5763902566667	0.136751415664695	0.0342964051532192
FBXL13	0.660216856333333	0.386209687333333	-0.77355562121802	0.0729571492492421
FBXL14	22.1395492133333	19.5982411566667	-0.175901661945565	0.0960242216915147
FBXL15	26.1592800233333	21.24794948	-0.299999212783047	0.0346315118098579
FBXL17	9.22863421633333	7.29288818533333	-0.339626878438928	0.0406970394366042
FBXL18	6.48290034466667	6.01616368966667	-0.107795575090479	0.16198341546579
FBXL19	18.5910127633333	15.0446165633333	-0.305358026904215	0.00626517203794101
FBXL19-AS1	3.87452342733333	6.800357034	0.811591625608355	0.00480087240699448
FBXL2	1.66643648466667	1.62594717	-0.035485948576307	0.745409291460721
FBXL20	4.631476679	3.22402473366667	-0.522609437373901	0.00551591144220588
FBXL22	0.613993301333333	0.532415635	-0.205669977601101	0.615576532192063
FBXL3	44.0063036266667	50.59765328	0.20136027869323	0.0373261024905328
FBXL4	12.6641860633333	9.192022152	-0.462300177071107	0.00141134706489022
FBXL5	23.0208260666667	26.5937634433333	0.208148352816513	0.00748127224602483
FBXL6	48.29427337	28.93668651	-0.738952396750049	0.00178913474763248
FBXL7	17.6595976966667	21.1097026466667	0.257453779563051	0.00620219007218551
FBXL8	16.7521283133333	5.62086247266667	-1.5754809761777	0.000395441768478424
FBXO10	12.05222883	9.85350895366667	-0.29059048774942	0.00708291369148493
FBXO11	36.4336424533333	36.15036773	-0.0112609130423564	0.864193682762214
FBXO16	21.2686538266667	18.1562296166667	-0.228264083719531	0.136925577274495
FBXO18	62.53956791	96.8944379833333	0.631644601591272	0.000584769825773475
FBXO2	7.61867180733333	1.66253999633333	-2.19615046053178	9.29935955518595e-06
FBXO21	19.4126565333333	19.35674812	-0.00416095358148859	0.91989189971038
FBXO22	21.6720676366667	20.6056733433333	-0.0727951930303259	0.220261615054598
FBXO25	41.5998255533333	37.2300561966667	-0.160109684656023	0.013939749061882
FBXO28	34.94259358	38.5904823833333	0.143258382901805	0.0219033365168728
FBXO3	36.07518114	29.05691612	-0.312125044346547	0.0229050728255713
FBXO30	11.2706614566667	9.97156368033333	-0.176680525213659	0.050348031900474
FBXO31	9.351911758	7.450370677	-0.327949111553982	0.0055582322122865
FBXO32	10.632389519	3.259453005	-1.70576408438462	0.00837796482029058
FBXO33	10.7655876133333	11.93492779	0.148762770052294	0.0611399248015798
FBXO34	14.1140115033333	18.36115751	0.379528919949201	0.00071451699935367
FBXO36	0.947764573	0.817980593666667	-0.212462118621974	0.550338263103843
FBXO38	33.92705018	30.8491284	-0.13720627042208	0.128120275192744
FBXO4	8.65069810333333	5.62194315266667	-0.621747695891963	0.00792664456840535
FBXO41	37.7819197133333	11.3106750133333	-1.74001097650965	0.000304442506606163
FBXO42	18.18133608	19.08131847	0.0697026394838685	0.555573887770299
FBXO43	1.213339413	3.545938364	1.54718428070882	5.35470646870244e-05
FBXO44	14.8774243633333	7.890815678	-0.914878437926843	0.000126527755023359
FBXO45	32.1285070033333	60.3718414933333	0.910021866652479	0.000309261772906056
FBXO46	27.46900096	24.68709379	-0.154047431178561	0.197155904097065
FBXO48	5.372693913	6.86859235	0.354368814463791	0.101624378960701
FBXO5	27.7978032433333	52.41892852	0.91511698761237	0.00187246575355483
FBXO6	10.4065509296667	15.6053551333333	0.584549197575696	0.0128086704405255
FBXO7	117.690072233333	133.5065405	0.181917794715714	0.00616463610891584
FBXO8	12.9802207433333	16.0250212466667	0.304011351426387	0.0281321262643446
FBXO9	30.5958522033333	26.1936395866667	-0.224119548906095	0.00289423116855157
FBXW11	38.9306953566667	42.8815285333333	0.139448218825391	0.0561611630577217
FBXW2	28.8143481833333	33.0589852766667	0.198255058231336	0.000165427744980839
FBXW4	37.1513305266667	30.1251587966667	-0.302445033797586	0.0164085015621912
FBXW4P1	5.35711172	2.53434896366667	-1.07984019503587	0.00160960214903104
FBXW5	176.2023094	155.076648533333	-0.184251371623797	0.100599059802777
FBXW7	13.07455356	16.11660668	0.301786333763944	0.0383400976876535
FBXW8	11.04419191	8.334774756	-0.406072745738336	0.0129883028410388
FBXW9	20.9258970666667	17.34568495	-0.270712659418186	0.0109006163259154
FCF1	26.5196617766667	29.1391713833333	0.135897476863472	0.0606848927973115
FCGBP	0.158062523	0.023498921	-2.74982892262521	0.00591132520484226
FCGRT	0.416941033333333	0.543370706666667	0.382093429138405	0.396245595470233
FCHO1	11.95852169	5.46270972566667	-1.130350385809	0.000463670306654064
FCHO2	3.21808187233333	3.04047797766667	-0.0819028905796919	0.246425933330026
FCHSD1	24.8990943466667	7.638015431	-1.70482352844633	0.00537792558561066
FCHSD2	68.32141969	54.4552478933333	-0.327266864606521	0.0415265840934734
FCRLB	1.75569363366667	0.374616521666667	-2.22855468526373	0.0415948645825606
FDFT1	178.3724463	106.101658406667	-0.749445568989997	0.000224664493069424
FDPS	457.1712884	327.7733905	-0.480036063786582	0.0126081614203426
FDX1	31.74294471	38.1396637733333	0.264856155955443	0.0214107358352212
FDX1L	30.4288968666667	35.7729196666667	0.233425838070774	0.0329233485230705
FDXACB1	7.17580799666667	7.79332647633333	0.11909796613899	0.0861637129040526
FDXR	21.9068714733333	9.171527505	-1.25614952956821	0.00101138761448787
FECH	17.7733117033333	14.5378139266667	-0.289902178651657	6.09048695745887e-05
FEM1A	69.3756966	67.3188495366667	-0.0434198309362524	0.447439869653168
FEM1B	98.0229018466667	109.7735159	0.163339268164638	0.0218715834105356
FEM1C	17.3937287	23.49791988	0.433965813048775	0.000516475834949047
FEN1	168.872503633333	290.8152892	0.784168675896919	0.00190737121486906
FER	8.93202442	7.090106772	-0.33317984187235	0.0948715275650121
FER1L4	0.982034627333333	0.286225353666667	-1.7786224252594	0.0031335501082397
FERMT1	17.23721617	20.4038918766667	0.24331756445579	0.00132243772070541
FERMT3	73.5320728833333	24.20805062	-1.6028867459476	0.00020978666405931
FES	0.239904491666667	0.252767829	0.0753526872611191	0.925614548843135
FEZ1	0.356979115666667	0.236888017	-0.591634453223796	0.130477977717242
FEZ2	24.8467526933333	21.60224773	-0.201875879688244	0.0365245408980573
FEZF1	12.4877062333333	14.3023060833333	0.195739279647857	0.0115514142667088
FEZF1-AS1	46.6218371066667	47.6761777566667	0.032262724083536	0.545794454863631
FFAR1	1.29789099866667	0.364219532333333	-1.83328902772568	0.0408372165786785
FGD1	2.406443609	3.79218489633333	0.656126691185521	0.0064004672785422
FGD2	6.27499420833333	1.03601499933333	-2.59856923710508	4.04726647912324e-05
FGD3	30.1519008766667	18.6512282633333	-0.692978316050734	0.00129747515699361
FGD4	40.2081542833333	22.0791751633333	-0.864801835393554	0.0127547731807228
FGD5-AS1	51.8881490233333	61.7849513433333	0.251850418433376	0.000359168920952618
FGD6	4.12045792766667	2.483570805	-0.730388802767657	0.00261920700478374
FGF14-AS2	2.85969437233333	3.263874928	0.190724805852094	0.337343115376347
FGF2	2.60166200166667	5.355404762	1.04156207351427	0.000254966238839989
FGFBP3	1.41109391233333	0.8482708	-0.734217200563855	0.175213494957601
FGFR1	0.608849644333333	1.47309247833333	1.27469010014639	0.171502636172043
