siIRF4 MM1R	siIRF4 MM1S	LOG2_FOLD_CHANGE	P_VALUE
BRF2	21.27692504	19.6392540933333	-0.115549529779555	0.257980271397584
BRI3	73.2855424533333	148.010788766667	1.01410181916939	0.0094580540832368
BRI3BP	22.88690715	17.8096685866667	-0.361861845591339	0.0182238996580131
BRICD5	5.46315525066667	2.99934475733333	-0.865087060599143	0.0520523055645063
BRIP1	9.452485376	10.64323678	0.171171347078678	0.0913450064756011
BRIX1	109.123570533333	115.6201551	0.0834301574263878	0.0664302253686038
BRK1	291.411853966667	251.0455262	-0.215110548685839	0.00901651375643445
BRMS1	76.3355500966667	70.6929367066667	-0.110789013377389	0.269638515599262
BRMS1L	12.2684661333333	12.7330885866667	0.0536275201856319	0.210875019448684
BROX	39.3276872433333	53.5814618766667	0.446188595415489	0.00855718164499425
BRPF1	24.8459073633333	20.5442663733333	-0.274272416115077	0.00857945188100617
BRPF3	19.6304632766667	21.66648267	0.142370745137444	0.107249239135213
BRSK1	13.4875917733333	8.46908360066667	-0.671355000312348	0.000684619638147566
BRWD1	15.7789405466667	16.4302504033333	0.0583541266774328	0.483009758017679
BRWD1-IT2	0.680561335	0.774156409666667	0.185899887030392	0.744667582808057
BRWD3	6.624441352	6.73399526933333	0.0236639123747135	0.775224726687564
BSCL2	3.23278966066667	2.65360977233333	-0.284823412314845	0.034615758831731
BSDC1	68.3307147866667	63.00190573	-0.117138749462687	0.0518806992030367
BSG	799.844320233333	519.625766133333	-0.622246254692799	0.000285583807142236
BSN	0.321889206	0.193307212	-0.735668736008516	0.00728204056365681
BSPRY	54.6562214966667	74.2716619	0.442426133697095	0.00169448484479353
BST2	635.1842347	800.2313239	0.333241996831249	0.000344012855923363
BTAF1	51.68306701	54.28994894	0.0709934410903974	0.33727768656307
BTBD1	82.07831851	124.685916266667	0.603225435933656	0.0013282148267562
BTBD10	37.78910449	46.3672081633333	0.295134531938181	0.012585083698837
BTBD2	145.182879	132.8389575	-0.128193024535601	0.0425389808443027
BTBD3	18.4587998366667	32.8309784566667	0.830748992796184	0.000408453410646092
BTBD6	16.1169774733333	22.2558468833333	0.465603188720185	0.00168311691489051
BTBD7	10.7939260766667	10.6226814066667	-0.0230717308181899	0.784088199294898
BTBD8	1.10536172233333	1.50131369333333	0.441706894344005	0.4697282927845
BTBD9	2.91124529633333	4.216177216	0.534299104676782	0.0151094669820726
BTD	11.6883049233333	10.4638442166667	-0.159652753036559	0.0741723748544814
BTF3	814.362052366667	1010.95407276667	0.311975216273324	0.0145411353858699
BTF3L4	27.32039106	31.4242610866667	0.201900687066557	0.019616741325846
BTG1	165.563633266667	200.0603759	0.273049640600218	0.151371107588124
BTG2	728.605133166667	774.0874138	0.0873593326798022	0.0247430894883182
BTG3	47.1344511533333	55.8879222466667	0.245754611673439	0.00619419037647044
BTK	57.3540819366667	7.301725539	-2.97358682153038	0.00120450604516073
BTN1A1	0.841422471666667	0.418223463	-1.00855634664982	0.10071330928329
BTN2A1	25.7696896133333	23.4956492066667	-0.133281529260793	0.0707975053277514
BTN2A2	55.21085767	54.16851483	-0.0274974766363003	0.618055210459431
BTN2A3P	3.41637212166667	3.22196395	-0.0845247741909986	0.712238667005057
BTN3A1	41.5673345933333	37.5500252533333	-0.146636363544557	0.0985968015197978
BTN3A2	80.3551782866667	71.0456681366667	-0.177644310946957	0.00325320258842476
BTN3A3	13.1981202066667	8.48838575666667	-0.63677033632556	0.00499269277406771
BTRC	5.478893536	6.126934812	0.161280931774889	0.0752394364016564
BUB1	131.207491633333	147.3338036	0.167238377024684	0.0832104420408787
BUB1B	80.65314545	86.5314884866667	0.101494420471551	0.234447511031783
BUB3	171.186904633333	192.052249733333	0.165926520521398	0.0133647976368539
BUD13	28.4031216866667	30.81169463	0.117428532213944	0.0987184967062664
BUD31	81.3893338233333	88.3116207233333	0.117763551449727	0.149708066096301
BYSL	68.0099458966667	58.6626563966667	-0.213303342572816	0.000151656641763501
BZRAP1	1.44777805966667	2.72401505133333	0.911894216620937	0.0205406541418715
BZRAP1-AS1	9.56490619233333	17.5529505166667	0.875890832366149	0.0156928520178126
BZW1	86.9107404533333	104.512052766667	0.266062947699804	0.00390119122663878
BZW2	80.24788889	110.1823828	0.457358223670006	0.00150977654900439
C10orf10	31.9760935066667	21.2571730466667	-0.589043948505557	0.00863762449400003
C10orf118	18.9155160066667	23.8388560866667	0.333744876398852	0.0122421741585699
C10orf12	3.66248702366667	3.67670046233333	0.00558799816841347	0.961575218311965
C10orf2	39.83679524	41.1366123266667	0.046321398998859	0.510421612695146
C10orf25	0.536048276666667	0.456198289333333	-0.232701899280065	0.0922647392056269
C10orf32	21.2705127366667	20.40749378	-0.0597557930350953	0.506984225388228
C10orf54	7.18272947066667	6.05379542666667	-0.246692255468208	0.0554703781358159
C10orf76	16.6244313066667	18.1069904466667	0.123241787301054	0.090276533282764
C10orf88	8.77909552966667	12.1104630633333	0.46410981167523	0.00460450700616535
C10orf95	2.65783293666667	2.73065132366667	0.0389946843953267	0.823631005596203
C11orf1	26.1459031766667	30.25450887	0.210565258091445	0.0537567880834912
C11orf24	53.4169652133333	41.2086717266667	-0.374350052053998	0.00725305823054136
C11orf30	11.6866150766667	12.3422037	0.0787428839487256	0.227424467908099
C11orf31	183.753715333333	204.7746547	0.156263741391951	0.0106697456218647
C11orf35	3.45378528566667	3.45009033333333	-0.00154426012598576	0.991670931169777
C11orf42	0.726343806666667	0.692242134	-0.0693758381193602	0.866761151711958
C11orf48	7.98547231133333	7.399390691	-0.10997126456271	0.515927967031986
C11orf49	16.7438463366667	20.73223028	0.308244346714377	0.0321127136839158
C11orf54	33.14632452	39.02693836	0.235621384852558	0.0801861903115832
C11orf57	34.34703443	38.7728080533333	0.174859683402777	0.00249879784776663
C11orf58	134.793339	144.491862066667	0.100239035412361	0.0182308954568338
C11orf65	3.59309693	2.85119759433333	-0.333659830342442	0.185064322130597
C11orf68	44.8702011	41.70840966	-0.105419346551544	0.108231238404718
C11orf71	16.93360577	14.5816405233333	-0.215736166520559	0.0595414061244714
C11orf73	53.9226010533333	59.60490313	0.144540923225302	0.00854321361637913
C11orf80	28.7675106233333	25.1038361766667	-0.196532541190612	0.0173296940078004
C11orf82	12.64204057	15.18024507	0.263965732023976	0.0482096316434697
C11orf83	34.8745467	31.5780584466667	-0.143251993988867	0.089471212880481
C11orf84	34.2547114166667	41.6279712866667	0.281250820351471	0.0126283802626456
C11orf94	0.928924128666667	0.605584817	-0.617231731985285	0.437203788289346
C11orf95	4.75763714466667	4.995305069	0.0703275432114217	0.605444425758889
C11orf96	60.4656100633333	55.3768816233333	-0.12683102483634	0.579716066539641
C12orf10	96.3687954166667	93.0785034233333	-0.050118057576011	0.199741541584113
C12orf29	26.7208417333333	33.7870526233333	0.33850504919352	0.0274339726374493
C12orf4	26.82493856	32.2909498033333	0.267555010260687	0.00297002135368212
C12orf43	9.76626838	10.218989625	0.0653732314234778	0.477911321746608
C12orf45	53.65796016	44.99777732	-0.253938469904643	0.0487462418325856
C12orf49	36.9850142933333	66.94884909	0.856118421223776	0.000480020439799484
C12orf5	6.72579263933333	5.61898105966667	-0.259395762994415	0.0755090631842803
C12orf57	317.5295808	213.8508997	-0.570285721611045	0.001692554471061
C12orf60	2.56252584566667	2.59940625866667	0.0206155731002816	0.885210118428937
C12orf65	16.7613033366667	23.76310469	0.503589003563552	0.0130850736366754
C12orf66	10.8998210766667	10.8396296366667	-0.00798898877801781	0.948615453667156
C12orf73	30.2384327666667	25.7925110266667	-0.229431134429408	0.0573854964932158
C12orf75	67.9583204566667	82.4355654666667	0.278616700980169	0.0291384117615057
C12orf76	3.58539595	4.21942481466667	0.234913895960462	0.290215537929427
C14orf1	38.91196769	34.7445828166667	-0.163425877641069	0.0563699942458255
C14orf119	13.85019687	14.9728312366667	0.112440565478946	0.184547043969746
C14orf142	20.2498089033333	21.0562173633333	0.0563379937997026	0.645966778645706
C14orf159	21.9108603433333	25.2026179066667	0.201927466838796	0.10594185230455
C14orf164	0.436009811666667	0.683751253666667	0.649110972317214	0.103995733450646
C14orf166	122.901921666667	159.6445572	0.377355894059522	0.00160635264553929
C14orf169	8.286440469	9.88821790866667	0.254958027178994	0.0952544405955128
C14orf2	77.29801162	103.483132056667	0.420892416420402	0.00296340751684798
C14orf28	1.30694264666667	1.656591755	0.342022281473122	0.0691645793492488
C14orf79	1.00321482566667	0.612170338333333	-0.71262552543418	0.0975351356846652
C14orf80	49.651446	38.7881072066667	-0.356221357465491	0.023959661681119
C14orf93	3.69994371866667	5.03482936966667	0.444439560641874	0.0779134979652559
C15orf27	2.49864945033333	0.956146354	-1.38584514323468	0.0111877781732199
C15orf37	3.315027522	2.347263756	-0.498040885014578	0.0715160993773785
C15orf39	68.05297443	69.83940989	0.0373831491289481	0.702248967665847
C15orf40	20.5726156066667	20.4441013533333	-0.00904058132530903	0.914873767622491
C15orf41	8.190680268	7.66868676333333	-0.0950037360684372	0.429930943912283
C15orf52	1.12529411266667	0.715573997666667	-0.653129251741028	0.0319150361579929
C15orf57	25.5010471033333	26.3443437666667	0.0469367557841776	0.383001799932247
C15orf61	11.3828731066667	14.4793448233333	0.347131574666437	0.0419842578813918
C15orf62	3.32719828666667	1.54012927333333	-1.11125639615425	0.00680959981819086
C15orf65	5.821429857	7.77706434433333	0.417852124348164	0.12500316959489
C16orf13	193.643825533333	187.018134366667	-0.0502273317725121	0.571972777888004
C16orf45	0.784928253666667	7.25306723033333	3.20795852597353	0.00159465092859418
C16orf46	0.600028854333333	0.642174609333333	0.0979337450314359	0.769806904712063
C16orf52	8.32777664966667	8.16809873366667	-0.0279310709748296	0.750606921119724
C16orf54	18.7920774066667	27.1094143133333	0.528669383639715	0.00669916257452435
C16orf58	68.60697137	53.04173523	-0.37122720745952	0.000474236230880236
C16orf59	23.65219758	19.5928398666667	-0.271647710996826	0.190505640251192
C16orf62	14.8360281633333	17.2455715066667	0.217121027902494	0.0314799962100956
C16orf70	15.4827519466667	16.3523835	0.0788390133776739	0.510846819334188
C16orf71	1.144369262	0.743903401333333	-0.621365452993152	0.113435280938618
C16orf72	28.56083528	33.06655302	0.211334488962361	0.0737870550007193
C16orf74	0.394689839	0.293513792333333	-0.427291080825821	0.53108483462452
C16orf80	57.4052538533333	58.9636689666667	0.0386435162368383	0.538976252808657
C16orf86	13.95600783	7.388377008	-0.917556922105003	0.000599274401418852
C16orf87	18.02653697	23.8309038833333	0.402711401518536	0.0734977430016658
C16orf91	37.72478816	39.4602638966667	0.0648878048853521	0.515658768395926
C16orf93	1.60806861266667	0.869228967	-0.887520806225507	0.0659631127452527
C16orf95	12.0855384566667	13.0084313233333	0.106165246983823	0.415955872061209
C16orf98	1.177799852	0.892121098666667	-0.400782933901034	0.394028546978282
C17orf100	6.54598214866667	4.14218712966667	-0.660216937066317	0.0239115915878947
C17orf103	1.905209937	3.04796858433333	0.677898054433539	0.000421734215936819
C17orf104	0.813139585333333	0.873898039333333	0.103961935620891	0.721458578168141
C17orf51	3.010567253	3.17132932933333	0.0750523569718419	0.331830567034804
C17orf53	8.36687579566667	6.70427340266667	-0.319608034916032	0.058196447626074
C17orf58	9.09238253566667	6.91360645433333	-0.395219899751652	0.175606678830481
C17orf59	24.82658558	24.8321622733333	0.000324030234275632	0.99585376692824
C17orf62	123.252938533333	96.14518239	-0.358335568590352	0.00619029895564522
C17orf67	7.86825408633333	9.74239448966667	0.308232855328199	0.122270796407637
C17orf70	42.3227841966667	35.7969106833333	-0.241599451469229	0.00265313579908762
C17orf75	14.3157822033333	14.7562471966667	0.0437193621377107	0.606006270152137
C17orf80	16.7099862266667	18.3611164566667	0.135943240949241	0.196541927260238
C17orf85	19.6797329633333	18.1245321166667	-0.118766892154938	0.0553417554708195
C17orf89	289.0748414	319.0534271	0.142354976305581	0.547115843163939
C17orf96	9.69008786566667	15.2545082866667	0.654654024312201	0.000152026361178801
C17orf97	0.526741856333333	0.704085611333333	0.418654755523733	0.402888225949492
C18orf21	36.0747404566667	38.9363546833333	0.110128806605734	0.0472535808030796
C18orf25	19.1745585733333	16.6172364633333	-0.206512891102639	0.00372283469484877
C18orf32	4.90671457666667	3.75762636866667	-0.384935729677523	0.0237559865568514
C18orf54	4.18906897766667	3.949889226	-0.0848174462642719	0.477571770167917
C18orf8	42.23748784	43.2037707933333	0.0326332052028112	0.380249660954341
C19orf10	900.0365261	685.2497768	-0.393353598255679	0.00220574542174018
C19orf12	13.9197682533333	16.46130416	0.24194344663173	0.0157771372957394
C19orf24	387.411130933333	347.7733002	-0.155718229404293	0.321315070101539
C19orf25	71.2139172466667	50.6769390033333	-0.490829827619233	0.00197847192928175
C19orf38	10.470155731	10.6875734516667	0.0296514343467187	0.807294385173378
C19orf40	6.126830913	6.75582012933333	0.140989880877072	0.390922130343399
C19orf43	471.188849833333	441.776023633333	-0.0929902778801394	0.0794735615999465
C19orf44	4.405663431	4.35574328533333	-0.0164403567353489	0.901113946639868
C19orf47	19.9028477633333	15.7968727833333	-0.333335886402735	0.13782784032291
C19orf48	83.41062739	72.4655438933333	-0.202936028138876	0.127351891177187
C19orf52	35.5611123633333	42.1247339133333	0.244367120491315	0.089683878351209
C19orf53	225.7309043	223.176973966667	-0.0164157617117982	0.657122059531455
C19orf54	24.7826577766667	19.3382751766667	-0.357871791901252	0.021298405585573
C19orf55	9.33796636266667	8.88244494733333	-0.0721515498178089	0.519370690056729
C19orf57	0.667289503333333	0.441434654666667	-0.596112917686266	0.233147701150437
C19orf60	190.312212566667	151.9298775	-0.324962535713125	0.00512346160577843
C19orf66	24.0439797333333	19.53481321	-0.299628248448574	0.078015296230749
C19orf68	6.05407584033333	4.86173075966667	-0.316436748325108	0.00574815753923088
C19orf70	236.138336833333	206.279519	-0.195031694147131	0.00600942033674825
C19orf71	29.7783919033333	23.2523431066667	-0.356889745471734	0.118928343641457
C19orf82	2.48947671666667	1.31056651833333	-0.925651942276012	0.110398884726856
C19orf83	6.36829631166667	4.18809520733333	-0.604613225665305	0.0490464386408584
C1D	60.95150855	73.57176467	0.271490267824242	0.0387984551455876
C1GALT1	14.04586805	22.73452901	0.694739328807254	0.011286595955647
C1GALT1C1	51.28118321	67.9963200233333	0.407027119861776	0.0172169185362383
C1orf106	47.2823752833333	28.8141789233333	-0.714523602862849	0.00066844715102583
C1orf109	41.80503064	38.4874319633333	-0.119289148623067	0.190639583606584
C1orf112	24.6586095733333	26.15458351	0.0849723437871541	0.214891183027088
C1orf122	56.8008675266667	52.3190651866667	-0.118576200712347	0.092190887427886
C1orf123	65.34904109	44.7490217	-0.546309923927896	0.00134243685921754
C1orf131	51.36268961	56.56598226	0.139213952364815	0.0288535859135208
C1orf159	10.5437867133333	9.82653195566667	-0.101638845890545	0.431891619850212
C1orf162	0.801627910333333	0.282615604	-1.50409161670898	0.0474669022177332
C1orf174	29.1571485233333	35.8570077733333	0.298405466399527	0.00221804595803921
C1orf186	39.0751168633333	53.7513215333333	0.460050037377669	0.0137261846347951
C1orf192	29.6562922633333	25.53159269	-0.21605470060572	0.204233117330809
C1orf198	3.34078915833333	4.40892044466667	0.400236509811694	0.0364170970460484
C1orf213	1.608082003	1.35328595866667	-0.248874254651355	0.0643260002176628
C1orf216	21.1553174333333	23.2108551266667	0.133779341610813	0.175397256504355
C1orf226	4.04313005766667	3.41727203166667	-0.242627514387008	0.0449906591408885
C1orf27	24.9165001233333	25.4602770166667	0.0311466807839409	0.71049222028319
C1orf35	77.4670508666667	60.45671654	-0.357680191016855	0.0173233671644698
C1orf43	350.976578266667	359.271937366667	0.0337014929044534	0.162251290330797
C1orf50	21.7226265166667	23.0512689533333	0.0856476198147029	0.539886622706094
C1orf52	14.9485144666667	18.0967951766667	0.275732106788766	0.00250504892268367
C1orf53	9.19584637766667	10.3946235353333	0.176783238445157	0.149828774941224
C1orf54	24.4122582433333	22.2009415766667	-0.136984892224513	0.339558275732682
C1orf56	1.934382766	2.12659571366667	0.136672492788121	0.46408799806614
C1orf74	11.5953909866667	11.4258536233333	-0.0212495144672915	0.868060886653523
C1orf85	62.8650256366667	58.80733212	-0.0962615684986072	0.092561854256005
C1orf86	6.80108634266667	7.474355991	0.136184070952826	0.27281018543076
C1QBP	494.7147106	557.453297766667	0.172254144796895	0.234403571303223
C1QTNF3	2.13629335233333	1.38097834066667	-0.629419076696184	0.0139010208701911
C1QTNF6	1.27869951933333	0.839610878333333	-0.606884522195501	0.0764949085554781
C1R	13.09462608	17.6989693833333	0.434690490364394	0.0181177067635589
C1RL	7.42997261833333	6.605208217	-0.169752853524064	0.125979448927876
C1RL-AS1	8.19935041033333	4.26445316233333	-0.943148863118694	0.00176711416702611
C20orf144	1.90285608066667	0.794815926333333	-1.25947376354302	0.0839337159584398
C20orf196	17.1503714433333	8.260710043	-1.05390212484166	0.010451476396253
C20orf24	76.58851735	83.16855444	0.118910046512504	0.565863517269639
C20orf27	53.6895627533333	41.3196932533333	-0.377812111618712	0.0238603929500958
C20orf96	9.66029536633333	5.582409307	-0.791179392644858	0.0111404818678647
C21orf119	10.5285418733333	9.111735432	-0.208507884672297	0.090633564245092
C21orf140	4.85037515433333	4.17553067333333	-0.216136774350358	0.406621027272163
C21orf2	38.44451602	47.08479151	0.292483324143822	0.0431254935452447
C21orf33	235.990387366667	266.064995433333	0.173050620898699	0.0131392118883815
C21orf49	2.03884538266667	3.10136118733333	0.605149181638993	0.153491348037352
C21orf58	17.9368165666667	11.3898501966667	-0.655175090551173	0.00312846767005827
C21orf59	204.043363866667	240.9171069	0.239661048884253	0.0148753115782316
C21orf67	0.490470844333333	0.533512008	0.121353363732692	0.712086003419607
C21orf91	27.22504697	37.5941548566667	0.465573831002022	0.00234575731620421
C22orf23	6.85249849066667	6.07549879533333	-0.17362724717934	0.209931126871452
C22orf24	0.658546708	0.240244721666667	-1.45478103411996	0.0599317863409303
C22orf29	28.57118034	30.8059438166667	0.10864809838203	0.153472563736867
C22orf34	14.2975913766667	6.71354492433333	-1.09062547310771	1.3559079599344e-05
C22orf39	30.88492812	29.7384564933333	-0.0545732034984053	0.431090759366678
C22orf46	8.75963043766667	9.09097118666667	0.0535644206073578	0.331089756838305
C2CD2	4.48261472266667	7.15031181433333	0.673665650848336	0.000140470368308307
C2CD2L	31.4051368366667	35.3559962766667	0.170954357391322	0.240747770660696
C2CD3	8.187795484	9.74253708733333	0.250822451418413	0.166448763375107
C2CD5	47.54151653	46.9319300466667	-0.018618133109909	0.711853313100594
C2orf15	7.624443247	12.9863254633333	0.768289373885716	3.18974594848181e-05
C2orf27A	16.57177859	10.6944571833333	-0.631865192446903	0.000498115395877693
C2orf42	10.4111121346667	12.2131813866667	0.230314865684819	0.0259466561892037
C2orf43	25.9311474633333	38.1095184433333	0.555465330770464	0.0196111879160775
C2orf44	13.0319410666667	16.2623463066667	0.319483437479847	0.0142083593217622
C2orf47	22.7782190033333	28.97197103	0.347002888642907	0.00987701889086757
C2orf48	7.719496324	4.686335749	-0.720046399957733	0.1298974361088
C2orf49	17.62223859	21.85124791	0.310318468934784	0.0371238237922717
C2orf68	31.60763326	35.75209271	0.177754678864763	0.00584957247079572
C2orf69	16.14853536	23.8630226566667	0.563373475125289	0.00640767555692491
C2orf74	36.4597289233333	56.38904347	0.629111035619526	0.00697510764706931
C2orf76	61.88600212	55.0046597866667	-0.17005928234428	0.0734143885558581
C2orf81	1.81853441366667	0.866201050666667	-1.07000239994218	0.00790005695332179
C2orf88	12.2801708666667	7.209758478	-0.768307798463268	0.00660947388296286
C3orf17	30.7605253533333	37.57135153	0.2885528710191	0.000809737161080631
C3orf18	1.163016376	1.46982345433333	0.337771467285234	0.276971236368766
C3orf33	5.138411804	5.196848311	0.0163144335645943	0.913460621254856
C3orf38	24.9899949433333	31.48630309	0.333373766367001	0.00104170077034821
C3orf49	1.205482951	0.900795424666667	-0.420339842431165	0.156126919652333
C3orf52	10.0318417746667	7.329355761	-0.452828200407603	0.107181443261692
C3orf58	28.5122665933333	36.7385285833333	0.365711114735891	0.00850708695920644
C3orf62	4.74452525033333	4.07804115433333	-0.218387399949481	0.0644196254848013
C3orf67	0.238955179	0.264239963	0.145108636519861	0.728308201160181
C4orf27	46.0655572233333	58.44518054	0.343395598861314	0.0271169285055657
C4orf29	18.64890235	25.36203356	0.443579709395974	0.0042146964204169
C4orf3	41.90334725	59.1333370566667	0.4969062032713	0.0109869549654315
C4orf32	12.6808949766667	20.9000674633333	0.720851029356064	0.0111114453010788
C4orf33	6.53995445433333	8.323227107	0.347862414439506	0.024430564357082
C4orf36	0.918052535666667	0.716539657666667	-0.3575301601752	0.592733359408
C4orf46	12.7316576233333	18.0440778733333	0.503105151461848	0.00906758089867547
C4orf48	25.0099262033333	47.1367605133333	0.914351811814528	0.0212756673397915
C5	1.037091455	0.987168961	-0.0711741840952798	0.55841460675542
C5AR2	2.603395923	2.21724400933333	-0.231627184092221	0.395947163187288
C5orf15	57.94530142	78.5151220466667	0.438278861533754	0.000253039305701812
C5orf22	31.12933083	36.7779608133333	0.240566926137453	0.00666974212538916
C5orf24	26.87220045	30.5162946433333	0.183465335213774	0.0910569187775671
C5orf28	9.9388752	11.3674691766667	0.19375659836291	0.144871175577339
C5orf30	21.8428342633333	26.6607096466667	0.287555113794078	0.00672611994810735
C5orf34	5.10558230066667	4.16983457366667	-0.292085362420439	0.131878793753015
C5orf42	6.578610041	3.325061356	-0.984401834589026	0.00163259084971012
C5orf45	17.3087871366667	14.09907056	-0.295904575245902	0.226700789224974
C5orf51	24.7721755166667	27.8904609333333	0.171051204310572	0.0223943901141771
C5orf55	4.74911838933333	2.966712701	-0.678794499393353	0.0176189386700376
C5orf56	64.4833341666667	76.82981491	0.252739936485755	0.00221192824608684
C5orf63	7.29253953933333	4.73981208	-0.621591441752703	0.000226684726965415
C5orf66	15.94182371	12.8521829133333	-0.310803261324241	0.00685028787836194
C6orf1	40.4894756766667	30.7159019766667	-0.398561211921188	0.00477397587756267
C6orf106	65.66316927	82.9762876866667	0.337614729189759	0.00912525870016179
C6orf120	13.1811523266667	15.93183207	0.273435678540882	0.00871251742538896
C6orf136	3.27950471266667	2.85648334633333	-0.199237829369012	0.0202979441485277
C6orf147	3.62987101333333	3.29659265066667	-0.138942654438323	0.568955977351393
C6orf163	2.27876496033333	1.55604909233333	-0.550364550612145	0.120929787635545
C6orf164	2.07332888933333	1.19916139466667	-0.789923143761149	0.0715518114441095
C6orf201	0.704982567666667	0.763491638333333	0.115024772926927	0.814241993440652
C6orf203	22.58284671	28.0286031966667	0.311672491196178	0.0212636356806702
C6orf211	18.24198693	24.3334277	0.415676680734593	0.00363204926335089
C6orf226	20.8678980233333	15.8839134433333	-0.39371888409648	0.0161237218000966
C6orf47	2.20919563433333	2.56735812533333	0.216763372472103	0.0476634162187554
C6orf48	44.5922508133333	43.3379942766667	-0.0411606364652775	0.252860234521689
C6orf52	3.405257794	2.346485277	-0.537262612940663	0.0631678154716827
C6orf57	15.2143473733333	16.11611872	0.0830718882162211	0.314492744154816
C6orf62	196.433403533333	200.6590409	0.0307058786462931	0.294846222388539
C6orf89	41.6680063233333	46.9599294633333	0.172490167941394	0.0461143240722437
C7orf13	2.28192924433333	2.894418471	0.343019461046741	0.0272293885559493
C7orf25	15.7352537666667	15.8686747066667	0.0121811990671807	0.885261241738704
C7orf26	47.8021972033333	48.39581118	0.017805250338936	0.829118959067592
C7orf31	6.98340635333333	7.16381590166667	0.0367973396014487	0.76310724179445
C7orf43	40.3930986933333	22.34791824	-0.853968377072605	0.006900229620988
C7orf49	79.3486432266667	66.9063396666667	-0.246062635821368	0.00901963158046294
C7orf50	72.9203859566667	67.3639153366667	-0.114346203963899	0.165721138322373
C7orf55	4.556206232	3.99886541666667	-0.188242323118753	0.189669002343456
C7orf60	8.702215439	13.00013793	0.579072291222312	0.00234541343373343
C7orf61	0.659099364333333	0.821002683666667	0.316890958765519	0.709370975226065
C7orf73	63.2441420566667	93.0199932266667	0.556608977410455	0.000286246038188002
C8G	0.914572874333333	0.604076434666667	-0.598367022940993	0.376256280919053
C8orf33	93.67973055	79.5635516833333	-0.235629247330646	0.0118583267959375
C8orf37	0.908896413	0.991305434	0.125213759156111	0.228392275640721
C8orf44	4.31564127866667	3.36411573566667	-0.359347611767965	0.0767465186553059
C8orf58	3.124355111	2.80820812866667	-0.153908573953583	0.33531122291796
C8orf59	43.1046545133333	57.23285136	0.408999821860973	0.011051128053207
C8orf76	5.35401456333333	3.677271696	-0.541985288917361	0.00819450291913829
C8orf82	9.42047665766667	11.145189978	0.242549244269715	0.307907480008818
C9orf114	24.28723836	15.5209494466667	-0.645981641435744	0.00867655251032845
C9orf116	1.84890272133333	0.893500695333333	-1.04912856328972	0.0868587002838769
C9orf117	1.921516826	1.86648054266667	-0.0419251404087978	0.827456108682347
C9orf131	1.16174791733333	0.480451361	-1.27383476777932	0.0449837252370905
C9orf142	37.2859298933333	34.5685614633333	-0.109170753584958	0.42428991279611
C9orf156	24.3788261966667	27.0925833066667	0.152269298544562	0.0374137117742035
C9orf16	138.1990582	156.4372975	0.178836734350155	0.00957991447903503
C9orf169	1.455099495	1.05429454966667	-0.464839818729372	0.227464303891562
C9orf172	3.52053352333333	5.27073398466667	0.582209800382851	0.0604199464360227
C9orf173	0.735862317333333	0.220789695	-1.73676301950488	0.0731355377498892
C9orf24	0.657304454666667	0.227495460333333	-1.53072400582547	0.180435013776204
C9orf3	3.37486974233333	5.03873086633333	0.578228579244212	0.0268799918527008
C9orf37	54.8328803566667	37.3787509266667	-0.552822900186773	0.0010334463335591
C9orf40	15.56718079	20.4823803233333	0.395875688717192	0.065378521763576
C9orf41	35.6228069166667	46.19150201	0.374826260306576	0.008368134611281
C9orf43	1.00133997833333	0.962486752666667	-0.0570932968517687	0.722237651578853
C9orf64	2.06525934	1.903136577	-0.117943856871474	0.534263421773165
C9orf66	0.218328258666667	0.199899329	-0.127225243930608	0.832820219397746
C9orf69	40.6215341366667	46.5746136333333	0.197299074794827	0.000494741528550937
C9orf72	3.62432940733333	3.582975854	-0.0165557635960243	0.756315076307511
C9orf78	122.774080733333	154.646358266667	0.332966839671961	0.00105274329206702
C9orf85	15.48525011	18.4604917466667	0.25354629881217	0.000236446215786098
C9orf89	34.91360055	36.1452925966667	0.0500186231783976	0.371530246836128
C9orf9	2.90327029533333	6.96961543766667	1.26340016117657	0.00740846217157958
C9orf91	41.2088463433333	41.65481005	0.0155290236522226	0.820933521529726
C9orf96	0.344670688	0.133584986333333	-1.36746074020633	0.112155301718173
CA11	1.34227660033333	0.521749671666667	-1.36325230291971	0.116532715474149
CA13	1.72201135066667	1.22897422933333	-0.486639988518463	0.0965104107586928
CA14	6.84277231166667	5.70805815533333	-0.261580910049349	0.101973843557357
CA5B	1.96916772233333	1.14709620833333	-0.779599599914114	0.0413083448366551
CA5BP1	39.6424684233333	28.5218987366667	-0.474976770922039	0.00465237632049589
CAAP1	12.8320716466667	14.8526487033333	0.210966130657353	0.0807776986964737
CAB39	37.2298763966667	92.1355131266667	1.30729651593542	0.000399070647643646
CAB39L	1.58780007666667	2.327689589	0.551869408193701	0.127202212444747
CABIN1	37.3221589833333	37.59584686	0.0105408544844546	0.874479087085203
CABLES1	69.1732390733333	119.984036	0.794556548464685	9.14857636779142e-05
CABLES2	8.851200113	11.91572667	0.42892195055376	0.0903695358476566
CACFD1	12.1318302333333	13.5698088433333	0.161603182910918	0.20243845862741
CACNB1	25.2056236733333	22.4426136766667	-0.167504949367697	0.0876586744828979
CACNB2	0.914897095666667	0.829646192	-0.141113262422485	0.578601195255955
CACNB3	6.66847376166667	6.56972318466667	-0.021524020361051	0.567207386100589
CACTIN	39.8932110566667	30.8635265466667	-0.370240335099201	0.0173463965520488
