CTRL KMS12PE	CTRL MM1S	LOG2_FOLD_CHANGE	P_VALUE
CD79A	1.20146347866667	1.42856708133333	0.249775987610673	0.415843285610991
CD79B	16.19943781	62.2028844133333	1.94103773492668	6.11641697489763e-06
CD81	337.755183266667	8.161223926	-5.37104857227378	0.00301083963961012
CD82	3.831315381	195.121341566667	5.67038798392351	0.000832273572394105
CD83	14.6690684333333	0.741489126666667	-4.30620790772244	0.0039107537506396
CD8A	3.37422847333333	0.1670992	-4.33578093214547	0.00263989424006619
CD9	7.27402252966667	687.6998249	6.56288177380585	0.000486487380005429
CD97	43.93932777	1.40766189033333	-4.96414004173077	0.00544468971745837
CD99L2	21.16018323	53.5793202533333	1.34032415813265	0.00020751870699125
CDADC1	5.00947999533333	4.21927098866667	-0.247667103833099	0.118386610285602
CDAN1	13.1345820966667	11.64303616	-0.173902979367196	0.122783983943335
CDC123	669.571103466667	194.0305126	-1.78695372342987	0.000675325043110617
CDC14A	3.75729289166667	1.70334214933333	-1.14132532511677	0.000106082137951382
CDC14B	0.430690637	0.605863948333333	0.492341900738818	0.0424218253538739
CDC16	217.507179133333	130.8760466	-0.732861945684962	4.92826691768746e-06
CDC20	211.9553852	143.5826781	-0.561878909680939	0.000657713673369011
CDC23	42.8441755766667	45.3332456066667	0.0814703623749619	0.196941279771541
CDC25A	96.9994811866667	56.31200938	-0.784534399434395	0.000256531910627814
CDC25B	51.6063396433333	66.5191346066667	0.366221093575679	0.0252681093127035
CDC25C	11.4218602	16.4137814533333	0.523110017624017	0.00614647882044261
CDC26	145.850432433333	50.9572769933333	-1.51712957230617	3.52283431156413e-05
CDC27	62.2840869766667	44.5574069366667	-0.483198338711919	0.00111711290858421
CDC34	100.267443376667	86.8073137866667	-0.207964737550077	0.114709313380458
CDC37	353.476360733333	235.223679633333	-0.587580434302896	0.0054228129527361
CDC37L1	14.4826811233333	22.7417637966667	0.651015442779376	0.00174564865930325
CDC40	50.37734047	35.5209862766667	-0.504103320901777	0.000107504972878056
CDC42	165.037710733333	202.687697166667	0.296462807476019	0.0027955422086699
CDC42BPA	0.242040503666667	13.9290415966667	5.84670369295881	0.00133680860495185
CDC42BPB	17.0230176366667	6.16070367833333	-1.46631975267237	0.00418136837619679
CDC42BPG	0.406200757333333	6.65983649	4.03522192262739	0.0059939855068463
CDC42EP2	16.9548576733333	1.539513163	-3.46115256604311	0.0021908613216918
CDC42EP3	0.595492791333333	22.98528019	5.27048239863062	0.000371356777851264
CDC42SE1	113.152531433333	122.6218862	0.115947641073028	0.0129713051990884
CDC42SE2	58.8734699566667	99.33596783	0.754698525701011	0.000186786764593022
CDC45	52.9686964966667	75.1619551666667	0.504862589783588	2.56983298630297e-05
CDC5L	46.20513384	45.2409914166667	-0.0304226129342193	0.472212155375421
CDC6	147.071453833333	97.45273388	-0.593742686949389	0.000764507862770961
CDC7	23.3676183833333	33.23974097	0.508398436732719	0.000470556590041147
CDC73	18.4877337766667	37.1522464666667	1.00688105787312	0.000481481794221794
CDCA2	52.8970458166667	55.51775247	0.0697620110963592	0.166596110869364
CDCA3	97.84234496	94.0831474133333	-0.0565226567239994	0.317226711568966
CDCA4	59.4943160533333	25.4540317566667	-1.22485765520685	0.00370178573404895
CDCA5	503.322367466667	187.722752733333	-1.42287919105347	7.84624033530345e-05
CDCA7	135.666508466667	25.0120332	-2.43937036899939	0.000307594115510428
CDCA7L	34.7156498633333	96.19293797	1.4703448036688	4.04455878137701e-06
CDCA8	99.85272323	102.217392256667	0.0337670120924148	0.322612333553205
CDH2	0.622690299	18.48482975	4.89168314237713	0.000196811318817517
CDH24	3.928020718	2.17649323466667	-0.851797003329475	0.0217874209554816
CDH26	1.26850034233333	0.93272079	-0.443606728737782	0.0165168725048979
CDHR1	1.51785287666667	0.386069881666667	-1.97509804381598	0.0167931867170244
CDHR5	0.287796224666667	0.0538063086666667	-2.4192004263096	0.081877844139016
CDIP1	37.7446125833333	97.9254423133333	1.37541300123792	8.74642935472643e-06
CDIPT	95.0770801966667	98.48206446	0.0507634060642698	0.488351338819277
CDK1	56.2024529366667	160.811172933333	1.5166626435542	0.00116632719264866
CDK10	31.3028740066667	46.9216634966667	0.583959040405996	0.00152716593758571
CDK11A	15.51015932	9.56346022966667	-0.697608895331602	0.0076809550338216
CDK11B	24.9930807833333	23.8400569966667	-0.0681410618474933	0.433559793710068
CDK12	40.5426124666667	33.0381474033333	-0.295306264872708	0.0334759131918923
CDK13	32.3626649966667	21.6427939033333	-0.580443664502283	0.00991606734333036
CDK14	54.5894819833333	112.366090033333	1.04151181100951	0.000607197168952254
CDK16	35.69302044	50.15979387	0.490889428132876	0.00127685805265342
CDK17	21.66980338	16.1940782133333	-0.420219712751157	0.00104770366045018
CDK18	0.263210055333333	1.55476713633333	2.56241200827667	0.0245078937449102
CDK19	6.913353935	4.44174712033333	-0.63825852850786	0.0043849820991168
CDK2	135.6622801	95.4962589033333	-0.506503524432741	3.14965169024369e-06
CDK2AP1	118.287698	7.497354648	-3.97977458231609	0.000167699378792163
CDK2AP2	145.4049977	85.46149075	-0.766730468786305	0.00214760092804041
CDK4	413.118827	207.601246433333	-0.992741703777573	5.45555376497297e-06
CDK5	79.6725562833333	53.5301664466667	-0.57373072576412	0.000881521387911711
CDK5R1	4.036069078	2.826095302	-0.514140749357654	0.0965017475460027
CDK5RAP1	59.1778192066667	33.9879206633333	-0.800034429610104	0.000482340157273198
CDK5RAP2	56.3776120233333	46.95395745	-0.263875612641235	0.000871929770929088
CDK5RAP3	53.8958298433333	84.72544973	0.65262174002423	0.000435855604302383
CDK6	63.5708433166667	36.6642929166667	-0.793989510246539	0.0110409559022879
CDK7	38.9686892466667	36.35551101	-0.100141331714661	0.252415040852901
CDK8	36.3214825333333	18.99800186	-0.934975401115411	4.01089354124575e-08
CDK9	98.9747648433333	68.29912964	-0.535193540664912	0.00108130714455791
CDKAL1	20.9934153733333	21.5467580433333	0.0375339209817465	0.704829675072037
CDKL1	2.14746605633333	1.160894007	-0.887399071794236	0.00226866212771873
CDKL3	1.47467293466667	0.85511075	-0.786211828525271	0.0146326837116462
CDKN1A	27.1101604333333	30.22783778	0.157044134768053	0.268995944423424
CDKN1B	123.558301333333	232.194702933333	0.910143118128308	3.53002927999339e-06
CDKN1C	0.332832982333333	6.12017198566667	4.20070188468073	4.11081038225662e-06
CDKN2A	200.402250033333	2.72882645666667	-6.19847424895307	0.0024017506396998
CDKN2AIP	19.1242810266667	64.9898147	1.7648081235461	0.000275697993973831
CDKN2AIPNL	44.7922562233333	52.7393729233333	0.235631079732051	0.0916902398635106
CDKN2B	9.15820496766667	1.41948252433333	-2.68969976626788	1.97465314070162e-06
CDKN2B-AS1	1.87014412166667	1.58245819133333	-0.240982070883118	0.208914301453663
CDKN2C	0.18975299	0.160256617	-0.243738691847377	0.762965529198062
CDKN2D	8.08942228633333	11.36776514	0.490840073641765	0.00138675359426495
CDKN3	55.06484223	67.1222062433333	0.285658654974887	0.040661272763656
CDNF	3.47615012133333	3.33941253533333	-0.0578960596793341	0.633236472279986
CDON	11.4577797166667	8.91083519233333	-0.362694942665609	0.0205672885788715
CDPF1	6.100103113	16.3326024233333	1.42084915248	0.00285353836127625
CDR2	61.1338583	55.6795991966667	-0.134822795669985	0.0102025683171357
CDR2L	18.08821541	0.607449924	-4.89614078493142	0.00296738799709609
CDRT15	1.19659879633333	0.622552385	-0.942672373150659	0.123756120123508
CDRT15P1	0.457749072	2.60717592433333	2.50985906850312	0.0103871553921463
CDS2	15.7041003066667	12.22240586	-0.361612999465968	0.0369075718433821
CDT1	72.38774673	50.4152229333333	-0.521886086177993	0.0138132324703249
CDV3	371.838272566667	631.181216233333	0.763379000208363	0.00267369263945957
CDYL	53.3586566666667	36.7394983733333	-0.538390417750993	0.00604135124485817
CEACAM1	0.128976011333333	0.681663722	2.40195744608989	0.00323686919041735
CEACAM21	10.7143243	36.91517698	1.78467320598426	0.000168779010730538
CEBPB	26.2780598433333	19.46572018	-0.432923041247735	0.114007221308543
CEBPG	25.571789	38.16630547	0.577746444314467	0.0078209540803875
CEBPZ	172.549655533333	97.5722957166667	-0.822468115630868	0.000531211019304821
CEBPZOS	44.6383091966667	39.19582244	-0.187582484462691	0.00582457316311197
CECR1	0.530986100333333	49.1022205566667	6.53097036301453	4.19012691117766e-09
CECR5	45.2259557433333	68.13231052	0.59118814152418	0.0066294913449212
CECR7	2.497574908	10.2233194853333	2.03326385816966	0.000150482422811409
CEL	2.312993798	0.376239993333333	-2.62003628071742	0.00117971940465817
CELF1	44.83833743	30.0272488966667	-0.578460484242832	0.0189312387446154
CELF2	47.79687466	113.383958366667	1.24622834980031	1.71016823866041e-05
CELF6	0.731109320333333	0.120950400333333	-2.59567159917808	0.000831676082595344
CELSR1	0.285728533	4.595322908	4.00744922472175	0.00106484930565615
CELSR2	6.06121882733333	1.71423468733333	-1.82204329373876	0.0112263762939965
CELSR3	3.620438876	1.62748456666667	-1.15352073148244	7.16991925895943e-05
CELSR3-AS1	3.59760682833333	1.259606241	-1.5140647166297	0.0725076219761565
CEMIP	0.680908706666667	1.15776976533333	0.7658151008797	0.0251235855609555
CEMP1	2.03506285833333	16.1366742133333	2.98719800641659	8.9804036153784e-05
CEND1	5.87340443366667	52.43508656	3.15826361572595	0.000115497192747059
CENPA	64.0685376966667	47.47853348	-0.432340689127441	0.00202586760113628
CENPB	55.36808667	30.5145454166667	-0.859557569809789	0.00929843809192767
CENPBD1	5.80902263166667	2.04850274766667	-1.50372562262505	0.000699425681615653
CENPBD1P1	13.6794131466667	18.7566499733333	0.45539583943523	0.0308058286113296
CENPC	30.5161300133333	28.0510184966667	-0.121518860246946	0.131413831501802
CENPE	34.5805337933333	35.7198652733333	0.0467665000382787	0.641687693979831
CENPF	33.4661356133333	91.79987753	1.4557902585399	0.00294332567057482
CENPH	68.3124391	96.28291615	0.495131533184261	0.000481474870670391
CENPI	13.56682332	18.9973220666667	0.485713112846796	0.0389821422950987
CENPJ	11.1301677633333	13.9622957266667	0.327060835355743	8.43424771932634e-05
CENPK	44.6590128	51.2312274633333	0.198072097806823	0.0788350185743243
CENPL	32.7750821566667	31.4008481733333	-0.0617958683176598	0.383711514100042
CENPM	60.0541993866667	143.460780466667	1.2563193472217	0.00136053377529555
CENPN	22.7704736166667	27.0296688833333	0.247379539533042	0.00600840006253651
CENPO	20.6115454233333	22.94663984	0.154830229935904	0.0500380533185972
CENPP	11.3283875866667	12.5406304933333	0.146667351576374	0.0606260142488222
CENPQ	49.5029740333333	47.47771641	-0.0602646561478595	0.484366766224079
CENPT	21.6018369166667	46.9329591333333	1.11944742799555	0.0116958364744236
CENPU	33.64101334	55.9030166933333	0.732704973952735	0.00224248305525972
CENPV	117.289277233333	20.69812293	-2.50249928225148	0.00367435927580321
CENPW	27.2946066166667	22.1462353466667	-0.301554429472327	0.0251323967891536
CEP104	24.1201569533333	24.2940208066667	0.0103619893551364	0.808613263537131
CEP120	9.18519274533333	13.8897458266667	0.596638298388086	0.0211070574892886
CEP128	40.4583017	10.5578678236667	-1.938117251995	0.000108852607412584
CEP131	11.3811018263333	13.6078492733333	0.257798831778035	0.134187129488213
CEP135	9.82407637833333	16.2132430233333	0.722779009821001	0.00197027136332703
CEP152	23.5113423166667	23.65902743	0.0090338607881542	0.839463278503843
CEP162	5.79037942166667	5.083524884	-0.187828686068316	0.137245378455562
CEP164	28.7554190333333	9.778828996	-1.55610024181109	0.00249471229561895
CEP170	56.34216677	10.8654074433333	-2.37447277165351	0.000361672575676613
CEP170B	10.1186491406667	4.04777980766667	-1.32181398317037	0.0194742002914032
CEP19	30.2199959766667	17.03484359	-0.827014767427462	0.0004236954071013
CEP192	28.3135025233333	17.1753521666667	-0.721150548311548	0.00639391405594252
CEP250	10.045231032	14.9651969033333	0.57510051585618	0.00114240537309201
CEP290	10.55043411	12.0614498433333	0.193100974895709	0.0137293777259884
CEP350	33.1664994766667	34.0875568966667	0.0395184507636299	0.465546825874867
CEP41	1.67639919133333	4.34638037733333	1.3744487081307	0.000173022091326235
CEP44	6.43983970233333	12.0635161733333	0.905553790313747	0.000673671586584434
CEP55	39.48295922	62.05668016	0.652356396394606	0.0102060133434543
CEP57	117.390401633333	71.72367889	-0.710793057325159	3.15238479261737e-05
CEP57L1	26.1676730533333	16.9164450066667	-0.629359221444778	0.000157773734857898
CEP63	9.158693076	14.12417828	0.62495328756729	5.78528250821911e-05
CEP68	15.8386120933333	9.69616668266667	-0.707959515513455	0.00373136228710457
CEP70	20.2718108733333	17.5045083333333	-0.211748430059142	0.00239622454281042
CEP72	13.1801813766667	14.82148088	0.16931937704841	0.252965223770044
CEP76	37.33542304	15.66855214	-1.25267320496423	0.000761057592611577
CEP78	51.1365611833333	39.3750264366667	-0.377074253767235	0.00859565810116188
CEP83	28.3799682633333	20.7492297533333	-0.451815193904493	0.00249152837483801
CEP83-AS1	1.03248760833333	0.687857315	-0.585943229812145	0.079585498157011
CEP85	36.64392871	37.3606598566667	0.0279457483036732	0.50531310144154
CEP85L	6.72450186333333	3.25751995733333	-1.04565338232253	0.000449439304532089
CEP89	5.61686087666667	9.81451941466667	0.805153555878255	0.00333228291844661
CEP95	21.8685064166667	32.9704028333333	0.592316823974019	0.00178219364212316
CEP97	23.7944334833333	23.13643162	-0.0404577343401951	0.687034005369371
CEPT1	64.3149440666667	21.6787793966667	-1.56887046828813	5.30235492607575e-06
CERCAM	42.1259181533333	2.60454232633333	-4.01560634324214	0.00300276163283158
CERK	43.2920500866667	111.553439066667	1.36556096510259	1.06029052961935e-05
CERKL	4.76407616166667	5.065337725	0.0884619848425456	0.722817898749022
CERS2	325.436070233333	341.1537731	0.0680480090258898	0.12143022622674
CERS4	0.82956777	0.316729875333333	-1.38910688926271	0.0653318535357078
CERS5	17.0051984233333	13.0392083	-0.383119563784732	0.0177755224798474
CERS6	26.3065609633333	21.0145644233333	-0.324033104882539	0.0108266690347435
CES2	14.43054468	29.2729339766667	1.02044159658742	0.00317403773731698
CES3	3.60936238266667	1.175371504	-1.61862717135699	0.014237212297265
CETN2	64.0511445366667	61.63538051	-0.0554656126421388	0.552696691308526
CETN3	44.1471499866667	38.9109990233333	-0.182142283260333	0.0196038284004213
CFD	14.42339855	4.97287257433333	-1.53625977444309	0.000672226487594212
CFDP1	54.1602461866667	30.1773691566667	-0.843767258596595	0.018415984583804
CFL1	2163.16259666667	1581.67532566667	-0.451688626560303	0.00407704524381512
CFL2	5.40694132433333	9.089080105	0.749321587855406	0.00737690509402192
CFLAR	7.38204697	22.04727979	1.57850784375126	2.04894462791817e-06
CFP	0.888488721666667	0.148706717333333	-2.57888364519921	0.0766020038573382
CGGBP1	55.8052841166667	74.8992067433333	0.424548704097148	0.000345542060585482
CGN	19.2104068	13.3245333933333	-0.527803057178095	0.00559035774763187
CGREF1	5.92695325366667	0.111935005333333	-5.72655749419539	0.00665775893033643
CGRRF1	12.5234872	7.55654757366667	-0.728837187358887	0.0233955897651343
CHAC1	6.579905771	3.57531137166667	-0.879998032888587	0.0649435042631199
CHAC2	67.5006251833333	70.3392849366667	0.0594298044122733	0.417620207908179
CHAD	0.335995783	0.241385883666667	-0.477101816974195	0.487218966512244
CHAF1A	99.50801386	120.965639366667	0.281712681435352	0.00602751812948118
CHAF1B	49.8736265	85.1037108533333	0.770944929777149	0.00199034217514184
CHAMP1	116.091592533333	31.1503201366667	-1.89794459936225	0.00123756868044287
CHCHD1	83.93735405	160.529366166667	0.935452347353126	0.0015820614510199
CHCHD10	397.880637433333	350.292179333333	-0.18377691434276	0.349520280931242
CHCHD2	2384.85342666667	1408.55951233333	-0.759680081195215	4.87697946190112e-07
CHCHD3	268.5699863	165.0655194	-0.702259300609777	0.00283046449932977
CHCHD4	67.6047588666667	112.341746633333	0.73269742842796	0.000345106461275383
CHCHD5	47.07281873	54.7642772633333	0.218340885556371	0.10366386865208
CHCHD6	21.85045274	18.08457336	-0.272903609354057	0.129245221984068
CHCHD7	139.855244833333	104.888522433333	-0.415077540871566	0.00205348992703774
CHD1	25.77005126	33.01830118	0.357570487350328	0.00822370318330416
CHD1L	58.1642060466667	81.14136327	0.480305942621808	6.657441999422e-05
CHD2	27.75385417	21.60330607	-0.361436019375812	0.00777329851593959
CHD3	18.55974641	2.85071502933333	-2.70278126529788	0.00367084632641104
CHD4	274.626571666667	129.732783333333	-1.08192812797556	0.00448033196579973
CHD6	9.71817409033333	10.8043361466667	0.152853248990079	0.0578468016176642
CHD7	42.7141166566667	10.5416571633333	-2.01861126874866	0.00527710266199666
CHD8	25.45491722	18.0354357833333	-0.497110091095718	0.0337015032610333
CHD9	24.3873394166667	10.006944759	-1.28513080395604	0.000121555141593255
CHDH	8.407742992	20.0028986366667	1.25041860252113	1.46702120050359e-05
CHEK1	104.955371733333	57.05018264	-0.879472596999373	5.24312770822559e-06
CHEK2	45.5240773966667	49.2428926466667	0.113285732260854	0.220030095202928
CHERP	75.89814702	46.4186840633333	-0.70935904017963	0.0209687375616585
CHFR	26.9471365633333	0.428737718666667	-5.97389282290296	0.000201300405425582
CHIC1	5.48009397633333	14.8538093533333	1.43856042792844	0.00190903836714879
CHIC2	25.2781956566667	24.2735807066667	-0.05850654571571	0.625336284812266
CHID1	59.8791087	80.5843576866667	0.428447075843943	0.00279372200355392
CHKA	91.3753938266667	28.8911500233333	-1.66117808699765	0.00111368963584368
CHKB-AS1	2.50677607166667	3.57115750566667	0.510558638181778	0.31273506867247
CHM	14.68550549	9.37901299966667	-0.646884911700689	0.00444066266050126
CHML	102.943018233333	31.3769663333333	-1.7140682094157	0.000203016831902794
CHMP1A	47.3274059	41.86141506	-0.177054767061735	0.0843985420713693
CHMP1B	68.1877630433333	32.24238009	-1.08055461119115	0.000108981991195447
CHMP2A	149.8756825	185.216751266667	0.305448260530496	0.00231052508579689
CHMP2B	59.37097701	49.1487437333333	-0.272603313296137	0.00682173273734497
CHMP4A	41.8925108033333	66.3603151433333	0.663628383743498	7.76503509716444e-06
CHMP4B	329.287698033333	1079.15313633333	1.71247908386217	4.07540088257604e-05
CHMP4C	5.99142275133333	4.60974915766667	-0.378210385171206	0.0602210908293166
CHMP5	68.5769210966667	46.8709436233333	-0.549029292952249	0.00259945581071647
CHMP6	17.34856662	29.5310738033333	0.767417347612203	0.004662207621206
CHMP7	53.78093388	64.6653950333333	0.265899069387262	0.0115210292244829
CHN1	0.889186634	3.458287826	1.95949977898189	0.00095656953098764
CHN2	2.07070833966667	7.62066078466667	1.87979173516345	0.000395606599787009
CHORDC1	134.896088833333	60.15552726	-1.16507931199974	0.00494853559514703
CHP1	82.81550674	57.15360686	-0.535056382419805	0.00828833697022967
CHPF	38.48411557	73.1636689066667	0.926864330985481	0.0029947663559317
CHPF2	74.4759823466667	93.15906621	0.322920930699335	0.00664090179428607
CHPT1	50.5582265933333	69.64596385	0.46209388794415	0.00992789321529117
CHRAC1	97.8610095166667	53.65107539	-0.867127076569692	0.00103869110421167
CHRM3	10.2473086026667	18.1526472666667	0.82493491320275	0.000197492291974933
CHRNA10	1.344331145	1.404516418	0.0631849322771319	0.415176666781064
CHRNA2	1.26998293266667	0.173204727666667	-2.87425889427269	0.00111824257814345
CHRNA5	19.6036351233333	14.20569929	-0.464651348247173	0.00175945616200754
CHRNA6	28.3038282666667	1.249352137	-4.50174512845151	0.00442391355224644
CHRNB1	9.73167041566667	3.750314643	-1.37567582150692	0.000379289537318002
CHST11	18.5840618266667	26.9587910866667	0.536689944263282	0.00227264687633796
CHST12	58.1175364866667	99.0004858433333	0.768462054578628	0.000966065405773054
CHST14	34.1936370533333	18.3589661966667	-0.897243063079982	0.0106076748816984
CHST15	51.4806068433333	95.70235523	0.894525369932279	4.68632200601641e-05
CHST2	0.424671122666667	0.869972280666667	1.0346234242985	0.0989216189784063
CHST7	5.271850368	8.41609137466667	0.674840945633963	0.0450183987163474
CHSY1	37.27077743	68.7057978766667	0.882386936385336	0.00109827049191811
CHTF18	25.9190548666667	44.41749405	0.777114889502491	0.00694985098935951
CHTF8	60.4332788766667	77.0820802366667	0.351052287361803	0.00146006912013289
CHTOP	129.714477433333	142.174392333333	0.132322130314507	0.000363527697574781
CHUK	33.7955617	40.7561122366667	0.270182645205919	0.00375551705135389
CHURC1	9.130598398	15.3656453433333	0.750927040832825	0.000129557609734995
CIAO1	86.22816586	74.3733391266667	-0.213373647063762	0.000969311579614338
CIAPIN1	46.5605122833333	66.4569195633333	0.513312490599067	3.55762193319005e-05
CIART	0.391187508333333	2.003841612	2.35683627227024	0.0112934890795894
CIB1	127.200601866667	82.13501441	-0.631036213350316	0.000103910706693698
CIB2	1.360979941	4.26592925633333	1.6482142374404	0.00416473494232696
CIC	10.0063106683333	23.6296511033333	1.23968817794109	0.00124925156941736
CIDECP	12.6875795133333	13.8514930233333	0.126624625996492	0.321209237715683
CIITA	41.4172926966667	7.35065260233333	-2.49428900726956	0.000672277227341327
CINP	121.211266133333	55.53019104	-1.12617953380396	0.000597955126475053
CIPC	17.6861395566667	7.01354126466667	-1.3344042017285	8.19847330011401e-05
CIR1	64.8260463933333	78.2798827366667	0.272068006196907	0.0258792042243928
CIRBP	66.4894539166667	117.886991533333	0.82620709627681	0.000499445506257912
CIRBP-AS1	2.88360546966667	2.43287542333333	-0.24521134262136	0.244842526981513
CIRH1A	108.1083366	122.5370453	0.180740191099645	0.0274750637289698
CISD1	49.0301198966667	67.87383039	0.469187142889297	0.000615818638854674
CISD2	38.06721054	25.4709272633333	-0.579697375513124	0.0032199467508786
CISD3	60.54521021	34.6097708433333	-0.806833442210096	0.000144036052948251
CISH	5.29413064666667	2.38396036966667	-1.15103354457135	0.0404012504677653
CIT	16.4900689366667	7.40391003933333	-1.1552381589016	0.0106753544296754
CITED1	1.436234946	0.213811641666667	-2.74787945872939	0.0101782080498429
CITED2	26.8216723066667	73.1071929633333	1.44661416811357	0.000490171810854709
CIZ1	97.2684388366667	72.0881539266667	-0.432209558331895	0.0104302568234425
CKAP2	55.2439423333333	91.3241183666667	0.725179643761882	0.00101047615319138
CKAP2L	35.3988415266667	46.48715077	0.39312985777706	0.00410120752853327
CKAP4	2.62270050733333	109.776368033333	5.38737063113129	0.00226281894246354
CKAP5	104.167110633333	99.3429035533333	-0.0684110189236453	0.133005948898417
CKB	7.118625568	1.24248222633333	-2.51837350482013	0.00774984374350269
CKLF	5.158519231	22.2815002566667	2.11081747531924	0.000700241886449321
CKM	0.605839689666667	0.660938795666667	0.125580586478337	0.836764107167257
CKMT2	1.00026794233333	1.26229345333333	0.335660834444917	0.669825639928284
CKMT2-AS1	1.48255744366667	2.77671285866667	0.905289990020211	0.0163542665788648
CKS1B	410.676551733333	318.855210966667	-0.365101117599881	0.00135060549397492
CKS2	1019.71679726667	500.514208	-1.02668560441709	0.00045401320177408
CLASP1	25.765086	24.2360251066667	-0.0882643027991656	0.378966101089188
CLASP2	40.72852674	23.6163774866667	-0.786251942253032	0.000727553587324997
CLASRP	32.9851075	65.6400501933333	0.992761535313533	0.0162533086754265
CLCC1	37.6253301933333	18.0920411233333	-1.05634906242647	3.2260529254718e-05
CLCF1	3.43598590366667	2.04044156633333	-0.75184272210788	0.0431000949746288
CLCN2	27.6713955666667	5.53327235533333	-2.32219056392256	0.00553603278300204
CLCN3	15.26195042	34.0378344	1.15719990592918	0.000226082784959382
CLCN4	7.27315191166667	0.346652069	-4.3910204332386	0.000771012560670462
CLCN5	1.58271073833333	3.49661958	1.14356323673938	0.000335220202919516
CLCN6	10.0257810916667	5.41435770533333	-0.888852529986837	0.00373666123792642
CLCN7	50.6452066766667	48.8861603933333	-0.0509996334536781	0.719859264408518
CLDN12	22.10763583	2.98534106466667	-2.88857708410921	3.01101339060397e-05
CLDN14	8.73643609566667	0.545758865333333	-4.00070930716925	0.00403650204035102
CLDN15	26.1101121366667	14.78697037	-0.820282157706781	0.000389644863034355
CLDN4	0.662366720333333	0.411408719	-0.687057819237758	0.248064876076396
CLDND1	77.30624179	95.98682997	0.312251568460818	0.000895228826611065
CLEC16A	12.33113176	12.7277222133333	0.0456690364484467	0.319883307744357
CLEC2B	2.288185109	3.55243794033333	0.634605678781044	0.018675459985783
CLEC2D	21.9288787366667	2.58762071566667	-3.08313397350373	0.000710472035337555
CLEC3B	3.33329235466667	7.773264129	1.22157268049891	0.0139014415503303
CLEC4A	0.225132272	0.653214173	1.53678321646932	0.00799571660470339
CLHC1	2.04253493166667	2.448597445	0.261594859325974	0.25162429509357
CLIC1	59.4885390933333	80.2720404633333	0.432285821114807	0.00105670609346887
CLIC2	55.9922646433333	73.61156934	0.394704996787133	0.0467748685653891
CLIC4	172.255968833333	137.303992333333	-0.327180399790279	0.00522587075421675
CLINT1	69.3867782133333	109.762905866667	0.661657895347795	0.00115920785335211
CLIP1	31.8206185066667	14.5143462833333	-1.13248228264041	2.67412812161853e-05
CLIP2	0.374333748666667	0.56980054	0.606131866290126	0.064820884509187
CLIP3	0.763040005666667	0.762911137333333	-0.00024367451962346	0.999414797343384
CLK1	51.62453285	75.1467429433333	0.541653753660032	0.000576807516573676
CLK2	121.8780585	73.0758173433333	-0.737972457807839	0.000446192584751024
CLK3	42.0542007833333	41.9380909166667	-0.0039887287786119	0.947068307894399
CLK4	10.9015359	29.05094336	1.41405360414165	1.08542505474248e-05
CLMN	0.326147366	3.627341266	3.47531660039747	0.00188939512664988
CLMP	1.14529461333333	0.852896967	-0.425275387628893	0.159592230714191
CLN3	42.8162731366667	50.49434343	0.237962556218957	0.0437805935543651
CLN5	8.42053008866667	23.62245146	1.48817572892293	0.000283495403547663
CLN6	168.596534133333	220.398770733333	0.386541298483144	0.00188235037946107
CLN8	4.746788113	5.75572195633333	0.278045248767085	0.00145598800166891
CLNS1A	529.019190933333	184.4290456	-1.52025417644714	0.00150276346171265
CLOCK	9.52435487133333	10.3926744693333	0.125873687118209	0.178418183257036
CLP1	60.0003129466667	32.7535295633333	-0.873319643739848	0.00146772478170675
CLPB	54.4911851366667	24.14054638	-1.17456453924028	0.00523646741484201
CLPP	279.109843666667	316.517872133333	0.181453957131876	0.114292701162475
CLPTM1	66.10493745	150.448355833333	1.18643840300436	0.000485683851270998
CLPTM1L	570.727705633333	1313.81279533333	1.20288521666728	5.15395082540339e-05
CLPX	98.0006084733333	83.51722865	-0.230716866975467	0.00410694505365718
CLSPN	30.0062772433333	27.9737192233333	-0.101192261812967	0.0678681961447317
CLSTN1	83.5489963766667	70.4522501766667	-0.245976712617808	0.123976249225738
CLSTN3	14.7725338266667	13.9145901433333	-0.0863188879870088	0.577670077981488
CLTA	318.3198576	345.379342833333	0.117704638982533	0.0117714882914612
CLTB	61.1005904166667	121.396669733333	0.990470618755124	0.000924636317869465
CLTC	175.149899033333	167.0505011	-0.0683058461665435	0.297043769138639
CLTCL1	0.832619854333333	0.675276495666667	-0.302179618305992	0.18317648712613
CLU	1.597887279	106.3465609	6.05646393037311	0.000212606410183362
CLUAP1	7.838539393	4.886879645	-0.681671278399526	0.015180491629501
CLUH	61.75337437	92.8254398166667	0.588002274158985	0.00972052144295516
CLUHP3	7.03395537766667	3.626997785	-0.955560318498735	0.00800813119009165
CLYBL	3.07152350433333	5.38119565633333	0.808972339748616	0.00278371998614349
CMAHP	2.46256823266667	36.1701894166667	3.87656554881578	7.98614258190071e-05
CMAS	75.34378629	90.2308014866667	0.260131465135678	0.00530521502264438
CMBL	34.55103061	17.9727325133333	-0.942918976888139	0.00021186505740527
CMC1	108.7737536	71.6621606066667	-0.602047039218554	0.00163671891100995
CMC2	68.37524636	73.0350381033333	0.0951146279723166	0.00797933674226127
CMC4	16.9390129633333	8.65647092966667	-0.968498919282968	0.019370050851927
CMIP	25.6897938933333	20.4640868766667	-0.328101021633847	0.0851166218016954
