siIRF4 MM1S	siIRF4 KMS12PE	LOG2_FOLD_CHANGE	P_VALUE
EZR	107.7447489	139.608649066667	0.373770763339392	0.00211739032082837
F11R	115.960287466667	40.3331830766667	-1.52359164277811	0.000220342285017095
F12	0.874859964666667	1.646166296	0.911986070304672	0.0661056974594259
F2R	3.495949604	0.0935068413333333	-5.22446865535245	1.99988266743664e-05
F2RL3	23.8427269966667	3.265099933	-2.86835019927899	9.84410122691353e-05
F8A1	2.33730444033333	3.58874531433333	0.618633880412337	0.00316104544371347
FAAH	81.4981125233333	0.303384578666667	-8.06947508317952	0.00206640621214604
FAAH2	16.6419769733333	4.30429752533333	-1.95097711806828	0.000979578924511549
FABP3	4.00642908966667	2.30453802933333	-0.797839367335772	0.10591018448194
FABP5	478.538515433333	256.7961352	-0.898011555520183	0.000100909642711678
FADD	49.2017715866667	94.1859139866667	0.936801050127994	3.83557723399181e-05
FADS1	12.7041144133333	61.2593705466667	2.26963473243572	0.0007173983454739
FADS2	2.062920494	100.508459106667	5.60648489792263	0.000770964867765699
FADS3	2.75178386633333	13.9577819533333	2.34263063364166	0.00330940275210205
FAF1	1.503859573	40.3558448866667	4.74603587668585	0.000510796283576755
FAF2	47.99703767	39.1382426066667	-0.294366389628451	0.00929848998519408
FAH	53.9113434366667	67.8384578	0.331514511817665	0.000826225202816195
FAHD1	27.5904710133333	29.7450258033333	0.108478343797145	0.0806400939822279
FAHD2A	31.52744708	28.7431391033333	-0.133390722814318	0.0621437878785768
FAHD2B	12.3588774	22.32986505	0.853426828129992	0.0416768065757236
FAHD2CP	3.83713907433333	4.68528078733333	0.288104455385922	0.12682023827876
FAIM	15.7984218933333	24.08113708	0.608123061309542	0.00986600663895164
FAIM3	392.362756366667	1.445499373	-8.08447631212515	0.000166050686481173
FAM101B	0.532724565	15.45027862	4.85809923673744	0.00141993605677111
FAM102A	73.95349167	13.5432611366667	-2.44904309179532	1.26366921806499e-05
FAM102B	4.19215077966667	8.12680359233333	0.954997420371895	0.000923821009307178
FAM103A1	12.0279184933333	24.5641800266667	1.03016908480117	0.0023787184795257
FAM104A	33.3656716366667	33.8273309	0.0198248027369099	0.697671043888736
FAM104B	12.7156349233333	16.00853144	0.33223746554497	0.0465885998834819
FAM107B	117.511038766667	22.3985876333333	-2.39131661762373	3.36852223037163e-05
FAM109A	2.06346817833333	6.31872598866667	1.61456251467473	0.000199612632245853
FAM109B	0.401750834	5.179648626	3.68848130859534	8.59463164766917e-07
FAM110A	9.88640587266667	14.7153591166667	0.573804709888058	0.00509773575684152
FAM111A	62.8958759666667	56.19532477	-0.162515314936049	0.0644753258275814
FAM111B	130.589568533333	75.27414418	-0.794813353702687	0.000201992611668139
FAM114A1	1.29173944366667	0.283266516	-2.18908311315297	0.00294319695409528
FAM114A2	29.3135595533333	11.53453637	-1.34560814936199	2.78019310005019e-07
FAM115A	11.3083481233333	3.713116642	-1.60668566067917	0.00276794220652808
FAM115C	8.854655824	0.082703363	-6.74234642553802	0.00237718061197614
FAM117A	111.773041033333	47.2469189266667	-1.24228010474804	0.00098994286661915
FAM117B	6.50507275466667	11.0576005166667	0.765401259119707	0.0013270249127694
FAM118A	19.5079345366667	6.879319522	-1.5037232654041	0.000712913760494321
FAM118B	37.4339379066667	34.6495540633333	-0.111510037079362	0.0618651464354105
FAM120A	120.859798633333	136.726211266667	0.177955399634571	0.0197615964269201
FAM120AOS	48.9901067566667	97.50811544	0.993031861524169	0.00146107321002971
FAM120B	8.01591233433333	20.66202059	1.36604271004918	0.00304256174216802
FAM120C	1.78254638133333	1.83129214366667	0.0389223451098244	0.789653970211384
FAM122A	21.8104583733333	36.6397764433333	0.74839061060471	0.000105453684309471
FAM122B	40.2481229333333	65.8110046266667	0.709407343958794	0.00324924381839534
FAM122C	2.039809925	2.40348836666667	0.236695096340765	0.0944928869625009
FAM126A	31.9338870266667	73.8650814733333	1.20980434472909	0.000108240395059785
FAM126B	24.08050099	15.1438884733333	-0.669129715877833	0.00527514910198945
FAM127A	23.40203402	0.663500298333333	-5.14039300457585	0.00066286006862384
FAM129A	5.72838135633333	13.11901019	1.19545942919499	0.00165721883099295
FAM129B	6.593534243	33.40332861	2.34086798706745	1.51385856136647e-06
FAM131A	6.706549133	14.3476695633333	1.09717390342123	0.000384802658520819
FAM132B	1.69355266766667	11.4211971866667	2.75358912513401	0.000718286257530593
FAM133B	1.44049283266667	1.22861103066667	-0.229534241005148	0.374038920728407
FAM134A	63.3160443766667	48.61621217	-0.381133633785028	0.00606891012584822
FAM134B	2.72479098333333	0.168808041333333	-4.01269003112276	7.46237881235474e-06
FAM134C	83.9036178233333	56.5652915866667	-0.568815931161704	5.46902927943176e-05
FAM135A	11.6551142466667	7.50385919033333	-0.635258485137791	0.00781406884660877
FAM136A	113.157990866667	223.279949333333	0.980515235285034	2.42638908386859e-05
FAM13A	1.24050195233333	8.23549272233333	2.73093096193541	0.0036627785061168
FAM13A-AS1	1.28340581	0.891045535	-0.526406354830094	0.21854491573547
FAM13B	28.8516628333333	14.10406389	-1.03254355433288	0.00167243039486636
FAM149A	7.63284910133333	2.21196739666667	-1.78689154895229	0.0014644641165877
FAM149B1	18.4537697366667	8.54572205433333	-1.11064126027632	0.000484025975423929
FAM156A	0.410456174	0.567438584666667	0.467236066195573	0.219848003902904
FAM159A	0.965725136333333	24.5450775966667	4.66767728826515	0.00386236244813762
FAM160A2	14.05521489	16.46984416	0.228721392911043	0.0444636920337096
FAM160B1	28.7982033433333	3.24628999433333	-3.14911501975288	0.000904362475041355
FAM160B2	16.2582569633333	12.5017886033333	-0.379038082497249	0.0531470788472818
FAM161A	12.2609308533333	25.91828557	1.07990177769536	0.000217351067809255
FAM161B	1.00623279133333	4.00557608033333	1.99304563501135	9.20730619994455e-05
FAM162A	73.7412593	79.4922199233333	0.108341613654354	0.0592043639282785
FAM167A	7.09714034933333	1.26239177966667	-2.49107812052672	0.000225197138807072
FAM168A	13.0655490966667	20.16617962	0.626170041545603	0.0192206995186514
FAM168B	104.013205626667	112.824795833333	0.117317461781605	0.0957624530783504
FAM169A	5.91804031566667	5.216194001	-0.182121997318376	0.0966725477128154
FAM171A1	38.3475166933333	0.72894869	-5.7171720763467	0.000502176972256649
FAM171A2	2.444650328	3.37543813433333	0.465446653988076	0.00865741488475291
FAM171B	7.53411223366667	4.554792279	-0.726052263373977	0.00837544157066911
FAM172A	14.3888134466667	6.27361389966667	-1.1975789786754	3.85192217104708e-05
FAM172BP	5.72042682733333	2.15791915266667	-1.40648198245445	0.00132530745039961
FAM173A	100.726192133333	75.0650325533333	-0.424225959864436	0.0283098570242438
FAM173B	10.9323309666667	15.1703351433333	0.472651916030019	0.0027252065912932
FAM174A	22.8950667433333	6.62924067733333	-1.78812123416975	0.000168417854718106
FAM174B	72.74581948	0.166767311	-8.76888400639486	0.000310546501785109
FAM175A	12.4956196566667	20.0247968066667	0.680365157240488	0.000516374721839182
FAM175B	33.3057696933333	21.2211223633333	-0.650271161922599	0.00576535664006511
FAM177A1	5.91187595433333	9.47628138366667	0.680705039315547	0.00351074212894861
FAM178A	17.3251067666667	7.75497857133333	-1.15966954315192	0.00514385138572866
FAM179B	4.57466782033333	6.0024906	0.391894250171272	0.056307844634127
FAM184A	2.50522162766667	21.80900584	3.12191386239883	1.45744171320307e-05
FAM184B	2.22782335	2.57874950433333	0.211036796697226	0.134576023572245
FAM185A	7.662487679	19.19243629	1.32465310491003	0.00505972958185056
FAM186B	1.38881319633333	2.12959394466667	0.616725812905897	0.041980579664169
FAM188A	15.03771102	28.0822669566667	0.901074420225414	0.00278549222486232
FAM189B	19.8843831733333	59.89107448	1.59070520583293	4.03183787273038e-05
FAM192A	88.68805993	55.91699351	-0.665453094235177	0.000871573598337598
FAM193A	20.8650031733333	19.0389667433333	-0.132129955213468	0.0909759362690739
FAM193B	22.4068379	8.30898774466667	-1.4311944328103	0.0030452328369236
FAM195A	158.8419528	143.996448566667	-0.141558772121506	0.105148181914737
FAM195B	45.89332206	46.2078497866667	0.00985371513528039	0.853599194160837
FAM199X	21.1471709533333	17.65232564	-0.260606407318487	0.0814326575541855
FAM19A5	129.4619473	0.07288414	-10.7946355788497	0.00027080786814462
FAM200A	9.132435111	18.1613606566667	0.991800791081844	0.00251704312794135
FAM200B	4.427076937	8.91699102533333	1.01020251930162	0.000757211963778231
FAM203A	1.870705419	1.73614109833333	-0.107698192334496	0.297640787047298
FAM204A	39.95428187	12.85903523	-1.63556771778109	2.2521385540121e-07
FAM206A	37.9165780433333	58.8462888266667	0.634122666346633	0.000463674105671395
FAM207A	88.9470094733333	109.507128733333	0.300006784015731	0.0846484635462451
FAM208A	31.4814058833333	63.1951408466667	1.00531366249272	0.00457693512163612
FAM208B	27.0640630666667	74.14650702	1.45400028600029	0.000989097533894907
FAM20B	46.0107621833333	32.6717338266667	-0.493928337469941	0.00991958455157427
FAM210A	21.70531904	41.44696872	0.933217963640155	2.41302219252322e-05
FAM210B	14.1524902033333	20.1908984133333	0.512649181198651	0.0011430105722314
FAM212A	0.934002015	5.896457724	2.65835095329215	0.00257706975344024
FAM212B	4.05055563166667	6.095706548	0.589673629966381	0.0033217295079439
FAM213B	6.37748649733333	35.6017045933333	2.4808864740115	0.000559031023697999
FAM214A	84.01640594	17.6471435133333	-2.25123639346643	0.000913140107640375
FAM214B	7.791650816	5.57297914233333	-0.483480270339469	0.0110929986758943
FAM216A	14.51104385	93.6825610733333	2.69062921324675	0.000213609801078291
FAM217B	25.84353311	23.24953802	-0.152601267189682	0.0619341186450253
FAM218A	2.384070413	1.52492338533333	-0.644690084995572	0.0577520297640111
FAM219A	20.3612814533333	17.4445090533333	-0.223055365569616	0.0111846730017135
FAM219B	27.6501764566667	28.2488924633333	0.0309056183776346	0.597308537591091
FAM21A	29.9378003666667	15.2602709166667	-0.972187650848578	0.00104438555970435
FAM21C	27.7499305766667	8.86690226133333	-1.64598208411134	0.00236574153492576
FAM21EP	0.730052870666667	0.957206780666667	0.390829668462861	0.384355671261652
FAM220A	28.50550879	29.1270060766667	0.0311166644171277	0.639664765297174
FAM222A	2.629888512	3.18667133333333	0.277048589099811	0.0230755677404699
FAM222A-AS1	7.21355960433333	15.0235697566667	1.05844440013063	0.00831265827821479
FAM222B	8.38679700433333	13.98897071	0.738097972482883	0.000586906069917975
FAM227A	0.208588014666667	0.900087091	2.10940833717231	0.0166589465975601
FAM227B	5.00615811	7.531437343	0.589221366897575	0.00177183975580913
FAM228B	2.08889345233333	1.30393222266667	-0.679870025689562	0.173544167257044
FAM229A	8.89921781866667	7.46576521733333	-0.253388398850522	0.235795649176462
FAM229B	3.65750696433333	2.07964754866667	-0.814521565216878	0.012020438454452
FAM230B	0.882316318666667	1.053574508	0.255924470755183	0.147999715128104
FAM24B	8.25162003033333	9.673940347	0.229426251938339	0.204306071257774
FAM27A	0.245099759333333	4.82887247366667	4.30024539097215	0.00170066679725161
FAM27E3	0.221965042666667	3.01514335433333	3.76382220722324	0.0169922603515553
FAM32A	122.300132366667	153.770719933333	0.330354855100273	0.00509578626239263
FAM35A	72.02952578	73.6359458966667	0.0318217937380592	0.561619570253242
FAM3A	43.3655928233333	49.2566189766667	0.183766771378665	0.0329489328592465
FAM3C	194.984527466667	78.8898070966667	-1.30544883191326	1.78638194849677e-05
FAM43A	5.92220901866667	17.9792277433333	1.60212373945308	0.00107632577155949
FAM46C	298.588896433333	18.1422945666667	-4.04073167829121	0.000269527904494989
FAM49B	104.550781866667	115.903431033333	0.148719423444557	0.02400890532471
FAM50A	116.803633766667	79.8384160733333	-0.54893015300623	0.00033269443079217
FAM53A	0.239950185333333	0.576918426	1.26563241451057	0.143435463602807
FAM53B	24.0125763933333	12.4560981366667	-0.946937987673929	0.00189395833829981
FAM53C	48.02346429	26.1501968333333	-0.87691767393312	0.00112816791542422
FAM57A	5.70803839266667	16.4344486966667	1.52565611754173	0.0058948910308586
FAM58A	28.93714804	32.0459236533333	0.147218111864623	0.328316772940226
FAM60A	67.3367941433333	108.675139566667	0.690555006173622	0.000216126008954965
FAM63A	18.85894251	5.56101654	-1.76182824784911	0.00340237659790252
FAM63B	18.3829305433333	17.7794005666667	-0.0481600899686109	0.721628062886061
FAM65A	28.1943338633333	15.2337273266667	-0.888136279561228	0.00339777188677054
FAM66C	0.380979129666667	0.205878905	-0.887915953453327	0.00548753241406298
FAM69A	43.0500519233333	19.77833578	-1.12209394000311	0.000168141590658376
FAM69B	1.88871410933333	5.266523018	1.47944646188315	0.0021202503565338
FAM71E1	0.281314499	2.25714362733333	3.00424240706966	0.000211524764807622
FAM72B	3.421372218	11.98004773	1.80798668454793	0.00980405675915297
FAM73A	7.30006689033333	5.47846832266667	-0.414137084437411	0.00548125563029063
FAM73B	27.2909051233333	32.2802686	0.242232339678751	0.0605510967849625
FAM76A	8.96193685266667	7.24079576266667	-0.307662303001672	0.0417708968050842
FAM76B	23.2288689333333	30.08670521	0.373207218290035	0.00342848021881052
FAM78A	45.4865004433333	81.43291309	0.840173569124257	4.5452593250996e-05
FAM83D	29.1316758266667	33.10090667	0.184282038331636	0.0150108950708822
FAM83G	24.5375585466667	7.223275845	-1.76426653927933	0.00394428018207768
FAM83H	2.39692404933333	9.29874633933333	1.95585202917971	0.000516936456663894
FAM83H-AS1	0.177283526333333	0.791913792666667	2.15928490447891	0.00401473621793686
FAM86A	55.8157097366667	13.8515499366667	-2.01062381871083	1.65187191712256e-06
FAM86B3P	7.10256895866667	7.44397127533333	0.0677315547879687	0.66900901521385
FAM86C1	17.5713056533333	16.0392017133333	-0.131619056973926	0.149272925484061
FAM86C2P	16.0607120866667	17.74527238	0.143898859828739	0.149631816113243
FAM86DP	17.4527572866667	11.00078273	-0.665848801333813	0.000900882866191912
FAM86EP	10.4021566383333	7.68109815933333	-0.437498176131635	0.0161935917558012
FAM86FP	34.8916262433333	1.09452248033333	-4.99450734946091	0.000733881724855998
FAM86HP	3.69260662066667	10.083499064	1.44928487053521	0.00560001459323534
FAM86JP	9.455810532	1.47954016966667	-2.67605226184969	6.43391607043459e-05
FAM87B	0.773147811333333	0.759978065666667	-0.0247864763166977	0.963695563836059
FAM89A	16.7261912766667	1.94167764133333	-3.10673335796599	8.75763343632152e-05
FAM89B	118.541696633333	152.360278566667	0.362092219352746	0.0151087369273024
FAM8A1	31.7583058433333	18.46551548	-0.782300416399266	0.00697853864181777
FAM90A1	0.539282995666667	1.44581160266667	1.42276512378551	0.00231922471776451
FAM91A1	34.7839487666667	39.44665474	0.181481237637456	0.137172127332593
FAM92A1	8.326588388	6.36940806066667	-0.386566206117607	0.0359323866892366
FAM96A	73.3958193966667	78.6595073033333	0.0999232598109286	0.0950818335042851
FAM96B	147.212096933333	58.6914775566667	-1.32667329406665	2.25996257584414e-05
FAM98A	74.37192656	108.4133799	0.543712768833629	1.37364362450238e-05
FAM98B	41.1302804066667	33.6011835733333	-0.291688855865337	0.020016553359931
FAM98C	18.3488445833333	9.33884526366667	-0.974373141544837	0.0109867614882036
FAN1	15.8644874366667	20.0115570533333	0.335032514209589	0.00582768603580521
FANCA	16.0304565766667	11.2919631733333	-0.505519187843357	0.00511800864407613
FANCB	4.74532333833333	11.83565804	1.31856162087697	0.0241545951084567
FANCC	7.055206004	23.0554146733333	1.70834550060505	0.00239366692617386
FANCD2	16.2096261733333	41.57900372	1.35900437022177	0.00297983814106084
FANCE	10.68166508	20.65707948	0.951499744015562	0.00725237370491724
FANCF	28.79636844	42.8419813866667	0.573138322061936	0.000313061179295821
FANCG	45.6199949133333	46.15803764	0.0169156048496915	0.750076185555403
FANCI	89.6984191366667	112.875529666667	0.331578293418072	0.0228315892199874
FANCL	26.6689936633333	38.2492859133333	0.520269427195623	0.000592766475980665
FANCM	2.83007077	6.36517579433333	1.16936222905654	0.00330340467252742
FAR1	64.0754355533333	72.65545024	0.181299645232903	0.0347269487862494
FAR2	13.52718544	8.92969265233333	-0.599179267658401	0.00282862855899446
FARP1	9.36187840033333	0.0636754216666667	-7.19991760781398	0.000857997015327273
FARP2	14.3640033933333	9.95763993033333	-0.528582145532354	0.0145379274214656
FARS2	16.1371050133333	27.09946793	0.747882742803422	0.000196315858101773
FARSA	145.5303633	237.6465732	0.707497411618655	0.00103159008974725
FARSB	171.685764733333	210.2513318	0.292344515275468	0.0011018817953439
FAS	20.1852673533333	31.6610032133333	0.649404274158633	0.00282834503705788
FASN	72.7924859633333	147.0224102	1.01417463726155	0.000627884887046691
FASTK	141.2444883	89.21301582	-0.662868457177364	0.00310278143433841
FASTKD1	58.3886636	57.2516330733333	-0.0283714451683915	0.701506636105405
FASTKD2	29.4642231166667	31.2997110466667	0.0871851113739206	0.089846423286825
FASTKD3	20.086206	34.46749987	0.779031570232422	0.00164493506794205
FASTKD5	22.5750102666667	28.8733693633333	0.355012828155388	0.0231808095255704
FAT1	24.4655046666667	0.107218350333333	-7.83405338929906	0.00664467150956402
FAU	1728.52883633333	3736.20522433333	1.11202903068279	1.75247919409872e-05
FAXDC2	0.880481914	0.318274199	-1.46802316074972	0.00243441340937774
FBF1	4.48363479733333	6.06723033333333	0.436369310168867	0.0122829054229769
FBL	499.566326066667	337.1391672	-0.567331991043176	0.00042272732072084
FBN1	1.52394378133333	0.535017530333333	-1.51015161382365	0.0152047575111166
FBP1	17.0611131366667	4.79793858333333	-1.83022518159298	0.00336516897435118
FBRS	110.852049333333	59.0457109233333	-0.908731270439033	0.00316372758599885
FBRSL1	16.3682226166667	42.8684327533333	1.38901800220932	0.000588277429346488
FBXL12	52.6654580166667	62.4295109633333	0.245371120893339	0.0167161519174148
FBXL13	0.333796317333333	1.37907447233333	2.04666042379244	0.000423291181905659
FBXL14	19.6936800266667	23.8412819266667	0.275729087211715	0.00514112640732899
FBXL15	23.0273092966667	13.6802601133333	-0.751250182871242	0.00437986747046379
FBXL17	10.306790354	2.416266416	-2.09274369262024	2.22104986166392e-05
FBXL18	6.59220304366667	8.48913241666667	0.364856439851311	0.00394044190588347
FBXL19	15.9342321266667	32.0973055033333	1.01032269435062	0.000339057542146016
FBXL19-AS1	7.69145482566667	7.893300824	0.0373722259402587	0.782224450251256
FBXL2	2.71665240533333	0.430473789333333	-2.65783268240822	0.00223981356153198
FBXL20	5.507894974	4.331153579	-0.34674971999984	0.00756650682489005
FBXL22	0.415923153333333	0.969512785666667	1.22094292611376	0.0416140984318966
FBXL3	56.8475477966667	19.8425894966667	-1.51849780513799	3.89056437274843e-06
FBXL4	13.5846371866667	7.858662045	-0.789620418715918	0.00340929799121206
FBXL5	30.8239915633333	21.22471074	-0.538308804029079	0.00304961334713445
FBXL6	28.95326476	48.33774844	0.739424239126525	0.00518934904130415
FBXL7	13.6682194566667	0.132804369	-6.68537889745681	0.00046742339485365
FBXL8	10.5184549416667	3.66218931933333	-1.5221445231138	0.00078655594839943
FBXO10	15.7726454433333	3.82901950033333	-2.04237774164786	0.00208132206202723
FBXO11	43.0957520633333	37.0804507666667	-0.216886888140153	0.0331132474456826
FBXO16	20.6621993833333	10.344673176	-0.998105763545204	0.000135023121265842
FBXO18	73.8697439333333	98.1621538166667	0.41018332750812	0.0057418486518612
FBXO2	6.46142502833333	0.527767788666667	-3.61387717147006	0.00206229357688661
FBXO21	19.39015172	29.40892567	0.600929990474181	0.000103076168579252
FBXO22	19.9217193233333	29.1612100633333	0.549708423394774	0.00879685440950129
FBXO25	43.67201313	19.3523173966667	-1.17420269972923	0.000404770519668238
FBXO28	43.2340812066667	40.2846325633333	-0.101939433303541	0.282612759136168
FBXO3	39.1124372066667	13.8193401033333	-1.50093871102013	8.25439844338663e-05
FBXO30	10.0723661996667	23.01806497	1.19236391638999	0.000155091754306607
FBXO31	8.18275553866667	7.68918294666667	-0.0897564463751208	0.329246144997311
FBXO32	8.53043992633333	1.88725167766667	-2.17633331637213	3.81071838157979e-07
FBXO33	16.4080695733333	9.39192937033333	-0.80491205007202	0.00346244294176648
FBXO34	20.86236397	10.2901719533333	-1.01963555222929	6.48532338942753e-05
FBXO36	0.864954478	1.85865450033333	1.10356250521531	0.00547182084551903
FBXO38	35.97800542	13.3563563133333	-1.42958872099127	1.44189853640842e-05
FBXO4	5.53374311066667	10.69473266	0.950572842069831	0.000457991589408247
FBXO41	14.0197329033333	35.1600283466667	1.32647736947522	0.000171810974538104
FBXO42	19.22381541	24.5066422233333	0.350278126268762	0.0115171310024615
FBXO43	3.22545347033333	12.0560671133333	1.90218544310307	0.0105585485070731
FBXO44	12.5427638833333	7.21193707133333	-0.798396577316396	0.00101206681835153
FBXO45	53.22244042	40.6438247833333	-0.388998490902069	0.00213965296818778
FBXO46	28.5142442566667	14.0335163166667	-1.02280625190763	5.08007492196451e-05
FBXO48	5.44043291833333	4.55430982733333	-0.256489016802037	0.0977820616146296
FBXO5	31.0748329033333	79.18952531	1.34956297875233	0.000194428125424816
FBXO6	12.46789716	8.96669177333333	-0.4755704486215	0.0284961749756999
FBXO7	154.7308588	68.46697783	-1.17628071224785	0.00143638137724612
FBXO8	18.1465013266667	9.187541335	-0.981940680523509	0.00232498989508753
FBXO9	34.6392629033333	38.3314242766667	0.146119374242019	0.0140451867603752
FBXW11	48.4544723533333	22.86457852	-1.08351550759769	0.000113609909733088
FBXW2	35.1785801266667	47.81575615	0.442788836349669	0.000881992383429918
FBXW4	37.5840960533333	9.133549527	-2.04087476368697	0.00256164726908698
FBXW4P1	2.151554756	0.868315390666667	-1.30908849604886	0.00590807775629673
FBXW5	165.749255866667	139.188406066667	-0.2519633488836	0.00674751664491782
FBXW7	16.1488498666667	9.90280145833333	-0.705522798710153	0.00285206287365319
FBXW8	10.6086443116667	12.1494230266667	0.195647497482415	0.0469034808479094
FBXW9	16.0451771233333	21.3941290233333	0.415075230906027	0.0432226137363599
FCF1	27.52673228	94.9756065266667	1.78672366352214	7.20799839166121e-09
FCGBP	0.130527576333333	1.86722705433333	3.8384708298065	0.00227554709052029
FCGRT	0.496231101333333	7.25353706633333	3.86960060864584	0.000422669901391265
FCHO1	6.196009365	18.61197	1.58681953696583	0.000948939985514937
FCHO2	4.18287241633333	4.20146031566667	0.00639686304938175	0.951152947341326
FCHSD1	25.99329467	3.94487096366667	-2.72008949238791	0.00165071887455192
FCHSD2	65.2191235733333	43.8498309333333	-0.572723773763246	0.00619781781059517
FCRLB	0.769089748	0.929803817333333	0.273774387322879	0.647746603830841
FDFT1	78.8414754633333	264.092983733333	1.74401929256286	0.00139043957622731
FDPS	236.910213733333	390.949182666667	0.722640693974363	0.00422858346357814
FDX1	37.0699217266667	48.64201645	0.391953967899798	0.021176432501488
FDX1L	30.1933605833333	80.0647266066667	1.40693544675731	0.00390820125610184
FDXACB1	7.828061226	19.2522546666667	1.29830046740682	1.69467168753001e-05
FDXR	10.6667999446667	19.8553414766667	0.896399742389419	8.13203209479323e-05
FECH	14.9281418566667	11.2512971633333	-0.407943261263343	0.00152483958788709
FEM1A	72.0942079366667	48.97653704	-0.557792588131843	0.00011383523994763
FEM1B	101.105715726667	29.8311217033333	-1.76097442653415	0.00116077689401799
FEM1C	20.9195064266667	5.22164777233333	-2.00227176448288	0.000398394217521263
FEN1	157.657082	261.689332033333	0.731065135273381	0.000408115958481644
FER	7.57535949633333	3.73585848833333	-1.01987454694105	0.0131747895675081
FER1L4	0.248596654666667	8.282077385	5.05811389536616	0.00198013423377357
FERMT1	21.3176471933333	8.80249249033333	-1.27606422172851	6.07714483474922e-05
FERMT3	26.5104436366667	248.730263133333	3.22994933347686	9.18753645291629e-07
FES	0.094322529	0.202687932	1.10358588771928	0.0671200921645381
FEZ1	0.507238675666667	2.38458539333333	2.23300179073823	7.43905731127567e-05
FEZ2	30.1973050633333	27.4157241733333	-0.139416220776589	0.0127876844121884
FEZF1	9.66274384933333	1.71533854333333	-2.4939395791414	8.92718888094303e-05
FEZF1-AS1	36.22709386	0.403556849	-6.48815334703193	0.00374444400014481
FFAR1	0.399762156	0.260435724333333	-0.618214545381705	0.51133920907716
FGD1	3.659547116	5.13174699833333	0.487784925363167	0.00300207521177643
FGD2	2.60797905966667	0.172584432333333	-3.91755804593517	8.27252583155716e-06
FGD3	31.10069598	26.5350050833333	-0.229050040619001	0.0197843091038835
FGD4	57.6435811266667	1.661118279	-5.11693325784092	0.000587132637190357
FGD5-AS1	58.3845501733333	68.91716549	0.239276714843045	0.0174502478325659
FGD6	3.542205177	2.26006462566667	-0.648283753955877	0.00124223927201824
FGF14-AS2	2.753256772	0.568363448	-2.27625348209173	0.0185797967605002
FGF2	3.48534917233333	1.09493696833333	-1.67045537534245	2.95191706958282e-05
FGFBP3	0.793169443	0.458132926	-0.791862845510655	0.10656662772997
FGFR1	0.939087387	0.260886977	-1.84783448519666	0.000382669997471924
FGFR1OP	12.1926183833333	18.53702081	0.604401418688167	0.000302399191892892
FGFR1OP2	75.60402301	40.7385787066667	-0.892067356348836	0.000631208614878983
FGFR3	0.516928121	0.293199624	-0.818080433979826	0.359063821530261
FH	347.456124566667	271.266489233333	-0.357119975278879	5.91892434057381e-05
FHIT	16.42132419	4.66217620533333	-1.81649503171837	0.000222138179502498
FHL1	37.5526249666667	30.60974486	-0.294922737429209	0.0284976573694865
FHL2	11.74764034	0.277484654	-5.40381920546067	0.000706851656236777
FHL3	0.646089970333333	12.0086348366667	4.21619326261778	0.00182900435770455
FHOD1	37.99343709	18.8848267	-1.00852268714542	0.00373621959626564
FHOD3	1.15502368333333	0.967195951333333	-0.256042323258598	0.248835613454218
FIBP	130.491084066667	259.239233866667	0.99033283897202	0.000611068142011448
FICD	14.41191704	6.00719895533333	-1.26249790116303	0.00057996201776909
FIG4	15.5736275066667	2.16865272466667	-2.84423407321396	8.99632255639907e-05
FIGNL1	21.9269596033333	43.9640483666667	1.00361845942624	0.000729562309627178
FIP1L1	57.6430581166667	89.1376654133333	0.628888299779661	0.000967335767246942
FIRRE	5.488248122	5.419839922	-0.0180954653773174	0.856305225487116
FIS1	214.283919866667	236.205104266667	0.140516548508214	0.00728441755837355
FITM1	0.451690008	0.510519323333333	0.176632568900528	0.501604449955935
FITM2	15.4181886633333	13.2878321733333	-0.214527529515408	0.348222937026798
FIZ1	9.32412281133333	8.131007958	-0.197533800189744	0.298341677207118
FJX1	14.4960709266667	9.587610247	-0.596418752127407	0.00664583340113274
FKBP10	2.91580797866667	31.509311	3.43381058910508	0.000377947273520393
FKBP11	131.0361039	136.596198766667	0.0599529694677785	0.0283873743536053
FKBP14	6.30877145633333	17.7016273933333	1.48845100680626	0.00115148134596021
FKBP15	25.01834033	48.17661584	0.945346968231608	4.59951675697683e-05
FKBP1A	149.077169066667	320.937223933333	1.10623180237279	0.000634411985804121
FKBP1AP1	0.27769712	0.747259854333333	1.42809780224088	0.129041288471065
FKBP2	122.246325566667	130.883753166667	0.0984949222399195	0.0413794002684091
FKBP3	65.3959554166667	64.63585067	-0.0168668246973697	0.702900354990298
FKBP4	149.410440233333	171.194162766667	0.196352549093966	0.00131698175504387
FKBP5	25.57270062	78.01151985	1.6090826551493	1.11393444222404e-06
FKBP7	1.249667769	6.646689153	2.41109128716633	0.000125863197363935
FKBP8	255.2546911	351.582322333333	0.461925057795418	0.00137901228108588
FKBP9	4.632260944	28.7369436433333	2.63311819970112	1.22120893660184e-05
FKBPL	2.74324599833333	6.10898928733333	1.1550497100429	9.93659463260132e-05
FKRP	10.9409318973333	4.28364830366667	-1.35282368353646	0.00127587359776704
FKTN	14.1579597333333	27.2307123933333	0.943621348407009	0.000504874744363788
FLAD1	67.7820650966667	116.968268533333	0.787141707914279	7.21505098583207e-06
FLCN	26.98152023	19.6864336066667	-0.454769860540037	0.0253252787804953
FLI1	114.1949188	63.49003588	-0.84689635984214	0.000282467715801292
FLII	97.9768676133333	45.1808349666667	-1.11673023564789	0.00537150042536279
