CTRL MM1R	siIRF4 MM1R	LOG2_FOLD_CHANGE	P_VALUE
CCDC6	15.83890044	17.3112907366667	0.12824111176563	0.135272024913019
CCDC61	30.2270783866667	27.0895594066667	-0.158104612022504	0.230660927480504
CCDC64	7.52841442866667	6.27797980333333	-0.262045660908857	0.0596315543128495
CCDC65	3.370551898	4.30243193633333	0.35216753000521	0.0583721793581641
CCDC66	18.6607394033333	20.40121938	0.128649232681542	0.136688078780905
CCDC69	233.3008812	252.315621133333	0.113037771360342	0.0238969707528795
CCDC7	0.606482271	0.638353129	0.0738892533803055	0.693598105170063
CCDC71	18.9864071166667	18.8047135033333	-0.0138725970742319	0.901134670222298
CCDC71L	19.7075714533333	34.6276030433333	0.813172520929068	0.0107463376304628
CCDC73	1.443985333	1.38378555	-0.0614357075142721	0.764133784764411
CCDC74A	37.6137580866667	38.03589577	0.0161011249257486	0.831437214770918
CCDC74B	16.7245834766667	17.33178544	0.0514500006902251	0.54466369932114
CCDC77	20.5459980033333	17.9742607833333	-0.192924970789765	0.0485015379137457
CCDC78	5.13545169233333	7.12325696	0.472045858721469	0.00424750845168159
CCDC81	0.175273417	0.17749909	0.0182044231951125	0.958344628514747
CCDC82	23.7528372566667	21.2264355	-0.162237728896111	0.0147869576680248
CCDC84	26.3437096433333	28.24109754	0.100337641522582	0.217101877019582
CCDC85B	74.1345804766667	69.2408099666667	-0.098524051255442	0.179394003968755
CCDC85C	7.887685506	5.74126409966667	-0.458233608931303	0.0150078569497534
CCDC86	478.1900116	547.597381933333	0.195531553628172	0.0145728090362981
CCDC88A	1.74677407933333	1.06631411833333	-0.712060533426109	0.00944259064729519
CCDC88B	61.05114285	80.8694335366667	0.405576203825018	0.00070870025712614
CCDC88C	39.0558839466667	48.9722343566667	0.326424107149558	0.00971379390416189
CCDC9	47.55455665	45.80049621	-0.0542203571113411	0.279965152067622
CCDC90B	17.5727252966667	20.2963913833333	0.207885293273612	0.0224712736927688
CCDC91	18.6391764566667	21.0501132966667	0.175489880097293	0.166834974701423
CCDC92	16.5221319133333	18.0549863133333	0.12799747146475	0.267766652767858
CCDC93	33.3111900066667	30.5754576	-0.123632803019926	0.17264315368285
CCDC94	64.4919089166667	62.5811947033333	-0.0433889724267938	0.445023525010069
CCDC97	48.9815204533333	52.8029393833333	0.108380684558901	0.179670081971356
CCHCR1	3.559173118	2.74801075633333	-0.37315445596744	0.00761262479121948
CCL3	1525.70625166667	443.841847433333	-1.78135962001944	0.000931114198245787
CCL5	24.7140138333333	35.2432624866667	0.51201814188199	0.0470730006989618
CCM2	200.599679233333	208.9329487	0.0587207241480096	0.0695776020002186
CCNA2	125.8881813	76.7518184666667	-0.71387000805728	0.00721175978233503
CCNB1	185.258746633333	110.804219866667	-0.741528832179393	0.000425952828216856
CCNB1IP1	19.84882611	19.9975045733333	0.0107662950902094	0.886618166309827
CCNB2	120.7942014	82.6409657733333	-0.547622181960628	0.00506013316533175
CCNC	173.543674066667	150.006970033333	-0.210269240962167	0.00605541574620626
CCND1	3.19590224	3.57003396666667	0.159714522575718	0.84321092191596
CCND2	255.879445566667	167.259840833333	-0.6133731671888	0.00163609717665667
CCND3	43.7823804466667	28.2945734833333	-0.629825005753896	0.00056545902615076
CCNDBP1	34.35734102	49.21596594	0.518508022110803	0.00552681102797321
CCNE1	55.1998480966667	33.1604472333333	-0.735200832363445	0.00204056186472745
CCNE2	15.1512335866667	9.288075444	-0.705983664257436	0.000965883082673511
CCNF	72.6642593533333	42.7288109166667	-0.766036765154416	0.00031493939960303
CCNG1	106.928715	108.403407566667	0.0197607759558656	0.713163135341066
CCNG2	12.0738951333333	23.41656247	0.955638129139999	0.00823992160313271
CCNH	41.3692919133333	40.0785305433333	-0.0457306503673374	0.204879756378926
CCNI	163.8099079	189.989465866667	0.213896809501619	0.0100205386042335
CCNJ	3.41959573766667	2.832159823	-0.27192309959421	0.0480299973824516
CCNK	40.0523893133333	38.4290506	-0.0596909740701836	0.463043218532338
CCNL1	291.713110833333	276.039138833333	-0.0796773912869031	0.143053542389727
CCNL2	105.702264576667	126.8813054	0.263473233685446	0.0159077578613293
CCNO	1.53406073333333	0.996006141	-0.623129057595365	0.185203586041281
CCNT1	28.09699251	29.83887754	0.0867775529719752	0.240210558503689
CCNT2	21.5248451033333	22.7725145666667	0.0812907485133886	0.11825076433062
CCNT2-AS1	4.29019132266667	4.05777738833333	-0.0803522663728678	0.682376774190813
CCNY	19.3221635566667	23.62237441	0.289897339130133	0.00780230625133084
CCNYL1	12.6213314133333	12.1746464166667	-0.0519842336927911	0.439715850398974
CCP110	24.7055303433333	17.1615985366667	-0.525650085280361	0.00385982077360465
CCPG1	5.935826235	5.75825766166667	-0.0438165133671334	0.532134355395545
CCR1	314.4443442	254.6757818	-0.304142912427153	0.00175988515378071
CCR10	143.4942376	136.627153833333	-0.0707485635610782	0.28378186740029
CCR2	8.87556169833333	7.65451448866667	-0.213527551499394	0.191436509985029
CCR3	5.48229230466667	3.67633501133333	-0.576511011492438	0.0281725538039169
CCR5	0.341812258666667	0.328656506333333	-0.0566235923680021	0.931392872471386
CCRL2	6.025109715	5.750650846	-0.0672622661746692	0.388395557443162
CCRN4L	12.0127774666667	9.16167900333333	-0.39088583289936	0.03485527480643
CCS	36.4309386866667	47.6669385166667	0.38782480072688	0.0462675856938444
CCSAP	27.3175539733333	14.99170112	-0.865664213512699	0.0040609382250868
CCSER2	11.8353900133333	12.6186232533333	0.0924472664083665	0.271710476309809
CCT2	330.411675633333	299.556040033333	-0.141438744365826	0.0324046739503036
CCT3	620.507417933333	550.298111333333	-0.173235080104338	0.00196973895718457
CCT4	271.5428626	221.1045309	-0.296451353741455	0.00820293734730142
CCT5	264.687564266667	221.996352833333	-0.253754439926674	0.00510134577527089
CCT6A	359.804107833333	297.3092631	-0.275247244535621	0.0114482116388464
CCT6B	6.30290427466667	7.314499227	0.21474234445408	0.0229418928029009
CCT6P1	18.38724547	17.79888924	-0.0469181597848292	0.603128682548516
CCT6P3	6.63946932633333	7.366821338	0.149974318727263	0.125631051623037
CCT7	552.730303866667	465.079575866667	-0.249098126799607	0.00102484718688295
CCT8	384.2530905	347.703398766667	-0.144199694042998	0.0630050647224061
CCZ1	30.2975125733333	28.0464229233333	-0.111382573859628	0.247444618283461
CCZ1B	18.7526392566667	19.03624352	0.0216551597342364	0.692348468435712
CD109	13.5739792133333	14.0331418166667	0.0479943346381284	0.510457495736441
CD151	95.2428327133333	76.97827337	-0.307159218172899	9.22823832974166e-05
CD160	2.387757961	2.68170155366667	0.167492085903598	0.410807213912441
CD164	294.177587866667	291.516757366667	-0.0131085212217866	0.791208707162579
CD200R1	24.9219528666667	56.7417664566667	1.18699394322309	0.00327866328836729
CD247	2.13270778966667	1.698960062	-0.328034371108344	0.313541861863029
CD27	2.18040663133333	4.397670206	1.01214220325596	0.0974336706231895
CD27-AS1	5.50663769266667	8.56414201766667	0.637137029893666	0.00324390540989216
CD274	1.45757209533333	2.29897242866667	0.657421919404813	0.0107566891667776
CD276	29.6834721033333	22.8682989766667	-0.376310798126147	0.0250322669654386
CD28	205.4745841	257.1295026	0.323535199297529	0.0158469484335878
CD2AP	35.4131414866667	36.3771010033333	0.038745744670476	0.391372214162119
CD2BP2	64.5817916566667	64.9087618633333	0.00728577159332742	0.852086920919314
CD320	578.224617366667	488.657692066667	-0.242805829899024	0.000817925063484243
CD37	25.9470375766667	51.5862658566667	0.991417186081024	0.00433779853562034
CD38	19.2678373966667	19.9956692866667	0.0534929172086286	0.715659079792128
CD3E	8.850256746	10.5075823586667	0.247639550903419	0.191018820331899
CD3EAP	13.0653507433333	11.6429995966667	-0.166283065787299	0.246162588156087
CD40	8.24819267366667	20.9777246133333	1.34670826303752	0.00936640585023547
CD44	204.197154933333	238.135984166667	0.22182287395169	0.0196666070620249
CD46	293.179233466667	276.257131966667	-0.0857712076233388	0.058571580921067
CD47	71.2457642166667	79.5478402466667	0.159018517397593	0.0221765882372931
CD48	287.320888266667	253.8191244	-0.178862105409027	0.00511497155253434
CD52	74.1162609466667	96.5044979466667	0.380806084633483	0.0295561357307373
CD53	235.9813073	381.420464866667	0.692709668145819	0.000589057934896515
CD55	10.3701786556667	13.4790513066667	0.378278210311628	0.0235276161278757
CD58	41.0824136133333	28.51641967	-0.526728085177211	4.25539133189354e-05
CD59	157.4989734	159.851637066667	0.0213910941108921	0.52909484941289
CD63	157.356234733333	155.461554633333	-0.0174764933677456	0.477353498886656
CD68	28.5305037566667	34.5003618233333	0.274106271782066	0.0101739153260085
CD7	2.00717406766667	4.326365989	1.10798997865661	0.00963110714022872
CD70	136.2966382	95.7544927366667	-0.509337894025865	0.00929558050603609
CD74	1456.93895233333	1711.162649	0.23203646918879	0.0162194600105185
CD79A	8.055876563	15.3806393333333	0.933001990858639	0.00240888363715768
CD79B	71.46835456	87.76708635	0.296375441222317	0.0265910883039648
CD81	3.58187209666667	4.05568618	0.179232202371797	0.614864186965433
CD82	164.965614166667	290.2371784	0.81506699864353	0.000605403271479537
CD83	0.685250322333333	0.847674802	0.306879800465165	0.104851364288824
CD8A	0.164408255333333	0.278081960666667	0.758227417259502	0.182746906320833
CD9	657.072267433333	758.494091	0.207085888653123	0.0422120885782474
CD97	2.95605289766667	3.59282199933333	0.281445374769746	0.0212813047471733
CD99L2	51.77504689	43.53686296	-0.250019496854241	0.0175362531174495
CDADC1	4.08622319066667	3.576027827	-0.192410043681905	0.113607396600075
CDAN1	14.1552543366667	9.18026819933333	-0.624729463960262	0.0340354947893816
CDC123	136.890173766667	137.4585755	0.00597802277152425	0.886629617600631
CDC14A	1.13060730933333	1.67368162233333	0.56592718685663	0.0425543355607448
CDC14B	0.236437932666667	0.288372127	0.28647021434783	0.105527111506368
CDC16	135.133607066667	144.2355874	0.0940406557006685	0.0500245764352355
CDC20	176.434416466667	102.470612566667	-0.783921789865798	0.00556002930462354
CDC23	38.1355524066667	32.1411165066667	-0.246716552135426	0.00275894036470783
CDC25A	57.8888313233333	28.38890686	-1.02795773342951	0.000400895268570367
CDC25B	97.5700368166667	59.89687762	-0.703957374309756	0.00047611005071408
CDC25C	17.09486935	10.6909662003333	-0.677171153718793	0.000669285731393292
CDC26	42.2125658633333	44.43134375	0.073905248612073	0.0522427970354742
CDC27	45.5052885	39.50958985	-0.203831351379854	0.0316893064849112
CDC34	126.605847033333	115.782635133333	-0.128925137436299	0.140782407937991
CDC37	247.202543266667	262.459972166667	0.0864038277493378	0.00264462626715085
CDC37L1	17.66082321	19.3659464933333	0.132969421762713	0.354313251189813
CDC40	30.9411392033333	33.8701533333333	0.130488202569154	0.190921437139694
CDC42	197.410078366667	206.889232533333	0.0676629171593065	0.0298862466815953
CDC42BPA	18.3818594	24.1864722533333	0.39591765016988	0.0183886090763853
CDC42BPB	7.346055349	7.519791909	0.0337229734365138	0.774121517333703
CDC42BPG	8.69739825533333	8.65881041966667	-0.00641506125262225	0.921125505805335
CDC42EP2	1.11729057033333	0.799263072666667	-0.483262091007462	0.170549604362631
CDC42EP3	22.29591464	26.56629744	0.252817788408329	0.0102057052981573
CDC42SE1	114.6478996	130.954908266667	0.191860209404599	0.0121630919337508
CDC42SE2	78.4067143366667	87.2710655966667	0.154526208443805	0.0394644353958636
CDC45	87.1633482666667	48.92024571	-0.833289966714819	0.000314915135652572
CDC5L	37.0830795433333	33.85807626	-0.131261051867048	0.0533414483046815
CDC6	114.919017966667	63.7569893	-0.849962159734073	0.00301927316386008
CDC7	40.4130516266667	26.4642182766667	-0.610778255854576	0.00110854586699452
CDC73	36.7110466333333	38.0601287033333	0.0520661938932997	0.4491120315086
CDCA2	48.88326835	29.3830883166667	-0.734354708727224	0.00705754846296147
CDCA3	106.392214966667	60.9360329233333	-0.80402510302351	0.000848460067449457
CDCA4	26.95074649	17.3430332466667	-0.635968989895059	0.0124283395634497
CDCA5	188.676808033333	95.5099545866667	-0.982194087269152	0.000482119635401721
CDCA7	43.96715488	30.22881838	-0.540501592309042	0.00433826769842137
CDCA7L	105.080736333333	93.19891919	-0.173113085600149	0.0246093227445588
CDCA8	106.3692274	63.8251750933333	-0.736883344227169	0.00357319730268501
CDH2	22.2828974466667	31.92878114	0.518920641425366	0.00104331535541214
CDH24	4.09350518133333	2.51271559033333	-0.704089336963042	0.0333380603558006
CDH26	1.589849717	1.92638938966667	0.277008952054485	0.134035092579854
CDHR1	2.67251705533333	1.36962800433333	-0.964415049428663	0.0120681576575223
CDHR5	0.346979144666667	0.347384191666667	0.00168315155461643	0.9922383644696
CDIP1	109.072725433333	121.922845866667	0.160678094515919	0.0589718820863935
CDIPT	98.0246863	122.479212966667	0.321319892506234	0.00173270919244387
CDK1	101.487789856667	63.9091339966667	-0.667212121789508	0.00174976200750823
CDK10	60.19214698	68.49617054	0.186448055818591	0.0272020865880967
CDK11A	13.9214292933333	14.1204666566667	0.0204804297012392	0.789994367839034
CDK11B	39.0682894866667	36.54522222	-0.0963152857131248	0.331966150547809
CDK12	34.9079896266667	32.09267186	-0.121313368054298	0.0911489303745922
CDK13	21.9631932233333	22.2251674066667	0.0171064632358215	0.807030841279062
CDK14	87.4366500033333	107.340473033333	0.295884118370518	0.025216734391691
CDK16	84.1877570733333	69.0747169733333	-0.285452700201227	0.0235479526410892
CDK17	14.5681009	15.6978537766667	0.107754506460506	0.301313050165279
CDK18	1.59536138433333	2.09332598633333	0.391913731871935	0.0271618193285054
CDK19	4.34502141733333	4.39260330166667	0.0157129264184573	0.795322091280581
CDK2	93.9989507833333	54.4206843666667	-0.788489554216364	0.00110783652480599
CDK2AP1	3.98266103833333	3.70522309733333	-0.104172286006166	0.489254527089172
CDK2AP2	100.164985906667	105.6843791	0.0773838698122787	0.103889773741208
CDK4	195.033171666667	153.6339468	-0.344222493853924	0.0020231279610505
CDK5	64.03060789	68.6896250366667	0.101330502507918	0.159229831211857
CDK5R1	3.954119323	2.75529123966667	-0.521151585224109	0.020358136207099
CDK5RAP1	35.9118460866667	33.1393279866667	-0.115915470908087	0.206150852114639
CDK5RAP2	50.890647	35.1578235966667	-0.533554768263379	0.0010440953574924
CDK5RAP3	126.412499233333	127.128730233333	0.00815098721925739	0.862848139679227
CDK6	34.85282488	24.2841681366667	-0.521259526543541	0.00200533860661702
CDK7	28.1951833733333	27.5607932833333	-0.0328313120692739	0.824557932316235
CDK8	16.81385422	15.9442713633333	-0.0766123003394232	0.43461161826418
CDK9	104.064693933333	103.800313566667	-0.00366988608770025	0.91182000086374
CDKAL1	20.66636148	17.5073084133333	-0.239327110396841	0.0524340448726469
CDKL1	1.30352681466667	1.84028712633333	0.497510616181506	0.115759600527076
CDKL3	1.77344427866667	2.04846422933333	0.207988698687113	0.51291924100727
CDKN1A	174.884699033333	146.3643465	-0.256839906549021	0.0198488612982522
CDKN1B	289.5566312	303.517510033333	0.0679342117909822	0.104556847859706
CDKN1C	2.45776278066667	2.26621603	-0.117060281310773	0.451669893552615
CDKN2A	114.795832	116.645218533333	0.0230569085667663	0.772458927227131
CDKN2AIP	43.1151677233333	40.52536231	-0.0893704083114415	0.23076051847755
CDKN2AIPNL	67.5263006833333	64.1348175933333	-0.0743417423370321	0.244856829472148
CDKN2B	1.280582628	1.684478631	0.395501782759554	0.152210714905178
CDKN2B-AS1	3.22284337333333	3.275806509	0.0235160675972952	0.787706966386238
CDKN2C	0.507851198333333	0.759404831	0.580463331107189	0.530508445194844
CDKN2D	15.7447670733333	9.44019087266667	-0.737984479463751	0.0309789760892844
CDKN3	69.0465918533333	38.8065584933333	-0.831269709313598	0.00252849363437019
CDNF	3.734008957	7.06323423166667	0.919603551838912	0.0129277495791127
CDON	8.20596781366667	8.67960160466667	0.0809553286706459	0.292072678391909
CDPF1	18.70194185	17.61977263	-0.0859927675513832	0.448750926348876
CDR2	47.64566168	43.4177375	-0.134060308189021	0.0300038404860025
CDR2L	0.194627931666667	0.221554565666667	0.186943286663647	0.644980132686816
CDRT15	1.92945205133333	1.17502182533333	-0.715503637775876	0.161927496085747
CDRT15P1	3.019060665	2.44724003866667	-0.302944130889141	0.113377733692578
CDS2	13.6099461933333	14.39967731	0.0813751187266674	0.0620776013252516
CDT1	55.5749039466667	29.4302787366667	-0.917132343530675	0.000548371497249991
CDV3	635.897570166667	569.336389733333	-0.159513082103586	0.0649608512445282
CDYL	32.5985789333333	26.47570263	-0.300140102626346	0.0023182542614998
CEACAM1	0.29032999	2.12681243733333	2.87292729849231	0.0373078653254495
CEACAM21	62.3637646233333	59.8832786333333	-0.0585548080665755	0.453132536962152
CEBPB	14.6929776433333	9.41388521133333	-0.642264631938726	0.0898232092346281
CEBPG	27.46327896	22.15695863	-0.309744021624233	0.000567532976832128
CEBPZ	73.1662510366667	66.1203345233333	-0.146084314849759	0.0310838633760837
CEBPZOS	33.6624762166667	30.2522649733333	-0.154098145076108	0.119376899705004
CECR1	45.0385860433333	80.1827414266667	0.832130208021794	0.000113203430215965
CECR5	74.9162437966667	69.0068630133333	-0.118538715616701	0.0748285303817878
CECR7	14.0217492633333	14.4244094733333	0.0408459150720547	0.619194729292459
CEL	0.396228118666667	0.639839500666667	0.691378794430609	0.0349115898384844
CELF1	30.9430611466667	34.68648381	0.164757673842032	0.0441758635736142
CELF2	118.464214366667	150.868064333333	0.348836133248845	0.00679288844498175
CELF6	0.143410469666667	0.308008680666667	1.1028206595508	0.199259038644654
CELSR1	5.24367969766667	5.668256111	0.112325382192808	0.151066520075081
CELSR2	1.13747545133333	0.961433177333333	-0.2425769155557	0.263661443679816
CELSR3	0.435602109333333	0.501985333666667	0.204634273974536	0.433047174674058
CELSR3-AS1	4.22897198666667	5.31998623666667	0.331115509561864	0.670405312494326
CEMIP	1.50036750766667	1.50845423233333	0.00775499958031834	0.922118418992889
CEMP1	22.8690020333333	28.7347208566667	0.329401623966649	0.0262657093477052
CEND1	37.5502811666667	38.6978153366667	0.0434284118315257	0.599247031515813
CENPA	41.3807032966667	23.49907565	-0.816354156464633	0.00128007776351823
CENPB	48.8323181033333	44.9362254266667	-0.119957319856843	0.053207135057647
CENPBD1	1.61279407533333	1.810915106	0.167156671524778	0.345662873449235
CENPBD1P1	18.9494186733333	20.30864375	0.0999403065711811	0.292053335715588
CENPC	19.5458018033333	19.7658945233333	0.016154479355173	0.78581984895712
CENPE	29.2465138566667	18.23616813	-0.681462052289868	0.00152513855021043
CENPF	96.87958464	65.8960339333333	-0.556001042905249	0.00125837109101926
CENPH	72.4059925266667	44.6829437733333	-0.696384868139345	0.0151286562467401
CENPI	21.1864350766667	12.2906721033333	-0.785577043649384	0.000348267363662736
CENPJ	15.9456800966667	9.01147655866667	-0.82333021043669	0.00892242957365153
CENPK	43.4266734666667	27.8356612033333	-0.641647091786673	0.00168173487946623
CENPL	28.88962548	18.79119652	-0.62049456861532	0.00349961574800132
CENPM	150.4657258	86.0579807633333	-0.806054001756228	0.0054571951788315
CENPN	24.3018895933333	14.4862085766667	-0.74638844203143	0.00136146740357015
CENPO	28.4291898866667	20.8092126633333	-0.450150608464911	0.00286117953906212
CENPP	13.6388673466667	9.21286636966667	-0.566001846922102	0.0015088150724237
CENPQ	35.8896690033333	22.3714605233333	-0.681909171810977	0.0109421646557982
CENPT	84.16110464	70.50009381	-0.25552846334862	0.0108159420477813
CENPU	47.9318010733333	29.09321492	-0.720300422334661	0.00335052723364412
CENPV	1.87886766566667	3.38359251433333	0.848692378356827	0.05912804956937
CENPW	21.26181212	12.7755625533333	-0.734877741820843	0.00290449363915147
CEP104	21.5913359933333	24.5509536366667	0.185326549621683	0.0674027954388355
CEP120	12.08869442	12.6990354033333	0.0710604747341399	0.303539000501945
CEP128	10.156649675	5.9884137	-0.762178789499031	0.0102380893451803
CEP131	23.1720189266667	17.1175169333333	-0.436910308898834	0.00176295249356348
CEP135	12.87761993	13.45132107	0.0628818924861206	0.34492188894184
CEP152	21.5503599633333	13.6964974466667	-0.653904961943336	0.000425037713523832
CEP162	5.005817436	5.586700756	0.158390870003125	0.0141886201717006
CEP164	8.90315235133333	8.88000293433333	-0.00375609023638954	0.890113705094665
CEP170	9.82879875466667	9.86000630733333	0.00457346385758889	0.963288341200517
CEP170B	5.566360839	4.88703787	-0.187774150145302	0.180518509328222
CEP19	7.95632510933333	10.69942499	0.427359131663682	0.0684282308725915
CEP192	18.1458276666667	16.36247144	-0.149247188448942	0.0307209845101172
CEP250	20.0884258166667	23.19294476	0.207321492586519	0.0100496460582245
CEP290	12.0301886866667	11.5279087766667	-0.0615284462922725	0.411292458285302
CEP350	35.8519999133333	39.48744284	0.139340345328493	0.138467570524665
CEP41	2.466753838	2.30230424566667	-0.0995352577603476	0.49308083343905
CEP44	10.0384684803333	8.690552289	-0.208019412137983	0.0407315221368915
CEP55	47.4872534466667	27.56141431	-0.784890394822205	0.000687688056536759
CEP57	55.20320953	43.8297353433333	-0.332842180656627	0.0034245160690235
CEP57L1	11.1669772266667	7.728175766	-0.531038905940467	0.00111783092155106
CEP63	17.1676156033333	15.82733114	-0.117271674777211	0.220147301593269
CEP68	10.5535489596667	12.9637401133333	0.296753772381406	0.0209051773683902
CEP70	18.2284732933333	15.1006139133333	-0.271586531719971	0.0203016517527621
CEP72	24.8866425233333	14.0583430666667	-0.82394504166959	7.5442612742745e-05
CEP76	11.9518226833333	9.07382656866667	-0.397447659332279	0.000970389821263678
CEP78	40.9246949466667	25.88456487	-0.660879596751708	0.00527066336074041
CEP83	26.20391217	21.0303234633333	-0.317311178080109	0.000741290237562222
CEP83-AS1	1.11102352733333	1.04521347666667	-0.0880917363847693	0.673745779519658
CEP85	39.02485611	27.5141534933333	-0.504219369730117	0.00357606161028298
CEP85L	4.43280403833333	6.39991763533333	0.529833751793566	0.0174941517702442
CEP89	10.7842074576667	10.168349818	-0.0848345864574321	0.479040909358017
CEP95	30.8673394333333	31.76511993	0.0413623288267563	0.64734199244099
CEP97	23.6047596333333	23.3319527	-0.0167707375445387	0.818340655609981
CEPT1	20.6912487233333	23.65196801	0.192939516005632	0.000680288312400203
CERCAM	0.643954080666667	0.780941908666667	0.278257419960187	0.58732028680628
CERK	112.489044433333	80.9444889666667	-0.474779736517992	0.00455520226640715
CERKL	3.19704283566667	2.55198136833333	-0.325120278015045	0.18745612934459
CERS2	316.977982733333	281.876901666667	-0.169317372894732	0.0017343829463817
CERS4	0.124045920333333	0.277194196666667	1.16002276541143	0.0719741688446054
CERS5	15.1305409866667	18.39799939	0.282085323764613	0.0144597379495948
CERS6	17.1203258566667	13.6661264333333	-0.325105782075913	0.00383869197394782
CES2	28.9844526433333	33.96031856	0.228570750646107	0.0124412349118469
CES3	2.03107906666667	2.96543438166667	0.545997046031374	0.0881357421500766
CETN2	50.1795777966667	53.2640447666667	0.0860616559471871	0.423084299451289
CETN3	29.3797867	28.3319017966667	-0.0523964750559013	0.237806515599725
CFD	3.96947154933333	3.480911414	-0.189481856743119	0.260584366895811
CFDP1	24.2070579666667	24.2668633933333	0.00355989504574193	0.963450576803069
CFL1	1398.73794133333	1285.97156633333	-0.121266949535829	0.0648078192751863
CFL2	7.45968403166667	8.21505376566667	0.13915549348709	0.0443580159300824
CFLAR	26.62535989	37.6334270633333	0.499213647356241	0.000500636965931491
CFP	0.375129236	0.300615979666667	-0.319466005200741	0.61424417210193
CGGBP1	74.20184255	81.8645565866667	0.141783957809969	0.0429747630114535
CGN	17.38949163	14.5797410666667	-0.254250659137185	0.0119806014319098
CGREF1	0.184196250333333	0.181520666	-0.0211098855276081	0.969480466956609
CGRRF1	6.74861693033333	6.794425189	0.00975963879599968	0.948937424667591
CHAC1	3.16430285633333	1.51791627533333	-1.0597954698685	0.0336012857341721
CHAC2	49.2958800566667	27.05341585	-0.865656312428272	0.0101396566943352
CHAD	0.56589297	0.924590626333333	0.70828552118846	0.264297553351173
CHAF1A	157.5298842	96.5684157033333	-0.706002226917377	0.00775312264774169
CHAF1B	93.6558178466667	57.5235926633333	-0.703214833859656	0.00184210229860642
CHAMP1	36.5169889833333	31.8188538233333	-0.198685944538367	0.0336600061525868
CHCHD1	99.6796353633333	98.65387498	-0.0149230718551297	0.70605921369727
CHCHD10	352.260589366667	228.071442633333	-0.627157261604465	0.102110968674017
CHCHD2	1398.48094766667	1173.342425	-0.253236492324513	0.0096364677111527
CHCHD3	141.6147336	112.986418866667	-0.325822002252202	0.00754699870084665
CHCHD4	107.487782633333	121.149375633333	0.172614281284028	0.00114646543320632
CHCHD5	72.89846371	84.2295583066667	0.208438189773018	0.0938290273953577
CHCHD6	21.8814282066667	20.95639642	-0.0623162482912504	0.514552898213764
CHCHD7	93.10841914	107.539523933333	0.207883458505502	0.000618430850480799
CHD1	33.2940794033333	34.1927485633333	0.0384247480749678	0.273189855842868
CHD1L	92.2697117633333	96.5171212166667	0.0649277354910617	0.0984704938081368
CHD2	24.7879509566667	29.9754521566667	0.274142496718776	0.0168705752036321
CHD3	0.300947273666667	0.299292464	-0.00795479405454552	0.975801068142063
CHD4	160.5159028	142.6520737	-0.170215517431598	0.0699801401803634
CHD6	12.8635627733333	13.6671836966667	0.087425711329377	0.235148095415139
CHD7	11.3560918366667	12.6330646	0.153738237384061	0.0938391019346786
CHD8	19.6166114166667	20.5251737666667	0.0653185847379584	0.331320288879755
CHD9	11.0427584033333	12.25496132	0.15026533847186	0.109243814043111
CHDH	19.1383468466667	15.03393035	-0.348243991326282	0.0240868789314714
CHEK1	49.97773724	32.5676236966667	-0.617847127332316	0.000284754913254094
CHEK2	43.6674190833333	30.0704005433333	-0.53821317966544	0.000752838468800544
CHERP	62.74607171	52.91880928	-0.245744540240247	0.0171593763185987
CHFR	0.123444393666667	0.168044458	0.444981647527857	0.64401225254168
CHIC1	11.12313905	14.3620599733333	0.368698705016418	0.000225120388691842
CHIC2	15.8478676	20.41318161	0.365212326672041	0.0147110433287257
CHID1	76.4676535533333	71.67205793	-0.0934388255522471	0.0643823228566189
CHKA	36.28228516	30.5186302766667	-0.249575110464391	0.0413287936358547
CHKB-AS1	3.92256677966667	4.26921649833333	0.122173317119136	0.264881847613764
CHM	10.4859439016667	12.5708257133333	0.261622683368369	0.0614091991158179
CHML	17.3956518166667	12.4573710366667	-0.481727099102234	0.000346292709230577
CHMP1A	40.17989558	38.3071474433333	-0.0688602158697594	0.187070419708496
CHMP1B	34.7789164666667	42.8102586833333	0.299743566786331	0.00502770404679167
CHMP2A	229.5254198	268.648036466667	0.227063353425305	0.000550664096254117
CHMP2B	40.35686646	40.1579522733333	-0.00712845409156016	0.854541780423024
CHMP4A	75.84922048	75.5778025233333	-0.00517178178190168	0.893331648057486
CHMP4B	965.8538974	1060.102263	0.134326564034376	0.00223723285445291
CHMP4C	3.961375997	3.18332981733333	-0.315465003267037	0.0363159451044319
CHMP5	40.7914872033333	44.9622393133333	0.140445782949756	0.0493827416133221
CHMP6	30.7840589266667	32.5086142133333	0.07863859189332	0.387199207767108
CHMP7	64.75724844	97.54182893	0.590979337181313	0.000962578075531211
CHN1	2.13528373466667	1.423412168	-0.585074312688001	0.0136017795768064
CHN2	7.02716445666667	16.4655832233333	1.22843904673242	0.0003511572478005
CHORDC1	36.53100102	34.28789552	-0.0914219278319682	0.494511455699794
CHP1	54.7558826033333	56.2629264833333	0.0391706290650195	0.229095892393151
CHPF	93.5871813033333	93.14534699	-0.00682723431364625	0.84229643263246
CHPF2	94.00188541	102.0592222	0.118644953458592	0.197767519862915
CHPT1	58.84272804	51.0608803533333	-0.20464572189625	0.0429396630568186
CHRAC1	41.3474194833333	30.8718184	-0.421506830238241	0.000164073528693289
CHRM3	23.72525922	30.3706081333333	0.356251946867375	0.00854740069033064
CHRNA10	1.76305979133333	2.00603694733333	0.18626677568969	0.545960560034097
CHRNA2	0.654400686666667	1.81244043333333	1.46968741386611	0.00251568487508605
