siIRF4 MM1S	CTRL MM1S	LOG2_FOLD_CHANGE	P_VALUE
C17orf51	3.17132932933333	3.39124180266667	0.0967259521304633	0.15053958467089
C17orf53	6.70427340266667	11.7468923833333	0.809126256235418	0.0127332499928842
C17orf58	6.91360645433333	9.08172779933333	0.393528313561428	0.115044629774031
C17orf59	24.8321622733333	20.6403727333333	-0.266740866552715	0.0504412587325773
C17orf62	96.14518239	95.45140709	-0.0104481041349511	0.879165137573157
C17orf67	9.74239448966667	8.26438912933333	-0.237368216863897	0.0488654657361548
C17orf70	35.7969106833333	35.9661836466667	0.00680599742670041	0.926668402961929
C17orf75	14.7562471966667	13.7169342066667	-0.105367793335254	0.305111481194303
C17orf80	18.3611164566667	17.29410795	-0.0863731854377472	0.406878426238729
C17orf85	18.1245321166667	18.2183329333333	0.00744719896709699	0.868998297529158
C17orf89	319.0534271	332.320876733333	0.0587788966816217	0.673716321108914
C17orf96	15.2545082866667	20.01522409	0.39186209131705	0.00438322901388497
C17orf97	0.704085611333333	0.475098301333333	-0.567524811477205	0.322199950144245
C18orf21	38.9363546833333	39.13819625	0.00745944670907416	0.926967668471128
C18orf25	16.6172364633333	16.94222989	0.0279432967094043	0.505887032480124
C18orf32	3.75762636866667	3.113983198	-0.271060462529895	0.100084425512158
C18orf54	3.949889226	6.53876696533333	0.72720641438163	0.0126131190728245
C18orf8	43.2037707933333	41.8561003066667	-0.0457193319254385	0.260838331717735
C19orf10	685.2497768	788.661115966667	0.202775560867838	0.0111707755200014
C19orf12	16.46130416	14.91687631	-0.142133181372441	0.0112063846363228
C19orf24	347.7733002	344.562060766667	-0.0133833188080908	0.859041659293733
C19orf25	50.6769390033333	51.6101481833333	0.0263253876904419	0.508672773180086
C19orf38	10.6875734516667	8.36092997666667	-0.354199009471064	0.0503792625826592
C19orf40	6.75582012933333	10.7187134466667	0.6659289287066	0.00162131369901896
C19orf43	441.776023633333	467.5229499	0.0817220642660501	0.162719563878696
C19orf44	4.35574328533333	2.90403957033333	-0.584857816792692	0.0210150346056951
C19orf47	15.7968727833333	21.18169723	0.423179208497564	0.0335938263194647
C19orf48	72.4655438933333	122.593909366667	0.758520218887782	0.00105397514877037
C19orf52	42.1247339133333	38.22266939	-0.140239036752484	0.140849485276949
C19orf53	223.176973966667	260.6697873	0.224035191870131	0.00503327102205549
C19orf54	19.3382751766667	17.6952182733333	-0.128099565660523	0.23624986003115
C19orf55	8.88244494733333	8.15853669466667	-0.122646426527121	0.372929283546577
C19orf57	0.441434654666667	0.654752864666667	0.568750574339501	0.269504482873097
C19orf60	151.9298775	157.400901733333	0.0510381975495532	0.51141787582861
C19orf66	19.53481321	12.0266397266667	-0.699813854477051	0.0268961062017451
C19orf68	4.86173075966667	5.80511972866667	0.255855822689033	0.0915758448680756
C19orf70	206.279519	196.2174174	-0.0721474773455477	0.28410114033733
C19orf71	23.2523431066667	16.9433192266667	-0.456659573036153	0.109890239996772
C19orf82	1.31056651833333	1.318040583	0.00820421209621428	0.982645915714254
C19orf83	4.18809520733333	2.76548918733333	-0.598759537875255	0.0307064761902444
C1D	73.57176467	79.7394007266667	0.116140567130815	0.151298113123087
C1GALT1	22.73452901	29.8972103666667	0.395125760308368	0.00649350841370144
C1GALT1C1	67.9963200233333	74.4842836933333	0.13147937716929	0.059854510110871
C1orf106	28.8141789233333	40.35397508	0.485931883713636	0.00267685501772499
C1orf109	38.4874319633333	50.25351757	0.384837171490459	0.00564318711207374
C1orf112	26.15458351	45.1670012233333	0.788205335497241	0.00118392362332344
C1orf122	52.3190651866667	53.1060675633333	0.0215399400100345	0.719251771447642
C1orf123	44.7490217	46.28506354	0.0486905598613931	0.382576251673124
C1orf131	56.56598226	59.2504108666667	0.0668904546787059	0.146471983971394
C1orf159	9.82653195566667	12.0026656866667	0.28860060524391	0.0675349575378553
C1orf162	0.282615604	0.427847872666667	0.598256794163498	0.405644115827702
C1orf174	35.8570077733333	45.2194032333333	0.334686850807823	0.000687531677122688
C1orf186	53.7513215333333	19.4202266533333	-1.46874018678874	0.000216020064029623
C1orf192	25.53159269	22.0533976466667	-0.211282596460616	0.239193658829394
C1orf198	4.40892044466667	6.64993864433333	0.592915584701436	0.0325389913495492
C1orf213	1.35328595866667	1.19069928133333	-0.18465762554181	0.220036378145701
C1orf216	23.2108551266667	21.8816873633333	-0.0850756819422657	0.13985944771219
C1orf226	3.41727203166667	4.796824244	0.489234482091439	0.0583823592138175
C1orf27	25.4602770166667	26.4816324333333	0.0567439420084196	0.453646251916796
C1orf35	60.45671654	68.6000027066667	0.182306006324908	0.025932081239027
C1orf43	359.271937366667	352.887739733333	-0.0258669433308337	0.351109932856082
C1orf50	23.0512689533333	18.4335258	-0.322514128841691	0.00122248495273796
C1orf52	18.0967951766667	17.6279719366667	-0.0378677231393175	0.40030128704137
C1orf53	10.3946235353333	8.09098919666667	-0.361449507618647	0.0848119887152677
C1orf54	22.2009415766667	15.7975069266667	-0.490923966445202	0.049155073488608
C1orf56	2.12659571366667	1.913105926	-0.15262903323682	0.356542179640234
C1orf74	11.4258536233333	12.79025536	0.162743115421748	0.250537123503525
C1orf85	58.80733212	49.34927798	-0.252967064992921	0.00365116611586008
C1orf86	7.474355991	6.04208559066667	-0.306902657426328	0.0725421189936236
C1QBP	557.453297766667	572.4682459	0.0383447267124574	0.545360955962466
C1QTNF3	1.38097834066667	1.046548191	-0.400051946749672	0.140358823791999
C1QTNF6	0.839610878333333	0.552540224	-0.603641364781132	0.190572870548746
C1R	17.6989693833333	17.8311181966667	0.0107318236330366	0.892846434003125
C1RL	6.605208217	3.98966130233333	-0.727337764763132	0.000271659126846003
C1RL-AS1	4.26445316233333	3.24820152533333	-0.392719611136023	0.0221200271324189
C20orf144	0.794815926333333	0.441967102333333	-0.846681794146423	0.0823301274547044
C20orf196	8.260710043	6.62940437533333	-0.317386536765229	0.272558733488191
C20orf24	83.16855444	102.62353185	0.303251520966901	0.101730756919851
C20orf27	41.3196932533333	50.7398276666667	0.296289075374573	0.00295588803190575
C20orf96	5.582409307	5.138500903	-0.119540376361228	0.410589137911453
C21orf119	9.111735432	7.30229209266667	-0.319376479693553	0.0557171399712628
C21orf140	4.17553067333333	3.170737747	-0.39714100664115	0.221092151394492
C21orf2	47.08479151	42.9253375	-0.133431664000227	0.287427792862107
C21orf33	266.064995433333	208.199856	-0.353809645352484	0.00179892403677473
C21orf49	3.10136118733333	1.763412816	-0.814531303333962	0.0461625349438892
C21orf58	11.3898501966667	17.6940758033333	0.635517636572197	0.00590896221955568
C21orf59	240.9171069	250.374054633333	0.0555482294423053	0.302166090515772
C21orf67	0.533512008	0.327878465666667	-0.702359590996484	0.028348622018664
C21orf91	37.5941548566667	30.6465475933333	-0.294783808922278	0.0333084161191609
C22orf23	6.07549879533333	4.843634494	-0.326912856322298	0.0802141669473563
C22orf24	0.240244721666667	0.487680088333333	1.02143033486319	0.491050190576975
C22orf29	30.8059438166667	27.1806150066667	-0.180630637026742	0.0507060991026006
C22orf34	6.71354492433333	5.93558858133333	-0.177683651055816	0.218128333985565
C22orf39	29.7384564933333	27.47391034	-0.114267506866503	0.160731337613216
C22orf46	9.09097118666667	9.25678878166667	0.0260773779142361	0.594313169358625
C2CD2	7.15031181433333	5.868561555	-0.284999229798422	0.00217694038937924
C2CD2L	35.3559962766667	32.45270681	-0.123616097459143	0.365136390117972
C2CD3	9.74253708733333	10.2939049773333	0.0794209467660839	0.536387926993727
C2CD5	46.9319300466667	42.1059850966667	-0.156544473782585	0.0583202141548121
C2orf15	12.9863254633333	10.237137299	-0.343180933563277	0.0631311212708498
C2orf27A	10.6944571833333	6.69532497466667	-0.675637270501427	0.00193896521275156
C2orf42	12.2131813866667	10.7417457333333	-0.185210576827092	0.0476447207516704
C2orf43	38.1095184433333	35.1382781966667	-0.117107878305455	0.276810305364554
C2orf44	16.2623463066667	17.2018804	0.0810308574974071	0.228545169126692
C2orf47	28.97197103	32.88710456	0.182864158473286	0.0231591796447176
C2orf48	4.686335749	8.391885629	0.840534697198934	0.0228835443038275
C2orf49	21.85124791	20.84385773	-0.0680933606338964	0.508239966470741
C2orf68	35.75209271	29.9582182133333	-0.255075869934665	0.00708280255328908
C2orf69	23.8630226566667	26.8984234	0.172744818019537	0.0931375466279868
C2orf74	56.38904347	44.69841989	-0.335191038287793	0.0205756705353768
C2orf76	55.0046597866667	39.7580352333333	-0.468307380069859	0.00872806632744623
C2orf81	0.866201050666667	0.709061428666667	-0.288791303343574	0.366070136203813
C2orf88	7.209758478	7.98622198833333	0.147562243303045	0.174806678514468
C3orf17	37.57135153	31.09087223	-0.273141923128575	0.0168618231034895
C3orf18	1.46982345433333	0.824430324333333	-0.834173401875648	0.0705538674897106
C3orf33	5.196848311	4.63662154466667	-0.164562974991359	0.24480639085437
C3orf38	31.48630309	34.9442035366667	0.150328788677907	0.0735661681200642
C3orf49	0.900795424666667	0.810364553333333	-0.152628429992807	0.40255402782411
C3orf52	7.329355761	23.5818105566667	1.6859161909571	0.000635055141480498
C3orf58	36.7385285833333	28.9730230733333	-0.342583621491994	0.00165480355203547
C3orf62	4.07804115433333	2.38006161633333	-0.776877411368457	0.00479640902141529
C3orf67	0.264239963	0.433064264333333	0.712732456051643	0.225659182016851
C4orf27	58.44518054	81.0689020766667	0.472064541365111	0.00385363448092548
C4orf29	25.36203356	25.8760563233333	0.028947330889951	0.731680371833891
C4orf3	59.1333370566667	45.9690003266667	-0.363310401982155	0.0243332935159177
C4orf32	20.9000674633333	15.5294676733333	-0.42849922202081	0.0321102596504151
C4orf33	8.323227107	12.3499149733333	0.569286201112466	0.000103060620247622
C4orf36	0.716539657666667	0.820841080666667	0.196056381145434	0.71229699160887
C4orf46	18.0440778733333	29.6176934666667	0.714933874961011	0.000655116811294196
C4orf48	47.1367605133333	41.8751671633333	-0.170757662759045	0.480173953755825
C5	0.987168961	0.859252233	-0.200215337512566	0.144527263984528
C5AR2	2.21724400933333	0.742310914333333	-1.57867206227227	0.0241363175416588
C5orf15	78.5151220466667	77.19570552	-0.0244499534073514	0.546445819349982
C5orf22	36.7779608133333	41.0285422066667	0.157786403994392	0.0122157017071431
C5orf24	30.5162946433333	24.31287226	-0.327859457847164	0.0156589976459591
C5orf28	11.3674691766667	10.0967229833333	-0.171023967784538	0.117676102088381
C5orf30	26.6607096466667	28.39383961	0.0908627712299788	0.130260786227095
C5orf34	4.16983457366667	6.53514866333333	0.648229905231322	0.00185250610684925
C5orf42	3.325061356	3.34159582966667	0.00715628579950346	0.964188545733067
C5orf45	14.09907056	11.3667416066667	-0.310781310176335	0.026800596421081
C5orf51	27.8904609333333	24.1119727166667	-0.210022087745399	0.0533572699102651
C5orf55	2.966712701	1.99628999366667	-0.571543910885338	0.0939904278923069
C5orf56	76.82981491	56.39671556	-0.446055132887291	0.00120264893405581
C5orf63	4.73981208	3.48487230733333	-0.443724067682425	0.0126910609319445
C5orf66	12.8521829133333	11.1900153466667	-0.199801403708306	0.0528671722883075
C6orf1	30.7159019766667	29.4172753533333	-0.0623221194087848	0.351849154011662
C6orf106	82.9762876866667	82.0405501	-0.0163619478342428	0.719495142903379
C6orf120	15.93183207	11.7577074066667	-0.438305396472589	0.00226879055136554
C6orf136	2.85648334633333	3.38378091933333	0.244396046293357	0.000500126680910652
C6orf147	3.29659265066667	4.468599474	0.438847111175241	0.123724942746421
C6orf163	1.55604909233333	0.76535302	-1.02369032587444	0.0392759208556506
C6orf164	1.19916139466667	0.449563297666667	-1.41542967968388	0.0347175858696431
C6orf201	0.763491638333333	0.42439242	-0.84721346813485	0.215672462793597
C6orf203	28.0286031966667	24.9015747666667	-0.170662868867081	0.066585092385034
C6orf211	24.3334277	30.58631214	0.329946610266594	0.0096550910749213
C6orf226	15.8839134433333	12.0634536666667	-0.396923406286923	0.0632174790880807
C6orf47	2.56735812533333	2.12151726033333	-0.275188137819678	0.0268587957857409
C6orf48	43.3379942766667	35.51612131	-0.287158351081168	0.00281449833138794
C6orf52	2.346485277	1.59997762466667	-0.552449678735448	0.122838993797326
C6orf57	16.11611872	9.08340713233333	-0.827198887777772	0.0141685034143905
C6orf62	200.6590409	174.3326682	-0.202903218263631	0.00359582026612354
C6orf89	46.9599294633333	41.26067653	-0.186662764890307	0.0208039368335639
C7orf13	2.894418471	2.26177576533333	-0.355817613576749	0.149650810228369
C7orf25	15.8686747066667	15.6750033933333	-0.0177158892790501	0.789589370116944
C7orf26	48.39581118	46.87966368	-0.045919963062109	0.595754879878509
C7orf31	7.16381590166667	6.156308735	-0.218662679174363	0.0963206176819083
C7orf43	22.34791824	17.3142414766667	-0.368181261723491	0.0185312897034957
C7orf49	66.9063396666667	62.55538994	-0.0970087227564665	0.0722846544586939
C7orf50	67.3639153366667	87.5586471133333	0.378273669911403	0.00614330721030982
C7orf55	3.99886541666667	3.17425611533333	-0.333172190579604	0.099600400558293
C7orf60	13.00013793	8.30557499366667	-0.646374975855628	0.00139169117623779
C7orf61	0.821002683666667	0.425914624666667	-0.946822669164056	0.395431513620081
C7orf73	93.0199932266667	86.7414841466667	-0.100818706889179	0.130642658656061
C8G	0.604076434666667	0.514101358	-0.232678284418668	0.613115279089971
C8orf33	79.5635516833333	94.1888721266667	0.243448944880992	0.00244837458766119
C8orf37	0.991305434	0.866728816666667	-0.193748967278886	0.133494554693094
C8orf44	3.36411573566667	2.18339800333333	-0.623652201778402	0.0341563949668814
C8orf58	2.80820812866667	1.68203206733333	-0.739444653770799	0.0114868553854607
C8orf59	57.23285136	66.8672831033333	0.224457015874714	0.0923329610102522
C8orf76	3.677271696	3.34419961833333	-0.136974808533328	0.370546716705952
C8orf82	11.145189978	8.14023241733333	-0.453279317047155	0.019100334703729
C9orf114	15.5209494466667	20.9798246233333	0.434785805357443	0.0138589876978402
C9orf116	0.893500695333333	0.823363444666667	-0.11793945405847	0.774443198957257
C9orf117	1.86648054266667	2.89971496066667	0.635590622419534	0.0252652064477763
C9orf131	0.480451361	0.285569564333333	-0.750548158810305	0.215419882533608
C9orf142	34.5685614633333	38.6680163566667	0.161680188514838	0.308655904167143
C9orf156	27.0925833066667	25.3099469233333	-0.0981934805841383	0.055304222040352
C9orf16	156.4372975	112.256419066667	-0.478786574649142	0.000306817275107923
C9orf169	1.05429454966667	0.792403497	-0.411970832408528	0.34769764586203
C9orf172	5.27073398466667	2.25189541566667	-1.2268640545323	0.020769152972711
C9orf173	0.220789695	0.170836305666667	-0.370058233077511	0.641390878624395
C9orf24	0.227495460333333	0.24050811	0.0802477862391268	0.9308191483983
C9orf3	5.03873086633333	4.229265584	-0.252653239988315	0.0907784785283332
C9orf37	37.3787509266667	35.5314907233333	-0.073120141631728	0.367614501383032
C9orf40	20.4823803233333	26.92224219	0.394415182943156	0.0219518047233684
C9orf41	46.19150201	49.3422837833333	0.0951970325203449	0.0861970668987684
C9orf43	0.962486752666667	0.993848509666667	0.0462592773586155	0.903505056642749
C9orf64	1.903136577	2.54829330966667	0.421152242850683	0.0850658732950483
C9orf66	0.199899329	0.095314988	-1.06849863279612	0.303348412947202
C9orf69	46.5746136333333	35.8227682866667	-0.378666971920805	0.00610480957836248
C9orf72	3.582975854	2.74823988933333	-0.382650381002045	0.00897311660789985
C9orf78	154.646358266667	136.801950366667	-0.176884061440593	0.0148151535651504
C9orf85	18.4604917466667	16.3801394066667	-0.172493348305559	0.195028729168652
C9orf89	36.1452925966667	32.5879162366667	-0.149470664144176	0.0637108392612187
C9orf9	6.96961543766667	3.57395181133333	-0.96355887251438	0.00401138575494022
C9orf91	41.65481005	34.76605822	-0.260803595667862	0.0371224343455376
C9orf96	0.133584986333333	0.179126211	0.423218586112304	0.555150945512563
CA11	0.521749671666667	0.245591535	-1.08709695246734	0.0149620521860237
CA13	1.22897422933333	1.02995834966667	-0.254868666139415	0.42648302439734
CA14	5.70805815533333	3.821516324	-0.578854840491965	0.00282192134749919
CA5B	1.14709620833333	1.08347639333333	-0.0823186764995886	0.814995243458848
CA5BP1	28.5218987366667	31.7884442566667	0.156432385041862	0.0398970032524062
CAAP1	14.8526487033333	13.9800358166667	-0.0873521758538763	0.339773105178732
CAB39	92.1355131266667	82.0507106733333	-0.167241512839932	0.0514584782749472
CAB39L	2.327689589	1.91001902633333	-0.285311669767906	0.30551705720978
CABIN1	37.59584686	29.8056387233333	-0.334988008955025	0.0178288919276079
CABLES1	119.984036	89.6728226566667	-0.420099750853855	0.00520536294767643
CABLES2	11.91572667	16.3621855333333	0.457498529434442	0.0427318426243887
CACFD1	13.5698088433333	6.30570944866667	-1.1056697969025	0.000363525351433819
CACNB1	22.4426136766667	14.98674528	-0.582553600081459	0.00106155679885592
CACNB2	0.829646192	0.62914279	-0.399108733186209	0.299804889323889
CACNB3	6.56972318466667	6.38618796733333	-0.0408775668847129	0.628497878355235
CACTIN	30.8635265466667	32.8336362666667	0.0892716172541939	0.267762291259656
CACTIN-AS1	0.489993736	0.514975572333333	0.0717406940711561	0.879452563136628
CACUL1	29.2822147866667	25.0360364	-0.226018498350128	0.035147615267476
CACYBP	187.8622023	254.912459133333	0.440327061369746	0.00650349821305411
CAD	31.34254715	36.21130396	0.20831769914313	0.119678475026085
CADM1	246.5332285	251.387832066667	0.0281327100900203	0.317312365973562
CADM4	1.39766257933333	1.27900944433333	-0.127989193179776	0.60547216076718
CADPS2	45.37103075	57.6303191566667	0.345056573836592	0.00363121279326844
CAHM	0.630636203666667	0.211885113333333	-1.57352576475839	0.0708162132168923
CALCOCO1	57.5625057066667	26.5890979	-1.11429456315303	0.00103991367660898
CALCOCO2	40.6479788366667	36.4754532133333	-0.1562577141397	0.0202169447346314
CALD1	1.84937079566667	3.331361799	0.849077533258881	0.435110753599735
CALHM1	6.682275597	3.12561992066667	-1.09619712948898	0.00801188399467277
CALHM2	34.55783249	22.1093713266667	-0.644354729584335	0.000208504403662691
CALM1	61.17213565	75.4992861666667	0.303588359535584	0.00136917926658976
CALM2	1966.537617	1674.25460866667	-0.232138843883712	0.0134878254128575
CALM3	173.3449514	218.097328333333	0.331326277985674	0.00649025873963636
CALML4	25.1562478333333	25.7823065033333	0.0354645801317726	0.660690601646499
CALR	1690.8452	1840.91862166667	0.122681268952213	0.0178598839846247
CALU	91.05211932	122.2322017	0.424859906099061	0.00745045169790657
CAMK1	11.6491215466667	14.0511675166667	0.270468843281541	0.055794734173169
CAMK1D	22.0994915933333	21.2746092766667	-0.0548805442519342	0.623025303507419
CAMK2D	4.32552667966667	4.49510438	0.0554788095144634	0.485402436535121
CAMK2G	23.1169958366667	23.36217443	0.0152206340858945	0.64426057939398
CAMK2N2	0.87603305	1.04712341433333	0.257374284475154	0.758761200665729
CAMK4	2.43950682566667	1.54334624	-0.660527762129354	0.00922990717168254
CAMKK1	2.13716539833333	1.93968036933333	-0.139879627411919	0.465936096604245
CAMKK2	22.7881393366667	24.4006718866667	0.0986377411629857	0.331807675011919
CAMKMT	12.7716006733333	11.3763102006667	-0.166906641386511	0.262836281984098
CAMLG	55.2465284366667	42.4409201233333	-0.380427877389364	0.0140394326127049
CAMSAP1	11.3834767766667	10.9277803866667	-0.0589408618377092	0.563591093057436
CAMSAP2	32.2864573633333	23.90388702	-0.433683915231579	0.0320470415667141
CAMSAP3	0.098812543	0.158342521666667	0.680282641766759	0.209528335747231
CAMTA1	6.296754015	7.89711278833333	0.326716986361776	0.0114017334510373
CAMTA2	19.8884716066667	15.22227046	-0.385748853520626	0.0250091737332242
CAND1	118.024283	132.5060838	0.166974881612605	0.0471906162271631
CAND1.11	1.176462947	1.05738289666667	-0.153957987027331	0.654308252765271
CAND2	0.602168506	0.413179899	-0.543397186176304	0.151841318206663
CANT1	50.5286189433333	52.1452417866667	0.0454348654220431	0.498617507856564
CANX	601.085817833333	612.6484171	0.0274884052842906	0.416263101930912
CAP1	348.567625466667	303.371180066667	-0.200354542311639	0.00379813749864214
CAPG	1.32173643766667	1.34910455066667	0.0295676329001933	0.855065511034503
CAPN1	89.8547852866667	66.82390898	-0.427230959550561	0.00190923553853757
CAPN10	37.5021308833333	35.66322602	-0.0725353603332806	0.360815651106949
CAPN10-AS1	6.464587105	5.242543402	-0.30229132747556	0.02289914467542
CAPN12	9.724924426	3.82500055066667	-1.34622708321698	0.000510791641590867
CAPN15	49.76671875	45.3928086466667	-0.132717512758515	0.211431257040272
CAPN2	100.553774576667	110.437853033333	0.135267508214261	0.0178736604082844
CAPN3	2.016357628	0.970296692666667	-1.05525368256045	0.0014483624650758
CAPN7	36.6697101966667	33.05152139	-0.149872182616	0.095580895704084
CAPNS1	337.4017353	299.992319566667	-0.169541828437073	0.0124860503009414
CAPRIN1	132.597193266667	145.573879133333	0.134701272861427	0.0647370615515064
CAPRIN2	25.6676008066667	19.3290063766667	-0.409180974570243	0.0242207261358347
CAPS	18.2901518466667	8.96163750166667	-1.02923277678124	0.00826756383825707
CAPS2	2.618610256	2.08527542266667	-0.32856340335625	0.0175269742590462
CAPZA1	193.184680266667	199.325039333333	0.0451422622068366	0.357017347376261
CAPZA2	233.0674192	209.098588733333	-0.156564017535587	0.0461037642135712
CAPZB	174.457552733333	156.9719908	-0.152368901320688	0.0360189953876376
CARD11	65.2260774166667	53.3768306333333	-0.289235225115519	0.0220298185757769
CARD16	32.3283146533333	22.1421010933333	-0.546006170674989	0.000767645620040549
CARD6	1.98462811133333	1.21194130133333	-0.711548868312811	0.0018043535305762
CARD8	18.8218077366667	15.3017848266667	-0.298705256891116	0.00609160407346564
CARD9	0.123584455666667	0.139448866	0.174238908532921	0.638486091439452
CARF	5.64274351166667	3.89463037733333	-0.534910359242801	0.00336657518446051
CARHSP1	50.40599864	62.55901095	0.311622270013389	0.00185227158819344
CARKD	25.79734983	23.8297069766667	-0.11446165328126	0.0629819845744247
CARM1	57.9905942766667	58.2007918333333	0.00521985860709117	0.958872822405277
CARNS1	2.756344498	0.488556882666667	-2.49615776256919	0.00789746390393037
CARS	60.25941158	52.98729508	-0.1855401035032	0.021467611148856
CARS2	98.7810673333333	83.7606863933333	-0.237961292413508	0.00792953903868443
CASC10	0.149923591666667	0.0713968746666667	-1.07029459257627	0.361407848460711
CASC3	75.1727689533333	72.57868188	-0.0506642899009636	0.528872618538917
CASC4	106.760142966667	84.73221754	-0.333390610896866	0.0061352337149401
CASC5	19.3895138166667	31.24279982	0.688247117258135	0.00328665577924489
CASD1	32.17934611	26.4286555866667	-0.284031972916077	0.0133247474684075
CASK	7.06361922133333	5.474092734	-0.367787698771245	0.0118209624318782
CASKIN2	2.44687846666667	3.26222398433333	0.414913394533574	0.014361188133068
CASP1	42.7690349866667	35.5885242566667	-0.265154545431086	0.057133744128903
CASP10	62.01522283	52.4617864533333	-0.241355460468813	0.00583799832220255
CASP2	61.0920845933333	75.1674387466667	0.299122377203991	0.00566325087488557
CASP3	165.4432033	202.582273833333	0.292171917896469	0.00659396616080277
CASP4	78.01874898	56.8233560866667	-0.457336822996747	0.000455306968510714
CASP6	39.46653181	50.65350869	0.36003246026621	0.0122235261977266
CASP7	43.2563631233333	54.3107148066667	0.32832447876992	0.00470854165116633
CASP8	96.3380864533333	80.4433212433333	-0.260133621145538	0.00387814920677763
CASP8AP2	20.1121596633333	27.1172878033333	0.431144883330156	0.0103306920979395
CASP9	8.88511723533333	5.97478422066667	-0.572504201022923	0.00232553270211737
CAST	60.9974000133333	52.4273902933333	-0.21842701593323	0.0299316018305012
CAT	69.60284907	49.10448597	-0.50329153262425	0.000920559814281556
CATSPER2	2.75926361	2.53252471433333	-0.123706945079202	0.754057697052673
CATSPER2P1	1.07493660466667	0.644785665666667	-0.737360001561813	0.18090396131647
CATSPER3	1.71558500866667	1.48242835366667	-0.210738233958977	0.56980723745765
CAV1	33.91175461	98.86760473	1.54371244841487	0.000183616839451215
CAV2	13.3687115933333	62.52598078	2.22559534992907	0.00137313721985058
CBFA2T2	10.6168048766667	8.040188845	-0.401048360540125	0.000897701791459999
CBFA2T3	24.9178328166667	20.9429081066667	-0.250716810980565	0.166059678658782
CBFB	106.2088562	125.2328561	0.23770904755538	0.00824619697551755
CBL	16.9134457733333	17.0349387466667	0.0103261501778344	0.921937268693653
CBLL1	54.5137376866667	51.0105731466667	-0.0958235300886242	0.2746188186263
CBLN3	8.34343584833333	5.084983385	-0.714398551421223	0.0145998227381121
CBR1	27.8444554966667	31.00487952	0.155105202663495	0.0457898566878465
CBR3	14.53413647	21.31299076	0.552287696639385	0.000230425546048114
CBR3-AS1	1.10871956466667	1.45134912033333	0.388500097941705	0.469903378160087
CBR4	18.8607604833333	16.0276113833333	-0.234828413272983	0.0341887571345212
CBS	1.13709544933333	1.36956645966667	0.268365914960225	0.3033497623971
CBWD1	64.0569439933333	66.6158304666667	0.056510085349818	0.477809346042273
CBWD2	43.67305036	39.1334749633333	-0.158340076237847	0.118797858797942
CBWD3	5.94129335666667	6.27477493566667	0.0787866885912568	0.59992076869673
CBWD5	8.22396967166667	8.52303719333333	0.0515326838055231	0.14542160866565
CBWD6	4.42538215166667	5.24732459733333	0.245779993475587	0.156121052147917
CBX1	87.7593749533333	97.2803349866667	0.148594946235083	0.0785677174452997
CBX2	0.400986922333333	0.353907581666667	-0.180182517265128	0.691655165868227
CBX3	357.539912766667	433.019649766667	0.276328192429043	0.0101639293627183
CBX3P2	0.973655170333333	0.782626484666667	-0.315086985014463	0.501786434966498
CBX4	13.4834437633333	12.27885196	-0.135013338854216	0.238278008969148
CBX5	51.6331735766667	65.7819544533333	0.349393598346351	0.00626115252747676
CBX6	85.2644784033333	97.80082203	0.197901758357865	0.0422479242955004
CBX7	53.2497078333333	38.6540469766667	-0.462154141265187	0.00829236805877608
CBX8	10.2816543556667	9.99991784766667	-0.0400842702258364	0.624060546462045
CBY1	10.77530137	8.37554691166667	-0.363472915383049	0.0272609064949865
CC2D1A	20.7788662566667	22.1710545833333	0.0935604551527793	0.423087651140964
CC2D1B	20.3915413566667	20.4760951833333	0.0059697878715963	0.893514457010536
CC2D2A	0.779112135333333	0.454383261666667	-0.777921295538419	0.0207477667463126
CCAR1	65.2446172333333	59.95061489	-0.122084331481274	0.0367292306495616
CCAR2	82.9287532233333	76.61861999	-0.114177361559205	0.0219577569795008
CCBL1	10.181038029	14.12402994	0.472267122526892	0.0162730499287436
CCBL2	41.9016794766667	38.6978274066667	-0.11475549815932	0.299660801472839
CCDC101	29.36596836	26.22985698	-0.162935271097528	0.0787516842079915
CCDC102A	16.7569339533333	16.42073963	-0.0292390895815936	0.823577754069082
CCDC102B	0.808625572666667	0.495832974	-0.705617612296041	0.0425163502935018
CCDC103	0.484254588666667	0.435227352666667	-0.153996491213345	0.806541930491998
CCDC104	25.9233731466667	22.26553313	-0.219441297419796	0.196733051084983
CCDC106	3.31698960033333	2.497441494	-0.409423607591682	0.0348274047697365
CCDC107	10.1291858703333	9.58010942033333	-0.0804041836270855	0.601617110099751
CCDC109B	55.34385847	100.64858585	0.862831767441742	0.00073120538044772
CCDC110	16.04860898	17.73413242	0.144080496662205	0.237876119998479
CCDC112	16.2947889833333	14.5185996633333	-0.166508359026588	0.084809668990641
CCDC113	0.990606941666667	0.615034341	-0.687645763790155	0.0474289410321567
CCDC114	0.291819016666667	0.269338429	-0.11565381378292	0.510584869319088
CCDC115	25.1730034266667	18.83948154	-0.418118094032085	0.00472824478536528
CCDC117	69.8176381466667	68.6787086266667	-0.0237286405004727	0.699209717025594
CCDC12	75.20426042	72.9706962	-0.0434971764707621	0.468725912036578
CCDC120	14.10212213	9.629112072	-0.550437605801475	0.00633413243106449
CCDC121	2.0636587	1.775791941	-0.216741829531917	0.160261514907219
CCDC124	136.7938466	173.0420309	0.33911916773017	0.0146304464826252
CCDC125	13.5033577166667	11.6985409266667	-0.20698958517196	0.0358113029932401
