siIRF4 KMS12BM	CTRL MM1S	LOG2_FOLD_CHANGE	P_VALUE
CWC25	45.5163067466667	27.00841874	-0.752974323255793	0.000310731291373692
CWC27	61.2846244166667	47.9702966766667	-0.353383802241737	0.000499135305000466
CWF19L1	44.3071254233333	44.0320930533333	-0.00898330605955036	0.868275016974335
CWF19L2	36.9023668166667	22.3907263766667	-0.720812018396642	0.00371467986849024
CXCL10	0.215016057333333	9.681400194	5.49269940658894	0.000512830770486623
CXCL16	11.5160755	28.7835300666667	1.32159438535238	0.000530298397310998
CXCR3	58.7895781633333	30.7449072766667	-0.935212970258275	0.000399567155333943
CXCR4	77.7138220766667	73.9976982433333	-0.0706908219945728	0.184812455489256
CXorf21	69.3969954066667	46.3676230933333	-0.581755428748819	6.10195131821243e-05
CXorf22	7.24066988266667	0.0304214956666667	-7.89488828198368	0.000678638310639222
CXorf23	4.553207789	4.30435271333333	-0.0810869972253407	0.546052983958562
CXorf38	15.9269362133333	30.5843184633333	0.9413233582418	0.00131383002788851
CXorf40A	8.65584972966667	10.9511455966667	0.339334439184955	0.0126935368742185
CXorf40B	45.2663985966667	55.67133691	0.298494198920252	0.0115164211812109
CXorf56	40.4353458866667	28.77971087	-0.490564854034015	0.0035463261073134
CXorf57	9.600478604	12.1363213433333	0.338152956509342	0.012611488367572
CXorf65	2.178985384	0.398405974333333	-2.45134533256102	0.0867391466882752
CXXC1	124.4319814	50.0002401966667	-1.31535040276277	0.000281805908330549
CXXC4	0.952565846333333	31.0731739066667	5.02770697725601	0.000657306161301015
CXXC5	118.823641866667	70.1156468333333	-0.761013578470784	0.00178877259423278
CYB561	13.7064994766667	9.02005029466667	-0.60365278321987	0.0051452423687502
CYB561A3	60.7343665066667	45.3299194466667	-0.422049498208365	0.00208214574791344
CYB561D1	5.68236046966667	3.43858904833333	-0.724673646896842	0.020907226052008
CYB561D2	29.1349068533333	33.9444840066667	0.220428456668733	0.0323054373174672
CYB5A	44.37474742	153.005738133333	1.78577494608425	7.5950186427902e-07
CYB5B	39.38607686	62.6427209366667	0.66946115742347	7.46373216812548e-05
CYB5D1	15.7614254666667	22.09893274	0.487578678520783	0.000473781691133817
CYB5D2	8.43837975266667	19.9026673833333	1.23792387595424	0.000313649465550206
CYB5R1	75.13786774	131.678176733333	0.809404183980571	2.0391027194891e-06
CYB5R2	30.0309812833333	1.81997214633333	-4.04446334067928	0.00425522942138435
CYB5R3	40.4652422733333	42.9369146666667	0.0855352934753012	0.153388242555337
CYB5R4	16.9892352933333	77.1382342833333	2.18282520615396	0.00048993487663888
CYB5RL	2.98630173	12.0194591166667	2.00894013031872	0.00419572806506825
CYBA	1292.36357566667	941.605956033333	-0.456816643832314	0.00372572294604405
CYBRD1	0.154833674666667	1.50631709466667	3.28223432212727	0.00601118431744844
CYC1	1102.726357	426.975162066667	-1.36885077549882	0.000865369763061583
CYCS	166.282360233333	243.424193466667	0.54983743086787	0.00202670524627206
CYFIP1	14.3063548733333	29.6436516533333	1.05106704342834	4.65721622957145e-06
CYFIP2	65.20912493	85.53520795	0.391444523797121	0.010572824318371
CYHR1	46.8811935866667	24.4947664733333	-0.936535763570307	3.27141954357971e-06
CYLD	8.12864259866667	48.4855250766667	2.57646774576968	9.43404723021482e-07
CYP20A1	4.800097771	6.50855069566667	0.439272532466864	0.00157584765663482
CYP27B1	29.5857990733333	1.34616337566667	-4.45797944408583	0.00071653625918753
CYP2D7P	2.64841235633333	1.55059255366667	-0.772308124582395	0.0637838359167347
CYP2J2	0.268373798333333	9.877789576	5.20187250426334	0.00449593580387064
CYP2R1	27.3843818333333	19.8785310966667	-0.462142159384408	0.0227998687648137
CYP2U1	26.8040800566667	16.40702901	-0.708138602359016	0.000494233898977528
CYP3A5	0.318737805	0.546351451	0.777459145786889	0.174023973731249
CYP4V2	3.84337367766667	4.83673131133333	0.33165914447141	0.0569857929829258
CYP51A1	182.162147366667	108.522170533333	-0.747233395370361	0.0038475084624187
CYSLTR1	4.057115963	45.01720489	3.4719500386533	0.000164285054056404
CYSTM1	16.2503546933333	31.4446307	0.952342484114534	0.00995285003833194
CYTH1	33.8990517833333	143.467643866667	2.08140857952707	9.44769118453255e-06
CYTH2	15.7922031166667	26.64049067	0.754408203778075	0.001228561752754
CYTH3	1.34713097433333	14.4643095333333	3.42453542833375	0.000771347657839261
CYTH4	18.2527973033333	8.218144795	-1.15123292426396	0.0221527059543573
CYTIP	28.5797389166667	218.920995766667	2.93734568158823	0.000556244069137324
D2HGDH	23.9427351333333	5.593814004	-2.09768378039206	0.00248159986921653
DAAM1	8.41384701766667	4.36545206366667	-0.946634527323863	0.000484431306958159
DAB2IP	8.767253134	2.53661157833333	-1.7892222811048	0.00259585157006448
DAD1	242.9442466	314.976614366667	0.37461945181475	0.000544154464352748
DAG1	19.0485982666667	12.64455612	-0.591168444815992	0.00589294242564012
DAGLB	11.8091010133333	32.7213265233333	1.47033209490337	3.37952133728254e-05
DAK	19.2838815466667	27.9934804833333	0.537695398151869	1.21560299668796e-05
DALRD3	53.02964695	16.7498749833333	-1.66264881591515	0.000122867646178127
DANCR	144.042758166667	314.679407233333	1.12738564110146	0.00366352024417154
DAND5	0.818719907666667	0.282078262666667	-1.53727448158555	0.295711705390642
DAP	56.7597057966667	115.655668633333	1.0268969619544	0.000837499277136001
DAP3	200.130563133333	239.970514233333	0.261915642596123	0.0124711536416416
DAPK3	57.4978026033333	71.1137836733333	0.306622396656031	0.155812112381619
DAPP1	23.6615458533333	82.0181817933333	1.79339943113063	4.25619667853262e-06
DARS	83.39813918	105.762532133333	0.342741523897817	0.00695692031712349
DARS2	110.731245833333	59.73477872	-0.890419329611905	0.000106043390499201
DAXX	37.47924842	16.4374376033333	-1.18910660465978	4.27938912526424e-05
DAZAP1	348.535469333333	302.337597	-0.205145086449708	0.00305812343827392
DAZAP2	99.47787845	185.2924364	0.897356347193789	0.000551767719297674
DBF4	96.2239664566667	72.3837211	-0.410730994469253	0.0227238580654027
DBF4B	14.7643605866667	9.850427681	-0.583860608482137	0.000227186859891905
DBI	191.731985933333	340.220283566667	0.827378118962804	0.00716250426278221
DBN1	71.3210449066667	1.68494491766667	-5.40355450536029	1.06095731323321e-07
DBNL	263.5010476	124.4491789	-1.08225198596019	8.1960343861581e-05
DBP	43.9575471666667	6.996389079	-2.65142845918168	3.5261099769447e-05
DBR1	31.5310077333333	24.0447557266667	-0.391049009608472	0.0079323393797879
DBT	5.53838556366667	5.17241121466667	-0.0986285165612701	0.300144192277923
DCAF10	18.0399553033333	14.0459118233333	-0.361045480667504	0.00691348215826028
DCAF11	45.30210339	30.2968197433333	-0.58041167461075	6.39040769232471e-05
DCAF12	86.0563011633333	90.2964524533333	0.0693884762501627	0.199676922940525
DCAF13	136.6663719	43.0502332066667	-1.66656533940528	0.00091794909704297
DCAF15	53.41110395	38.8855873033333	-0.457904174987852	0.0130788071120399
DCAF16	61.17159051	61.7256772166667	0.0130089720475453	0.790096129643073
DCAF17	20.0486074766667	11.85680882	-0.75778626386934	0.000102237612889117
DCAF4	38.5063085833333	12.43459637	-1.63073514736614	0.00103413045894301
DCAF4L1	0.130402132	0.270002512666667	1.0500053761855	0.0811193290031963
DCAF5	15.8975123233333	10.9977769433333	-0.531589095871608	0.0209375869446162
DCAF6	30.61930724	85.67656214	1.48445894931249	0.000196194904864827
DCAF7	54.26435122	59.8780809733333	0.142023249710002	0.0232906270566906
DCAF8	68.40331281	94.33728802	0.46376192998407	0.000837191027302482
DCAKD	51.8743265166667	29.1974417333333	-0.829178734633385	3.71220504612767e-05
DCBLD1	17.3034491366667	50.86612778	1.55564562992149	5.457721240773e-07
DCBLD2	10.5331441366667	11.9432076466667	0.181254216245553	0.0442146536144663
DCDC2B	2.51987450466667	0.512655824333333	-2.29728939525433	0.0937632545706558
DCK	72.41842983	114.198388033333	0.65711348461185	0.000203970394266297
DCLRE1A	11.6745050366667	14.37913715	0.300615721090149	0.00811881373430218
DCLRE1B	19.5421676733333	8.84037066966667	-1.14441173701153	0.0013633440264221
DCLRE1C	8.69482674133333	22.7785743066667	1.38944826783707	1.38237805559158e-06
DCP1A	20.2925166833333	17.48111193	-0.215150845618223	0.0193940559623222
DCP1B	9.59985608533333	12.02639808	0.325119935206749	0.0613229606893105
DCP2	16.1589943866667	22.6001796933333	0.483996825031084	0.015890603931503
DCPS	148.666835633333	107.071004633333	-0.473515005209864	0.00317566994274167
DCST1	0.834680018666667	0.11560625	-2.85200383865279	0.0144602080523781
DCTD	55.5335508033333	102.197516566667	0.879928589133407	2.63721126949376e-05
DCTN1	123.867655666667	57.2400621266667	-1.11370237695941	8.78240101779629e-05
DCTN2	113.9067571	107.8903203	-0.0782878972005376	0.0899428434576247
DCTN3	160.413905166667	204.7912651	0.352354977393567	8.48586226747782e-05
DCTN4	29.01627579	23.8388965733333	-0.28354490323728	0.0313322291037972
DCTN5	48.40261733	28.98762419	-0.739647966366245	0.00116426127424013
DCTN6	59.31770171	67.4547677266667	0.185457715937115	0.125609229240383
DCTPP1	278.0208373	183.8940208	-0.596318442938909	0.000321875501472015
DCUN1D1	29.4527495666667	59.6175457133333	1.0173346614601	0.000468738506845396
DCUN1D2	22.8503028866667	16.8327852166667	-0.440939378477334	0.00607680357709732
DCUN1D3	3.241013163	3.98734911866667	0.298985048307912	0.0149261668096593
DCUN1D4	12.66279811	18.2670552933333	0.528647852111315	0.00119248979748578
DCUN1D5	21.8256821766667	17.2029410033333	-0.34337151878674	0.0146505623139648
DCXR	176.713510033333	216.745704066667	0.29459105881938	0.0225509105556149
DDA1	30.8319369533333	30.6936925333333	-0.00648331033676788	0.886007085339757
DDAH1	45.8986915066667	28.2549283866667	-0.699950492832209	0.00474090251448027
DDAH2	7.98029756166667	3.25896392533333	-1.2920291588324	0.000528561186504096
DDB1	263.485074866667	208.536657866667	-0.337420230758035	0.00437191542188628
DDB2	50.1939181166667	35.18055008	-0.512734525836823	0.011673980166183
DDHD1	8.67851546133333	6.096619389	-0.509438796143581	0.00115116458079885
DDHD2	24.75556025	7.58243513733333	-1.70701944298137	0.000648588744536034
DDI2	13.7780801733333	14.92047014	0.114918117168416	0.419394670237517
DDIT3	21.89318862	18.57109396	-0.237423288218334	0.133639209003341
DDIT4	68.3530679533333	16.5891582566667	-2.04276540810377	0.00970311732361398
DDN	39.8639597	15.61288603	-1.35234777762146	0.00150352977155819
DDOST	342.7832092	355.2432387	0.0515107484981076	0.00772805863908758
DDR1	4.30785302233333	0.123167820666667	-5.128271742157	0.0073426919430853
DDR2	1.71965560466667	2.18205743966667	0.343569413728967	0.145816944620333
DDRGK1	120.4051471	85.3644739533333	-0.496189371067617	0.000299026788885782
DDT	156.7054085	70.47413087	-1.15288928774375	0.00240455125576997
DDTL	3.31325182733333	3.29249834	-0.00906514809356148	0.959112879014536
DDX1	155.421880333333	136.788154133333	-0.184246322921309	0.011722716081799
DDX10	62.5591130833333	44.0795734333333	-0.505109796596788	0.00345633259808294
DDX11	78.6619130333333	99.3127564833333	0.336313767740644	0.030770368521024
DDX11-AS1	2.424023201	1.841217026	-0.396743818766576	0.140315818533486
DDX11L2	0.835794943333333	8.38512998133333	3.32661221246031	0.0168705010333213
DDX12P	37.4333701166667	32.6827229766667	-0.195796752230693	0.125122931772458
DDX17	311.8038699	332.634001033333	0.0932968110104557	0.127143198287501
DDX18	79.2221673633333	145.646333333333	0.878493305681726	0.00256944592370758
DDX19A	35.5709263366667	63.3146763033333	0.831841408751891	7.8567559570144e-06
DDX19B	15.2194820066667	12.2620920233333	-0.311714120921194	0.0206955088448336
DDX20	29.49081138	18.9618342633333	-0.637166986427317	0.00642209566234582
DDX21	151.619398433333	234.686766533333	0.63028214770211	0.00201764136474062
DDX23	149.227117166667	122.626354166667	-0.283240653976952	0.00412363580849434
DDX24	170.317722933333	116.572619233333	-0.546999601120089	0.00314135073645238
DDX26B	16.9592718633333	12.5222351833333	-0.437582127727692	0.0335331439411537
DDX27	101.812811323333	65.11111495	-0.644943361966989	0.00022721890875514
DDX28	22.9283630666667	23.7345993866667	0.0498583391835543	0.638709997744087
DDX31	28.40149435	21.0185515933333	-0.434303584043911	0.0259585720342296
DDX39A	363.966764933333	392.111276533333	0.107456413246475	0.0697781871346196
DDX3X	153.4588572	264.3927204	0.784830538879887	0.000195087737828141
DDX41	72.9662331966667	94.3644311066667	0.371014187248556	0.000952789408721133
DDX42	68.39669259	86.6955935633333	0.342032104695317	0.00401083809697379
DDX43	1.995352885	0.437167147333333	-2.19038702144672	0.000518924655155627
DDX46	58.5640988833333	126.0411016	1.10580583263458	0.000113431598270833
DDX47	119.015128433333	118.022633466667	-0.0120814162500609	0.774868565466048
DDX49	88.35859579	117.0081222	0.405166282531793	0.00858262632708704
DDX5	150.4631295	436.634986833333	1.53701773313736	3.46980233169567e-05
DDX50	73.3805522533333	63.89853094	-0.199614998924496	0.022953024105981
DDX51	27.9241976733333	15.3750383233333	-0.860925822872562	0.000456242269586602
DDX52	28.80990245	29.60777834	0.0394114644309908	0.372455018683131
DDX54	146.854709633333	36.6770810566667	-2.00143880184766	3.06817817135804e-06
DDX55	65.67620885	23.7481352	-1.46755661853032	1.36988426622834e-05
DDX56	219.104725866667	85.58918005	-1.3561202704264	0.000445436326613795
DDX58	0.666628079666667	4.120383311	2.62782456172749	2.20749186203713e-05
DDX59	41.3859874666667	49.08446197	0.246124021174205	0.0240349076504604
DDX6	65.77377792	116.983669333333	0.830722703355494	0.000373190259286652
DEAF1	73.8560629733333	33.0734847066667	-1.15904129964473	5.78528192884299e-05
DECR1	180.536461766667	45.6444722633333	-1.98377817871545	9.79014638797276e-05
DECR2	99.2380053866667	10.6414588033333	-3.22119679956172	0.000852818984999179
DEDD	33.0386083866667	35.29670678	0.0953806642687921	0.268821445493457
DEDD2	46.2812436166667	68.6458238433333	0.568744323422303	0.00748549437213383
DEF6	109.241202966667	79.0809526666667	-0.466114950256549	0.00118634215861017
DEF8	24.2894769733333	12.5985877966667	-0.947069396737999	0.000101829879236148
DEGS1	99.0422621666667	190.312639633333	0.942255209733004	0.000653359637350939
DEK	266.965282633333	227.8517618	-0.228556613715765	0.0808518271681389
DENND1A	15.41885433	12.34605198	-0.320645801800257	0.00246322057128729
DENND1B	5.286096128	41.2350970933333	2.96359823875353	0.00271219792660686
DENND1C	44.3418389933333	52.3380162333333	0.239190638508626	0.0464567102739025
DENND2C	6.024556855	8.642566707	0.520604708140363	0.0109782351372285
DENND2D	0.427060102666667	3.25852477366667	2.93170793524874	0.000332602667127053
DENND3	0.323087284333333	21.4907692466667	6.05564934177136	0.000246597722224737
DENND4A	29.9845409933333	26.2329433466667	-0.192839200396253	0.0119619996550084
DENND4B	38.4551165733333	35.0805486333333	-0.132504255416376	0.0918221472124902
DENND4C	20.0337053133333	15.30510356	-0.388416471297962	0.00324669831720504
DENND5A	3.22423289966667	0.740035665666667	-2.12328925192414	0.0275249069100536
DENND5B	5.97566124566667	8.24404920066667	0.464254749450122	0.0287422047007169
DENND6A	21.48219343	18.0658749633333	-0.249874177773406	0.0205488635582718
DENND6B	103.91405489	31.5439712933333	-1.71995459133753	0.000383867007054187
DENR	142.820917733333	48.1760400533333	-1.56781957605518	6.97270662351425e-06
DEPDC1	12.5978783366667	34.2353828833333	1.44230736374965	0.000641122996550725
DEPDC1B	42.1959720733333	48.7096975366667	0.207103735493707	0.00827249329783153
DEPDC4	4.01364621333333	2.000147451	-1.00480709508438	0.0236932044023536
DEPDC5	6.62709261166667	11.7056597	0.820758257309345	4.64838902814328e-05
DEPTOR	21.0581734066667	233.866436066667	3.47323261748703	0.000447275382860323
DERA	39.8340818266667	55.5081510133333	0.478696316201268	0.00166657773678178
DERL1	114.982461666667	109.9131574	-0.0650497252855536	0.182765018515041
DERL2	38.74767412	111.983510933333	1.53110469915135	1.70627506540844e-05
DERL3	105.978757163333	166.7721571	0.654103334670067	0.00397925928711983
DESI1	80.5503745733333	47.9911939533333	-0.747121592009897	0.000538214480958104
DESI2	64.11030032	86.6024967333333	0.433852451238446	0.00146067535001109
DET1	6.648035923	13.3260899166667	1.00325345029658	0.0185532788080642
DEXI	46.8817860533333	35.1731522566667	-0.414552896419583	0.0259454638032594
DFFA	109.7900744	28.7122650766667	-1.93500858036667	0.000444223704355291
DFFB	16.5599896333333	8.968966227	-0.88468815649228	0.000642025635225811
DFNA5	0.15802976	3.291134942	4.38031700463898	0.00133995290368574
DFNB31	21.5906199133333	44.4384407333333	1.04140352913954	0.00279610272170833
DFNB59	1.04128598366667	1.148686232	0.141618422583857	0.763661235894887
DGAT1	72.3879643833333	23.7514810266667	-1.60773237123922	2.22368059131466e-06
DGAT2	92.77236686	27.2930981533333	-1.76515897853672	0.000134249740744235
DGCR11	0.651584877333333	2.97608298666667	2.19138973009399	0.0332704213219688
DGCR14	7.152843655	10.4725237966667	0.550020349508272	0.000336502935469718
DGCR2	27.9237816266667	35.94220405	0.364184546330336	0.00548281287879867
DGCR6L	49.62682947	72.2152541566667	0.541183324825941	0.00339649419445418
DGCR8	20.8905632133333	33.4257728333333	0.678109528838799	0.00517862516234641
DGKA	62.3385944966667	3.802045484	-4.03527793171291	0.000110066283514845
DGKD	22.8972774933333	21.7206331233333	-0.0761099146797986	0.463082727976474
DGKE	6.07236224466667	22.79849591	1.90860888639781	1.57865770995607e-06
DGKG	0.116551121333333	16.78737756	7.17027018242051	0.000427272996252007
DGKH	2.11218570933333	1.35084136033333	-0.64487842823369	0.122066449792252
DGKQ	4.84589334066667	0.191111799333333	-4.66427389220197	0.00206735988070859
DGKZ	102.519203133333	36.0048344833333	-1.50963163001614	2.16967748122443e-05
DGUOK	110.951171733333	71.3646527333333	-0.63664332137067	9.14700885349458e-05
DGUOK-AS1	1.91322032433333	1.0172366	-0.91134774641694	0.157245457603458
DHCR24	106.9644485	91.4487327466667	-0.226096288397262	0.0520644118542877
DHCR7	148.869536266667	76.9268787533333	-0.952488881562065	0.00131105178067882
DHDDS	13.3896942466667	30.2926600033333	1.17784524984541	0.00214813417147627
DHFR	74.1086296133333	103.799864436667	0.48609110681667	0.00832241267106569
DHFRL1	7.597974902	3.277181404	-1.21315941288215	0.000949497403598125
DHODH	13.13795814	25.11621148	0.934877791085903	9.60267119954536e-05
DHPS	118.1259087	72.59702738	-0.702343046791371	0.000864352072648913
DHRS1	45.0967841533333	19.52262054	-1.20787783849322	0.000389840318758024
DHRS11	34.4600592833333	18.0231836333333	-0.93507131073557	0.000480997349378584
DHRS12	2.14960799533333	1.21910974966667	-0.818245582877439	0.0428877085715893
DHRS13	106.624183533333	56.0644472433333	-0.927376600224904	0.00109310655196952
DHRS2	1.81195931366667	0.451310542666667	-2.00535817541624	0.00690873520408952
DHRS3	0.713849316666667	0.656543334666667	-0.120729335897421	0.889457258582567
DHRS4	32.4374388833333	9.554508656	-1.76340632611582	1.18802891922635e-06
DHRS4-AS1	14.8067451466667	4.179218371	-1.82494948996227	0.000746443169237609
DHRS4L2	18.5414126633333	11.3384253933333	-0.709530864449199	0.000280891880078105
DHRS7	167.1093017	45.30868749	-1.88293243513472	0.000120503964076654
DHRS7B	20.4363099	17.84666244	-0.195480421731007	0.100336277274331
DHTKD1	16.9127849333333	19.8471600766667	0.230818347596322	0.00919469353560355
DHX15	130.7258085	236.7531609	0.856839694446444	8.26746220775932e-06
DHX16	7.49951606266667	4.99389604433333	-0.586631713088589	0.00115919226918118
DHX29	21.5420263133333	29.01060836	0.429426588672118	0.0120480665991083
DHX30	115.1140581	69.38925448	-0.730279859262931	1.15510196186669e-05
DHX32	28.2559520033333	14.5115471133333	-0.961353460452426	5.94646377782168e-06
DHX33	24.3281544033333	35.7408759933333	0.554948116787739	4.49376211548186e-06
DHX34	29.1614405833333	19.1868066166667	-0.603947376443637	0.00261651872483994
DHX35	16.7218641866667	9.984005928	-0.7440449949834	0.000588681050223962
DHX36	44.51124616	84.9165403166667	0.931875702131044	1.39457980725421e-05
DHX37	45.2937401233333	26.4749288466667	-0.774684867745738	3.99486625009496e-05
DHX38	41.3433666766667	57.25047754	0.469631851909727	0.0055943727634978
DHX40	25.1760316733333	17.70825683	-0.507628696079585	0.00107531049627115
DHX57	17.9386731366667	13.66012656	-0.39310233275619	0.00507447981779059
DHX58	0.886940405	1.611884149	0.86183898090826	0.0275898240036662
DHX8	55.0864187666667	36.3035476833333	-0.601586135368639	8.45461616184427e-05
DHX9	187.192785866667	196.772735933333	0.0720055036402293	0.078938384377131
DIABLO	79.58324028	15.4675796166667	-2.36321718044138	3.71182689887559e-05
DIAPH1	79.3464044633333	108.126273433333	0.446480369113478	0.00503622482826642
DIAPH2	0.050986647	7.62447915866667	7.22437551159635	6.43923965480069e-05
DIAPH3	9.395539733	10.0427182566667	0.0961018698567749	0.0141498268558188
DICER1	39.9598696033333	15.12902601	-1.40123276391977	3.36575078100519e-06
DICER1-AS1	11.6206541266667	2.11710222766667	-2.45652844136046	0.0178564067459655
DIDO1	26.1545802266667	16.57392015	-0.658148738696599	0.00177538274566176
DIEXF	12.04416104	18.7994893033333	0.642359567686249	0.00437423675489659
DIMT1	53.7381451733333	111.365198266667	1.05128002825881	2.82865809747206e-05
DIP2A	18.9573158066667	17.4916912933333	-0.116084913474274	0.357218571515806
DIP2A-IT1	0.948628689	0.976998219666667	0.0425124333181783	0.934585503598837
DIP2B	27.6669077166667	13.63481052	-1.02086675380858	0.00215675378017536
DIP2C	0.179408673666667	4.11788706833333	4.52058271969811	0.00466801880182129
DIRAS1	26.35970345	0.562164955666667	-5.55119680815439	0.00300621256506496
DIRC2	2.95843752333333	4.15775436333333	0.490969099102936	0.0455527010378141
DIS3	18.0497022666667	15.4505421833333	-0.224317574364691	0.0120490269855966
DIS3L	65.07140634	54.87774574	-0.245802514052878	0.0166244217981575
DIS3L2	13.09292066	13.4305109033333	0.0367272290370021	0.601382161290854
DISP1	0.599762692	0.983124104333333	0.71298176344833	0.12122191215056
DISP2	11.53357391	0.221289814	-5.70375877491632	3.04112467921342e-06
DIXDC1	16.0874819833333	3.33506468466667	-2.27015188441176	4.7767209371752e-06
DKC1	117.884365133333	105.949742	-0.153992313451427	0.00478213968802923
DKFZP434I0714	1.74520624866667	7.41682965466667	2.08740509006415	0.000155376055127036
DKFZP586I1420	17.1488998566667	9.342746538	-0.876197392690855	0.0218944306727807
DKK1	0.257127759333333	1.87659701533333	2.86756159980693	0.00164710003765437
DLAT	118.6859916	67.1928947866667	-0.820769074512636	0.000225530403789632
DLD	165.466286266667	116.449700533333	-0.506830368594206	0.00207234921486766
DLEC1	1.002345063	0.187639262333333	-2.41734561063042	0.00686730577863647
DLEU1	16.6641365233333	9.34678927966667	-0.834203789720363	0.000409962002570834
DLEU2	8.97246515	6.87767296133333	-0.383583898241607	0.0118878714833256
DLEU2L	0.831249053333333	0.863751215	0.0553350423854093	0.860152093985701
DLG1	19.94734561	52.3946890566667	1.3932238015835	0.000387424681468888
DLG2	0.853404927666667	0.298965741333333	-1.51325026627457	0.0470775751462401
DLG3	13.3243232666667	8.62265193566667	-0.627858711274518	0.00268703174619414
DLG4	6.76036954966667	0.176332371333333	-5.26073285634488	0.0167845776391198
DLG5	1.518319098	13.0850395133333	3.1073713487684	0.000226851063162045
DLGAP3	2.22476002	0.271763056666667	-3.03322846880318	0.000487571228012765
DLGAP4	20.2572607633333	11.2738275833333	-0.845461693698284	0.0203575776811972
DLGAP5	77.3421802066667	78.1608271966667	0.0151903025368333	0.82594493296279
DLK2	4.461323097	0.772952346666667	-2.52902025612849	0.0141119285558412
DLL4	7.69494359166667	1.32683296266667	-2.53592399208763	0.00169283495464089
DLST	97.9642830466667	33.07618543	-1.56646298789072	7.03839759135271e-06
DMAP1	30.3800837166667	38.77882502	0.35214324573362	0.0120840757727812
DMC1	7.307091985	2.165037345	-1.75490545836533	0.00598190062909093
DMD	1.68126254666667	0.327182649333333	-2.36137688548154	0.000260453577164636
DMKN	40.8390069533333	5.69080112133333	-2.84324411884705	2.54587723527605e-06
DMPK	23.8566471466667	11.416649811	-1.06325194114834	0.000956832122806528
DMTF1	74.7831102166667	24.9640127633333	-1.58286261947135	0.000531521782952456
DMTN	83.1029844266667	0.281577592	-8.20522394973662	0.00168323441050758
DMWD	29.1085670366667	27.3318722033333	-0.0908595336031924	0.326772971198554
DMXL1	9.070813916	10.6147001333333	0.226759702088315	0.0406193831722151
DMXL2	19.6001577166667	3.03146996	-2.692775831924	0.00147064251735872
DNA2	18.26973902	22.7467166	0.316202287457895	0.0179331083304722
DNAAF2	37.57322656	6.74307667533333	-2.47822610345207	9.86231929785876e-05
DNAAF3	5.11855965433333	0.129717978666667	-5.30228754438043	0.00346883049566218
DNAH1	9.05129332666667	3.39659319133333	-1.4140355140744	0.00112794976639643
DNAH14	0.0416493453333333	0.910935651666667	4.45098342207404	0.00178883669810599
DNAH6	0.211303846666667	0.322115806333333	0.608260425042487	0.264678168001866
DNAJA1	554.412904666667	455.044768266667	-0.284952350747996	0.00264417890291157
DNAJA2	47.8805467566667	72.3975919133333	0.596502084452257	0.000386657242338712
DNAJA3	137.093449133333	111.387629733333	-0.299570613488035	8.12080303433153e-05
DNAJA4	7.81943362066667	2.08701632233333	-1.90562222993231	0.000331052602931107
DNAJB1	123.303919533333	201.956629166667	0.711826842601422	0.00020630914408756
DNAJB11	160.045441033333	399.366278133333	1.31923093735287	1.37300282891749e-06
DNAJB12	21.24567879	34.62437124	0.704618434978744	0.000455260522166719
DNAJB13	2.22278338666667	0.704292004666667	-1.65812175254858	0.014622270786516
DNAJB14	18.3845265466667	22.7958187266667	0.310277201905227	0.0187879637762677
DNAJB2	23.3112126833333	38.5911498666667	0.727245973716899	0.00108838170176106
DNAJB4	25.0420189	13.77948175	-0.861829248834386	0.000587679568417282
DNAJB5	1.94831693766667	2.04205980133333	0.0677967325056651	0.654969164292471
DNAJB6	129.323054933333	74.4522217766667	-0.796592686083221	0.00201450845148736
DNAJB9	18.6087226266667	127.8530481	2.78043562393318	0.0013364670844486
DNAJC1	90.40655031	151.829158033333	0.747949669287929	0.0107179949184863
DNAJC10	33.25863951	108.273201966667	1.7028751550268	0.000125290122584213
DNAJC11	62.4172868	43.71520967	-0.513810327926509	0.00289874199251783
DNAJC13	19.9613119333333	33.6008199366667	0.751289895288161	0.00083124029007004
DNAJC14	59.2439616866667	34.00785562	-0.800800078759988	8.3048076886505e-05
DNAJC15	0.669040037333333	32.17718906	5.58780194157226	0.00110262509070513
DNAJC16	7.311915294	13.7579706566667	0.911946421256546	0.000174366430904562
DNAJC17	36.4751314	20.5519558766667	-0.827637477386827	0.00167030052218598
DNAJC18	3.059761357	3.59139758466667	0.23112623923379	0.242753262690967
DNAJC19	75.1188943133333	114.1900041	0.604188633397049	0.00326016305402171
DNAJC2	131.558472366667	68.4359042566667	-0.942878835774314	0.00184915477454278
DNAJC21	33.2234399233333	34.5867222166667	0.0580168396892278	0.306587180884123
DNAJC24	22.6829431466667	16.1510205733333	-0.48998251348328	0.0164765919926296
DNAJC25	9.74254802266667	13.6278576266667	0.484187737649567	0.0520822102592618
DNAJC27	2.251025919	4.99518141	1.1499544048049	0.0231763706860969
DNAJC28	0.883866353	0.697313507333333	-0.34202081249367	0.52906832022867
DNAJC3	41.6303448766667	92.12468119	1.14595221138303	0.000238367009708088
DNAJC30	15.3898868333333	13.8347076233333	-0.153690468132485	0.0266110028137736
DNAJC4	67.0428687333333	31.0403233966667	-1.11094029414761	0.000362201706647556
DNAJC5	39.0579296333333	28.1529640266667	-0.47232865599695	0.00376726676738016
DNAJC7	120.046633166667	108.373187533333	-0.147587076673655	0.026485046338775
DNAJC8	160.8766913	217.892015566667	0.437658015707828	0.00559661381536258
DNAJC9	149.635139733333	245.151682066667	0.712225648568525	0.00118092158499311
