"","...1","Tf","In_Degree","Out_Degree","Total_Connections","file"
"872",982,"IRF1",106,121,227,"MM1_jia_DEGREE_TABLE.txt"
"873",983,"IRF2",118,98,216,"MM1_jia_DEGREE_TABLE.txt"
"874",984,"IRF4",121,115,236,"MM1_jia_DEGREE_TABLE.txt"
"875",985,"IRF7",91,120,211,"MM1_jia_DEGREE_TABLE.txt"
"876",986,"IRF9",105,116,221,"MM1_jia_DEGREE_TABLE.txt"
"877",987,"JUNB",107,111,218,"MM1_jia_DEGREE_TABLE.txt"
"878",988,"JUND",97,120,217,"MM1_jia_DEGREE_TABLE.txt"
"879",989,"KLF1",114,121,235,"MM1_jia_DEGREE_TABLE.txt"
"880",990,"KLF13",118,98,216,"MM1_jia_DEGREE_TABLE.txt"
"881",991,"KLF2",116,119,235,"MM1_jia_DEGREE_TABLE.txt"
"882",992,"KLF3",112,119,231,"MM1_jia_DEGREE_TABLE.txt"
"883",993,"KLF6",100,113,213,"MM1_jia_DEGREE_TABLE.txt"
"884",994,"KLF9",111,120,231,"MM1_jia_DEGREE_TABLE.txt"
"885",995,"LHX6",104,107,211,"MM1_jia_DEGREE_TABLE.txt"
"886",996,"MEF2A",104,121,225,"MM1_jia_DEGREE_TABLE.txt"
"887",997,"MEF2B",82,117,199,"MM1_jia_DEGREE_TABLE.txt"
"888",998,"MEF2C",117,121,238,"MM1_jia_DEGREE_TABLE.txt"
"889",999,"MEF2D",117,113,230,"MM1_jia_DEGREE_TABLE.txt"
"890",1000,"MEIS2",108,120,228,"MM1_jia_DEGREE_TABLE.txt"
"891",1001,"MIXL1",107,94,201,"MM1_jia_DEGREE_TABLE.txt"
"892",1002,"MNT",112,67,179,"MM1_jia_DEGREE_TABLE.txt"
"893",1003,"MXI1",99,114,213,"MM1_jia_DEGREE_TABLE.txt"
"894",1004,"MYNN",95,88,183,"MM1_jia_DEGREE_TABLE.txt"
"895",1005,"MZF1",97,120,217,"MM1_jia_DEGREE_TABLE.txt"
"896",1006,"NFE2L2",99,102,201,"MM1_jia_DEGREE_TABLE.txt"
"897",1007,"NFIX",114,110,224,"MM1_jia_DEGREE_TABLE.txt"
"898",1008,"NFKB2",90,114,204,"MM1_jia_DEGREE_TABLE.txt"
"899",1009,"NFYA",97,97,194,"MM1_jia_DEGREE_TABLE.txt"
"900",1010,"NHLH1",106,111,217,"MM1_jia_DEGREE_TABLE.txt"
"901",1011,"NR1D2",107,101,208,"MM1_jia_DEGREE_TABLE.txt"
"902",1012,"NR3C1",114,115,229,"MM1_jia_DEGREE_TABLE.txt"
"903",1013,"NR4A2",108,119,227,"MM1_jia_DEGREE_TABLE.txt"
"904",1014,"NR4A3",92,87,179,"MM1_jia_DEGREE_TABLE.txt"
"905",1015,"PBX2",109,99,208,"MM1_jia_DEGREE_TABLE.txt"
"906",1016,"PBX4",109,100,209,"MM1_jia_DEGREE_TABLE.txt"
"907",1017,"POU2F1",106,121,227,"MM1_jia_DEGREE_TABLE.txt"
"908",1018,"POU2F2",114,121,235,"MM1_jia_DEGREE_TABLE.txt"
"909",1019,"POU5F1",103,117,220,"MM1_jia_DEGREE_TABLE.txt"
"910",1020,"PPARD",103,102,205,"MM1_jia_DEGREE_TABLE.txt"
"911",1021,"PRDM1",119,119,238,"MM1_jia_DEGREE_TABLE.txt"
"912",1022,"PRDM10",85,79,164,"MM1_jia_DEGREE_TABLE.txt"
"913",1023,"RAX2",88,69,157,"MM1_jia_DEGREE_TABLE.txt"
"914",1024,"RELA",103,121,224,"MM1_jia_DEGREE_TABLE.txt"
"915",1025,"RFX1",101,120,221,"MM1_jia_DEGREE_TABLE.txt"
"916",1026,"RFX3",106,119,225,"MM1_jia_DEGREE_TABLE.txt"
"917",1027,"RREB1",108,121,229,"MM1_jia_DEGREE_TABLE.txt"
"918",1028,"RUNX1",112,114,226,"MM1_jia_DEGREE_TABLE.txt"
"919",1029,"RXRB",107,116,223,"MM1_jia_DEGREE_TABLE.txt"
"920",1030,"SF1",104,98,202,"MM1_jia_DEGREE_TABLE.txt"
"921",1031,"SIN3A",106,121,227,"MM1_jia_DEGREE_TABLE.txt"
"922",1032,"SMAD3",117,121,238,"MM1_jia_DEGREE_TABLE.txt"
"923",1033,"SNAPC4",106,92,198,"MM1_jia_DEGREE_TABLE.txt"
"924",1034,"SP3",98,121,219,"MM1_jia_DEGREE_TABLE.txt"
"925",1035,"TCF3",114,121,235,"MM1_jia_DEGREE_TABLE.txt"
"926",1036,"TCF4",112,113,225,"MM1_jia_DEGREE_TABLE.txt"
"927",1037,"USF1",107,112,219,"MM1_jia_DEGREE_TABLE.txt"
"928",1038,"XBP1",117,88,205,"MM1_jia_DEGREE_TABLE.txt"
"929",1039,"ZBED6",114,100,214,"MM1_jia_DEGREE_TABLE.txt"
"930",1040,"ZBTB1",110,91,201,"MM1_jia_DEGREE_TABLE.txt"
"931",1041,"ZBTB20",116,87,203,"MM1_jia_DEGREE_TABLE.txt"
"932",1042,"ZBTB3",102,121,223,"MM1_jia_DEGREE_TABLE.txt"
"933",1043,"ZBTB32",102,90,192,"MM1_jia_DEGREE_TABLE.txt"
"934",1044,"ZBTB38",120,102,222,"MM1_jia_DEGREE_TABLE.txt"
"935",1045,"ZBTB7A",107,113,220,"MM1_jia_DEGREE_TABLE.txt"
"936",1046,"ZBTB7B",121,117,238,"MM1_jia_DEGREE_TABLE.txt"
"937",1047,"ZFP62",109,121,230,"MM1_jia_DEGREE_TABLE.txt"
"938",1048,"ZFP91",109,113,222,"MM1_jia_DEGREE_TABLE.txt"
"939",1049,"ZNF114",106,81,187,"MM1_jia_DEGREE_TABLE.txt"
"940",1050,"ZNF143",89,117,206,"MM1_jia_DEGREE_TABLE.txt"
"941",1051,"ZNF217",111,76,187,"MM1_jia_DEGREE_TABLE.txt"
"942",1052,"ZNF367",103,101,204,"MM1_jia_DEGREE_TABLE.txt"
"943",1053,"ZNF460",110,121,231,"MM1_jia_DEGREE_TABLE.txt"
"944",1054,"ZNF490",104,96,200,"MM1_jia_DEGREE_TABLE.txt"
"945",1055,"ZNF519",106,120,226,"MM1_jia_DEGREE_TABLE.txt"
"946",1056,"ZNF543",110,120,230,"MM1_jia_DEGREE_TABLE.txt"
"947",1057,"ZNF554",95,92,187,"MM1_jia_DEGREE_TABLE.txt"
"948",1058,"ZNF574",114,121,235,"MM1_jia_DEGREE_TABLE.txt"
"949",1059,"ZNF592",110,63,173,"MM1_jia_DEGREE_TABLE.txt"
"950",1060,"ZNF672",103,120,223,"MM1_jia_DEGREE_TABLE.txt"
"951",1061,"ZNF681",115,121,236,"MM1_jia_DEGREE_TABLE.txt"
"952",1062,"ZNF692",103,119,222,"MM1_jia_DEGREE_TABLE.txt"
"953",1063,"ZNF76",103,117,220,"MM1_jia_DEGREE_TABLE.txt"
"954",1064,"ZNF775",108,115,223,"MM1_jia_DEGREE_TABLE.txt"
"955",1065,"ZNF791",104,106,210,"MM1_jia_DEGREE_TABLE.txt"
"956",1066,"ZNF805",110,119,229,"MM1_jia_DEGREE_TABLE.txt"
"957",1067,"AIRE",39,35,74,"RPMI8226.H3K27ac_DEGREE_TABLE.txt"
"958",1068,"ARF1",22,9,31,"RPMI8226.H3K27ac_DEGREE_TABLE.txt"
"959",1069,"ARID3A",31,42,73,"RPMI8226.H3K27ac_DEGREE_TABLE.txt"
"960",1070,"ARID5A",42,37,79,"RPMI8226.H3K27ac_DEGREE_TABLE.txt"
"961",1071,"ATF3",33,46,79,"RPMI8226.H3K27ac_DEGREE_TABLE.txt"
"962",1072,"BCL11A",33,44,77,"RPMI8226.H3K27ac_DEGREE_TABLE.txt"
"963",1073,"CAD",43,39,82,"RPMI8226.H3K27ac_DEGREE_TABLE.txt"
"964",1074,"CAMTA1",42,11,53,"RPMI8226.H3K27ac_DEGREE_TABLE.txt"
"965",1075,"CEBPB",37,30,67,"RPMI8226.H3K27ac_DEGREE_TABLE.txt"
"966",1076,"CTCF",42,46,88,"RPMI8226.H3K27ac_DEGREE_TABLE.txt"
"967",1077,"DDIT3",38,28,66,"RPMI8226.H3K27ac_DEGREE_TABLE.txt"
"968",1078,"E2F3",36,41,77,"RPMI8226.H3K27ac_DEGREE_TABLE.txt"
"969",1079,"FOSL1",36,28,64,"RPMI8226.H3K27ac_DEGREE_TABLE.txt"
"970",1080,"FOXH1",24,34,58,"RPMI8226.H3K27ac_DEGREE_TABLE.txt"
"971",1081,"FOXO3",34,45,79,"RPMI8226.H3K27ac_DEGREE_TABLE.txt"
"972",1082,"FOXP2",40,37,77,"RPMI8226.H3K27ac_DEGREE_TABLE.txt"
"973",1083,"HBP1",33,40,73,"RPMI8226.H3K27ac_DEGREE_TABLE.txt"
"974",1084,"JUNB",43,37,80,"RPMI8226.H3K27ac_DEGREE_TABLE.txt"
"975",1085,"JUND",30,46,76,"RPMI8226.H3K27ac_DEGREE_TABLE.txt"
"976",1086,"KLF13",42,26,68,"RPMI8226.H3K27ac_DEGREE_TABLE.txt"
"977",1087,"KLF6",40,32,72,"RPMI8226.H3K27ac_DEGREE_TABLE.txt"
"978",1088,"LTF",41,28,69,"RPMI8226.H3K27ac_DEGREE_TABLE.txt"
"979",1089,"MAF",44,45,89,"RPMI8226.H3K27ac_DEGREE_TABLE.txt"
"980",1090,"MAZ",32,46,78,"RPMI8226.H3K27ac_DEGREE_TABLE.txt"
"981",1091,"MEF2D",30,40,70,"RPMI8226.H3K27ac_DEGREE_TABLE.txt"
"982",1092,"MYC",38,37,75,"RPMI8226.H3K27ac_DEGREE_TABLE.txt"
"983",1093,"NFE2L2",27,28,55,"RPMI8226.H3K27ac_DEGREE_TABLE.txt"
"984",1094,"NFE2L3",36,41,77,"RPMI8226.H3K27ac_DEGREE_TABLE.txt"
"985",1095,"NOTCH1",31,26,57,"RPMI8226.H3K27ac_DEGREE_TABLE.txt"
"986",1096,"SF1",35,27,62,"RPMI8226.H3K27ac_DEGREE_TABLE.txt"
"987",1097,"SIN3A",34,46,80,"RPMI8226.H3K27ac_DEGREE_TABLE.txt"
"988",1098,"SP3",23,46,69,"RPMI8226.H3K27ac_DEGREE_TABLE.txt"
"989",1099,"SREBF2",34,33,67,"RPMI8226.H3K27ac_DEGREE_TABLE.txt"
"990",1100,"TBX10",36,29,65,"RPMI8226.H3K27ac_DEGREE_TABLE.txt"
"991",1101,"TFAP4",32,31,63,"RPMI8226.H3K27ac_DEGREE_TABLE.txt"
"992",1102,"TGIF1",37,30,67,"RPMI8226.H3K27ac_DEGREE_TABLE.txt"
"993",1103,"XBP1",37,25,62,"RPMI8226.H3K27ac_DEGREE_TABLE.txt"
"994",1104,"ZBTB38",43,35,78,"RPMI8226.H3K27ac_DEGREE_TABLE.txt"
"995",1105,"ZBTB7B",45,36,81,"RPMI8226.H3K27ac_DEGREE_TABLE.txt"
"996",1106,"ZFP91",31,33,64,"RPMI8226.H3K27ac_DEGREE_TABLE.txt"
"997",1107,"ZNF423",31,29,60,"RPMI8226.H3K27ac_DEGREE_TABLE.txt"
"998",1108,"ZNF580",31,40,71,"RPMI8226.H3K27ac_DEGREE_TABLE.txt"
"999",1109,"ZNF581",31,38,69,"RPMI8226.H3K27ac_DEGREE_TABLE.txt"
"1000",1110,"ZNF689",28,39,67,"RPMI8226.H3K27ac_DEGREE_TABLE.txt"
"1001",1111,"ZNF775",44,38,82,"RPMI8226.H3K27ac_DEGREE_TABLE.txt"
"1002",1112,"ZNF784",31,43,74,"RPMI8226.H3K27ac_DEGREE_TABLE.txt"
"1003",1113,"AIRE",88,118,206,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1004",1114,"ARF1",121,31,152,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1005",1115,"ARF4",115,53,168,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1006",1116,"BACH1",123,88,211,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1007",1117,"BBX",101,127,228,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1008",1118,"BCL11A",126,144,270,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1009",1119,"BCL6B",117,139,256,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1010",1120,"BCLAF1",112,147,259,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1011",1121,"BHLHE41",134,53,187,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1012",1122,"BRCA1",113,33,146,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1013",1123,"CAMTA2",115,25,140,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1014",1124,"CEBPB",108,115,223,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1015",1125,"CEBPG",104,122,226,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1016",1126,"CHD2",133,128,261,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1017",1127,"CNOT3",92,118,210,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1018",1128,"CREB1",109,122,231,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1019",1129,"CREB3L2",124,108,232,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1020",1130,"CREM",104,94,198,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1021",1131,"CST6",103,49,152,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1022",1132,"CTCF",132,147,279,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1023",1133,"DBP",124,134,258,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1024",1134,"DDIT3",118,109,227,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1025",1135,"DEAF1",107,118,225,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1026",1136,"ERF",123,111,234,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1027",1137,"ESRRA",130,144,274,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1028",1138,"FIZ1",101,144,245,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1029",1139,"FLI1",110,144,254,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1030",1140,"FOSB",131,53,184,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1031",1141,"FOSL2",121,94,215,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1032",1142,"FOXN3",139,81,220,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1033",1143,"FOXO3",126,146,272,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1034",1144,"FOXP1",119,141,260,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1035",1145,"FOXP2",126,126,252,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1036",1146,"GFI1",117,136,253,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1037",1147,"GLIS3",114,86,200,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1038",1148,"GZF1",107,37,144,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1039",1149,"HAP1",106,14,120,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1040",1150,"HBP1",119,128,247,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1041",1151,"HES5",106,74,180,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1042",1152,"HES7",137,125,262,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1043",1153,"HEY1",119,51,170,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1044",1154,"HEY2",123,66,189,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1045",1155,"HIVEP2",130,119,249,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1046",1156,"IRF1",137,144,281,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1047",1157,"IRF2",119,116,235,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1048",1158,"IRF3",135,145,280,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1049",1159,"IRF4",141,129,270,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1050",1160,"IRF9",91,126,217,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1051",1161,"ISL2",112,129,241,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1052",1162,"JUN",109,129,238,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1053",1163,"JUNB",129,121,250,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1054",1164,"JUND",111,140,251,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1055",1165,"KLF10",108,142,250,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1056",1166,"KLF12",118,145,263,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1057",1167,"KLF13",143,87,230,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1058",1168,"KLF15",81,147,228,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1059",1169,"KLF2",135,132,267,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1060",1170,"KLF6",124,100,224,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1061",1171,"KLF7",99,147,246,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1062",1172,"KLF9",114,128,242,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1063",1173,"LHX6",107,116,223,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1064",1174,"MAFG",90,130,220,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1065",1175,"MEF2A",116,143,259,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1066",1176,"MEF2B",117,125,242,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1067",1177,"MEF2C",117,132,249,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1068",1178,"MNT",121,44,165,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1069",1179,"MYNN",98,80,178,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1070",1180,"MZF1",124,145,269,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1071",1181,"NFE2L2",132,100,232,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1072",1182,"NFE2L3",120,127,247,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1073",1183,"NFIL3",128,108,236,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1074",1184,"NFYA",117,109,226,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1075",1185,"NR1D2",118,82,200,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1076",1186,"NR2C2",97,144,241,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1077",1187,"NR3C1",132,124,256,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1078",1188,"NR4A2",130,133,263,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1079",1189,"NR4A3",120,81,201,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1080",1190,"NRL",97,82,179,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1081",1191,"PAX4",122,147,269,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1082",1192,"PAX5",141,147,288,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1083",1193,"PEG3",99,143,242,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1084",1194,"PRDM1",137,143,280,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1085",1195,"PRDM10",102,64,166,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1086",1196,"RARA",127,145,272,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1087",1197,"RAX2",102,67,169,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1088",1198,"RBPJ",104,116,220,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1089",1199,"RELA",127,145,272,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1090",1200,"RFX1",106,144,250,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1091",1201,"RFX3",118,127,245,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1092",1202,"RORA",95,131,226,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1093",1203,"RUNX1",128,104,232,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1094",1204,"RXRA",82,147,229,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1095",1205,"SF1",117,95,212,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1096",1206,"SIN3A",130,147,277,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1097",1207,"SIX5",97,138,235,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1098",1208,"SMAD7",128,109,237,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1099",1209,"SNAI3",101,109,210,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1100",1210,"SPI1",104,147,251,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1101",1211,"TCF12",100,137,237,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1102",1212,"TFEB",116,62,178,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1103",1213,"TGIF2",105,112,217,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1104",1214,"TP53",107,118,225,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1105",1215,"USF1",114,99,213,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1106",1216,"VSX1",126,110,236,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1107",1217,"XBP1",121,95,216,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1108",1218,"ZBTB1",118,72,190,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1109",1219,"ZBTB11",114,137,251,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1110",1220,"ZBTB20",115,88,203,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1111",1221,"ZBTB3",122,137,259,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1112",1222,"ZBTB32",94,90,184,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1113",1223,"ZBTB38",142,103,245,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1114",1224,"ZBTB7A",106,126,232,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1115",1225,"ZFP91",134,109,243,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1116",1226,"ZIM2",99,112,211,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1117",1227,"ZNF135",97,145,242,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1118",1228,"ZNF136",95,142,237,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1119",1229,"ZNF143",112,119,231,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1120",1230,"ZNF20",95,131,226,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1121",1231,"ZNF215",127,100,227,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1122",1232,"ZNF283",119,137,256,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1123",1233,"ZNF331",111,144,255,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1124",1234,"ZNF367",123,88,211,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1125",1235,"ZNF440",94,122,216,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1126",1236,"ZNF441",94,147,241,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1127",1237,"ZNF460",115,147,262,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1128",1238,"ZNF483",113,121,234,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1129",1239,"ZNF490",117,93,210,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1130",1240,"ZNF491",94,127,221,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1131",1241,"ZNF497",96,124,220,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1132",1242,"ZNF524",101,138,239,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1133",1243,"ZNF526",123,137,260,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1134",1244,"ZNF543",115,141,256,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1135",1245,"ZNF554",119,88,207,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1136",1246,"ZNF574",103,143,246,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1137",1247,"ZNF580",126,127,253,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1138",1248,"ZNF581",126,118,244,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1139",1249,"ZNF584",96,98,194,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1140",1250,"ZNF592",101,47,148,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1141",1251,"ZNF625",95,103,198,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1142",1252,"ZNF627",99,119,218,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1143",1253,"ZNF784",126,133,259,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1144",1254,"ZNF791",117,113,230,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1145",1255,"ZNF805",115,135,250,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1146",1256,"ZNF823",94,145,239,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1147",1257,"ZNF837",96,144,240,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1148",1258,"ZNF860",122,142,264,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1149",1259,"ZSCAN18",97,53,150,"MM12.H3K27ac_DEGREE_TABLE.txt"
"1150",1260,"ARF1",93,39,132,"MM14.H3K27ac_DEGREE_TABLE.txt"
"1151",1261,"ARF4",99,52,151,"MM14.H3K27ac_DEGREE_TABLE.txt"
"1152",1262,"ARF5",67,41,108,"MM14.H3K27ac_DEGREE_TABLE.txt"
"1153",1263,"ARID5A",106,103,209,"MM14.H3K27ac_DEGREE_TABLE.txt"
"1154",1264,"ATF5",114,109,223,"MM14.H3K27ac_DEGREE_TABLE.txt"
"1155",1265,"BARX2",116,100,216,"MM14.H3K27ac_DEGREE_TABLE.txt"
"1156",1266,"BCL6B",99,117,216,"MM14.H3K27ac_DEGREE_TABLE.txt"
"1157",1267,"BHLHA15",80,86,166,"MM14.H3K27ac_DEGREE_TABLE.txt"
"1158",1268,"BHLHE41",114,56,170,"MM14.H3K27ac_DEGREE_TABLE.txt"
"1159",1269,"CAMTA2",108,28,136,"MM14.H3K27ac_DEGREE_TABLE.txt"
"1160",1270,"CEBPG",82,100,182,"MM14.H3K27ac_DEGREE_TABLE.txt"
"1161",1271,"CHD2",109,113,222,"MM14.H3K27ac_DEGREE_TABLE.txt"
"1162",1272,"CNOT3",76,99,175,"MM14.H3K27ac_DEGREE_TABLE.txt"
"1163",1273,"CREB1",97,108,205,"MM14.H3K27ac_DEGREE_TABLE.txt"
"1164",1274,"CREB3L2",114,94,208,"MM14.H3K27ac_DEGREE_TABLE.txt"
"1165",1275,"DMRTC2",114,74,188,"MM14.H3K27ac_DEGREE_TABLE.txt"
"1166",1276,"ERF",105,97,202,"MM14.H3K27ac_DEGREE_TABLE.txt"
"1167",1277,"ESRRA",105,118,223,"MM14.H3K27ac_DEGREE_TABLE.txt"
"1168",1278,"FIZ1",107,115,222,"MM14.H3K27ac_DEGREE_TABLE.txt"
"1169",1279,"FLI1",98,115,213,"MM14.H3K27ac_DEGREE_TABLE.txt"
"1170",1280,"FOSB",110,62,172,"MM14.H3K27ac_DEGREE_TABLE.txt"
"1171",1281,"FOXO3",105,115,220,"MM14.H3K27ac_DEGREE_TABLE.txt"
"1172",1282,"FOXP2",101,103,204,"MM14.H3K27ac_DEGREE_TABLE.txt"
"1173",1283,"HBP1",101,113,214,"MM14.H3K27ac_DEGREE_TABLE.txt"
"1174",1284,"HES1",106,106,212,"MM14.H3K27ac_DEGREE_TABLE.txt"
"1175",1285,"HES5",103,79,182,"MM14.H3K27ac_DEGREE_TABLE.txt"
"1176",1286,"HES7",109,110,219,"MM14.H3K27ac_DEGREE_TABLE.txt"
"1177",1287,"IKZF1",116,108,224,"MM14.H3K27ac_DEGREE_TABLE.txt"
"1178",1288,"IRF1",115,116,231,"MM14.H3K27ac_DEGREE_TABLE.txt"
