GENE	p300H3K27ac_33_DMSO_compare_TSS_SIGNAL	p300H3K27ac_33_DMSO_compare_DISTAL_SIGNAL	ENHANCER_PROMOTER_DIFFERENCE	ENHANCER_CONTRIBUTION	ENHANCER_PROMOTER_RATIO
MRFAP1	552.7144	182.4896	-370.2248	0.248216277386957	-1.59871995212382
FAM127B	370.1176	0	-370.1176	0	-8
MBIP	370.0902	0	-370.0902	0	-8
CMAS	370.0389	0	-370.0389	0	-8
RIBC2	713.394	343.4406	-369.9534	0.324971003031127	-1.05463848374183
SMC1B	713.394	343.4406	-369.9534	0.324971003031127	-1.05463848374183
ZC3H13	369.3978	0	-369.3978	0	-8
USP11	500.7888	131.9619	-368.8269	0.208552752292491	-1.92408084193884
CLCC1	382.2	13.3736	-368.8264	0.0338081206632596	-4.83686800066258
CYP1B1	513.57	144.78	-368.79	0.21991341991342	-1.82669860904137
BET1	743.3356	374.7733	-368.5623	0.335184971696406	-0.987995528918421
CDADC1	368.4555	0	-368.4555	0	-8
ANXA7	848.8848	481.6818	-367.203	0.362012544129696	-0.817488368821011
B3GNTL1	366.8615	0	-366.8615	0	-8
MRPL22	588.595	221.7484	-366.8466	0.273647443787412	-1.40835159195245
LOC388906	366.3615	0	-366.3615	0	-8
BANK1	587.001	220.7076	-366.2934	0.273251516697977	-1.41122665183221
FAHD2B	506.6061	140.6434	-365.9627	0.217293949242139	-1.84882259590832
ATL3	1125.316	759.4549	-365.8611	0.40294281920418	-0.567293983172499
ZNF10	372.4094	6.6444	-365.765	0.0175289101441537	-5.80860675054997
TRPC1	365.3358	0	-365.3358	0	-8
EIF6	670.244	305.2368	-365.0072	0.312909080322237	-1.13475749226076
LOC653501	364.8073	0	-364.8073	0	-8
ST8SIA2	364.6302	0	-364.6302	0	-8
MON1B	378.8706	14.4739	-364.3967	0.0367970061866888	-4.71017957811536
EXOSC3	692.1072	327.8525	-364.2547	0.321436719509604	-1.07794861719272
ELP2	963.9322	600.1044	-363.8278	0.383689486550379	-0.683718167509797
SNORD18A	1222.1481	858.347	-363.8011	0.412568623689621	-0.509786219186833
MID1IP1	870.2853	507.0802	-363.2051	0.368152244266319	-0.779274485403809
FAM84B	438.8031	75.66	-363.1431	0.147065941172457	-2.53597103644453
GAN	362.791	0	-362.791	0	-8
RFXAP	442.4849	79.732	-362.7529	0.152679853907447	-2.4723974601282
TMEM106B	1356.2	993.5089	-362.6911	0.422822120646519	-0.448965153141233
OTUB1	479.4258	117.219	-362.2068	0.1964636245887	-2.03210111399635
PAIP2B	855.497	493.8528	-361.6442	0.365993162039969	-0.792681705904347
FADS1	703.0302	341.7863	-361.2439	0.327125672307051	-1.04049209447066
PPP1R8	796.3584	435.2406	-361.1178	0.353394733188319	-0.871604719863832
APPL1	818	457.1436	-360.8564	0.358503622650814	-0.839453420847092
TSC1	605.3315	244.5376	-360.7939	0.287735605400879	-1.30766911696788
C16orf57	360.5562	0	-360.5562	0	-8
KLHL11	592.1917	231.6722	-360.5195	0.28120202863604	-1.35397933491167
RPS12	1011.7099	651.3647	-360.3452	0.391662947651296	-0.635258225990813
DTYMK	426.3648	66.0552	-360.3096	0.134144023394663	-2.69034429345476
CPNE8	710.6	350.396	-360.204	0.330251951939498	-1.02005138294552
UBE2G2	989.8165	630.6149	-359.2016	0.38916482363894	-0.65040183374427
ERO1L	358.5972	0	-358.5972	0	-8
HSPE1	2163.7876	1805.3271	-358.4605	0.454843771584631	-0.26129863248714
PTTG1IP	988.8	630.6149	-358.1851	0.389409100780782	-0.648919485206206
ZNF624	580.7296	222.63	-358.0996	0.277123718942302	-1.38321855773533
LRPAP1	358.0675	0	-358.0675	0	-8
RPP14	748.9035	391.0407	-357.8628	0.343034948552745	-0.937461059281615
FUT9	358.706	1.1978	-357.5082	0.00332811156759112	-8
NUBPL	357.087	0	-357.087	0	-8
DGCR8	508.164	151.3327	-356.8313	0.229466955634501	-1.74757041470364
NIPSNAP1	367.336	10.5138	-356.8222	0.0278253422391649	-5.12674418976291
CCDC109A	383.1394	26.4894	-356.65	0.0646668398315744	-3.85438232108143
WASH2P	1316.8512	960.507	-356.3442	0.421763690929253	-0.455224301709741
FLJ31306	501.818	145.6265	-356.1915	0.224925070797574	-1.78489131046933
PRPF31	648.1436	292.2842	-355.8594	0.31079919160195	-1.14894164251564
TFPT	648.1436	292.2842	-355.8594	0.31079919160195	-1.14894164251564
SUN1	1441.2836	1085.5788	-355.7048	0.42961532056514	-0.408889789063654
C9orf116	617.0108	261.4101	-355.6007	0.297590938466969	-1.23898085910713
MRPS2	617.0108	261.4101	-355.6007	0.297590938466969	-1.23898085910713
PPP3CB	837.1314	481.6818	-355.4496	0.365238837463865	-0.797373678846665
DPH3	784.331	429.0333	-355.2977	0.353589849314011	-0.870372994013567
HTRA2	904.2196	549.246	-354.9736	0.377887168433845	-0.719220732114978
C13orf34	354.6665	0	-354.6665	0	-8
MZT1	354.6665	0	-354.6665	0	-8
SGPP2	379.7213	25.23	-354.4913	0.0623037881345238	-3.91172881600656
KIAA0146	354.4905	0	-354.4905	0	-8
FZD4	421.1592	67.0028	-354.1564	0.137255255427502	-2.65207239020087
CAPZA1	886.4694	532.3974	-354.072	0.375227188344952	-0.735567305889219
ST7L	886.4694	532.3974	-354.072	0.375227188344952	-0.735567305889219
DMAP1	670.8989	317.0188	-353.8801	0.320895961272887	-1.08152697997105
GBP4	684.0147	330.502	-353.5127	0.325772853221637	-1.04936832798115
C14orf181	1580.6952	1227.3825	-353.3127	0.437089935225083	-0.364974285796493
ANKFY1	354.1755	0.9135	-353.262	0.00257259447631439	-8
MTRF1	355.2965	2.048	-353.2485	0.00573116418470132	-7.43866395129195
YIF1B	528.8124	175.7885	-353.0239	0.249486624271982	-1.58891531352006
GRSF1	364.8835	12.5346	-352.3489	0.0332114437542874	-4.86344805064048
GLT25D1	356.7564	4.7925	-351.9639	0.0132554683474352	-6.21801706891504
LOC440434	407.664	55.7382	-351.9258	0.120280395733987	-2.87064224275417
CCNH	1094.6553	743.0934	-351.5619	0.404349843915003	-0.558861185075719
RPPH1	378.9298	27.4282	-351.5016	0.0674976252467036	-3.78819874924196
RAB33B	1054.4	702.9365	-351.4635	0.400001081181663	-0.584956001493151
MAGI3	383.4	31.9365	-351.4635	0.0768930734476743	-3.58557221899785
ZNF518B	351.2756	0	-351.2756	0	-8
ZNF440	413.8732	62.7895	-351.0837	0.131727319968607	-2.72059360200018
SNX2	554.9256	203.8674	-351.0582	0.268673274529417	-1.44466326386089
ANKRA2	741.2694	390.3461	-350.9233	0.344945876050655	-0.9252441018016
MST4	352.6113	1.96	-350.6513	0.00552780216560111	-7.49108124433153
C9orf7	408.4133	58.047	-350.3663	0.124441458362051	-2.81473643602489
MPP6	465.2256	115.0368	-350.1888	0.198249619482496	-2.0158350365388
KIAA1143	808.108	458.068	-350.04	0.361772770926001	-0.818986333880211
KIF15	808.108	458.068	-350.04	0.361772770926001	-0.818986333880211
ORMDL1	1405.7951	1056.0103	-349.7848	0.428957666597043	-0.412762425057063
C14orf118	353.705	4.018	-349.687	0.0112321544882493	-6.45992523893014
GDF9	1007.5793	658.7705	-348.8088	0.395337461558191	-0.613045531169268
UQCRQ	1007.5793	658.7705	-348.8088	0.395337461558191	-0.613045531169268
NKTR	894	545.3335	-348.6665	0.378879182621679	-0.713136048041325
LOC339929	348.5606	0	-348.5606	0	-8
LPP	348.5606	0	-348.5606	0	-8
MIR155HG	560.197	211.8111	-348.3859	0.274363831156694	-1.40315606141488
ARL6IP6	1062.1313	713.794	-348.3373	0.401927941451141	-0.573382442651565
MTERFD1	349.8659	1.818	-348.0479	0.00516941492061479	-7.5883060480806
ATP6V1B2	348.9456	1.0044	-347.9412	0.00287012430347193	-8
ZNF628	503.6144	155.6737	-347.9407	0.236123934286088	-1.69379430345849
ZNF646	952.8899	604.9568	-347.9331	0.388328838774701	-0.655477406955342
POMT2	365.022	17.2019	-347.8201	0.0450047733802099	-4.40734358961967
IDH3B	651.0216	303.2243	-347.7973	0.317763272548512	-1.10232003697814
VMA21	425	77.2618	-347.7382	0.153827744813561	-2.45963564711532
HMGN1	1127	779.343	-347.657	0.408815727285174	-0.532157191624034
C9orf80	415.7295	68.245	-347.4845	0.141009495334981	-2.60684986933198
BTBD8	347.3292	0	-347.3292	0	-8
ATRN	346.9932	0	-346.9932	0	-8
C6orf130	965.0862	618.6768	-346.4094	0.390637235495462	-0.641471872627482
FGF12	346.164	0	-346.164	0	-8
ZNF449	503.4263	157.2732	-346.1531	0.23804044047256	-1.67850773722133
KIF13A	345.9224	0	-345.9224	0	-8
MGMT	345.7392	0	-345.7392	0	-8
NRIP1	345.6	0	-345.6	0	-8
NIT2	474.0645	128.5228	-345.5417	0.213284946430169	-1.88305904502105
NDUFA10	345.4818	0	-345.4818	0	-8
TMEM55B	950.8	605.8753	-344.9247	0.389211096238246	-0.650121011536033
CATSPERG	520.3933	175.7885	-344.6048	0.252503728192837	-1.56576169450788
XPOT	1125.2	780.6111	-344.5889	0.409595211193806	-0.527505575142085
HDAC8	345.9911	1.5163	-344.4748	0.00436336031980902	-7.83403589836743
KLRAQ1	755.0657	410.6259	-344.4398	0.352259465539599	-0.878777554604208
C22orf32	1046.8675	703.0613	-343.8062	0.401765660408583	-0.574356466044992
GNL3L	343.7278	0	-343.7278	0	-8
FAM117B	489.2	145.8688	-343.3312	0.2296897595977	-1.74575306686562
TMEM111	973.4	630.1762	-343.2238	0.392981761640014	-0.627277505805798
TRAF3IP2	860.3276	517.1832	-343.1444	0.37544765529243	-0.734210709422448
FAM168A	609.375	266.3483	-343.0267	0.304146640839635	-1.19401624099546
ABHD5	850.2	507.4026	-342.7974	0.37374898957913	-0.744671346990498
GLRX3	423.279	80.6	-342.679	0.159959037784865	-2.39275717061754
BPTF	406.57	64.1036	-342.4664	0.136195444146432	-2.66502648080675
TBP	468.4579	126.3241	-342.1338	0.212387227589268	-1.89078949819943
C19orf10	711.9623	369.8327	-342.1296	0.341869485438553	-0.94492805816915
HJURP	344.6896	2.72	-341.9696	0.00782937489349747	-6.98554730855992
ASB3	876.6242	534.6747	-341.9495	0.378852913440236	-0.713297094108088
ERLEC1	876.6242	534.6747	-341.9495	0.378852913440236	-0.713297094108088
COQ6	341.9044	0	-341.9044	0	-8
FAM161B	341.9044	0	-341.9044	0	-8
MAGOHB	880.9275	539.1864	-341.7411	0.379678277918412	-0.708239183164898
SLC41A3	606.048	264.3688	-341.6792	0.303726674393233	-1.19688013762709
NSD1	456.2072	114.6602	-341.547	0.200852597293172	-1.99232451525734
ZNF431	340.7635	0	-340.7635	0	-8
PECI	630.0323	289.281	-340.7513	0.314670743912875	-1.12295422341264
SYNRG	884.8	545.7508	-339.0492	0.381496973054015	-0.697109045550897
DNAI1	339.001	0	-339.001	0	-8
ARHGAP12	647.8	309.0384	-338.7616	0.322978676441079	-1.06776235476864
GSPT2	338.6944	0	-338.6944	0	-8
PARP2	366.0018	27.4282	-338.5736	0.0697155783748062	-3.73811889145218
NADSYN1	345.5064	7.5816	-337.9248	0.0214722675367047	-5.51006628152972
UTP15	728.0856	390.3461	-337.7395	0.349012013876216	-0.899354220435128
IFT46	371.5536	33.878	-337.6756	0.0835603342216048	-3.45514973543965
MAPK10	964.1361	626.4738	-337.6623	0.393857601414401	-0.621982640167108
LOC100128640	378.4584	40.8858	-337.5726	0.0974993811766086	-3.21046295392693
PIBF1	337.5395	0	-337.5395	0	-8
CXorf57	339.326	2.26	-337.066	0.00661619621413055	-7.23020539429181
SNRPB	1073.6	736.5501	-337.0499	0.406900013429825	-0.5436010110926
UPF2	1188.324	851.4767	-336.8473	0.417431320618725	-0.480889287453475
TBRG4	1050.4	713.5789	-336.8211	0.404528024683288	-0.557793959766606
LACE1	818.1651	482.3875	-335.7776	0.370909642562708	-0.762199474835898
R3HDM1	1001.7316	666.0616	-335.67	0.399367019843947	-0.588768495611449
BCL6	1035.0373	699.7472	-335.2901	0.403362607862821	-0.564777045508165
ALG13	335.1765	0	-335.1765	0	-8
FUCA2	334.8716	0	-334.8716	0	-8
RPS6	554.2	219.384	-334.816	0.283594283232332	-1.33694839912734
LOC100132273	1037.7054	703.0613	-334.6441	0.403880255751675	-0.561674538394737
NDUFA6	1037.7054	703.0613	-334.6441	0.403880255751675	-0.561674538394737
PDCD6IP	948.0848	613.4766	-334.6082	0.392861017184467	-0.628007788714314
RFXANK	748.6653	414.396	-334.2693	0.356297643125087	-0.85331081097996
INO80	1252.8	918.5985	-334.2015	0.423044641506384	-0.447649784877116
VPS8	923.8528	589.7115	-334.1413	0.389617738737627	-0.647653672876866
SLC9A1	735.2334	401.3993	-333.8341	0.353147767084301	-0.873164205719357
PLEKHB2	831	497.6179	-333.3821	0.374538006751226	-0.739810094869629
LOC729991-MEF2B	747.4053	414.396	-333.0093	0.356684056042974	-0.850880716863661
MED31	926.3282	593.7921	-332.5361	0.390621781710303	-0.641565534522892
LOC100130522	332.4704	0	-332.4704	0	-8
NAP1L2	333.0975	1.1978	-331.8997	0.00358305964816137	-8
TMED3	343.3716	11.508	-331.8636	0.0324278994904187	-4.89906168877864
MID1	341.5533	10.2312	-331.3221	0.0290837146036849	-5.06106345984996
NUP214	737.6187	406.4942	-331.1245	0.355292034553583	-0.859640463647053
MRPS22	390.894	60.2	-330.694	0.13345333788523	-2.69894204815333
ANKRD50	828.36	497.9627	-330.3973	0.375446111266888	-0.734220209149689
GTF2H2	329.7946	0	-329.7946	0	-8
ZNF224	452.3582	122.6016	-329.7566	0.21323508182659	-1.88348781686016
ZNF45	329.394	0	-329.394	0	-8
GFRA1	995.1286	666.2556	-328.873	0.401024398811545	-0.578807222466172
EXOC5	347.949	19.1345	-328.8145	0.0521257425081759	-4.18462775331379
MUDENG	347.949	19.1345	-328.8145	0.0521257425081759	-4.18462775331379
THUMPD1	423.2504	94.7145	-328.5359	0.182858915729618	-2.15985421927259
YAP1	328.5216	0	-328.5216	0	-8
C18orf55	815.825	487.399	-328.426	0.373994800586852	-0.743156426428188
PAIP1	819.3375	491.1088	-328.2287	0.374764536326288	-0.738415172697784
SNRNP48	328.2054	0	-328.2054	0	-8
TTC21B	948.5775	620.3848	-328.1927	0.395410903117302	-0.612602309042352
PDHA1	327.1268	0	-327.1268	0	-8
CHCHD7	540.0526	213.0432	-327.0094	0.282889905905729	-1.34195392589529
TMED9	386.7675	60.0588	-326.7087	0.134411962769425	-2.68701901587203
ING1	1720.6352	1394.2455	-326.3897	0.447607993461836	-0.303456642592236
HIBCH	793.3365	467.0292	-326.3073	0.370550547353042	-0.764420172173641
PPDPF	381.64	55.4752	-326.1648	0.126912081757852	-2.78229752054387
ELOVL7	326.0145	0	-326.0145	0	-8
KHDRBS3	325.7778	0	-325.7778	0	-8
SNAPC1	389.0418	63.271	-325.7708	0.139883284311211	-2.62030886871435
EIF2B2	325.0864	0	-325.0864	0	-8
NR1H2	794.5256	469.4966	-325.029	0.371430659999484	-0.758978994446887
ULK2	324.7902	0	-324.7902	0	-8
DIS3	324.096	0	-324.096	0	-8
ZFAND1	698.8181	374.9389	-323.8792	0.349184126389863	-0.898261462457355
KIAA1598	359.0061	35.4739	-323.5322	0.08992572500507	-3.33917850362487
C2orf86	916.2378	592.8108	-323.427	0.39283744738241	-0.628150352105357
DCDC1	323.192	0	-323.192	0	-8
DNAJC24	323.192	0	-323.192	0	-8
MFN1	681.7818	359.1857	-322.5961	0.34504986947239	-0.924580173347119
ITFG3	838.1664	515.7339	-322.4325	0.380924577681237	-0.700609809315661
VPS4B	1000.8	678.6846	-322.1154	0.404102901568731	-0.560340512132304
EIF4E2	321.2448	0	-321.2448	0	-8
TIGD1	321.2448	0	-321.2448	0	-8
NDUFA9	957.4	636.2319	-321.1681	0.399233913427561	-0.589569097150957
TTC14	1267.124	945.9591	-321.1649	0.427439484762231	-0.421707999783059
ZBTB17	321.1369	0	-321.1369	0	-8
APOB48R	632.9268	312.1316	-320.7952	0.330277578613131	-1.01988423486776
TTC8	320.6728	0	-320.6728	0	-8
C4orf34	945.3948	625.3281	-320.0667	0.398114842535243	-0.596303581152391
HP1BP3	667.2	347.4067	-319.7933	0.342405288669984	-0.941493711004954
ZNF837	843.4	523.9325	-319.4675	0.383178561176597	-0.686836065174954
HMGCS1	861.4	541.997	-319.403	0.386203618790691	-0.66839845741963
SPAG16	673.6608	354.4425	-319.2183	0.344753781064607	-0.926470749090393
DDX55	319.1374	0	-319.1374	0	-8
BAIAP2L1	318.3591	0	-318.3591	0	-8
OXNAD1	747.373	429.0333	-318.3397	0.364698233934993	-0.800738816283084
C18orf18	917.006	598.993	-318.013	0.395114376724523	-0.614392030077487
FBXO25	531.7004	213.8038	-317.8966	0.286790872539685	-1.31432605702124
UEVLD	433.7844	116.4428	-317.3416	0.211626760727205	-1.89735673468889
FAM120C	325.0365	8.055	-316.9815	0.0241825444359883	-5.33457333563703
MRPL39	528.7776	211.8111	-316.9665	0.286003688687121	-1.31988286688928
ARID4A	461.9972	145.6265	-316.3707	0.239665602246917	-1.66561119794004
RABGGTB	957.532	641.2447	-316.2873	0.401084591738171	-0.57844570498632
ACSM3	410.9448	94.7145	-316.2303	0.18730892519924	-2.1172874051799
TMEM66	1045.4946	729.3592	-316.1354	0.410940439150537	-0.519484207015932
C17orf100	909.865	593.7921	-316.0729	0.394898610860149	-0.615694603870775
CTNNB1	316.0212	0	-316.0212	0	-8
ACAT2	358.2928	42.324	-315.9688	0.105647092183852	-3.08159116574494
CCDC121	601.7672	285.8695	-315.8977	0.322056873042766	-1.07384876899044
GPN1	601.7672	285.8695	-315.8977	0.322056873042766	-1.07384876899044
YARS2	926.076	610.2562	-315.8198	0.397216305171499	-0.601715548180534
ACSL3	315.4944	0	-315.4944	0	-8
LOC339290	913.954	598.993	-314.961	0.395911423202531	-0.609582411797658
RDH11	326.592	11.77	-314.822	0.0347852300199195	-4.79430322645873
ATL1	318.5399	3.9324	-314.6075	0.012194535778732	-6.33992020544703
POMZP3	759.7498	445.3055	-314.4443	0.369531174212503	-0.770728959245767
GBP3	914.751	600.3699	-314.3811	0.396252140670754	-0.607527439547988
TRPM7	592.7355	278.4179	-314.3176	0.319596870080516	-1.09013649801374
ZNF468	314.061	0	-314.061	0	-8
TMTC2	900.4	586.3651	-314.0349	0.394389873692892	-0.618766818864845
DPY19L4	437.5749	123.582	-313.9929	0.220227177105013	-1.82406135847347
RUFY2	360.9139	47.0396	-313.8743	0.115306278779322	-2.93970700989101
NCK1	880.6	567.051	-313.549	0.391704216002338	-0.63500834872239
MGC45800	313.1939	0	-313.1939	0	-8
LOC642826	313.1248	0	-313.1248	0	-8
DRG2	682.0944	369.1864	-312.908	0.351177725304219	-0.88562200980749
NCAM2	312.612	0	-312.612	0	-8
ZNF430	312.2646	0	-312.2646	0	-8
C17orf56	732.5817	420.5672	-312.0145	0.364711963910298	-0.800653323965535
ITPA	451.0718	139.253	-311.8188	0.23589217325784	-1.69564868617777
RPL38	564.1209	252.4089	-311.712	0.309123929096035	-1.16024160704692
RNASEH1	825.6	514.0195	-311.5805	0.383705596999745	-0.683619879786239
ZNF777	400.4044	88.8609	-311.5435	0.181621095957551	-2.1718371694557
NUPL1	392.4544	81.9736	-310.4808	0.17278406839394	-2.25929377171654
BMS1P1	310.464	0	-310.464	0	-8
SPIN4	310.0902	0	-310.0902	0	-8
LOC100129518	352.352	42.324	-310.028	0.107237328846953	-3.05746951632588
LMAN1	627.704	317.772	-309.932	0.336097373174993	-0.982092393032579
GALC	309.5855	0	-309.5855	0	-8
LOC642345	309.2579	0	-309.2579	0	-8
GBA	1941.0057	1631.8406	-309.1651	0.456734061020201	-0.250304214567962
PIGC	574.1944	265.0821	-309.1123	0.315845969713199	-1.11510000659635
FRG1	752.6528	443.5959	-309.0569	0.370822471949186	-0.762738469466953
MTHFD1L	323.8172	14.873	-308.9442	0.0439132871278826	-4.44441203373728
RALGAPA2	308.9411	0	-308.9411	0	-8
LRP6	616	307.0913	-308.9087	0.332677060221454	-1.00426271006405
DBT	314.8584	5.9664	-308.892	0.0185970660622246	-5.72169864458474
FAM18B2	308.4389	0	-308.4389	0	-8
TULP3	734.4788	426.1647	-308.3141	0.367179672311093	-0.785309752419235
RBM28	833.092	524.7781	-308.3139	0.386471504159345	-0.666768309288118
DUSP3	307.972	0	-307.972	0	-8
FMR1	375.2892	67.909	-307.3802	0.153224900281635	-2.46632808016621
ZNF426	328.994	21.6627	-307.3313	0.0617775163001306	-3.92477629898966
C9orf40	693.5148	386.2436	-307.2712	0.357712984682499	-0.844415642840451
EIF2B1	306.9094	0	-306.9094	0	-8
GTF2H3	306.9094	0	-306.9094	0	-8
C15orf29	379.2581	72.4022	-306.8559	0.160302333412965	-2.3890745525875
MRPL10	710.0702	403.4833	-306.5869	0.362338495635818	-0.815452699285752
ARFGEF1	306.4138	0	-306.4138	0	-8
ZNF491	368.8024	62.7895	-306.0129	0.145483499574482	-2.55425281508083
FAM54A	635.2845	329.2855	-305.999	0.341380615196409	-0.948063835310913
THAP9	981.0098	675.462	-305.5478	0.407771505678515	-0.538392939618704
C16orf58	584.2828	279.4134	-304.8694	0.323508891205033	-1.06426560952204
GHITM	1073.34	768.7012	-304.6388	0.417309449973215	-0.481612322696735
ITM2A	313.2192	8.7236	-304.4956	0.0270967389238088	-5.16610522063444
ZNF616	392.262	88.288	-303.974	0.183722817604828	-2.15152831558776
SPIN3	303.7866	0	-303.7866	0	-8
CHM	307.1952	3.6612	-303.534	0.0117777854983845	-6.39069527779731
DVL3	665.1225	361.7095	-303.413	0.352257720834567	-0.878788586071868
CWF19L2	303.1898	0	-303.1898	0	-8
VARS2	600.0448	296.9124	-303.1324	0.331021814641769	-1.01503287184324
ST13	900.9323	597.9084	-303.0239	0.398913907261792	-0.591494220259348
LRRC42	372.7736	70.6513	-302.1223	0.159330926161341	-2.39951167944194
SERF1A	301.9473	0	-301.9473	0	-8
SERF1B	301.9473	0	-301.9473	0	-8
CAMTA1	499.7244	198.1206	-301.6038	0.283903445607549	-1.33475376690588
EBAG9	899.202	597.9292	-301.2728	0.399383300541729	-0.588670577458045
RNF138	1435.0123	1134.2427	-300.7696	0.441467546039611	-0.339333728289991
LOC100499177	976.1401	675.462	-300.6781	0.408973807916568	-0.531213615706119
LOC440944	1129.3112	828.698	-300.6132	0.423234987864204	-0.446524753436982
AKT2	664.4	363.8495	-300.5505	0.353853320619169	-0.868710245136134
CLTCL1	300.3065	0	-300.3065	0	-8
AGPAT1	1206.7529	906.8276	-299.9253	0.42904805376469	-0.412230087389478
WDTC1	700.9074	401.3993	-299.5081	0.364144842810082	-0.804185755166859
C18orf21	752.817	453.3901	-299.4269	0.375880808527822	-0.731546317702654
SOD2	341.7171	42.324	-299.3931	0.110206954411911	-3.01325455733381
LOC150197	428.371	129.0375	-299.3335	0.231495393414345	-1.73107042255743
SLC25A17	825.63	526.524	-299.106	0.389396474070261	-0.648996099691735
UPRT	298.7044	0	-298.7044	0	-8
ZFP161	897.4755	598.993	-298.4825	0.400271038114067	-0.583333412262412
NCRNA00246B	298.8329	0.4608	-298.3721	0.00153962478996384	-8
TUBGCP5	567.5312	269.3758	-298.1554	0.321870649904948	-1.0750794579078
LOC100289341	910.0651	611.9415	-298.1236	0.402062316943961	-0.572576008150078
LOC93622	480.5152	182.4896	-298.0256	0.275246272726834	-1.39676782028513
APOOL	298.9117	0.8961	-298.0156	0.00298891489814474	-8
MDM2	3046.4	2748.426	-297.974	0.474289650802285	-0.148499747704717
HYI	832	534.8528	-297.1472	0.391302413837101	-0.637441634853352
ZNF28	297.0289	0	-297.0289	0	-8
LRRC46	700.2272	403.4833	-296.7439	0.365569866373474	-0.79531414146053
TTLL7	296.6574	0	-296.6574	0	-8
ZNF555	852.6945	556.0529	-296.6416	0.394714410830501	-0.616806811033349
GOLGA3	330.9009	34.3184	-296.5825	0.0939665565319248	-3.26934501769417
DLEC1	627.5172	331.3655	-296.1517	0.345574594264763	-0.921231598607636
PFKM	1737.9864	1441.8995	-296.0869	0.453443785514442	-0.269446180261001
RSBN1L	681.0531	385.1557	-295.8974	0.36123853038917	-0.822325509712523
LMBRD1	689.516	394.1901	-295.3259	0.363742623576632	-0.806692485549155
ZC3H14	294.8925	0	-294.8925	0	-8
PGAM5	329.0571	34.3184	-294.7387	0.0944433512991382	-3.26128375307637
USP37	1673.4301	1379.1532	-294.2769	0.451798710947544	-0.279025566050182
SNORD44	367.5142	74.2034	-293.3108	0.167988325572719	-2.30824279605918
PACRG	293.2683	0	-293.2683	0	-8
PARK2	293.2683	0	-293.2683	0	-8
PSMD12	578.2675	285.223	-293.0445	0.330313998822222	-1.01964669806439
HSBP1	292.8786	0	-292.8786	0	-8
COX5B	574.0356	281.8217	-292.2139	0.329285851741873	-1.02635750932386
MPZL2	301.1814	9.1203	-292.0611	0.0293917178023839	-5.04540758562082
LOC100240735	292.032	0	-292.032	0	-8
HERC1	1054.2133	762.3184	-291.8949	0.419655985084103	-0.467701194571531
PNN	594.8112	302.9429	-291.8683	0.337445298216962	-0.973385919014608
MIR3917	501.5741	209.7372	-291.8369	0.294859929822569	-1.25788008552107
RFC2	802.0011	510.4297	-291.5714	0.388919324355997	-0.651891938850306
RPSA	1184.6301	893.0901	-291.54	0.429841371326129	-0.407559013756969
PTDSS1	293.3299	1.818	-291.5119	0.00615962370052438	-7.33402812708298
RNF216L	300.7424	9.2886	-291.4538	0.0299602297834733	-5.01692330303647
RPS15A	971.85	681.1117	-290.7383	0.412055342843092	-0.512842243811656
MAP2K4	299.5874	8.925	-290.6624	0.0289291451494332	-5.06898096906325
C1orf89	842.0364	551.4015	-290.6349	0.3957130059402	-0.610779408257156
EVL	290.3459	0	-290.3459	0	-8
CACNA2D1	290.336	0	-290.336	0	-8
SNORA71D	874.7881	584.5414	-290.2467	0.400554775326614	-0.581628388219484
ZNF765	289.6664	0	-289.6664	0	-8
PDE12	1011.6	722.3969	-289.2031	0.416607953566699	-0.485775335162755
DHCR24	292.5636	3.8703	-288.6933	0.0130561990379643	-6.24016107520249
SLC2A6	304.2192	15.714	-288.5052	0.0491165030700159	-4.27498883722914
SETD3	288.5012	0	-288.5012	0	-8
FAM64A	288.4212	0	-288.4212	0	-8
EID1	816.3815	528.1574	-288.2241	0.392816749295985	-0.628275548238535
VTI1B	299.7855	11.77	-288.0155	0.03777818077357	-4.67074437933116
XPR1	608.1874	321.0128	-287.1746	0.345472159820887	-0.921885103707108
LRRFIP2	606.4	319.5929	-286.8071	0.345135367668586	-0.924034395457662
ZNF83	292.1721	5.6261	-286.546	0.0188923237279473	-5.69853941336562
SNX16	636.35	350.0168	-286.3332	0.354854603784312	-0.862396313325065
SLC25A13	982.904	696.8226	-286.0814	0.414842867880999	-0.496259100239237
BRF1	297.5094	11.6494	-285.86	0.0376809587823475	-4.67460769582608
PYROXD1	1020.15	734.6332	-285.5168	0.418646132468102	-0.473685295807505
CCDC23	285.2267	0	-285.2267	0	-8
BTBD9	969.5397	684.6433	-284.8964	0.413886069437299	-0.501947436037622
MTHFD1	747.9729	463.0921	-284.8808	0.382384182517041	-0.691686854433536
C6orf35	451.992	167.7073	-284.2847	0.270626899207406	-1.43035174977497
MANF	592.8	309.2134	-283.5866	0.342803554803066	-0.938942606729447
FAM177A1	654.2912	370.7843	-283.5069	0.3617141371538	-0.819352709373682
NUDT1	583.6152	300.1785	-283.4367	0.339647702851921	-0.959196809103285
TRIM33	373.8	90.7571	-283.0429	0.195362636799653	-2.04218415326849
BBS2	366.8243	84.0843	-282.74	0.186477481245645	-2.12518085784335
B3GALNT2	1652.8	1370.0903	-282.7097	0.45323851150007	-0.270641177758276
SOLH	535.9184	253.413	-282.5054	0.321047661349846	-1.08052281365453
