GENE	p300H3K27ac_33_DMSO_compare_TSS_SIGNAL	p300H3K27ac_33_DMSO_compare_DISTAL_SIGNAL
CASP8AP2	776.2	250.70299999999997
CASP9	250.81670000000003	3152.7021999999993
CASQ1	0.0	2757.0592
CASQ2	0.0	336.7744
CASR	0.0	1842.4057
CASS4	0.0	31.9872
CAST	904.456	1918.4843999999998
CAT	558.25	321.984
CATSPER1	103.32	5030.030200000001
CATSPER2	121.716	0.3009
CATSPER2P1	547.9467	581.4188
CATSPER3	0.0	2386.6213
CATSPER4	0.0	3299.1753
CATSPERG	520.3933000000001	175.7885
CAV1	1674.0468	6636.1424
CAV2	576.8725000000001	6636.1424
CAV3	0.0	5041.1512
CBARA1	838.034	2077.9682000000003
CBFA2T2	429.5851	6249.9877
CBFA2T3	461.0	2559.3088000000002
CBFB	687.0	144.3328
CBL	451.6	2260.6435
CBLB	401.6091	0.0
CBLC	0.0	5318.9776999999995
CBLL1	2288.8	174.2105
CBLN1	223.494	409.05749999999995
CBLN3	512.8414	411.7703
CBR1	1184.8276	5315.815500000001
CBR3	743.0976	4535.895799999999
CBR4	1041.0188	202.8218
CBS	0.0	9888.8696
CBWD1	793.956	1329.8381000000002
CBWD2	728.8290000000001	3514.554
CBWD3	955.1358	1179.0614
CBWD5	840.214	1583.4824999999998
CBWD6	833.9205000000001	1286.733
CBX1	772.3727	3808.3113
CBX2	0.0	261.6
CBX3	1348.5375	3353.4656
CBX4	456.4845	1149.7208
CBX5	1826.1281	1007.3179
CBX6	977.0	4594.5415
CBX7	459.8	11872.487299999997
CBX8	503.079	261.6
CBY1	895.6008	3577.0609
CBY3	0.0	2754.6451
CC2D1A	410.76359999999994	9396.984600000002
CC2D1B	818.4	680.5388
CC2D2A	0.0	352.93440000000004
CC2D2B	0.0	1128.0939
CCAR1	825.9732	2269.9956
CCBL1	644.8978000000001	660.7083
CCBL2	864.057	600.3699
CCBP2	0.0	1.7820000000000003
CCDC101	292.3899	856.6974
CCDC102A	736.2768	6570.7581
CCDC102B	601.5708000000001	335.7211
CCDC103	595.9656	1022.434
CCDC104	763.515	491.23339999999996
CCDC106	108.6264	4171.3995
CCDC107	1050.9904000000001	4246.034000000001
CCDC109A	383.13939999999997	26.4894
CCDC109B	982.7844	440.9936
CCDC11	0.0	5296.6818
CCDC110	1129.8994	6315.7615000000005
CCDC111	962.6990999999999	4909.1376
CCDC112	411.81	3748.2885
CCDC113	658.4914	0.0
CCDC114	28.0832	11118.7775
CCDC115	1203.3573999999999	4204.668500000001
CCDC116	0.0	1330.2587
CCDC117	730.0623999999999	16958.2608
CCDC12	565.981	2408.7225
CCDC120	106.63050000000001	893.0248000000001
CCDC121	601.7671999999999	285.86949999999996
CCDC122	536.3450999999999	0.0
CCDC123	539.0016	0.0
CCDC124	901.3370000000001	0.0
CCDC125	0.0	1831.9895000000001
CCDC126	496.3976	1370.9452
CCDC127	453.4728	4216.1433
CCDC13	753.0216	1.7820000000000003
CCDC130	566.519	7560.5968
CCDC132	765.6117	1373.8808999999999
CCDC134	653.4	5190.5857000000005
CCDC135	0.0	6205.0689999999995
CCDC136	0.0	2509.7713999999996
CCDC137	461.68100000000004	1273.5353999999998
CCDC138	661.5403	3274.7924
CCDC14	635.7099999999999	1121.0633000000003
CCDC140	0.0	523.7798
CCDC141	531.8232	3833.8203
CCDC142	720.8957	549.246
CCDC144A	262.5012	222.63
CCDC144B	1140.5625	1390.4438
CCDC144C	0.0	6428.7735
CCDC144NL	0.0	488.05679999999995
CCDC146	683.5690000000001	2963.0917
CCDC147	490.581	5377.2343
CCDC148	369.01610000000005	685.86
CCDC149	286.3696	1603.8447999999999
CCDC15	884.7072000000001	1033.6227
CCDC150	426.5325	0.0
CCDC151	841.1412	1140.5712
CCDC152	0.0	765.9792000000001
CCDC153	0.0	2517.5789
CCDC154	0.0	1226.121
CCDC155	0.0	2029.4594000000002
CCDC157	736.3293	2619.4185999999995
CCDC158	0.0	954.6124
CCDC159	498.0728	1076.4897
CCDC162	0.0	294.3056
CCDC163P	803.904	3461.9300000000003
CCDC17	0.0	3063.8947
CCDC18	523.8582	1894.7472000000002
CCDC19	0.0	10296.098399999999
CCDC21	721.4397	1592.5129000000002
CCDC22	71.66159999999999	2249.7184
CCDC23	285.2267	0.0
CCDC24	549.0372000000001	708.2427
CCDC25	1517.7395000000001	233.43
CCDC27	0.0	236.0511
CCDC28A	662.544	0.0
CCDC28B	0.0	1851.203
CCDC3	0.0	45.199
CCDC30	0.0	1064.2992
CCDC33	0.0	5898.989
CCDC34	622.749	455.6
CCDC36	0.0	1585.5992
CCDC37	0.0	3273.2304
CCDC38	497.19010000000003	761.9172000000001
CCDC39	1007.2	365.72670000000005
CCDC40	0.0	587.0576
CCDC41	1485.7266	6348.7189
CCDC42	177.54	1250.5863
CCDC42B	0.0	2297.3964
CCDC43	684.9168000000001	753.6764
CCDC45	1345.0562	240.391
CCDC46	0.0	4003.3910000000005
CCDC47	1425.3781999999999	1312.572
CCDC48	0.0	1230.7488
CCDC50	1293.3974000000003	6113.3525
CCDC51	684.1978	2352.0206
CCDC53	642.195	1414.266
CCDC54	0.0	447.158
CCDC55	612.227	1429.0806
CCDC56	362.0792	1769.808
CCDC57	594.9681999999999	5301.5841
CCDC58	888.3171	1460.0468999999998
CCDC59	916.2956999999999	0.0
CCDC6	771.7908000000001	1531.8333
CCDC61	217.6816	14.622399999999999
CCDC62	0.0	4214.4708
CCDC63	0.0	1020.6564000000001
CCDC64	113.6742	1324.5459
CCDC64B	0.0	1858.4553
CCDC65	0.0	1038.7749
CCDC66	844.9794	43.3296
CCDC69	597.0	10917.7262
CCDC7	736.7360000000001	1699.1159000000002
CCDC70	0.0	593.7254
CCDC71	506.7856	1766.7368999999999
CCDC72	684.1978	2352.0206
CCDC73	0.0	657.5281
CCDC74A	452.3272	583.7623
CCDC74B	380.48400000000004	634.7233
CCDC75	839.1535	3003.7831
CCDC76	475.98939999999993	93.45479999999999
CCDC77	1148.2740000000001	51.66
CCDC78	379.8692	1732.1833000000001
CCDC79	0.0	3620.3182
CCDC8	0.0	436.94129999999996
CCDC80	0.0	1257.2983
CCDC81	0.0	0.0
CCDC82	764.3412000000001	1316.3535
CCDC83	316.875	1810.3227
CCDC84	647.2410000000001	5903.9198
CCDC85B	812.8688000000001	4806.3814999999995
CCDC85C	230.232	551.2678999999999
CCDC86	1561.8000000000002	10563.766399999999
CCDC87	457.79359999999997	893.412
CCDC88A	0.0	770.7764999999999
CCDC88B	472.025	2077.5646
CCDC88C	775.2	40425.15449999999
CCDC89	0.0	956.8629
CCDC9	1023.0450000000001	8234.2379
CCDC90A	959.6	51.5067
CCDC90B	1021.6465999999999	1152.9551
CCDC91	0.0	1600.892
CCDC92	320.1168	406.087
CCDC93	586.5300000000001	2277.1553999999996
CCDC94	1008.2460000000001	1062.1612
CCDC96	556.9569	3757.6810000000014
CCDC97	860.0	7806.9566
CCDC99	338.173	85.5726
CCHCR1	248.16209999999998	3256.4403
CCIN	0.0	3980.0276000000003
CCK	0.0	3449.9171000000006
CCKAR	0.0	637.26
CCKBR	0.0	20.357999999999997
CCL1	404.8368	18269.493400000003
CCL11	0.0	11717.6611
CCL13	0.0	18269.493400000003
CCL14	0.0	3845.1072
CCL14-CCL15	0.0	9699.916700000002
CCL16	0.0	559.6272
CCL17	0.0	25.1856
CCL18	0.0	11764.928200000002
CCL19	0.0	989.0166
CCL20	0.0	1488.0423
CCL21	0.0	989.0166
CCL22	0.0	1087.8456
CCL23	0.0	11764.928200000002
CCL24	0.0	1528.5736
CCL25	0.0	69.552
CCL26	0.0	1528.5736
CCL27	0.0	989.0166
CCL28	0.0	136.1525
CCL3	6343.4	14384.452200000002
CCL3L1	5254.8463	41691.113900000004
CCL3L3	5254.8463	41691.113900000004
CCL4	2493.2	23953.313200000004
CCL4L1	3162.0	46805.5041
CCL5	2487.0	183.463
CCL7	0.0	7096.8627
CCL8	0.0	17136.0985
CCM2	1783.4136	4723.319
CCNA1	0.0	1121.241
CCNA2	719.64	186.27179999999998
CCNB1	580.5432	554.6067999999999
CCNB1IP1	293.03999999999996	27.4282
CCNB2	487.84400000000005	665.8199000000001
CCNB3	0.0	951.7146
CCNC	660.6688	1270.9753
CCND1	0.0	1745.9674
CCND2	1291.8	6052.1942
CCND3	401.801	2060.6688
CCNDBP1	458.8913	365.5698
CCNE1	375.8998	924.6502
CCNE2	324.79999999999995	8025.136399999999
CCNF	693.8	634.3814
CCNG1	443.707	1761.0376999999999
CCNG2	1131.2	3195.0685
CCNH	1094.6553000000001	743.0934000000001
CCNI	1332.0	5443.0484000000015
CCNI2	0.0	24.255000000000003
CCNJ	529.6066999999999	1781.6247
CCNJL	0.0	0.0
CCNK	270.7712	0.0
CCNL1	4758.0	20234.839200000002
CCNL2	627.2897	1317.3972
CCNO	550.368	118.399
CCNT1	1549.8	2352.0829
CCNT2	1007.62	124.5392
CCNY	176.1617	2820.7557
CCNYL1	723.4000000000001	509.60979999999995
CCPG1	1274.4728999999998	2688.1522999999997
CCR1	1239.4	16666.7478
CCR10	700.9763	8059.568400000001
CCR2	333.03000000000003	23899.245799999997
CCR3	0.0	14821.0914
CCR4	0.0	1365.2074
CCR5	19.9689	23899.245799999997
CCR6	0.0	1442.5166
CCR7	0.0	6796.310699999999
CCR8	0.0	4797.1817
CCR9	0.0	3505.5005
CCRL1	0.0	5341.8837
CCRL2	367.7056	16223.6783
CCRN4L	980.8	849.3454
CCS	457.79359999999997	893.412
CCT2	458.3042	1219.8576
CCT3	1236.8678	1297.7209
CCT4	818.5903999999999	201.2779
CCT5	1164.9902	2627.4034
CCT6A	765.4996	1402.3330999999998
CCT6B	1010.3616	4605.8504
CCT6P1	636.8000000000001	863.1351
CCT6P3	473.6	3121.4894
CCT7	905.9952	22.893
CCT8	1101.4055999999998	4456.7118
CCT8L2	346.97	3898.7115
CCZ1	573.9110000000001	765.0608
CD101	0.0	348.14829999999995
CD109	0.0	373.09299999999996
CD14	0.0	1058.1583
CD151	0.0	2092.5254999999997
CD160	0.0	2368.1993
CD164	1630.8	1962.0449999999998
CD164L2	0.0	2844.2813
CD180	0.0	1210.0447
CD19	0.0	723.5647
CD2	0.0	2887.4167
CD200	0.0	4716.5769
CD200R1	561.8	2910.4399000000003
CD200R1L	0.0	4501.8115
CD207	0.0	0.0
CD209	0.0	1810.5656
CD22	0.0	1749.2782
CD226	279.4532	2573.4363999999996
CD244	0.0	3588.2038
CD247	0.0	9098.5822
CD248	0.0	2669.0339999999997
CD27	26.4984	8945.1103
CD274	760.0176	2660.1193999999996
CD276	0.0	3.5376000000000003
CD28	4708.400000000001	15812.9448
CD2AP	944.9784	152.96
CD2BP2	860.8344999999999	4876.543900000001
CD300A	231.18099999999998	1226.708
CD300C	0.0	1226.708
CD300E	0.0	1376.4816
CD300LB	0.0	1226.708
CD300LD	0.0	1376.4816
CD300LF	0.0	7661.923700000001
CD300LG	0.0	40.940000000000005
CD302	0.0	1573.5345
CD320	1433.835	5639.277800000001
CD34	0.0	9327.0453
CD37	790.6052	327.99699999999996
CD38	1004.3072999999999	5869.3927
CD3D	0.0	1949.3689000000004
CD3E	0.0	1394.0323000000003
CD3EAP	858.8237999999999	6451.295899999999
CD3G	0.0	1949.3689000000004
CD4	0.0	1320.0883
CD40	0.0	846.7964
CD40LG	0.0	2420.9885
CD44	494.47860000000003	17389.7697
CD46	1420.8991999999998	7999.9443
CD47	812.3292	5066.8678
CD48	2005.3999999999999	18425.4134
CD5	0.0	5677.626
CD52	0.0	1592.5129000000002
CD53	588.101	2298.9283
CD55	2897.0316000000003	2258.6718
CD58	412.2107	4036.1661000000004
CD59	1049.4	3699.6121000000003
CD5L	0.0	3150.799
CD6	0.0	9994.1869
CD63	530.4	1502.4345
CD68	929.7547	1268.1801
CD69	0.0	8677.6951
CD7	0.0	9990.3311
CD70	1025.4414000000002	13015.9029
CD72	0.0	3313.117
CD74	1544.6178	7627.602099999999
CD79A	13.1736	6538.1538
CD79B	0.0	714.8751
CD80	0.0	6106.2196
CD81	0.0	3821.5004
CD82	908.4	3666.9533
CD83	0.0	993.9477
CD84	0.0	7515.9692
CD86	1303.6000000000001	7061.312800000001
CD8A	0.0	160.0368
CD9	267.0705	4526.5391
CD93	0.0	564.4304
CD97	0.0	306.848
CD99	0.0	693.693
CD99L2	394.4	1192.8993
CD99P1	89.8604	693.693
CDA	0.0	1039.4850000000001
CDADC1	368.45550000000003	0.0
CDAN1	405.1866	26.0384
CDC123	822.7665	749.8476
CDC14A	471.4	1313.3155000000002
CDC14B	533.82	1316.2240000000002
CDC16	808.2936000000001	14428.966300000002
CDC20	615.1999999999999	1244.4768000000001
CDC20B	617.6521	43.2575
CDC23	701.7040000000001	782.0369000000001
CDC25A	550.1699	21.3146
CDC25B	613.9648	1343.3561
CDC25C	525.3272	469.59899999999993
CDC26	898.3504	3924.3328999999994
CDC27	688.3565	4654.5394
CDC34	662.739	2500.8392
CDC37	681.4443000000001	6512.201
CDC37L1	1034.4	851.3257
CDC40	583.3861	523.3629999999999
CDC42	661.9327999999999	1302.4003
CDC42BPA	721.2588000000001	1797.5351
CDC42BPB	0.0	7.7865
CDC42BPG	354.978	5823.323700000001
CDC42EP1	0.0	1659.0097999999998
CDC42EP2	0.0	2466.0528
CDC42EP3	1106.8	6837.839099999999
CDC42EP4	621.8245000000001	1217.174
CDC42EP5	0.0	3375.7272000000003
CDC42SE1	654.5808	3430.9855
CDC42SE2	801.2	2939.2724
CDC45	735.3743	3671.0494000000003
CDC5L	839.6	39.5304
CDC6	652.395	11054.2178
CDC7	1039.1512	285.543
CDC73	1749.132	3246.2444
CDCA2	965.4608	20.4974
CDCA3	1374.9636	7764.867799999999
CDCA4	412.4	1139.7611
CDCA5	889.9360000000001	4653.1539999999995
CDCA7	938.8257	0.0
CDCA7L	1388.0074	1516.6893
CDCA8	593.544	3097.6227
CDCP1	0.0	1128.3352
CDCP2	0.0	35.244
CDH1	0.0	4409.4436
CDH10	0.0	482.4648
CDH11	0.0	376.4259
CDH13	0.0	741.8987
CDH15	0.0	2517.0667999999996
CDH16	0.0	3204.7938000000004
CDH17	0.0	407.3859
CDH18	0.0	220.95
CDH2	402.8	774.9194
CDH23	0.0	10997.3879
CDH24	0.0	825.3272999999999
CDH26	348.955	762.9104
CDH4	0.0	185.92000000000002
CDH5	0.0	753.3064
CDH7	0.0	1032.6770999999999
CDHR1	0.0	768.7012
CDHR2	677.4	1694.2379
CDHR3	0.0	307.43510000000003
CDHR4	0.0	240.36260000000001
CDHR5	0.0	2716.2243999999996
CDIPT	457.9044	2603.5688
CDK1	718.2479999999999	536.3591
CDK10	280.925	1858.887
CDK11A	1006.6815999999999	6003.4407
CDK11B	1006.6815999999999	6003.4407
CDK12	957.4815	206.1155
CDK13	971.1999999999999	1150.6853999999998
CDK14	1470.2	7452.2819
CDK15	0.0	797.6672
CDK16	576.3824000000001	473.85740000000004
CDK17	851.8	8556.8174
CDK18	626.4542	2032.6914
CDK19	1453.6	1506.8714
CDK2	375.5136	723.1981999999999
CDK20	0.0	595.3402
CDK2AP1	0.0	661.3945
CDK2AP2	642.7491	5180.1464
CDK3	0.0	1109.9489
CDK4	1234.1003999999998	3051.7277999999997
CDK5	1246.4021	2833.6025000000004
CDK5R1	0.0	4324.4601
CDK5R2	0.0	9650.6524
CDK5RAP1	564.8726	602.7448
CDK5RAP2	1037.1999999999998	4835.0494
CDK5RAP3	780.9116	4501.8524
CDK6	1321.7323000000001	10631.287
CDK7	397.67040000000003	1330.8755999999998
CDK8	378.3708	554.1943
CDK9	630.984	3343.5505000000003
CDKAL1	512.0536000000001	1693.8321
CDKL1	0.0	350.268
CDKL2	0.0	3163.5274
CDKL3	715.6107000000001	2565.7352
CDKL4	0.0	681.3576
CDKN1A	543.3336	8918.013500000001
CDKN1B	981.8	11361.072699999999
CDKN1C	0.0	1127.138
CDKN2A	0.0	1099.3162
CDKN2AIP	1190.6000000000001	1111.6662000000001
CDKN2AIPNL	694.5608	2783.4384
CDKN2B	0.0	1569.9300000000003
CDKN2B-AS1	0.0	471.8972
CDKN2C	0.0	403.6318
CDKN2D	674.6012	2493.3107999999997
CDKN3	209.23559999999998	0.0
CDNF	1114.6319	4445.3482
CDO1	0.0	21.348399999999998
CDON	447.914	1539.33
CDR1	0.0	266.9719
CDR2	648.8570000000001	1549.5918000000001
CDR2L	0.0	2341.9614
CDRT1	0.0	0.0
CDRT15L1	0.0	0.0
CDRT15L2	0.0	149.49540000000002
CDRT15P	0.0	0.0
CDRT4	0.0	0.0
CDS1	652.4964	187.13770000000002
CDS2	784.3504	6357.371799999999
CDSN	0.0	3018.5235000000002
CDT1	381.04879999999997	1529.33
CDV3	1162.3261	13545.3305
CDX1	0.0	368.9662
CDX2	0.0	535.8516
CDX4	0.0	421.2105
CDYL	575.6	5678.0007000000005
CEACAM1	0.0	2006.3532
CEACAM16	0.0	6180.1073
CEACAM19	0.0	6180.1073
CEACAM20	0.0	0.0
CEACAM21	0.0	14443.913199999999
CEACAM22P	0.0	861.1296
CEACAM3	0.0	4062.441
CEACAM4	0.0	13305.8908
CEACAM8	0.0	2006.3532
CEBPA	0.0	108.3866
CEBPB	659.2832	1390.1281
CEBPE	0.0	74.2685
CEBPG	836.0	108.3866
CEBPZ	674.8777	10699.1446
CECR1	0.0	9977.255500000001
CECR2	0.0	275.9916
CECR4	391.2176	8375.8902
CECR5	403.7962	8375.8902
CECR6	0.0	4987.3222
CECR7	1042.797	1366.2535
CEL	0.0	1247.2482
CELA1	0.0	4514.719499999999
CELA2A	0.0	557.0173
CELA2B	0.0	1644.3038999999999
CELA3A	0.0	1302.4003
CELA3B	0.0	1302.4003
CELF1	1102.9859999999999	3036.6915
CELF2	1689.512	36432.0942
CELF3	0.0	2944.5419
CELF5	0.0	51.7376
CELF6	0.0	906.0219999999999
CELP	0.0	1247.2482
CELSR1	0.0	2735.8953
CELSR2	0.0	132.9606
CELSR3	795.7292	744.3892000000001
CEMP1	821.3777	1561.8827
CEND1	268.23490000000004	1774.4082
CENPA	820.1031	65.52850000000001
CENPB	0.0	1302.0281
CENPBD1	507.46900000000005	4976.8694
CENPC1	724.4508	1529.1342
CENPE	683.5731999999999	1162.8879
CENPF	1053.2137	63.678799999999995
CENPH	703.6125	554.6067999999999
CENPI	0.0	357.0718
CENPJ	737.8	35.8025
CENPK	700.3522	14.6832
CENPL	1733.0297	74.2034
CENPM	2010.3813	1153.4457
CENPN	898.88	452.876
CENPO	851.7652	339.05319999999995
CENPP	991.6776	920.1631
CENPQ	1131.1208	526.9928
CENPT	608.328	1427.3412
CENPV	0.0	368.19530000000003
CENPVL1	0.0	0.0
CENPW	404.1072	0.0
CEP110	0.0	3223.8833000000004
CEP120	1009.2	241.5216
CEP135	1207.6	1812.7258
CEP152	1033.7496	528.1573999999999
CEP164	746.3889	232.2051
CEP170	1486.2072	791.2351000000001
CEP170P1	0.0	746.6526
CEP192	658.4	202.1338
CEP250	787.3619	883.4319
CEP290	1225.1246999999998	1.6829999999999998
CEP350	1495.0	3422.3901
CEP55	436.25190000000003	682.6548
CEP57	1260.8973999999998	2093.2741
CEP57L1	1281.7176	2084.7651
CEP63	1425.0140999999999	1505.1756
CEP68	792.375	8629.573
CEP70	1199.4	2835.0892999999996
CEP72	230.3398	1873.7423999999999
CEP76	1081.6508	800.9715
CEP78	746.5086	1088.0181
CEP97	717.1999999999999	9051.758800000001
CEPT1	288.94039999999995	2921.3161
CER1	0.0	0.0
CERCAM	0.0	347.29560000000004
CERK	770.0	1716.6173000000001
CERKL	479.5324	781.7952
CES1	0.0	1581.4533
CES1P1	0.0	1581.4533
CES1P2	0.0	1581.4533
CES2	856.8747	3259.3174000000004
CES3	0.0	3259.3174000000004
CES4A	0.0	144.3328
CETN1	0.0	592.4412
CETN2	234.1541	0.0
CETN3	705.2	252.82119999999998
CETN4P	696.2193000000001	2989.8386
CETP	0.0	20074.1438
CFB	0.0	358.63229999999993
CFC1	0.0	391.02840000000003
CFC1B	0.0	391.02840000000003
CFD	0.0	2161.4892999999997
CFDP1	629.7280000000001	258.6357
CFHR2	0.0	1711.5285000000001
CFHR4	0.0	1711.5285000000001
CFHR5	0.0	1711.5285000000001
CFI	0.0	207.75600000000003
CFL1	728.1999999999999	4800.6065
CFL2	355.46239999999995	169.9056
CFLAR	3340.7602	17453.305999999997
CFLP1	696.5304000000001	1843.1295999999998
CFP	0.0	984.8391
CG030	0.0	2128.4205
CGA	0.0	2057.2464
CGB	0.0	3312.3796
CGB1	0.0	3312.3796
CGB2	0.0	3312.3796
CGB5	0.0	3312.3796
CGB7	0.0	3312.3796
CGB8	0.0	3312.3796
CGGBP1	1630.802	307.443
CGN	1041.8328000000001	2435.1706999999997
CGREF1	0.0	7977.4311
CGRRF1	112.9344	635.9722999999999
CH25H	0.0	0.0
CHAC1	1127.5255000000002	4174.7104
CHAC2	473.616	534.6746999999999
CHAD	0.0	1400.8919000000003
CHADL	0.0	875.8401999999999
CHAF1A	1028.8	1960.6841
CHAF1B	344.5252	3197.4791999999998
CHAT	0.0	515.3014000000001
CHCHD1	542.9528	2268.5316000000003
CHCHD10	472.25640000000004	8171.0012
CHCHD2	687.6476	1391.8841999999997
CHCHD3	934.1772000000001	480.1066
CHCHD4	1141.4904	3042.2935
CHCHD5	1093.8000000000002	546.0957000000001
CHCHD6	0.0	240.05339999999998
CHCHD7	540.0526	213.04319999999998
CHCHD8	940.8771	1424.9984
CHD1	57.1509	277.8337
CHD1L	841.6863000000001	755.7474
CHD2	563.1248	10411.2983
CHD3	45.1022	5852.1922
CHD4	232.0998	3285.2734
CHD5	0.0	26.977800000000002
CHD6	105.39500000000001	1859.5500000000002
CHD7	124.982	2837.7992000000004
CHD8	255.05700000000002	1979.8221
CHD9	1021.2063	5507.730100000001
CHDH	448.2674	1022.8900000000001
CHEK1	1320.0492	240.5072
CHEK2	619.1600000000001	16958.2608
CHERP	592.4000000000001	15529.652900000001
CHFR	0.0	0.0
CHGA	0.0	213.53119999999998
CHGB	0.0	24.506999999999998
CHI3L1	0.0	12519.841999999999
CHI3L2	0.0	2921.3161
CHIA	0.0	2921.3161
CHIC1	265.8131	49.6905
CHIC2	574.648	361.4669
CHID1	437.74539999999996	1533.4823999999999
CHIT1	0.0	31527.109500000002
CHKA	662.7112000000001	1852.1023000000002
CHKB	287.7	5047.432400000001
CHM	307.1952	3.6611999999999996
CHML	0.0	1915.6776
CHMP1A	195.45239999999998	850.3935
CHMP1B	1136.2	612.7271
CHMP2A	1630.6645999999998	1239.6918
CHMP2B	714.3525	0.0
CHMP4A	926.4	1122.5256000000002
CHMP4B	407.3512	26543.997900000002
CHMP4C	522.951	374.9389
CHMP5	565.1880000000001	6924.5828
CHMP6	409.60499999999996	5985.713
CHMP7	615.6765	4100.8741
CHN1	0.0	1798.3626
CHN2	0.0	1015.7571
CHODL	0.0	4520.7318000000005
CHORDC1	649.635	61.294999999999995
CHP	1018.4397999999999	258.24060000000003
CHP2	0.0	256.6895
CHPF	889.2881	444.92550000000006
CHPF2	794.6722000000001	216.1928
CHPT1	542.2	7349.55
CHRAC1	1111.6084	7291.251200000001
CHRD	0.0	2418.9786000000004
CHRDL1	0.0	149.5081
CHRDL2	0.0	512.0372
CHRFAM7A	0.0	1572.0821
CHRM1	0.0	2773.7963999999997
CHRM3	445.253	2567.2569000000003
CHRM4	0.0	45.48780000000001
CHRM5	0.0	4580.7484
CHRNA1	836.324	444.6475
CHRNA2	0.0	8956.7298
CHRNA3	0.0	1893.9883
CHRNA4	0.0	0.0
CHRNA5	412.2296	1284.6870999999999
CHRNA6	442.71880000000004	2495.0469000000003
CHRNA9	0.0	6990.173
CHRNB1	0.0	1123.7792000000002
CHRNB2	0.0	4034.4573
CHRNB3	0.0	1283.588
CHRNB4	0.0	1893.9883
CHRND	0.0	0.0
CHRNE	0.0	2220.0495
CHRNG	0.0	0.0
CHST11	717.4648	3855.3901
CHST12	665.98	2690.3483
CHST13	0.0	544.5296
CHST14	0.0	9007.8769
CHST15	722.6	15041.391600000003
CHST3	0.0	4820.869
CHST4	0.0	2567.9037
CHST5	0.0	359.4122
CHST6	0.0	411.73259999999993
CHST7	662.6	1703.4616
CHST8	0.0	2138.9062
CHSY1	449.22029999999995	11148.018400000003
CHSY3	463.5595	0.0
CHTF18	448.67320000000007	1128.7878
CHTF8	356.63370000000003	1285.8393999999998
CHUK	376.65	1238.5874
CHURC1	202.07199999999997	2314.4552
CIAO1	797.9832	7635.0348
CIAPIN1	700.8421	2212.7502
CIB1	849.4306999999999	4005.5118999999995
CIB2	233.16570000000002	4745.9146
CIB3	0.0	23447.760599999998
CIC	257.9202	4042.619
CIDEA	0.0	1748.8397
CIDEB	506.956	874.4534000000001
CIDEC	0.0	173.6531
CIDECP	810.9132000000001	668.6442
CIITA	1577.3999999999999	8682.0429
CILP	0.0	3924.869
CILP2	0.0	0.0
CINP	424.36749999999995	1463.435
CIR1	970.6634000000001	2618.1681
CIRBP	1164.1257	3341.9868
CIRH1A	354.6032	1285.8393999999998
CISD1	1060.96	373.2097
CISD2	1590.5619	1465.7909
CISD3	230.56860000000003	4023.805
CISH	510.60569999999996	841.0287000000001
CIT	176.9735	0.0
CITED1	0.0	154.394
CITED2	1634.6016	8081.2254
CITED4	0.0	885.8471999999999
CIZ1	511.48949999999996	256.5609
CKAP2	1232.8	2640.0346999999997
CKAP2L	604.6080000000001	1523.5874000000001
CKAP4	549.4	1776.5476
CKAP5	449.34999999999997	17.7873
CKB	0.0	1200.4642
CKLF	1086.3311999999999	11187.103200000001
CKM	0.0	625.7651
CKMT1A	0.0	0.3009
CKMT1B	0.0	0.0
CKMT2	0.0	599.9944
CKS1B	2262.5592	18421.7352
CKS2	1760.0199	3047.4249
CLASP1	1328.4	474.2307
CLASP2	880.4809999999999	1622.3737999999998
CLASRP	780.8225	12645.770999999997
CLC	0.0	1925.1808
CLCA1	0.0	1231.739
CLCA2	0.0	2172.558
CLCA3P	0.0	518.3832
CLCA4	0.0	1139.2607
CLCC1	382.2	13.3736
CLCF1	411.2681	5849.7596
CLCN1	0.0	626.7423
CLCN2	1662.0693999999999	1176.6345000000001
CLCN3	1012.5999999999999	214.1794
CLCN4	0.0	7034.6426
CLCN5	141.476	632.112
CLCN6	2490.1776	1962.3367999999998
CLCN7	919.5120000000001	1226.121
CLCNKA	0.0	0.0
CLCNKB	0.0	0.0
CLDN10	0.0	6215.098599999999
CLDN11	0.0	997.6593
CLDN12	1043.588	0.0
CLDN14	1586.4479999999999	5767.2783
CLDN15	0.0	633.3759
CLDN18	0.0	1394.7696
CLDN19	0.0	789.8566000000001
CLDN20	0.0	308.1251
CLDN22	0.0	406.08
CLDN23	0.0	1558.9045999999998
CLDN24	0.0	406.08
CLDN25	0.0	448.8317
CLDN3	0.0	5463.714399999999
CLDN4	0.0	5463.714399999999
CLDN5	0.0	760.7264
CLDN6	0.0	1045.4475
CLDN7	0.0	2102.6841
CLDN9	0.0	1874.2835
CLDND1	588.9666000000001	4642.62
CLEC10A	0.0	2727.6634
CLEC11A	0.0	48.510000000000005
CLEC12A	0.0	4370.1673
CLEC12B	0.0	5523.4351
CLEC16A	265.3966	7656.3303
CLEC17A	0.0	153.9515
CLEC18A	0.0	1747.3745000000001
CLEC18B	0.0	1312.1364999999998
CLEC18C	0.0	157.3668
CLEC1A	8.4336	7360.2044
CLEC1B	0.0	5523.4351
CLEC2A	0.0	610.9005000000001
CLEC2B	488.3488	610.9005000000001
CLEC2D	0.0	11642.931400000001
CLEC3A	0.0	0.0
CLEC3B	0.0	3028.741
CLEC4A	0.0	2297.6878
CLEC4F	0.0	0.0
CLEC4G	0.0	1815.557
