GENE	p300H3K27ac_34_DMSO_compare_TSS_SIGNAL	p300H3K27ac_34_DMSO_compare_DISTAL_SIGNAL
C1orf85	0.0	5896.0702
C1orf86	354.5308	3433.7019999999998
C1orf88	262.1676	0.0
C1orf89	648.696	516.3905
C1orf9	1825.8835	359.5971
C1orf91	656.0316	1869.2244999999998
C1orf93	514.154	4666.6489
C1orf95	0.0	1837.316
C1orf96	1337.6	4427.565500000001
C1orf97	2098.5863	7528.738
C2	510.6248	3350.784599999999
C20orf103	941.2	8207.7034
C20orf106	0.0	3839.5085999999997
C20orf107	0.0	3934.4303999999997
C20orf108	0.0	39.278400000000005
C20orf11	730.276	1821.8319999999999
C20orf111	1467.0	616.6252
C20orf112	174.57999999999998	1672.2437
C20orf114	0.0	883.6094
C20orf117	572.508	4458.526
C20orf118	938.6664000000001	4458.526
C20orf12	741.324	530.3924000000001
C20orf123	120.62480000000001	7215.5861
C20orf132	1170.3571	888.3608999999999
C20orf134	561.6030000000001	3386.2768
C20orf135	0.0	752.3358999999999
C20orf141	0.0	438.5545
C20orf144	99.2128	3386.2768
C20orf151	0.0	7440.9358
C20orf152	0.0	1555.0787
C20orf160	0.0	31.7746
C20orf165	0.0	1004.3276999999999
C20orf173	0.0	2677.2514
C20orf177	891.1005000000001	1756.2783999999997
C20orf185	0.0	386.463
C20orf194	0.0	0.0
C20orf195	0.0	1069.9159
C20orf196	461.62149999999997	2104.8088
C20orf197	0.0	4034.8382
C20orf20	756.2864000000001	1930.8027000000002
C20orf201	0.0	908.236
C20orf202	0.0	1373.1639
C20orf203	0.0	7583.3039
C20orf24	1924.296	980.0603
C20orf26	808.4799999999999	762.1059
C20orf27	800.1139000000001	981.2638
C20orf29	1168.2549999999999	1005.5817999999999
C20orf3	1044.3089	6026.4963
C20orf30	1244.3999999999999	6733.7866
C20orf4	571.7040000000001	4077.0663999999997
C20orf43	702.18	3397.0926
C20orf46	0.0	2713.9209
C20orf54	0.0	744.0027
C20orf7	722.083	87.9904
C20orf72	1455.8117000000002	5276.9003
C20orf79	0.0	1572.1769
C20orf94	1061.1294	2642.3453
C20orf96	607.005	1354.4767000000002
C21orf119	892.2943	159.3816
C21orf121	0.0	14945.628100000002
C21orf122	0.0	2733.4534
C21orf125	0.0	14265.610299999998
C21orf128	1373.4891	13561.0544
C21orf2	955.0464000000001	4679.3338
C21orf29	0.0	52.3604
C21orf33	1114.941	17273.3376
C21orf34	508.8144	701.3133
C21orf37	0.0	13.928399999999998
C21orf45	1011.4313999999999	0.0
C21orf49	2383.5047	595.0926
C21orf54	0.0	13449.286600000001
C21orf56	0.0	1187.134
C21orf57	1172.9479999999999	4097.3659
C21orf58	1203.8749999999998	4097.3659
C21orf59	1768.1685	3907.5948
C21orf62	0.0	595.0926
C21orf63	0.0	159.3816
C21orf67	778.3776	881.4881999999999
C21orf7	117.073	4732.981600000001
C21orf70	778.3776	881.4881999999999
C21orf71	0.0	343.00449999999995
C21orf84	0.0	9747.3229
C21orf88	0.0	4490.3508
C21orf91	1256.2	9587.820899999999
C21orf94	0.0	1054.3975
C21orf96	0.0	2063.0117
C22orf13	1260.2967999999998	1124.2477999999999
C22orf15	0.0	9312.578000000001
C22orf23	425.0103	686.9676000000001
C22orf24	484.19079999999997	2164.1988
C22orf25	443.3058	300.7817
C22orf26	711.8606000000001	3122.5204999999996
C22orf27	0.0	0.0
C22orf28	741.426	1830.7788999999998
C22orf29	963.8517999999999	1797.7193
C22orf30	452.197	1306.9571999999998
C22orf31	0.0	95.29039999999999
C22orf32	1187.612	671.1103000000002
C22orf33	0.0	2810.9397
C22orf34	368.60780000000005	0.0
C22orf36	0.0	658.1102
C22orf39	725.6	4041.550000000001
C22orf40	688.018	2950.6304000000005
C22orf41	0.0	7479.378500000001
C22orf42	0.0	743.5414999999999
C22orf43	0.0	106.0152
C22orf45	0.0	10280.6621
C22orf46	28.4648	7743.4925
C22orf9	148.18800000000002	6303.0194
C2CD2	1357.0	11412.2331
C2CD2L	948.8	2801.3630000000003
C2CD3	877.3624	0.0
C2CD4A	0.0	1796.5015
C2CD4B	0.0	710.0777
C2CD4C	0.0	915.2088
C2CD4D	746.354	10617.5939
C2orf14	0.0	703.9053
C2orf15	848.4616	1336.5016
C2orf16	0.0	9.1396
C2orf18	447.72	90.76050000000001
C2orf24	1012.7296000000001	1612.4625
C2orf27A	0.0	2750.5280000000002
C2orf27B	545.0115	159.5634
C2orf28	811.8439000000001	4668.729200000001
C2orf29	851.4000000000001	2683.4501
C2orf3	419.0144	829.0036
C2orf34	1515.5319	89.4744
C2orf39	0.0	1961.3901999999998
C2orf42	1050.428	9768.7113
C2orf43	1084.8944000000001	339.51519999999994
C2orf44	0.0	313.6536
C2orf46	0.0	2534.0299
C2orf47	977.5319999999999	67.896
C2orf48	0.0	2855.3526999999995
C2orf49	959.0	1319.1879
C2orf50	0.0	875.3000999999999
C2orf51	0.0	7868.3555
C2orf52	357.8008	2195.8404
C2orf53	0.0	8694.5649
C2orf55	0.0	1067.6556
C2orf56	891.051	13727.3218
C2orf57	0.0	3355.1641
C2orf58	0.0	109.982
C2orf60	977.5319999999999	67.896
C2orf61	0.0	1978.1951000000001
C2orf62	0.0	6084.1957
C2orf63	1500.6892	1096.1808
C2orf64	1111.6514	2942.1630000000005
C2orf65	0.0	100.1424
C2orf66	0.0	0.0
C2orf67	1707.0	827.3492000000001
C2orf68	507.5185	7103.7773
C2orf69	838.6912	67.896
C2orf7	1372.116	42.2565
C2orf71	0.0	723.7620000000001
C2orf72	0.0	681.6495
C2orf74	721.7664	1459.2326999999998
C2orf76	1082.9363	5751.0288
C2orf77	1124.8696	15.017400000000002
C2orf78	0.0	0.0
C2orf79	920.9199	356.993
C2orf80	0.0	87.75
C2orf81	0.0	440.65430000000003
C2orf82	0.0	581.0237
C2orf84	0.0	313.6536
C2orf85	0.0	514.7065
C2orf86	1101.692	558.7713
C2orf88	801.3492	1007.6759999999999
C2orf89	0.0	7470.0108
C3	0.0	10506.972199999998
C3AR1	901.2852	2238.1337
C3P1	0.0	329.3871
C3orf1	836.4045	1477.4050000000002
C3orf10	709.249	1340.2441
C3orf14	0.0	888.0031
C3orf15	0.0	7077.1692
C3orf16	0.0	804.8332
C3orf17	804.8303999999999	2650.6913999999997
C3orf18	833.1451999999999	784.399
C3orf19	1162.3410000000001	4856.133400000001
C3orf20	0.0	4856.133400000001
C3orf21	1412.1999999999998	1161.9404
C3orf22	0.0	770.9677999999999
C3orf23	1049.7635	6.782400000000001
C3orf24	0.0	1340.2441
C3orf25	0.0	878.9364
C3orf26	1467.2072	3144.3947
C3orf27	0.0	1692.7736999999997
C3orf30	0.0	11.5425
C3orf31	811.0086	12.074399999999999
C3orf32	0.0	6299.6078
C3orf33	712.954	1213.6121999999998
C3orf34	1377.4532	5844.7955
C3orf37	1252.2493	20430.8897
C3orf38	832.056	278.2222
C3orf39	198.5192	1192.074
C3orf42	0.0	4053.888
C3orf43	0.0	3763.6855000000005
C3orf45	0.0	3136.2736999999997
C3orf46	0.0	135.9197
C3orf47	703.529	17224.3563
C3orf48	0.0	4777.1848
C3orf49	0.0	1065.6356
C3orf51	1074.0	3254.7007999999996
C3orf52	480.7905	9392.525699999998
C3orf54	0.0	254.44650000000001
C3orf55	0.0	49.2048
C3orf58	1483.7693	94.336
C3orf59	1177.6575	4045.7398000000003
C3orf62	386.34749999999997	3021.9127000000003
C3orf63	939.573	1861.1272
C3orf64	730.219	6328.7594
C3orf67	565.554	0.0
C3orf70	794.3422	2173.0831
C3orf71	1328.1342000000002	1840.0578999999998
C3orf72	0.0	574.2009
C3orf74	0.0	520.3248
C3orf75	864.2600000000001	562.3583
C3orf77	0.0	2781.5724
C3orf78	584.4078000000001	190.9907
C3orf79	1605.0	3039.8093
C4B	0.0	130.7037
C4BPA	0.0	1311.762
C4BPB	0.0	1311.762
C4orf10	388.6502	1159.4286
C4orf14	1644.9566	1724.6024
C4orf17	0.0	67.1782
C4orf19	0.0	2424.7729999999997
C4orf21	1472.3012	973.6466
C4orf23	738.0354	2180.2333999999996
C4orf26	1252.719	3676.8861
C4orf27	442.0	17.7898
C4orf29	1104.7965	350.28290000000004
C4orf3	1008.8709000000001	992.3404
C4orf31	956.8	6093.937
C4orf32	521.73	694.0687
C4orf33	1239.4578000000001	75.7512
C4orf34	796.8888	896.9292
C4orf35	0.0	1985.5870999999997
C4orf36	0.0	6660.7185
C4orf37	843.2496	429.73550000000006
C4orf38	671.7533999999999	75.6585
C4orf39	450.1584	2081.2474
C4orf41	853.9788	4924.6927
C4orf42	481.1409	8468.879100000002
C4orf43	1266.8	318.4452
C4orf44	0.0	209.3168
C4orf45	0.0	2853.8014
C4orf46	1146.722	198.8574
C4orf47	0.0	14676.762299999999
C4orf48	0.0	8.3835
C4orf49	0.0	10239.1172
C4orf51	0.0	3697.4559
C4orf52	1196.6000000000001	3805.1517999999996
C4orf7	0.0	1067.2928
C5	0.0	3274.1775000000002
C5AR1	0.0	6629.723099999999
C5orf13	730.1086	0.0
C5orf15	699.2	415.9366
C5orf20	0.0	880.8279
C5orf22	676.8020000000001	35.9256
C5orf24	816.7008	1194.6194999999998
C5orf25	518.4752	883.4245
C5orf27	0.0	11194.574
C5orf28	1567.6000000000001	267.795
C5orf30	623.0378	2022.0764000000001
C5orf32	701.2368	5013.5676
C5orf33	1346.9816	3552.8705
C5orf34	711.3833999999999	624.316
C5orf35	715.7976	4886.556699999999
C5orf36	729.9056999999999	2509.097
C5orf38	0.0	4488.9313
C5orf39	3497.9004	12698.579499999996
C5orf4	0.0	2345.8386
C5orf40	0.0	5953.5708
C5orf41	921.0136	4122.3606
C5orf42	310.9844	0.0
C5orf43	661.7928	0.0
C5orf44	1179.42	82.044
C5orf45	864.225	3227.6241999999997
C5orf46	0.0	3549.8917
C5orf47	0.0	13741.6292
C5orf48	0.0	3076.5019999999995
C5orf49	0.0	2942.9219999999996
C5orf51	1510.584	1211.3716
C5orf52	0.0	3615.2965000000004
C5orf53	0.0	2784.0547
C5orf54	625.8486	5930.2475
C5orf55	418.1276	575.7196
C5orf56	1402.8	33775.713200000006
C5orf58	0.0	4829.9493
C5orf60	0.0	4471.063700000001
C5orf62	0.0	11.8195
C6orf1	1130.4	4702.1485999999995
C6orf10	0.0	958.1813999999999
C6orf103	0.0	280.6704
C6orf105	0.0	28216.0692
C6orf106	896.0	5103.0969
C6orf108	392.6544	1987.2131
C6orf112	174.2808	1932.2693
C6orf114	350.1942	3225.5172999999995
C6orf115	624.8000000000001	91.995
C6orf120	441.34389999999996	335.9244
C6orf125	801.7256	1851.0502
C6orf126	0.0	1173.6268
C6orf127	0.0	1173.6268
C6orf129	435.537	1316.719
C6orf130	1151.46	704.424
C6orf132	0.0	10.528
C6orf136	689.4342	3848.0995
C6orf141	0.0	728.4052
C6orf145	0.0	735.1015
C6orf146	0.0	1386.2162
C6orf147	980.1588	1255.4319
C6orf15	0.0	3577.4354
C6orf150	1167.2492	8421.599699999999
C6orf154	0.0	209.72230000000002
C6orf155	627.7207999999999	4739.5643
C6orf162	519.929	1.6038
C6orf163	0.0	1.6038
C6orf164	0.0	47.9948
C6orf165	380.8558	47.9948
C6orf168	0.0	762.6733
C6orf170	927.4470000000001	48.7552
C6orf174	0.0	1056.384
C6orf191	503.4312	3.2148000000000003
C6orf192	1036.587	559.034
C6orf201	0.0	1386.2162
C6orf203	801.855	2945.3386
C6orf204	1853.9359	1991.0556
C6orf208	0.0	335.9244
C6orf211	706.5416	1357.9163
C6orf218	0.0	3294.9928
C6orf221	0.0	2022.3582999999999
C6orf222	0.0	1280.2545
C6orf223	0.0	2649.4339
C6orf225	689.1888	474.4116
C6orf226	883.3512000000001	981.6016999999999
C6orf227	0.0	5033.9234
C6orf25	0.0	9573.6217
C6orf26	0.0	11114.920100000001
C6orf27	1412.1999999999998	11337.609600000002
C6orf35	390.276	334.8532
C6orf47	700.3959	5761.1508
C6orf48	1042.3257	9754.407900000004
C6orf52	1434.8528000000001	2308.4593
C6orf57	353.1876	0.0
C6orf58	0.0	1056.384
C6orf62	726.263	2889.7682
C6orf64	1040.8299	0.0
C6orf70	338.63899999999995	335.9244
C6orf72	620.0348	488.1026
C6orf81	0.0	1706.5018
C6orf89	683.8335999999999	967.5932
C6orf94	0.0	914.4234
C6orf97	0.0	730.8616999999999
C6orf99	0.0	3907.5683000000004
C7	0.0	556.0458
C7orf10	1000.5696	535.4745
C7orf11	1119.7566	535.4745
C7orf13	1788.9335999999998	289.9097
C7orf23	1423.6	2879.8242
C7orf25	743.8926	1190.6473
C7orf26	542.6349	989.4674
C7orf27	452.00550000000004	921.4157
C7orf28B	666.8336	802.2122
C7orf29	0.0	16766.306299999997
C7orf30	797.7099999999999	3760.7164
C7orf31	668.3166	129.86360000000002
C7orf33	0.0	5686.645
C7orf36	723.798	3619.1212000000005
C7orf40	548.5962	4734.9715
C7orf41	293.8276	3953.6668
C7orf42	939.438	2340.1603999999998
C7orf43	304.5174	5341.8343
C7orf44	819.2121999999999	5112.6695
C7orf45	0.0	1646.1506
C7orf46	0.0	16.2603
C7orf47	895.5486	8865.484199999999
C7orf49	2136.8	4443.0598
C7orf50	461.87100000000004	787.9644
C7orf51	0.0	3466.8383
C7orf52	0.0	707.6577
C7orf53	0.0	1109.0016000000003
C7orf54	0.0	3260.1942000000004
C7orf55	2997.2	1442.8745000000001
C7orf57	0.0	2424.368
C7orf58	1312.367	3321.5048000000006
C7orf59	801.7385999999999	5341.8343
C7orf60	1104.9192	673.0906
C7orf61	0.0	6086.6062999999995
C7orf63	437.92	2422.3134
C7orf64	917.8462000000001	2041.2844999999998
C7orf65	0.0	9763.197100000001
C7orf68	1430.016	9920.858800000002
C7orf69	0.0	994.3080000000001
C7orf70	740.3279	2898.2522000000004
C7orf71	0.0	690.234
C8G	443.124	6130.7008
C8ORFK29	0.0	3961.8656
C8orf12	0.0	1876.5564
C8orf30A	173.399	985.5645
C8orf33	664.7185999999999	1199.6787000000002
C8orf34	0.0	1070.1052
C8orf37	820.8368	41.580000000000005
C8orf38	544.5329999999999	10340.6722
C8orf39	636.5939000000001	0.0
C8orf40	689.5959	944.5482000000001
C8orf41	3406.8132	11171.3583
C8orf44	0.0	1735.9369000000002
C8orf45	0.0	895.7762999999999
C8orf46	0.0	380.12000000000006
C8orf47	0.0	43.011
C8orf48	0.0	4767.4943
C8orf51	309.1047	543.4941
C8orf55	693.5939999999999	513.06
C8orf58	0.0	482.1504
C8orf59	457.88399999999996	1744.0228000000002
C8orf73	0.0	1698.8038999999999
C8orf75	0.0	13055.373599999999
C8orf76	393.05699999999996	2505.8988999999997
C8orf77	723.5407	1674.9336000000003
C8orf79	0.0	1232.3305
C8orf80	1641.2	11885.380400000002
C8orf83	368.00169999999997	0.0
C8orf84	0.0	0.0
C8orf85	0.0	429.2262
C9	0.0	1876.4088
C9orf100	466.1384	5400.565500000001
C9orf102	1331.724	48.0537
C9orf103	680.9652	595.9077
C9orf106	0.0	5063.985
C9orf11	0.0	232.5136
C9orf114	308.9616	1080.2775000000001
C9orf116	508.7565000000001	381.08869999999996
C9orf117	0.0	4669.8986
C9orf119	447.1194	456.0084
C9orf123	423.58200000000005	499.04639999999995
C9orf125	0.0	4765.1234
C9orf128	498.16760000000005	5119.872
C9orf129	0.0	4815.046799999999
C9orf130	1305.8039999999999	48.0537
C9orf131	0.0	2369.3849999999998
C9orf135	0.0	21.506100000000004
C9orf139	0.0	1000.2986999999999
C9orf140	456.3776	705.5612
C9orf142	278.5185	4690.606400000001
C9orf144	0.0	1986.4845999999998
C9orf144B	0.0	966.7493
C9orf150	243.7542	2509.4559
C9orf152	0.0	15502.634700000002
C9orf153	0.0	2116.7298
C9orf156	2032.32	1514.1374999999998
C9orf16	606.5920000000001	8944.9544
C9orf163	717.8728000000001	2406.5625999999997
C9orf167	0.0	843.4902000000001
C9orf169	41.229	984.2302000000001
C9orf171	0.0	1230.9499
C9orf172	140.0796	7659.9241
C9orf173	0.0	843.4902000000001
C9orf174	0.0	1559.3688
C9orf21	0.0	0.0
C9orf23	513.2358	966.7493
C9orf24	0.0	110.1497
C9orf25	352.7173	0.0
C9orf29	0.0	16.8264
C9orf3	771.255	1326.609
C9orf30	407.78249999999997	1342.7678
C9orf30-TMEFF1	0.0	1342.7678
C9orf37	798.9325	3904.6915
C9orf4	0.0	8.9421
C9orf40	977.823	475.16290000000004
C9orf41	926.2663	1331.2407999999998
C9orf43	1599.8304	5541.2862000000005
C9orf44	0.0	0.0
C9orf46	1930.1999999999998	3008.1270000000004
C9orf5	648.288	8.9421
C9orf50	0.0	1329.5133999999998
C9orf53	0.0	1095.9255
C9orf6	788.6896	252.5007
C9orf64	0.0	191.9199
C9orf66	167.8488	1718.1822000000002
C9orf68	0.0	1144.1958
C9orf69	513.4833	566.9988
C9orf7	419.19109999999995	73.19120000000001
C9orf71	0.0	5359.1659
C9orf72	757.3029	1424.5331999999999
C9orf78	849.6454	8508.3853
C9orf79	0.0	612.2844
C9orf80	632.1201	64.7985
C9orf82	464.92629999999997	128.5008
C9orf85	1104.7154	1850.5621
C9orf86	481.8073	7590.251
C9orf89	648.0	3851.9993000000004
C9orf9	0.0	582.9142
C9orf91	1833.2	10173.134
C9orf93	246.4623	0.0
C9orf95	1340.608	2913.91
C9orf96	387.4492	146.4608
C9orf98	0.0	582.9142
CA1	0.0	0.0
CA10	0.0	3153.6687
CA11	0.0	1986.8784
CA12	0.0	3282.777
CA13	351.18339999999995	1744.0228000000002
CA14	0.0	8010.4975
CA2	205.12709999999998	0.0
CA3	0.0	0.0
CA4	0.0	272.4192
CA5A	0.0	1608.7111
CA5B	0.0	799.0953
CA5BP	954.6139999999999	312.36019999999996
CA6	0.0	180.9369
CA7	0.0	4250.0272
CA9	0.0	2195.5938
CAB39	395.62420000000003	2088.4214
CAB39L	570.7982999999999	1160.4097000000002
CABIN1	669.5563000000001	3272.6573
CABLES1	1872.4766	16538.9318
CABLES2	410.571	7440.9358
CABP1	0.0	2323.6071
CABP2	0.0	6081.0344
CABP4	0.0	3876.5020000000004
CABP5	0.0	449.3372
CABP7	0.0	476.3189
CABYR	0.0	2914.6399999999994
CACHD1	268.6212	0.0
CACNA1C	0.0	535.8482
CACNA1E	0.0	3073.0114000000003
CACNA1F	0.0	2466.6531
CACNA1G	0.0	0.0
CACNA1I	0.0	5856.9481000000005
CACNA1S	0.0	6372.9083
CACNA2D1	271.3472	0.0
CACNA2D2	0.0	222.5776
CACNA2D4	0.0	6.5783
CACNB1	398.9988	2449.0614
CACNB3	0.0	3341.6051
CACNB4	0.0	794.661
CACNG3	0.0	149.3476
CACYBP	2702.7495	5824.5819
CAD	821.5318000000001	4668.729200000001
CADM1	1012.9433	4926.342799999999
CADM2	328.8204	0.0
CADM3	0.0	1564.6225
CADM4	0.0	1839.9429
CADPS	45.762	2326.9767
CADPS2	1683.8	952.3651
CAGE1	2100.4661000000006	258.9208
CALB1	0.0	353.08279999999996
CALB2	0.0	0.0
CALCA	0.0	1489.683
CALCB	0.0	328.3946
CALCOCO1	632.7090000000001	2247.3748
CALCOCO2	671.6875	2077.4925000000003
CALCRL	0.0	1217.0336
CALD1	0.0	7857.8931
CALHM1	274.97520000000003	15407.832600000002
CALHM2	572.36	15407.832600000002
CALHM3	0.0	15954.716799999998
CALM1	422.63919999999996	872.2814000000001
CALM2	1886.0	1414.9258
CALM3	1002.5999999999999	58.4298
CALML3	0.0	546.5069000000001
CALML4	93.1788	31117.4723
CALML5	0.0	546.5069000000001
CALML6	0.0	3819.4008999999996
CALN1	0.0	401.7301
CALR	1187.2	7285.513000000001
CALR3	0.0	20501.670199999997
CALU	981.3487999999999	930.2269999999999
CALY	0.0	4674.909100000001
CAMK1	0.0	103.40570000000001
CAMK1D	670.0	2911.4371
CAMK1G	0.0	2957.4965
CAMK2A	0.0	1843.2364
CAMK2B	0.0	1228.104
CAMK2D	1650.6000000000001	3332.8743999999997
CAMK2G	122.112	3426.2429999999995
CAMK2N1	0.0	6.254
CAMK2N2	0.0	408.2351
CAMK4	0.0	2243.8125999999997
CAMKK1	281.93	5313.810600000001
CAMKK2	173.82399999999998	2178.3092
CAMKV	0.0	1249.1050999999998
CAMLG	770.3266000000001	1665.2811999999997
CAMP	0.0	155.7979
CAMSAP1	98.83999999999999	79.4666
CAMSAP1L1	864.357	2411.8077
CAMTA1	713.0228	234.06790000000004
CAMTA2	626.3885	2312.3309
CAND1	1851.6	1981.3647
CAND2	0.0	0.0
CANT1	553.5738	2805.0071000000003
CANX	1555.8000000000002	4604.4761
CAP1	1026.0	5660.3613000000005
CAPG	0.0	2503.1659000000004
CAPN1	333.69440000000003	4162.6912
CAPN10	449.6	3224.7654000000007
CAPN11	0.0	7287.5074
CAPN12	0.0	2730.0996
CAPN14	1969.6	4066.1894
CAPN2	782.8925999999999	3542.3147
CAPN3	0.0	808.6119000000001
CAPN5	0.0	53.1432
CAPN7	931.1442	2882.4575
CAPN8	0.0	3542.3147
CAPN9	0.0	289.06230000000005
CAPNS1	901.0644	1684.7086
CAPNS2	0.0	654.1976
CAPRIN1	808.6	3942.4900999999995
CAPRIN2	1097.8000000000002	1463.3296
CAPS	0.0	4830.0918
CAPS2	871.0799999999999	812.1685
CAPSL	0.0	1212.192
CAPZA1	679.8428	591.5396000000001
CAPZA2	940.0572999999999	2039.1696
CAPZB	473.0	479.4555
CARD10	0.0	1836.8633
CARD11	502.98490000000004	1430.4368000000002
CARD14	0.0	3207.7637
CARD16	542.5735	875.7928999999999
CARD18	0.0	403.94759999999997
CARD6	0.0	608.4052999999999
CARD8	1579.9566	6265.6263
CARD9	0.0	525.135
CARHSP1	1140.9172	2324.6647
CARKD	302.0976	5194.9993
CARM1	619.0696	7136.9059
CARNS1	0.0	4249.4344
CARS	736.1735	3421.0203
CARS2	555.37	1768.5366000000001
CASC1	1120.7856	673.0514
CASC2	583.702	700.5527999999999
CASC3	1397.0	5467.966899999999
CASC4	1445.8	4875.356600000001
CASC5	1074.2848000000001	9806.841999999999
CASD1	604.9966	26.578
CASK	291.0	87.8927
CASKIN1	0.0	863.4915
CASKIN2	804.5516	2296.5960999999998
CASP1	322.9233	875.7928999999999
CASP10	1016.9322	25520.777700000006
CASP12	0.0	2865.5825999999997
CASP14	0.0	23.520599999999998
CASP2	1082.9818	2461.9454
CASP3	1050.4054	6174.9417
CASP4	557.4912	2568.0881
CASP5	0.0	1543.4509
CASP6	503.931	160.8084
CASP7	589.8372	995.8050000000001
CASP8	5856.0	17761.8045
CASP8AP2	779.5999999999999	192.507
CASP9	778.486	3694.9395999999997
CASQ1	0.0	2693.3831000000005
CASQ2	0.0	353.25759999999997
CASR	0.0	1726.9807
CASS4	0.0	39.278400000000005
CAST	1041.048	2259.0209999999997
CAT	635.129	325.02840000000003
CATSPER1	207.76	5556.825000000001
CATSPER2	106.628	7.1213
CATSPER2P1	770.6166	751.0708999999999
CATSPER3	0.0	2953.7048
CATSPER4	0.0	4008.6333000000004
CATSPERG	367.14570000000003	254.92450000000002
CAV1	1555.6832	8002.8515
CAV2	718.4725	8002.8515
CAV3	0.0	6299.6078
CBARA1	775.2754	2180.5263
CBFA2T2	851.3741	7161.2958
CBFA2T3	540.6	2788.4352999999996
CBFB	899.8000000000001	164.785
CBL	392.0	2705.9198
CBLB	439.43129999999996	0.0
CBLC	0.0	6015.3297
CBLL1	2962.6	284.71680000000003
CBLN1	92.5435	454.566
CBLN3	402.5535	464.1263
CBR1	985.4504	5488.475200000001
CBR3	1063.2752	4328.9367999999995
CBR4	927.0372	264.5956
CBS	0.0	10476.438699999999
CBWD1	1017.951	1718.1822000000002
CBWD2	1051.719	4233.5745
CBWD3	889.38	1488.5672000000002
CBWD5	939.6139999999999	1558.2831
CBWD6	905.2575	1293.1361
CBX1	940.2572	4298.1219
CBX2	0.0	244.875
CBX3	1539.6745	5308.4049
CBX4	427.063	1056.5962
CBX5	1737.624	1296.8745
CBX6	760.4	5617.720200000001
CBX7	616.6	13678.198999999997
CBX8	650.3526	244.875
CBY1	846.2232	3947.067
CBY3	0.0	3673.0616
CC2D1A	581.3256	9614.123099999999
CC2D1B	667.6	543.6017
CC2D2A	0.0	514.8576
CC2D2B	0.0	1246.6103
CCAR1	943.8552	2879.8046
CCBL1	649.0768	1053.022
CCBL2	989.4024	311.661
CCBP2	0.0	9.144
CCDC101	501.8601	831.7935000000001
CCDC102A	849.5648	7858.9610999999995
CCDC102B	812.9807999999999	250.2162
CCDC103	777.4542	1421.6502
CCDC104	497.0438	640.1972
CCDC106	217.5417	4203.4845000000005
CCDC107	1288.2284	5400.565500000001
CCDC109A	372.757	14.2884
CCDC109B	800.5187999999999	430.61170000000004
CCDC11	27.2688	6448.8089
CCDC110	1237.2151	7489.6316
CCDC111	1024.4713	6174.9417
CCDC112	467.46	4846.8489
CCDC113	364.2023	0.0
CCDC114	69.9392	12428.502700000001
CCDC115	1239.4282	3901.9181000000003
CCDC116	0.0	1723.2982
CCDC117	864.3284	19941.8701
CCDC12	621.3380000000001	2961.6342
CCDC120	109.4952	656.6011000000001
CCDC121	819.3177	233.65660000000003
CCDC122	567.5127	0.0
CCDC123	601.2312000000001	1.7331
CCDC124	790.4949999999999	4.4624999999999995
CCDC125	0.0	1865.3736
CCDC126	531.4848	1701.1959
CCDC127	575.231	3969.1884
CCDC13	942.855	9.144
CCDC130	561.5245	7911.2528
CCDC132	815.4812999999999	1388.567
CCDC134	833.6	6245.3150000000005
CCDC135	0.0	7071.4716
CCDC136	0.0	2370.6744
CCDC137	638.8522	1287.2411
CCDC138	799.0484	3910.7639
CCDC14	794.109	1280.1937999999998
CCDC140	0.0	681.1106000000001
CCDC141	459.00600000000003	4168.2316
CCDC142	860.7584999999999	740.4087999999999
CCDC144A	175.8224	241.17090000000002
CCDC144B	1177.5225	1422.8514000000002
CCDC144C	0.0	6688.562900000002
CCDC144NL	0.0	640.4887
CCDC146	851.8975	3023.7169000000004
CCDC147	346.788	6427.8601
CCDC148	450.4002	849.5155
CCDC149	325.29720000000003	1963.6206000000002
CCDC15	1267.344	1368.2326
CCDC150	550.605	0.0
CCDC151	1001.7515999999999	1554.9622
CCDC152	0.0	671.3046
CCDC153	0.0	3015.5063999999998
CCDC154	0.0	1860.2795000000003
CCDC155	0.0	2071.8452
CCDC157	914.652	3047.6155999999996
CCDC158	0.0	948.7737999999999
CCDC159	598.2678	1473.0307
CCDC162	0.0	351.70180000000005
CCDC163P	1028.4048	3256.4383
CCDC17	0.0	3093.5376
CCDC18	639.4895	1729.4869
CCDC19	0.0	9949.4384
CCDC21	830.8602	2317.2567999999997
CCDC22	259.47360000000003	2466.6531
CCDC23	373.8307	0.0
CCDC24	402.6632	664.9078
CCDC25	1453.6825999999999	196.416
CCDC27	0.0	265.56149999999997
CCDC28A	734.7904000000001	0.0
CCDC28B	0.0	2129.9311000000002
CCDC3	0.0	89.37480000000001
CCDC30	0.0	1065.8728
CCDC33	0.0	6940.716200000001
CCDC34	722.85	617.95
CCDC36	0.0	1872.9855
CCDC37	0.0	3956.2819
CCDC38	628.0663	1171.7728
CCDC39	1607.0	493.88399999999996
CCDC40	0.0	836.4034
CCDC41	1670.6232	6777.5598
CCDC42	200.28	1608.5166
CCDC42B	0.0	2585.0252
CCDC43	1044.7124	667.1973
CCDC45	1435.0934	347.8513
CCDC46	0.0	4505.2221
CCDC47	1380.381	1386.9499
CCDC48	0.0	1239.4822
CCDC50	1729.4494	8116.594700000001
CCDC51	734.3102	2560.0614
CCDC53	841.86	1631.5714
CCDC54	0.0	431.254
CCDC55	700.6052	1564.3492
CCDC56	338.77479999999997	1827.6601999999998
CCDC57	593.7411	5572.8814
CCDC58	1148.7163	1352.1343
CCDC59	760.693	0.0
