GENE	p300H3K27ac_34_DMSO_compare_TSS_SIGNAL	p300H3K27ac_34_DMSO_compare_DISTAL_SIGNAL	ENHANCER_PROMOTER_DIFFERENCE	ENHANCER_CONTRIBUTION	ENHANCER_PROMOTER_RATIO
TLK2	615.2	3721.0727	3105.8727	0.858127003866708	2.5965911688035
PRCC	1691.8	4799.2973	3107.4973	0.739366100705346	1.50426415878012
CCDC138	799.0484	3910.7639	3111.7155	0.830343897144266	2.2910956426409
TRDMT1	811.4328	3923.1711	3111.7383	0.828616539601127	2.27347673065944
NDUFA11	1717.6483	4830.0918	3112.4435	0.737673109535914	1.49161594372976
METTL1	913.0529	4025.9294	3112.8765	0.815133392966401	2.14055151903049
XKR6	913.6	4026.6005	3113.0005	0.815068234578738	2.13992778628414
CYB5R1	982.4	4096.4216	3114.0216	0.806569303399041	2.05998173802509
COQ10A	620.7996	3734.9265	3114.1269	0.857475060243113	2.58888031928499
FBXO9	674.286	3788.4368	3114.1508	0.848907039442378	2.4901701317183
PPP4C	727.2	3843.4986	3116.2986	0.840899594648398	2.40199603831546
EHMT1	788.308	3904.6915	3116.3835	0.83202469976824	2.30837724845829
HLA-C	721.6362	3839.3351	3117.6989	0.841780148890654	2.41151286860919
CACYBP	2702.7495	5824.5819	3121.8324	0.683048614716675	1.10772668978819
ATXN1	984.4	4108.288	3123.888	0.806703257690241	2.0612207583793
FLJ20021	1053.3085	4184.9378	3131.6293	0.798919630793229	1.99027813603537
STK33	641.212	3773.8114	3132.5994	0.854765888670035	2.55714899435237
CAPRIN1	808.6	3942.4901	3133.8901	0.829807479340373	2.28560902354177
MYL12A	1889.8	5026.6164	3136.8164	0.726766017153045	1.41135403552393
RPL27A	1479.7625	4617.7105	3137.948	0.757315448547292	1.64181208476685
GRHL3	3103.5772	6242.7805	3139.2033	0.667937254316727	1.0082567079264
NDUFB9	1383.9571	4523.4862	3139.5291	0.765726553820669	1.70863584726981
TATDN1	1383.9571	4523.4862	3139.5291	0.765726553820669	1.70863584726981
KTI12	585.1923	3725.313	3140.1207	0.86424044067409	2.67037895396084
NFKBIE	666.2502	3816.9136	3150.6634	0.851388387816657	2.51827056388463
SMU1	591.9881	3746.8705	3154.8824	0.863561329239907	2.66204603529239
CTSO	1197.7867	4356.1318	3158.3451	0.784334843948466	1.86267658708519
C6orf136	689.4342	3848.0995	3158.6653	0.848059706972534	2.48066133146962
DCAF17	1169.032	4327.8119	3158.7799	0.787326687592493	1.8883233751601
C1orf74	1291.734	4450.7255	3158.9915	0.775055618589909	1.78473151082765
STARD10	792.2008	3951.7776	3159.5768	0.833009189080625	2.31856369328232
JARID2	1044.706	4204.9032	3160.1972	0.80099356729259	2.00897559115884
ANKRD52	686.465	3848.6797	3162.2147	0.848634377641798	2.48710553990655
INPP5F	572.1408	3738.2744	3166.1336	0.867265501476517	2.70793033755053
NRM	633.175	3800.4145	3167.2395	0.857186823453096	2.58548057864742
MARCH5	941.6184	4110.0557	3168.4373	0.813602702517963	2.12594352841178
CNP	876.2	4046.1932	3169.9932	0.821997153742208	2.20723308841418
SNX15	1116.1719	4287.4015	3171.2296	0.793438190364917	1.94154429514469
C1orf107	1276.1322	4450.7255	3174.5933	0.777167119064264	1.80226273302685
SLC39A3	933.375	4108.3419	3174.9669	0.814869613166896	2.13802751802332
ZSWIM6	679	3856.2354	3177.2354	0.850283405355321	2.50570964253679
RUVBL2	738.487	3918.1136	3179.6266	0.841410706342305	2.40751479729645
WDFY1	657.1147	3837.062	3179.9473	0.853785299541071	2.54578495503688
CBWD2	1051.719	4233.5745	3181.8555	0.801010293941103	2.00912698250272
JAKMIP2	939.2341	4122.5368	3183.3027	0.814445553037574	2.13397567874506
SIAH2	1214.4	4400.2308	3185.8308	0.783707951019682	1.85733550181181
AARS2	658.6326	3844.5496	3185.917	0.853740628127372	2.54526876507972
ZNF263	1227.31	4418.4833	3191.1733	0.782615137539662	1.84805153332018
TUBGCP6	1077.8	4271.683	3193.883	0.798522586201321	1.98671509729733
CD59	854.55	4053.8711	3199.3211	0.825901245514571	2.24606340445183
C5orf41	921.0136	4122.3606	3201.347	0.817381466558638	2.16217634401105
ORC3	737.4528	3939.1657	3201.7129	0.84231067811069	2.41726748579004
RARS2	737.4528	3939.1657	3201.7129	0.84231067811069	2.41726748579004
E2F3	713.8	3915.903	3202.103	0.845821643418595	2.45575322219275
C9orf89	648	3851.9993	3203.9993	0.855999977599997	2.57154172278681
HNRNPA2B1	2099.878	5308.4049	3208.5269	0.716549971384057	1.33797290510939
WDR83	1097.2977	4308.217	3210.9193	0.797004029977016	1.97313593249311
HIPK1	477.8	3689.1751	3211.3751	0.885336487851823	2.94881950665244
CYB5R3	461.0496	3675.1643	3214.1147	0.888533424250617	2.99481487763354
LSM10	752.3705	3967.0916	3214.7211	0.840581302687016	2.39856652177566
RAD9A	815.6	4032.131	3216.531	0.831756341265635	2.30560883088562
RELA	730.8	3948.6931	3217.8931	0.843829238683993	2.43382670405226
EIF2S2	761	3981.3978	3220.3978	0.839532651605059	2.38730666617122
RNF19B	555.8448	3777.2667	3221.4219	0.871721556207358	2.76458862845554
FAM119B	802.2305	4025.9294	3223.6989	0.833843427596505	2.32723315078622
EGFEM1P	802.8	4027.2917	3224.4917	0.833791975419431	2.32669744982545
KCNJ15	850.5892	4075.8039	3225.2147	0.827340372005636	2.26055019831045
C1orf230	488.048	3713.6751	3225.6271	0.883845748902397	2.92775265271765
HSF2BP	1924.2019	5151.4477	3227.2458	0.728052969157772	1.42071774252222
RRP1B	1924.2019	5151.4477	3227.2458	0.728052969157772	1.42071774252222
MIF4GD	761.2604	3990.3297	3229.0693	0.839788284768082	2.39004601596939
LOC100287042	757.544	3990.3297	3232.7857	0.840445629377209	2.39710636231921
BLOC1S2	895.9127	4128.7775	3232.8648	0.821697922789349	2.20428460932034
MEF2A	855.9598	4090.5331	3234.5733	0.826956225894916	2.2566739276867
OGFRL1	839.4	4075.0857	3235.6857	0.829198811179774	2.27940003153852
ARHGEF12	786.8	4026.1677	3239.3677	0.836524978133554	2.35533840265476
ZNF780B	769.5303	4011.2901	3241.7598	0.839038023683132	2.38201626846701
CEP350	1567.2	4810.114	3242.914	0.754253906895599	1.61788178364427
MTPAP	801.1738	4044.1891	3243.0153	0.834651435499289	2.33566330900158
ZFP91-CNTF	1840.2484	5089.0941	3248.8457	0.734426693441694	1.46750835077688
GPR137	994.8312	4244.4343	3249.6031	0.810120101758539	2.09304862425574
PRNP	773.344	4029.5495	3256.2055	0.838983729287356	2.38143635202786
FNIP2	566.5176	3822.8409	3256.3233	0.870933850584317	2.75445247690387
UBE2N	904.7928	4165.0374	3260.2446	0.821533904626628	2.20267009628247
LOC100130000	465.8262	3726.5276	3260.7014	0.888886715620232	2.99996825471203
ICK	524.0817	3788.4368	3264.3551	0.878474330023164	2.85373904193373
CBR3	1063.2752	4328.9368	3265.6616	0.802812797419686	2.02549769042812
ST3GAL5	1444.2	4710.799	3266.599	0.765361456598125	1.70570122887468
PTRH1	446.4174	3717.2252	3270.8078	0.89278200775446	3.05776092812235
TNK2	1824	5096.9918	3272.9918	0.736453957364897	1.48254030274616
TSFM	752.8	4025.9294	3273.1294	0.842468585896494	2.41898333973517
MGAT4B	486.0055	3759.7783	3273.7728	0.885532207268773	2.95160304845789
MAF	742.6	4019.186	3276.586	0.844050110609759	2.43624612371698
EPS15	594.424	3871.3036	3276.8796	0.866892015536281	2.70325518152717
SNORD31	449.5835	3727.1606	3277.5771	0.892360295666665	3.05141599101987
TATDN2	774.2	4053.888	3279.688	0.839646667583524	2.38852801812494
PRPSAP1	661.8592	3943.2041	3281.3449	0.856275764982427	2.57477214178347
SNORD29	444.5729	3727.1606	3282.5877	0.893432094835396	3.06758507159322
HSP90B1	1771.7192	5058.059	3286.3398	0.740589057489451	1.51343389640164
MIR3652	1771.7192	5058.059	3286.3398	0.740589057489451	1.51343389640164
EIF2AK2	739.024	4028.9382	3289.9142	0.845002126904446	2.44670655396698
TTC16	427.1526	3717.2252	3290.0726	0.8969320316309	3.12140262443944
SNORD30	436.7969	3727.1606	3290.3637	0.895100538370048	3.09304246241166
NUAK1	968.4	4260.5639	3292.1639	0.814800786825092	2.13736940419273
RALY	987.6	4281.462	3293.862	0.812566259421506	2.11610477932954
LIMK2	695.8	3991.5235	3295.7235	0.851557077295817	2.52019492086871
N4BP1	891.2	4191.2029	3300.0029	0.824649871815554	2.2335432275668
EIF2C2	520.6929	3821.5529	3300.86	0.880086728392943	2.87565436120454
SLMO2	740.7356	4046.5058	3305.7702	0.845268801360216	2.44964608294705
FBXO7	712.8397	4019.0858	3306.2461	0.849355257178077	2.49521778472115
HECW1	458.0268	3766.9146	3308.8878	0.891589786310409	3.03987940553504
VPS37C	1174.972	4484.9149	3309.9429	0.792403625591882	1.93245423340646
SNORD62B	458.743	3770.095	3311.352	0.891520318347499	3.03884282839497
SNORD22	414.6607	3727.1606	3312.4999	0.899884454213416	3.16807375927697
GSTP1	1240.8	4553.4037	3312.6037	0.785854957084094	1.87567478137125
C22orf39	725.6	4041.55	3315.95	0.847791657489276	2.47766233508052
BEND3	614.8614	3931.0299	3316.1685	0.864743488257187	2.67657419243502
MESP1	998.096	4314.6116	3316.5156	0.812130447382423	2.1119802040111
PIK3IP1	674.7668	3991.5235	3316.7567	0.855395451928912	2.56447860820114
RNF181	651.7294	3969.0417	3317.3123	0.858956571122945	2.60644573723933
C10orf25	984.588	4308.6301	3324.0421	0.813990660993168	2.1296371855628
ZNF22	984.588	4308.6301	3324.0421	0.813990660993168	2.1296371855628
CXXC4	1731	5055.7757	3324.7757	0.744945158567713	1.5463267349189
DHPS	983.2781	4308.217	3324.9389	0.814177641400443	2.13141950259335
ASB16	799.2	4124.6512	3325.4512	0.837688027615457	2.36764363516236
TFAP2C	604.2904	3934.4304	3330.14	0.866858873539875	2.70284085920215
GHDC	463.41	3794.0902	3330.6802	0.891154438466028	3.03339289571971
SNX8	656.26	3989.1502	3332.8902	0.858729375502727	2.60374203845258
CLTA	692.2	4025.3803	3333.1803	0.853272237888563	2.53986424245123
DDHD2	821.0752	4154.7118	3333.6366	0.834985862537926	2.33916213939869
OSCP1	627.0458	3967.0916	3340.0458	0.863511744337468	2.66143898188682
C17orf85	508.7896	3850.0074	3341.2178	0.883272930581534	2.91972013239322
ATP6V0E1	772.1466	4113.3768	3341.2302	0.841952123287343	2.41337654475521
POLR3E	1378.6	4722.91	3344.31	0.774055930417225	1.77647212325574
LOC402160	823.646	4169.733	3346.087	0.835052376356772	2.33985869596452
RPS6KB2	863.2	4209.4912	3346.2912	0.829833915378094	2.28587909575291
WDR91	1093.4885	4443.0598	3349.5713	0.802496349575782	2.0226155110594
UAP1	1132.6	4483.1676	3350.5676	0.798317864863211	1.9848799995763
IDH3A	482.3359	3833.5463	3351.2104	0.888241643852096	2.99056950600804
CORO7	917.3458	4268.68	3351.3342	0.823111986831998	2.21825243996584
DDX59	1687	5039.7351	3352.7351	0.749209687177959	1.57888793074257
TAF6L	1293.7619	4646.5047	3352.7428	0.782204741450493	1.84457373459855
SKA1	923.2017	4276.1865	3352.9848	0.822440320959301	2.21160698989019
FBXO18	804.6925	4158.167	3353.4745	0.837857086222167	2.36943820929885
LOC100188949	1005.2	4358.6914	3353.4914	0.812598741279512	2.11641248662886
DOLPP1	658.6515	4013.4076	3354.7561	0.859023294461322	2.60724045719721
CBX1	940.2572	4298.1219	3357.8647	0.820506079829159	2.19257904611597
FIZ1	842.8556	4203.4845	3360.6289	0.832976853858899	2.31822836174385
KLF10	809.7855	4171.9935	3362.208	0.837450537247839	2.36512519463373
FBXO16	1527	4891.6596	3364.6596	0.762099862719001	1.67962395119934
GNL1	1525.2994	4890.9944	3365.695	0.762277188740952	1.68103535672858
CS	1045.4	4413.8577	3368.4577	0.808508764845448	2.07798505437483
FGL2	368.5696	3739.0531	3370.4835	0.910271797845503	3.34266397369607
HIST1H3B	2322.4456	5694.8983	3372.4527	0.710322317594484	1.29402527447219
AAAS	870.486	4243.8317	3373.3457	0.829794304722212	2.28547444327057
TBCD	427.6558	3801.3402	3373.6844	0.898875335895328	3.15198613309527
ADIPOR1	722.3695	4096.4216	3374.0521	0.85009321113754	2.50355531832813
MRPL42	790.737	4165.0374	3374.3004	0.840441284010023	2.39705961271911
DGAT1	395.7114	3772.0411	3376.3297	0.905054006925795	3.25282486220059
DNAJC3	850.4	4228.1724	3377.7724	0.832551368175828	2.31382070055595
HMGA1	1323.4786	4702.1486	3378.67	0.78035836667758	1.82898526523793
SYT1	1272.4616	4651.3177	3378.8561	0.785194293109468	1.87001736425275
KBTBD8	792.4	4172.6881	3380.2881	0.840405651613715	2.39667630075366
TBC1D14	1479.5684	4867.1623	3387.5939	0.766877078934514	1.71790448998128
PLAC8	732.3584	4121.5382	3389.1798	0.849119488865914	2.49256111690555
NFE2L1	1787.2	5176.6199	3389.4199	0.743359244543358	1.53430929940775
BLNK	1475.8	4866.6872	3390.8872	0.767315257648451	1.72144282922614
GNB1	426.914	3819.4009	3392.4869	0.899462472743131	3.16132897962387
CCDC127	575.231	3969.1884	3393.9574	0.873420353764003	2.78663071055119
ALDH5A1	635.8911	4030.3733	3394.4822	0.863725874598962	2.66406184782851
UNG	633.5792	4028.9153	3395.3361	0.864111539434524	2.66879459743487
GAS2	5867.7414	9267.2664	3399.525	0.61230668146732	0.659338553767967
C11orf24	1646	5048.1221	3402.1221	0.754112641596424	1.6167824697539
SDHA	566.5774	3969.1884	3402.611	0.875086716337956	2.80849908154364
CD82	745.8	4150.5985	3404.7985	0.847683966082417	2.47645868019337
HIST1H4A	1180.5248	4585.6945	3405.1697	0.795268834121519	1.9577118959976
FAM91A1	628.3264	4035.3463	3407.0199	0.865272192021537	2.68310638281508
ATP5D	778.18	4186.4606	3408.2806	0.843255521859931	2.42755524036344
NOL7	1444.4	4855.0474	3410.6474	0.770710046725686	1.7490150553969
ITGAL	967.4973	4381.7808	3414.2835	0.819134978231922	2.17918777460943
CASC4	1445.8	4875.3566	3429.5566	0.771276035148378	1.75363975068977
VPS52	1256.5855	4686.2851	3429.6996	0.788555803318349	1.89893588851869
INPPL1	552.6	3984.1433	3431.5433	0.878194563047021	2.84996207132804
ATP6V1C2	836.3713	4267.9456	3431.5743	0.836144323249209	2.35132632548064
LRIG1	572.3712	4005.5887	3433.2175	0.874972430405081	2.80699130369165
TIGD7	984.048	4418.4833	3434.4353	0.817854271385711	2.16675063703516
ZNF75A	984.048	4418.4833	3434.4353	0.817854271385711	2.16675063703516
EPN1	764.8439	4203.4845	3438.6406	0.846056090012085	2.45834851563733
LOC100268168	672.6496	4113.3768	3440.7272	0.85945551825623	2.61239616421018
RPL26L1	672.6496	4113.3768	3440.7272	0.85945551825623	2.61239616421018
PHACTR4	1028.1236	4469.2558	3441.1322	0.812979326113093	2.12002090611329
DAPK1	757.6	4199.4757	3441.8757	0.847167958318651	2.47070098429957
FOXN3	921.9995	4367.2067	3445.2072	0.825682821743648	2.24387294213127
LEO1	592.112	4038.046	3445.934	0.872118402870917	2.76971534798127
RPS18	1238.6494	4686.2851	3447.6357	0.790942937850199	1.91967683616077
ITGA3	894.9545	4342.7215	3447.767	0.829131374296539	2.27871319339264
FKBP2	1455.505	4903.9068	3448.4018	0.771125845317958	1.75241176503789
AFTPH	1295	4744.9146	3449.9146	0.785592994973803	1.87343002363061
POLDIP3	1880.7008	5332.6085	3451.9077	0.739273512089659	1.5035710653895
ARID1B	423.8	3877.4822	3453.6822	0.901471240366419	3.19366466560675
LRRC1	1201.2	4657.1865	3455.9865	0.794960609034587	1.95498227694927
STK24	589.2	4046.7982	3457.5982	0.872907629688036	2.77995157304204
TNFRSF14	1207	4666.6489	3459.6489	0.794505933100632	1.95096125268694
SAP30L	399.303	3862.5068	3463.2038	0.906306705662932	3.27398165668082
METTL8	862.396	4327.8119	3465.4159	0.833841723372969	2.32721540491688
FAM86B2	1598.4	5063.8626	3465.4626	0.760081507444633	1.66360977177844
ELL2	851.3607	4316.977	3465.6163	0.835273786385901	2.34217900647635
XPC	780.1361	4248.5526	3468.4165	0.844862916250911	2.44517368763742
CNPY2	941.7806	4413.8577	3472.0771	0.824151567517172	2.22857720920472
PPP1CA	560.014	4032.131	3472.117	0.878049582493584	2.8480077121447
LSM3	776.1266	4248.5526	3472.426	0.845537084238134	2.45260752071068
METTL4	1235.52	4711.215	3475.695	0.792235571284074	1.93098080752542
NDC80	1235.52	4711.215	3475.695	0.792235571284074	1.93098080752542
BAD	766.3683	4244.4343	3478.066	0.847056776892388	2.46946249169217
TMEM39B	775.8	4254.2045	3478.4045	0.845765545537782	2.45513270446629
GSTK1	431.074	3913.0468	3481.9728	0.90076841325407	3.18228491009415
DCPS	876.678	4361.6504	3484.9724	0.832641649576609	2.31475518858064
NKIRAS2	1356.4476	4841.5927	3485.1451	0.781148954452587	1.83564840048879
STBD1	865.6	4354.4825	3488.8825	0.834178865947042	2.33072887044902
RNF19A	698.4	4190.1574	3491.7574	0.857135767701122	2.58487897457837
SEPT11	747.758	4240.3431	3492.5851	0.850091651109477	2.50353765724888
COPE	1080.9818	4579.6128	3498.631	0.809033877819125	2.08288339231016
LMF2	1430.036	4930.059	3500.023	0.775154930861882	1.78555344587668
ST5	322.67	3822.9179	3500.2479	0.922165442445449	3.56654286186944
BMP1	396.7488	3900.372	3503.6232	0.907671015438989	3.29731396369629
NTAN1	356.67	3860.4861	3503.8161	0.915424046076929	3.43612073947976
ETNK1	794.2952	4298.7683	3504.4731	0.844043727316575	2.43617616227005
C20orf4	571.704	4077.0664	3505.3624	0.877020383712648	2.83419116364691
C12orf4	1180.5134	4686.0694	3505.556	0.798773248372119	1.98896390277945
RAB20	330.924	3836.9344	3506.0104	0.920600949398857	3.53538226855158
RUSC2	507.6245	4013.7161	3506.0916	0.887726994068971	2.98310496870778
RAD54L	722.8	4230.571	3507.771	0.854079171537928	2.54918398566439
FAM200B	645.9532	4156.5632	3510.61	0.865496929901166	2.68588959867686
ANKRD16	646.7298	4158.167	3511.4372	0.865401937456804	2.68471270727588
RNF111	525.7824	4037.5107	3511.7283	0.884780050617393	2.94092832795372
TTC23	1001.9811	4514.553	3512.5719	0.818367641378307	2.17172785326799
RAD51AP1	1171.9112	4686.0694	3514.1582	0.799946213546696	1.99951506484189
FBXL6	445.9379	3961.8656	3515.9277	0.898829904735998	3.15126521614019
GPR172A	445.9379	3961.8656	3515.9277	0.898829904735998	3.15126521614019
RNU12	1815.9872	5332.6085	3516.6213	0.74596588250193	1.55408738086371
ADCK5	931.896	4449.2448	3517.3488	0.826821851604403	2.25531961502591
MTL5	477.239	3995.3959	3518.1569	0.893298019921098	3.06555461543367
C20orf118	938.6664	4458.526	3519.8596	0.826082464653289	2.24788240693422
IFIT5	938.7651	4459.875	3521.1099	0.826110820019286	2.24816716168128
SNX5	1755.756	5276.9003	3521.1443	0.750342413292684	1.58759836064156
STIP1	745.8	4267.767	3521.967	0.851243635519382	2.51662071172624
EZR	691.2393	4214.9654	3523.7261	0.859109160284323	2.60826363983938
ARHGAP4	946.6	4472.4915	3525.8915	0.825321273870353	2.2402519132393
RAB3GAP2	1300.7715	4827.1468	3526.3753	0.787730280281315	1.89180314842175
SHPK	707.302	4234.0446	3526.7426	0.856860476049181	2.58163822043618
VMAC	1300.0133	4830.0918	3530.0785	0.787929688187565	1.89352422590883
HIST1H2AJ	3296.9796	6830.2943	3533.3147	0.67444549909922	1.05080278152546
MYO6	1032.2	4567.509	3535.309	0.815668992799447	2.14568503586421
CTNS	696.775	4234.0446	3537.2696	0.858689821059363	2.60327169961508
MSN	482.2608	4021.0888	3538.828	0.892910645889007	3.0597007441341
C1orf163	1059.5928	4600.1446	3540.5518	0.812784105495778	2.11816926561229
NR4A2	1577.8	5118.6947	3540.8947	0.76438419341988	1.69786161795035
ZNF524	662.1752	4203.4845	3541.3093	0.863908443905356	2.66630086871528
IL17C	659.988	4201.3411	3541.3531	0.86423712807265	2.67033822209966
PLCL1	685.8084	4229.827	3544.0186	0.860484282459191	2.62472117821551
CEPT1	337.0929	3881.3746	3544.2817	0.920091146844204	3.5253495314419
DRAM2	337.0929	3881.3746	3544.2817	0.920091146844204	3.5253495314419
TMBIM6	1360.3487	4904.9488	3544.6001	0.78287564157967	1.85026157021354
C19orf56	763.2942	4308.217	3544.9228	0.849493736699231	2.49677978466449
SNRPE	1472.3415	5017.5226	3545.1811	0.773132152335825	1.76886287590586
SCD	565.675	4113.0618	3547.3868	0.879096639930675	2.86216743131856
ITPR2	1310.8	4869.2296	3558.4296	0.78789745602513	1.89324595197739
TTLL12	716.1812	4275.8986	3559.7174	0.856536508090275	2.57783108790874
BIN3	755.217	4316.6705	3561.4535	0.851097446463472	2.51495582786715
TCEANC	638.9664	4202.9952	3564.0288	0.868035632500679	2.71760583460202
MYL12B	1460.1112	5026.6164	3566.5052	0.774907890382201	1.78350934885082
DHX58	742.8	4313.0106	3570.2106	0.853079939347411	2.53764954137358
C6orf1	1130.4	4702.1486	3571.7486	0.806191070572477	2.05648676180395
DDX49	1005.6366	4579.6128	3573.9762	0.819947771714545	2.1871165630796
FN3KRP	494.5584	4070.3682	3575.8098	0.891661259131746	3.04094650762751
DAG1	784.0628	4362.377	3578.3142	0.847649476051386	2.47607333654752
OTUD1	640.3968	4219.3897	3578.9929	0.868225322244094	2.71999633607714
HAX1	2203.2	5783.3844	3580.1844	0.72413739219985	1.39231353128362
ZNF581	621.7774	4203.4845	3581.7071	0.871141212044884	2.75711566878082
FAM104A	803.411	4388.7288	3585.3178	0.845263989232339	2.44959300263685
ZNF780A	1009.5813	4595.7148	3586.1335	0.81988796274295	2.18653217694763
DCUN1D1	545.8825	4134.8955	3589.013	0.883377827361178	2.92118851628954
TMEM214	436.5712	4025.8357	3589.2645	0.902166877700014	3.20499942907495
NAPB	278.4249	3868.5458	3590.1209	0.932860654163773	3.79643120944653
CUTA	1266.5978	4861.7563	3595.1585	0.793321701172587	1.94051910011372
IMMT	1064.0904	4660.1838	3596.0934	0.814109114479526	2.1307661361478
C17orf80	788.6248	4388.7288	3600.104	0.847678010634622	2.47639213718901
NCRNA00120	1219.1584	4819.9762	3600.8178	0.79812365831356	1.98314044146774
NSUN2	932.6656	4537.538	3604.8724	0.829500752037822	2.28247791332429
SRD5A1	932.6656	4537.538	3604.8724	0.829500752037822	2.28247791332429
ATP6AP1	323.268	3932.8089	3609.5409	0.924045545323676	3.60475747706714
BHLHA15	256.2378	3871.985	3615.7472	0.937930239617881	3.91751814191221
SFXN4	745.668	4365.7245	3620.0565	0.854116466305415	2.54961575624523
ZBTB3	886.854	4508.65	3621.796	0.835630925303734	2.34592699717103
LENG9	1128.2	4751.4806	3623.2806	0.808118828767671	2.07435429695386
CDK5RAP3	1198.3336	4822.3422	3624.0086	0.800963606112124	2.00870443919866
CRTC2	786.096	4410.4026	3624.3066	0.848725832428782	2.48813294316822
RNF8	457.0214	4086.2766	3629.2552	0.899407566926053	3.16045323729399
FIBP	1893.96	5525.4978	3631.5378	0.744730672907123	1.54469858307866
MARCKSL1	282.5007	3914.0918	3631.5911	0.932683313902887	3.79235124546661
NR4A3	1397.4	5029.917	3632.517	0.782584241605012	1.84778954854955
UBE2Q1	1298.8	4931.7167	3632.9167	0.791542168565249	1.92491063748909
TTC30B	1222	4856.8238	3634.8238	0.798974268673489	1.99076886283208
LMBRD2	751.9619	4389.6598	3637.6979	0.853750053217645	2.54537766360552
WDR78	1062.0697	4708.3279	3646.2582	0.815945143884019	2.14833634846097
ARHGEF38	2328	5974.9236	3646.9236	0.719616834725542	1.35982920754915
ROR2	563.3561	4211.5497	3648.1936	0.882017337389148	2.902232141301
TOP3A	1017.5616	4666.2413	3648.6797	0.820971694848884	2.19714478030453
GYG1	819.4	4472.5565	3653.1565	0.845161236680611	2.44845990944526
TMEM187	817.8741	4472.4915	3654.6174	0.845403104087929	2.45112805728915
ZNF434	986.1588	4642.3744	3656.2156	0.824792931842349	2.23497099247981
GK	556.4	4212.985	3656.585	0.883339256528882	2.92064845431489
NCAPH2	1273.3658	4930.059	3656.6932	0.79473180685611	1.95295799000085
SRCAP	957.9892	4615.0822	3657.093	0.828103906940794	2.26827504740281
HINT2	1086.8	4744.2048	3657.4048	0.813617028749488	2.12607981947423
ZNF174	983.5344	4642.3744	3658.84	0.825177685070188	2.23881546034497
ZFYVE19	761.6801	4421.4694	3659.7893	0.85304685886448	2.53726879560657
C7orf41	293.8276	3953.6668	3659.8392	0.930823310797067	3.75014946782432
CCT8	1072.7154	4732.9816	3660.2662	0.815230557157909	2.14148194515389
ZMIZ2	703.6	4364.1797	3660.5797	0.86116207853313	2.63288311955048
KATNB1	785.4	4446.5513	3661.1513	0.849883923804872	2.50118732704469
ALKBH3	399.1559	4064.799	3665.6431	0.910582452345117	3.34815977322029
TMC5	496.5144	4162.7345	3666.2201	0.893434669266113	3.06762408127334
SLAMF6	494.9538	4162.2013	3667.2475	0.893721856074753	3.07198096853602
OAZ3	1108.9596	4778.4673	3669.5077	0.811639342817148	2.1073411376786
SNX11	628.2902	4298.1219	3669.8317	0.872464952739134	2.77420341756694
DNAJC17	750.3023	4421.4694	3671.1671	0.854923545832466	2.55898201857103
DENND5B	353.0508	4026.011	3672.9602	0.919377525112799	3.51140342306877
DUSP6	2243.8	5917.8137	3674.0137	0.725078877477379	1.39912019167493
CHST11	829.4234	4504.9774	3675.554	0.84451423297627	2.44133921375
TMEM136	350.61	4026.1677	3675.5577	0.919893121371003	3.52146821544395
ZNF652	1349.4684	5025.0921	3675.6237	0.788304087787699	1.89675884413405
MRPL9	1101.9708	4778.4673	3676.4965	0.812603962279613	2.11646195006085
RAB3A	1211.0262	4889.0251	3677.9989	0.801472784335437	2.01331673466651
FAN1	814.6764	4496.2608	3681.5844	0.846604023109142	2.46442669859788
SKP2	707.4144	4389.6598	3682.2454	0.861211673159477	2.63348164308804
SLC25A16	560.664	4243.6269	3682.9629	0.883299323111346	2.92008947692252
C19orf61	1169.6	4852.7746	3683.1746	0.805790891851862	2.05279463545389
DRAM1	836.0124	4520.6879	3684.6755	0.843931459073789	2.43494607398962
RIOK3	405.3504	4090.379	3685.0286	0.909836566231055	3.33499305252632
NAE1	531.1504	4216.1908	3685.0404	0.888116236515715	2.98874782031421
OSBPL1A	1449.3099	5139.7457	3690.4358	0.780042848629172	1.82633086728488
CYLD	1180.8016	4873.5364	3692.7348	0.804966026013084	2.04520243840585
C3orf19	1162.341	4856.1334	3693.7924	0.806871156584134	2.0627746742952
HOMER3	643.8824	4338.7664	3694.884	0.870775078508443	2.75241579253697
LOC652276	644.7715	4341.1118	3696.3403	0.870680587329431	2.7512046971008
MNT	1686.4	5387.3067	3700.9067	0.761595996056777	1.67561742822452
SSBP3	238.8594	3941.2098	3702.3504	0.942857548865459	4.04440499119891
TUBD1	561.372	4265.3717	3703.9997	0.883695502622192	2.92564245640996
RAB5C	831.952	4536.8933	3704.9413	0.845040794898672	2.44713253168671
PTPN2	954.1862	4661.8099	3707.6237	0.830094931867919	2.28854744874172
AKAP10	1248.2	4956.3673	3708.1673	0.798825616735594	1.98943398799688
CCDC141	459.006	4168.2316	3709.2256	0.900803451285925	3.18285052311042
MYCBP2	1079.4	4789.0198	3709.6198	0.816066328451826	2.14950080792474
NOL11	772.6	4482.5836	3709.9836	0.852983252573706	2.53653690686532
ERAP2	760.235	4470.6265	3710.3915	0.854663519575122	2.55595966926387
MIR1260B	1394.5136	5105.9698	3711.4562	0.785475400183316	1.87242300041635
RPS6KB1	553.4568	4265.3717	3711.9149	0.885147022767048	2.94612885157719
SMCR8	953.4512	4666.2413	3712.7901	0.830337478429647	2.29102990886429
PLCG1	731.9895	4444.9389	3712.9494	0.8586054425632	2.60226872887009
